Gene = MRPS24
index = 876
Annotated 5SS: [101 250 595]
Annotated 3SS: [ 180  482 2574]
SMsplice 5SS: [101 250 595]
SMsplice 3SS: [ 180  482 2574]
top_k =  1000
Partition function (log Z): 6.055190027735121

Sorted 5' Splice Sites (High to Low Probability):
Position 250: 0.9975201307802187
Position 595: 0.996478924595652
Position 101: 0.9592282774973588
Position 34: 0.033599575414804426
Position 1230: 0.030774727640830123
Position 2575: 0.009993894701551322
Position 2647: 0.008222221743681014
Position 2210: 0.005526876191886742
Position 1168: 0.0046913648649097636
Position 2476: 0.00418472237788266
Position 1023: 0.003939285918725683
Position 2118: 0.003616812505863203
Position 1796: 0.0034414074651988864
Position 2469: 0.0026030546098799023
Position 2695: 0.0023327677551534093
Position 1187: 0.0021829191494545166
Position 1098: 0.0018265156988888467
Position 1439: 0.0017605799480286187
Position 887: 0.0015330240939560385
Position 1995: 0.0012825877744652467
Position 2747: 0.0010872285020701684
Position 1599: 0.0010493625038545356
Position 1223: 0.001020529905452396
Position 1133: 0.0009574780841925278
Position 238: 0.00093998121834745
Position 1828: 0.0007322516206096079
Position 1470: 0.0005685278680145105
Position 1146: 0.0005370169066333207
Position 2642: 0.0004862304325801185
Position 898: 0.0004039212566920329
Position 643: 0.00038863110616323365
Position 669: 0.0003226643179295782
Position 1244: 0.0002505230563256532
Position 2309: 0.00024083512819664645
Position 2921: 0.00020966057065610396
Position 2090: 0.00020695609888566477
Position 361: 0.00019222865229304368
Position 504: 0.00018374005721003508
Position 343: 0.0001761434584218848
Position 85: 0.00017032316932469812
Position 2613: 0.00016560223160857793
Position 975: 0.00015951200175783484
Position 2341: 0.00015883829032267385
Position 74: 0.00015797031091819465
Position 1952: 0.00014367173515588842
Position 1387: 0.00013317644196801252
Position 2082: 0.00012783547160021987
Position 568: 0.00012365139006646726
Position 2163: 0.0001097004333373636
Position 2094: 0.00010339268104503097
Position 1218: 9.686091997162728e-05
Position 314: 9.358280727480325e-05
Position 76: 9.084873729786109e-05
Position 699: 7.436244565194605e-05
Position 1502: 6.712386184144343e-05
Position 1286: 6.412079662513312e-05
Position 2805: 5.5219397576360134e-05
Position 913: 5.110656037714474e-05
Position 2286: 5.100089487770393e-05
Position 2735: 4.524615668990124e-05
Position 1588: 3.7123802743836366e-05
Position 1532: 3.5054273270802485e-05
Position 2636: 3.438094035474967e-05
Position 1872: 3.210570837547364e-05
Position 498: 3.1116358912385155e-05
Position 1583: 3.081810128479857e-05
Position 105: 2.9547870913976045e-05
Position 2838: 2.685088234718599e-05
Position 2304: 2.4780841626538864e-05
Position 2760: 2.07897233214492e-05
Position 525: 1.575879748942414e-05
Position 891: 1.4842556213236259e-05
Position 139: 1.4833501602528758e-05
Position 2141: 1.3945248736651537e-05
Position 977: 1.3558625550910847e-05
Position 2770: 8.705544168306653e-06
Position 1443: 7.591744181165612e-06
Position 2289: 6.0040789084876334e-06
Position 1612: 5.949883580907919e-06
Position 2721: 5.345573930214404e-06
Position 181: 4.672936021374175e-06
Position 2679: 3.952649669031529e-06
Position 1562: 3.7328445749430164e-06
Position 941: 3.584423774815794e-06
Position 1605: 3.3454759950918847e-06
Position 1232: 3.3054154506157185e-06
Position 122: 3.082336801368935e-06
Position 334: 1.5147908665714927e-06
Position 7: 7.187303015527485e-07
Position 38: 3.648466730242524e-07
Position 31: 2.874971607394938e-07
Position 332: 2.7132646272323544e-07
Position 994: 1.5679332748897387e-07
Position 928: 1.2535331747015443e-07
Position 144: 1.7651797720932942e-08
Position 660: 1.4817147829761793e-08
Position 1206: 1.4648385745752813e-08
Position 400: 4.725077670158595e-09
Position 132: 4.611806286611857e-09
Position 857: 3.564228186112271e-09
Position 10: 3.2529337534546138e-09
Position 151: 2.798833812006905e-09
Position 186: 2.309834767615331e-09
Position 581: 1.7253704383264313e-09
Position 431: 1.4939945428531166e-09
Position 638: 1.2189397254508129e-09
Position 1046: 9.64633572899652e-10
Position 437: 2.577940307771873e-10
Position 764: 3.671852946148632e-11
Position 662: 9.841660866939046e-12
Position 460: 1.1203450405172917e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 482: 0.9974641828145878
Position 180: 0.9921873768814813
Position 2574: 0.9037612500116349
Position 2443: 0.04118045414662805
Position 2068: 0.027165951342871048
Position 1132: 0.023352744397381057
