Gene = NOBOX
index = 947
Annotated 5SS: [   85  5672  8359  9182 10022 10471 10831 11278 11946]
Annotated 3SS: [ 5546  8276  8629  9914 10363 10744 11048 11640 12685]
SMsplice 5SS: [   85  8605  9182 10022 10471 10831 11278 11946]
SMsplice 3SS: [ 8513  9083  9914 10363 10744 11048 11640 12685]
top_k =  1000
Partition function (log Z): 5.676957849460539

Sorted 5' Splice Sites (High to Low Probability):
Position 10471: 0.9662371028667671
Position 10831: 0.906767031079759
Position 11278: 0.856136532181035
Position 85: 0.8478931412992892
Position 8605: 0.7120329268475162
Position 11946: 0.7055670566525657
Position 9182: 0.6968686336047578
Position 10022: 0.6091531734369493
Position 9995: 0.35141932626377376
Position 8359: 0.28686011442097975
Position 11295: 0.11941634519228216
Position 12734: 0.11368787618796934
Position 11898: 0.09395829208280092
Position 6571: 0.08802306202826228
Position 118: 0.0862044047210589
Position 12265: 0.06619401545943676
Position 254: 0.0438960254139189
Position 11990: 0.02275317249829875
Position 5672: 0.019768966660310344
Position 5408: 0.019244727697666886
Position 5092: 0.01777346661387456
Position 11562: 0.01647994916152599
Position 10118: 0.015972169797207596
Position 9235: 0.011216236665968434
Position 12686: 0.010149448214111257
Position 8483: 0.009002515235343008
Position 10095: 0.008689207025975242
Position 7698: 0.00856398347553137
Position 177: 0.007297294058221983
Position 9566: 0.007200362354551721
Position 9840: 0.007168466380922029
Position 12410: 0.0070455001223445396
Position 40: 0.007022121701544576
Position 10001: 0.006926881261883833
Position 11259: 0.005310560017962436
Position 874: 0.005206432536801803
Position 10903: 0.00513027004705069
Position 10503: 0.004914652000594032
Position 3531: 0.004851023926702581
Position 8911: 0.004723439544467975
Position 12435: 0.004684906020533539
Position 9281: 0.004422144649840035
Position 12124: 0.004028953849671144
Position 5129: 0.004004374216952655
Position 3173: 0.003441930760957939
Position 12176: 0.003163474680454207
Position 12570: 0.002972885882523535
Position 4555: 0.002520617707985602
Position 5452: 0.002102858477039943
Position 8720: 0.002061752164004731
Position 507: 0.002043261709577579
Position 11969: 0.0019226235003346214
Position 4242: 0.0018577779194472658
Position 3888: 0.0018344314271490992
Position 3576: 0.0017633508696385147
Position 10507: 0.0015569551936948898
Position 10109: 0.0010973867109809468
Position 11471: 0.0010079309980345035
Position 12588: 0.0009731502313629171
Position 11773: 0.0009387844399185156
