Gene = GLE1
index = 595
Annotated 5SS: [  205  4398 10940 18117 18641 19147 20724 22592 22826 28956 29252 31785
 33391 34999 35639]
Annotated 3SS: [ 4175 10828 17967 18579 18891 20491 22478 22755 28812 29060 31654 33285
 34915 35574 36401]
SMsplice 5SS: [  205  4398 10940 18117 18641 19147 20630 22592 22826 29252 31785 33391
 34999]
SMsplice 3SS: [ 4259 10828 17967 18579 18891 20491 22478 22755 29060 31654 33285 34915
 35574]
top_k =  1000
Partition function (log Z): 5.840215246448991

Sorted 5' Splice Sites (High to Low Probability):
Position 10940: 0.9817717261894344
Position 205: 0.9797174774219423
Position 19147: 0.9670701717262129
Position 4398: 0.9315746191719568
Position 20630: 0.9149267795354852
Position 22592: 0.8745016785923149
Position 22826: 0.864789473230713
Position 34999: 0.845872828463398
Position 29252: 0.8135759965708087
Position 31785: 0.7200010580695901
Position 18641: 0.5751349693920461
Position 33391: 0.5730468737991816
Position 35639: 0.5029574660797732
Position 18117: 0.44967226976446395
Position 950: 0.3342988026238632
Position 28978: 0.30689542446095724
Position 27992: 0.19970880675552521
Position 1247: 0.17827964465608495
Position 1274: 0.15842818983114715
Position 14719: 0.11919132937470801
Position 8728: 0.10053447623084363
Position 22603: 0.09920131752392641
Position 2641: 0.09657445413502612
Position 31789: 0.0910607133829546
Position 19992: 0.08901459899957796
Position 20321: 0.0743674008673263
Position 2435: 0.06589317976285042
Position 28956: 0.06316483508442271
Position 35458: 0.058897930640561015
Position 5244: 0.05122584726785778
Position 24548: 0.05075646137207296
Position 28012: 0.037541572688358206
Position 1255: 0.035868465894647504
Position 2751: 0.026452995556789472
Position 17188: 0.024646458376332992
Position 2743: 0.023519550700529385
Position 20757: 0.02279853144194758
Position 2651: 0.022566017730901486
Position 33772: 0.020587808943445626
Position 20724: 0.02026542668117236
Position 32333: 0.019842653614461782
Position 13334: 0.019253130484384973
Position 4143: 0.018344548137726242
Position 997: 0.016809776874149338
Position 14602: 0.01631978171462027
Position 28511: 0.016278258441693904
Position 28879: 0.01625448124612384
Position 16388: 0.016115300230512386
Position 504: 0.015616264726947706
Position 227: 0.012532455274648977
Position 7900: 0.012229963272526586
Position 18706: 0.012055154192033745
Position 33434: 0.011162348914572297
Position 19069: 0.009656130112439846
Position 8914: 0.008434191868400696
Position 18754: 0.007933260038640623
Position 23883: 0.007684791733675853
Position 520: 0.00739323756666628
Position 20011: 0.006835777496507151
Position 31819: 0.00640806945935975
Position 35498: 0.006386968668517529
Position 9955: 0.006122442436885849
Position 27480: 0.005779601383104556
Position 1229: 0.005698165879099674
Position 32040: 0.005442366418221946
Position 35114: 0.005231985813514461
Position 27879: 0.0051249225890016075
Position 9935: 0.00445353502889805
Position 18663: 0.004222582725209307
Position 35034: 0.004138863233397773
Position 5805: 0.0040755805742281066
Position 4403: 0.00406868480334933
Position 28018: 0.003753394053067624
Position 24587: 0.003691988748171015
Position 18685: 0.0035686749407442425
Position 22801: 0.0035196142204719154
Position 18661: 0.003510311313219439
Position 20439: 0.0033449854779237
Position 35506: 0.003067029820585821
Position 18321: 0.003066369493521821
Position 28225: 0.002981491162549623
Position 36900: 0.002476769624411293
Position 4192: 0.0023534123933211817
Position 21895: 0.0022153535840891427
Position 21598: 0.0020423970171708416
Position 19658: 0.0018912587659677019
Position 415: 0.001463880095259291
Position 22830: 0.00144376649782901
Position 33732: 0.0013007108092415835
Position 22899: 0.0012956174058084133
Position 14761: 0.0012561387214764948
Position 899: 0.00125198289704918
Position 22548: 0.0011996797338469775
Position 24402: 0.001132950711744529
Position 10909: 0.0009353924105775098
Position 13648: 0.0009116566549496503
Position 22493: 0.0008947826457068513
Position 164: 0.0008869766752360728
Position 17305: 0.0008163070910983462
Position 11763: 0.0007858127470777659
Position 10482: 0.0007807177151225814
Position 21465: 0.0007784515887357434
Position 29611: 0.0007282253835167353
Position 34864: 0.0007091384271698507
Position 37172: 0.0006402740651178704
Position 20898: 0.0005898341112909649
Position 633: 0.0005663846839378713
Position 1630: 0.0004934445738139074
Position 21752: 0.0004523963197626501
Position 31972: 0.00044726721961190874
Position 1020: 0.0004404419046154805
Position 29528: 0.00041195437920234505
Position 21209: 0.00038896463958338116
Position 1040: 0.0003824237397423606
Position 22546: 0.0003721762386402199
Position 29660: 0.0003682537898168631
Position 10919: 0.000270056890587443
Position 35094: 0.0002642188185181896
Position 36555: 0.00025817190598833976
Position 21167: 0.0002532902332019055
Position 22487: 0.00022978810773970152
Position 13523: 0.00022868213045459498
Position 34949: 0.00021893749280981568
Position 22613: 0.00019388216763406327
Position 65: 0.00017278135084652447
Position 703: 0.00015461554418287556
Position 22949: 0.00014542191359704943
Position 22587: 0.00013799357145497673
Position 24222: 0.0001368321567702177
Position 4104: 0.00012700364862895742
Position 509: 0.00011108277340826827
Position 2296: 8.607707622395526e-05
Position 854: 6.422573125078165e-05
Position 797: 6.0043131641361184e-05
Position 2394: 5.456567563200789e-05
Position 335: 3.8810941608772605e-05
Position 212: 3.613363407375794e-05
Position 1932: 3.338347165280015e-05
Position 22670: 3.290040939191113e-05
Position 1074: 3.143255430056301e-05
Position 1824: 2.9326121454866943e-05
Position 531: 2.188065535136074e-05
Position 738: 2.154713075803866e-05
Position 455: 1.997080504430709e-05
Position 1954: 1.9163883151023005e-05
