Gene = ETF1
index = 512
Annotated 5SS: [  204   468 24609 25740 29733 30537 31826 32256 32736 34632]
Annotated 3SS: [  363 24432 25599 29593 30345 31695 32099 32670 34483 34912]
SMsplice 5SS: [  204   468 13746 24609 25740 29733 32256]
SMsplice 3SS: [  363 13621 24432 25599 29593 32099 34912]
top_k =  1000
Partition function (log Z): -3.598673908971276

Sorted 5' Splice Sites (High to Low Probability):
Position 25740: 0.9999379869896702
Position 13746: 0.9991970899191563
Position 204: 0.9974482999376996
Position 468: 0.9965757142780303
Position 32256: 0.8759136510772267
Position 29733: 0.8417581072525504
Position 24609: 0.6426830524927837
Position 9190: 0.48090261857768535
Position 10898: 0.3816661645564798
Position 34632: 0.34528766417320994
Position 27573: 0.33259389550207435
Position 30537: 0.28965027479922667
Position 4237: 0.24964749647427945
Position 1129: 0.2220653488376953
Position 13298: 0.13662511601108246
Position 6344: 0.11356957628960952
Position 9267: 0.10923928872931382
Position 32736: 0.10638317801086297
Position 20584: 0.09826170937933024
Position 7232: 0.0870053103567313
Position 1782: 0.07705696790492461
Position 9740: 0.06521607232122341
Position 2731: 0.0580203047262356
Position 34996: 0.05668590702732931
Position 926: 0.0417603784000537
Position 6511: 0.03980360629974595
Position 6530: 0.03918367118394956
Position 8962: 0.036370587490990036
Position 32811: 0.034524673227380086
Position 4031: 0.029532603452188923
Position 35177: 0.02557106830906478
Position 6085: 0.025151662765141206
Position 782: 0.023941002596994825
Position 26517: 0.02387775718790029
Position 1104: 0.022518937168670348
Position 34714: 0.0192679342145374
Position 3924: 0.019027574205853666
Position 35009: 0.016552932179781637
Position 10973: 0.015311568189814318
Position 15172: 0.012440436812782556
Position 6966: 0.011246567003015734
Position 10627: 0.00904881783232391
Position 13189: 0.006948798176830968
Position 2775: 0.006145069214712358
Position 1115: 0.005897139321107819
Position 3273: 0.004697704505741139
Position 9480: 0.0037007308157565376
Position 2065: 0.003558982460771859
Position 36909: 0.0035531801250760064
Position 9222: 0.0035023533237958124
Position 10285: 0.00268878133062189
Position 6154: 0.0018241363478127225
Position 4509: 0.0017780885316539651
Position 1906: 0.001766868544389809
Position 2043: 0.0014146733920829804
Position 78: 0.001342980857247163
Position 32137: 0.001276529891516472
Position 7201: 0.0010743414530700384
Position 596: 0.0008260032880031062
Position 229: 0.0007443825149235375
Position 1157: 0.0007277233364327281
Position 32532: 0.0006740728226514348
Position 801: 0.0006674156001483223
Position 2113: 0.0006033980890700227
Position 667: 0.0005604695012602534
Position 2835: 0.0004815596225201488
Position 959: 0.00046308800545008364
Position 6942: 0.0004462287086571114
Position 4241: 0.00042807013133702677
Position 14057: 0.0003871330380820594
Position 760: 0.0003803744467401255
Position 930: 0.00033423545549976085
Position 1568: 0.0003330742544358509
Position 30586: 0.00033073635689944835
Position 1178: 0.00030649001436160156
Position 819: 0.000288113445050207
Position 1938: 0.00018844173326350414
Position 479: 0.00014252924489678047
Position 714: 9.779682955401277e-05
Position 1290: 9.693519232737655e-05
Position 623: 8.277388283571618e-05
Position 1682: 5.054859486284645e-05
Position 1348: 4.044698621016088e-05
Position 1352: 3.673247172613627e-05
Position 1133: 2.9630072822792494e-05
Position 1122: 2.4588496581467304e-05
Position 59: 2.441622388787615e-05
Position 3011: 2.2157436229067065e-05
Position 1950: 1.8125177526602837e-05
Position 599: 1.7298445243102037e-05
Position 935: 1.591409167128431e-05
Position 132: 1.4749482439811979e-05
Position 123: 9.052778664622693e-06
Position 415: 7.399863919080929e-06
Position 754: 5.334245211147265e-06
Position 817: 4.442213542610197e-06
Position 632: 2.973459870439393e-06
Position 688: 1.571122779158623e-06
Position 1139: 1.463144221095559e-06
Position 1372: 7.593521589135336e-07
Position 125: 5.958642561918196e-07
Position 1000: 3.0633034302466903e-07
Position 504: 2.681928122687319e-07
Position 648: 2.3530367377862694e-07
Position 238: 9.287859737058228e-08
Position 711: 7.851514909114815e-08
Position 809: 5.394524808898193e-08
Position 13888: 3.93599085323544e-08
Position 336: 3.8270981780185646e-08
Position 328: 2.7922454772688977e-08
Position 493: 2.2421529304479862e-08
Position 398: 1.9009506688516837e-08
Position 334: 1.552486968644363e-08
Position 64: 1.3570408348771285e-08
Position 1272: 5.4325578227959035e-09
Position 1033: 3.0266500501638456e-09
Position 325: 1.672673073173023e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 25599: 0.9999805697047927
Position 13621: 0.9993415746003687
Position 363: 0.9626378615613664
Position 34912: 0.9384983051757201
Position 29593: 0.8305339244763227
Position 24432: 0.6426888202348007
Position 9061: 0.5189560513473983
Position 32099: 0.46039200282034076
Position 32056: 0.4206976010022636
Position 10734: 0.39310982002329176
Position 34483: 0.3603115663161274
Position 27472: 0.31517685620147917
Position 4164: 0.18077169303232057
Position 30385: 0.17051591702246907
Position 1018: 0.14978342451467494
Position 13159: 0.13152759373643827
Position 30345: 0.11213414582443186
Position 20297: 0.09826291124185277
Position 32670: 0.08139082061562689
Position 4120: 0.057892534242545285
Position 6443: 0.057058365931366616
Position 35702: 0.05009962153619188
Position 877: 0.04633998145498602
Position 7132: 0.04570182967383615
Position 1661: 0.044644237458513834
Position 32697: 0.04458074814126697
Position 2672: 0.04411739032411592
Position 5985: 0.04056211978009211
Position 6180: 0.040087516731639614
Position 9618: 0.03842098715970625
Position 6264: 0.03828982821880699
Position 693: 0.03641810326672773
Position 36521: 0.033176400060039066
Position 3842: 0.029816517574554002
Position 8994: 0.02874528467132431
Position 8881: 0.027530655954156814
Position 7052: 0.026208238562304288
Position 9165: 0.025762924521263966
Position 781: 0.02555113173282598
Position 37120: 0.025403983190330253
Position 308: 0.02302276533834258
Position 1066: 0.022136843882145034
Position 6424: 0.021928933854578798
Position 36755: 0.019535773925166085
Position 9641: 0.019523449988187384
Position 27313: 0.01744142501956326
Position 1033: 0.01471171784305827
Position 1494: 0.014515342627600483
Position 838: 0.01449709778551154
Position 6941: 0.013904365251006304
Position 8729: 0.01386508487876708
Position 6800: 0.013408549650103964
Position 35608: 0.01327272013208528
Position 26399: 0.013229431865622397
Position 10579: 0.012916883920294683
Position 9095: 0.012388357290908099
Position 6311: 0.012385382158356566
Position 13084: 0.012046320451475181
Position 29531: 0.011892782988279296
Position 26383: 0.010675799893071379
Position 32377: 0.010102372243395922
Position 3983: 0.010033629046346339
Position 410: 0.009635633154089619
Position 2587: 0.009524904473220342
Position 32442: 0.008729940264797488
Position 30257: 0.008029007340675973
Position 34326: 0.007954482561164572
Position 9517: 0.0072716589709142625
Position 15099: 0.007036119222503083
Position 3709: 0.006637380408658489
Position 15052: 0.005405099689137328
Position 3772: 0.0053854454601155516
Position 2565: 0.005221471348264738
Position 2501: 0.004778157368778091
Position 1666: 0.004502326132731792
Position 6143: 0.0036028450282006115
Position 9377: 0.0034464447486353056
Position 1633: 0.0032455274206680783
Position 1970: 0.0032085788890775695
Position 6293: 0.0031623309302973857
Position 1517: 0.00303261188047796
Position 3938: 0.002787597455482269
Position 754: 0.0027819991156924286
Position 9017: 0.0027665099477647984
Position 10048: 0.0026887871177213685
Position 717: 0.0025472934281106324
Position 1817: 0.002526998402989094
Position 1587: 0.0023874767102598465
Position 6290: 0.002322466781863395
Position 1685: 0.001988227383926631
Position 3215: 0.0019684506381528093
Position 3123: 0.001930571171399563
Position 881: 0.0019129523169387592
Position 4023: 0.0016826223733587876
Position 33908: 0.0016273398706010145
Position 2000: 0.0016194240951383676
Position 1699: 0.0016013781331660306
Position 398: 0.0015334141929795287
Position 32896: 0.0015327531991985804
Position 35548: 0.0012009150214798187
Position 3778: 0.0010675024145898788
Position 34259: 0.0010151091372984046
Position 34850: 0.0009873092882164342
Position 4204: 0.0009322076599557797
Position 35107: 0.0009041213060284735
Position 4456: 0.0008875057816147613
Position 3917: 0.0007371538878931835
Position 2611: 0.0006794869936259455
Position 919: 0.0006133833691805797
Position 1075: 0.0006125053832490455
Position 34059: 0.000612484427085913
Position 33248: 0.0006019272935920401
Position 4055: 0.0005362983199221657
Position 935: 0.000527767123889236
Position 1052: 0.0005197128261470023
Position 6846: 0.0005073746274257202
Position 4373: 0.0004634144414397645
Position 373: 0.00044230318133998346
Position 1610: 0.00042494185634380595
Position 4403: 0.00040431346150545446
Position 32945: 0.00040295612716831835
Position 370: 0.00037679310606609633
Position 33979: 0.000376146167473006
Position 1500: 0.00037346564007285774
Position 1746: 0.00035241148685089007
Position 759: 0.000320177670716448
Position 3167: 0.00028254105156523177
Position 1543: 0.00026930618337197567
Position 9290: 0.00025428606712123023
Position 13953: 0.0002497720243227594
Position 520: 0.00022017545632063438
Position 3080: 0.00022015609615907343
Position 2298: 0.00020752488624489987
Position 27902: 0.00019290187672211688
Position 33109: 0.00018310788016955574
Position 3077: 0.00014221424881022334
Position 3855: 0.0001345206774914551
Position 6018: 0.00013288829938420496
Position 3980: 0.0001313794345219229
Position 29098: 0.00012937573306581697
Position 1865: 0.0001133788698273271
Position 27720: 0.00010135029958546674
Position 367: 9.220586134969601e-05
Position 2472: 7.790959919591623e-05
Position 3126: 6.73529200138154e-05
Position 3688: 6.194801385777018e-05
Position 2971: 6.148927809118573e-05
Position 671: 5.9502606345730055e-05
Position 1707: 5.4738908017005434e-05
Position 25932: 5.363088976934053e-05
Position 3791: 5.0172308261583496e-05
Position 972: 4.215549172247484e-05
Position 6994: 4.2100036259509094e-05
Position 27878: 4.0818719163979834e-05
Position 1166: 4.050734133864281e-05
Position 29830: 3.965818774685065e-05
Position 1595: 3.4139319841564935e-05
Position 1592: 3.23487596991687e-05
Position 25956: 3.0877406885259896e-05
Position 956: 2.8293611427110966e-05
Position 1768: 2.7392482047689923e-05
Position 3143: 2.737066517209453e-05
Position 2403: 2.2906061049692036e-05
Position 2617: 2.2052361065435405e-05
Position 953: 2.118562285039561e-05
Position 1197: 2.101433226897236e-05
Position 26285: 1.7876335601716e-05
Position 602: 1.578311521028711e-05
