Gene = SNX8
index = 1294
Annotated 5SS: [  137 36365 39353 42615 44906 50167 51235 56730 57100 57591]
Annotated 3SS: [36158 39234 42492 44824 50005 51101 56660 56949 57440 59294]
SMsplice 5SS: [  137  4275 36365 39353 42615 44606 44906 50167 51235 56730 57100 57591
 60874]
SMsplice 3SS: [ 4193 36271 39234 42492 44510 44824 50076 51101 56660 56949 57440 60728
 61003]
top_k =  1000
Partition function (log Z): -33.050129953685726

Sorted 5' Splice Sites (High to Low Probability):
Position 137: 0.9971353801865105
Position 4275: 0.6157903435214448
Position 7617: 0.15152551073497417
Position 4412: 0.12326860216203427
Position 2848: 0.07653969897836051
Position 14532: 0.0692025354598425
Position 4266: 0.05971902045842433
Position 2061: 0.05405179536424753
Position 9848: 0.04994355491295959
Position 747: 0.020682560502892137
Position 2488: 0.019715010944917774
Position 15120: 0.01944242906217206
Position 4660: 0.017747027554632196
Position 6737: 0.011890919052932396
Position 8711: 0.01006681774008141
Position 7524: 0.009282889442738503
Position 10810: 0.0074174181461669295
Position 3823: 0.006400048492660463
Position 3522: 0.0063899566759337495
Position 3159: 0.0061939514489819675
Position 7529: 0.006163315796118644
Position 3892: 0.005671698573577113
Position 4533: 0.004228286627513093
Position 2016: 0.004221998487003708
Position 2292: 0.0030916958890062846
Position 4354: 0.0028286756744742704
Position 856: 0.0016274624527942041
Position 3305: 0.0016154473636878425
Position 1666: 0.0015120316482777286
Position 3103: 0.001496342761398775
Position 6057: 0.001466292634684764
Position 10667: 0.001288972380476862
Position 3249: 0.0010344141313289722
Position 1333: 0.000763399147047044
Position 2296: 0.0007210736483629003
Position 1774: 0.0007124556336960282
Position 155: 0.000669385241861261
Position 1365: 0.000648139422984889
Position 1662: 0.0006044771425605216
Position 1678: 0.0005286012977950205
Position 1762: 0.0005196694315978301
Position 1157: 0.0003728322878149438
Position 1788: 0.00037123206689242165
Position 7267: 0.0003118665723162851
Position 1201: 0.0002674920191797948
Position 2815: 0.00025486017174582783
Position 286: 0.00015963721245141507
Position 2141: 8.534179080971079e-05
Position 476: 3.184433600496797e-05
Position 4466: 1.537230097443021e-05
Position 392: 1.4819084710550035e-05
Position 1855: 1.4667708654459738e-05
Position 586: 1.0030843518956175e-05
Position 605: 6.049835319417221e-06
Position 453: 5.815333430771626e-06
Position 582: 5.108240921751174e-06
Position 257: 4.224148362256055e-06
Position 132: 4.211105728917184e-06
Position 1738: 3.994705818511257e-06
Position 1944: 3.6082930413337436e-06
Position 885: 3.58246373451315e-06
Position 3314: 3.152903667918686e-06
Position 847: 2.3057067127887173e-06
Position 2509: 2.290395467952479e-06
Position 2322: 2.2504275796870736e-06
Position 1792: 1.919284527295873e-06
Position 1748: 1.8336740717141493e-06
Position 1699: 1.479158232683763e-06
Position 2401: 1.459081588638771e-06
Position 737: 1.331254539987304e-06
Position 980: 1.2495768678500496e-06
Position 2103: 1.21074202774775e-06
Position 799: 1.1174476008716413e-06
Position 1016: 9.275653702668769e-07
Position 2500: 8.65711583705432e-07
Position 1870: 8.54961311555814e-07
Position 1688: 7.496478801333926e-07
Position 3287: 7.12266879116696e-07
Position 3134: 6.069381965199749e-07
Position 2852: 4.275693653597013e-07
Position 501: 3.430095891753569e-07
Position 144: 3.2301856540200737e-07
Position 2789: 2.943370087566206e-07
Position 2492: 2.6363351445636513e-07
Position 2886: 2.5721400987983355e-07
Position 2911: 2.456947048693649e-07
Position 2866: 2.3195028419666777e-07
Position 25: 2.0311614673234173e-07
Position 2421: 1.6245919751339375e-07
Position 3108: 1.5838359740507166e-07
Position 5: 1.1499989034729213e-07
Position 224: 1.098650736987343e-07
Position 321: 9.87082716880701e-08
Position 594: 8.588182736883697e-08
Position 20: 2.2036031716684297e-08
Position 355: 2.025728232361492e-08
Position 235: 1.5988254239719716e-08
Position 589: 1.2292545387167378e-08
Position 687: 1.2222430985413042e-08
Position 275: 9.536613559146356e-09
Position 591: 7.225824699841032e-09
Position 1491: 5.510919622116454e-09
Position 82: 4.281112127939593e-09
Position 662: 2.449759918695969e-09
Position 713: 1.719836403754173e-09
Position 310: 1.0425587899977835e-09
Position 823: 5.842644148064771e-10
Position 345: 2.492665520345024e-10
Position 641: 2.3018860209556629e-10
Position 660: 1.568042304500066e-10
Position 407: 1.2023568300948162e-10
Position 386: 9.745770408548247e-11
Position 469: 7.976740721767717e-11
Position 732: 1.5661062586756086e-11
Position 327: 1.5052033407480007e-11
Position 1136: 6.79450423730289e-13
Position 1225: 5.324757500901293e-13
Position 765: 3.4077718450469124e-13
Position 440: 2.815178134976475e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 4193: 0.4765433663975173
Position 4224: 0.2694480478390584
Position 14472: 0.1928965594854278
Position 17540: 0.16285801945763162
Position 10541: 0.14576095330000413
Position 18360: 0.07854675185434841
