Gene = UROD
index = 1539
Annotated 5SS: [ 139  873 1069 1208 1645 1924 2430 2690 2860]
Annotated 3SS: [ 759  988 1144 1446 1761 2291 2588 2792 3189]
SMsplice 5SS: [ 139  873 1069 1208 1924 2430 2690 2860]
SMsplice 3SS: [ 709  988 1144 1761 2336 2588 2792 3189]
top_k =  1000
Partition function (log Z): 2.234013022550292

Sorted 5' Splice Sites (High to Low Probability):
Position 1208: 0.9455580153265477
Position 2690: 0.8834662707023994
Position 873: 0.8285768713118605
Position 1924: 0.7639405313273849
Position 1069: 0.7391291194789588
Position 139: 0.6875653735801855
Position 2430: 0.6728538666148143
Position 2860: 0.5834956258848739
Position 1645: 0.12957771203734275
Position 2396: 0.08458081122437107
Position 1650: 0.07557678449348694
Position 1897: 0.0732183751675704
Position 1549: 0.07104535974390642
Position 1696: 0.06687606401793718
Position 2705: 0.04923879022027713
Position 1613: 0.04306208999517886
Position 1637: 0.04150495134076409
Position 658: 0.022701006436241778
Position 78: 0.0173269774894451
Position 1280: 0.010311366166553884
Position 160: 0.009444492520685554
Position 1462: 0.008889333396095595
Position 1719: 0.00850636291671947
Position 2847: 0.008109816151344951
Position 401: 0.0074885908195411535
Position 2457: 0.00593290052922441
Position 1471: 0.005880157114278002
Position 1326: 0.00532038249413537
Position 2120: 0.002341829911049188
Position 2724: 0.0022763514459831075
Position 2385: 0.0022751532673648076
Position 2880: 0.0018666601887523287
Position 1965: 0.001693890690134948
Position 2812: 0.0015068231942510996
Position 635: 0.001480275037209078
Position 3295: 0.001250741123144856
Position 2143: 0.0011851913994649535
Position 1546: 0.0011046855039268627
Position 1615: 0.0009104249408899981
Position 133: 0.0007270861790640467
Position 2718: 0.0004008775201169332
Position 1703: 0.00030000305510228246
Position 2231: 0.00029405583972871765
Position 2884: 0.00026248522516783275
Position 1199: 0.00025803909180872913
Position 841: 0.00024722315966533995
Position 885: 0.00023918673615966804
Position 2523: 0.00022539241210709168
Position 2649: 0.00021420428419192142
Position 535: 0.00016333698028279505
Position 1961: 0.00012815500994262533
Position 1916: 0.00011861997215515303
Position 3043: 0.00010650498714190794
Position 2179: 0.00010593815251524913
