Gene = TM4SF19-TCTEX1D2
index = 1404
Annotated 5SS: [  110 10984 11419 14103 14630]
Annotated 3SS: [10781 11340 13932 14375 22141]
SMsplice 5SS: [  110 10984 11487]
SMsplice 3SS: [10781 11340 18751]
top_k =  1000
Partition function (log Z): -10.150668318254596

Sorted 5' Splice Sites (High to Low Probability):
Position 110: 0.9208244029156534
Position 10984: 0.7856031423947725
Position 11487: 0.5931281692598485
Position 19032: 0.34407443869443544
Position 11419: 0.29825218622187083
Position 14103: 0.17773522930081848
Position 18852: 0.16885701322921207
Position 5692: 0.09758011999003077
Position 12015: 0.08840768760463201
Position 14630: 0.08789910549610436
Position 20251: 0.07803892171473488
Position 10829: 0.06971134684716514
Position 11247: 0.06757255175787996
Position 11396: 0.06594003628493982
Position 5759: 0.06334901997317252
Position 18151: 0.06043728200432891
Position 911: 0.052754474676007
Position 14699: 0.04499461223860037
Position 12606: 0.03971207571975251
Position 5277: 0.03607787720806457
Position 14099: 0.03577208727572082
Position 128: 0.033510083408030834
Position 4204: 0.03240250588659277
Position 4945: 0.03222858457284573
Position 11689: 0.025670080314904413
Position 11155: 0.02170966347411765
Position 8189: 0.02076096058555271
Position 7752: 0.019724677387069095
Position 1883: 0.01798376567699197
Position 523: 0.016212762832080316
Position 11208: 0.015605612793173485
Position 9199: 0.014651701797280847
Position 70: 0.01406666840402435
Position 12791: 0.01276084635357839
Position 133: 0.011952100136568824
Position 18514: 0.011864372514884541
Position 13955: 0.010058071369366234
Position 13933: 0.009494914839469754
Position 2633: 0.008254580851159122
Position 638: 0.008069167228460851
Position 7362: 0.007625792380872145
Position 2463: 0.007012857773373477
Position 19303: 0.006795467617751041
Position 2801: 0.00652513998948698
Position 9231: 0.00619124272711901
Position 5673: 0.0057685586716237965
Position 188: 0.005294537813257894
Position 19320: 0.004634609913582551
Position 5217: 0.003826389751224353
Position 18970: 0.0034086672522022354
Position 11045: 0.003345453959201468
Position 11524: 0.0031627455065715913
Position 12941: 0.002843664449906763
Position 18214: 0.0027815887423169685
Position 14285: 0.002564933345900234
Position 11341: 0.0023316638390908436
Position 13609: 0.0016454539089540649
Position 11107: 0.0014917012740250039
Position 13651: 0.001416012779728006
Position 8271: 0.0011763317995040691
Position 4196: 0.0011491273180095128
Position 12598: 0.0011043993505077876
Position 1987: 0.0011001854052786863
Position 3721: 0.0010631334472297844
Position 8197: 0.000963531597533847
Position 2681: 0.000835614555866476
Position 433: 0.0008343494168180733
Position 5365: 0.0007609053322201997
Position 2496: 0.0006733721046374773
Position 11663: 0.0005231996339462953
Position 4718: 0.0005143049962295155
Position 9755: 0.0004613675083528397
Position 1647: 0.000350619237044681
Position 11945: 0.0003110662200243775
Position 12168: 0.000283120511276668
Position 11746: 0.00026162014803946405
Position 11735: 0.00019177630773977648
Position 14248: 0.00018446477689742905
Position 11543: 0.00016057951814430017
Position 11947: 0.00013850993955994944
Position 12: 0.00010017870762995053
Position 11402: 5.370070646503084e-05
Position 11677: 4.5482940717882494e-05
Position 1429: 2.821605134527067e-05
Position 11519: 2.5368663921718416e-05
Position 1029: 2.4885785607849895e-05
Position 612: 2.369611128543135e-05
Position 576: 2.2079388988220906e-05
Position 11713: 2.038815138547558e-05
Position 7223: 1.9370793293355484e-05
Position 304: 1.4985829171496402e-05
Position 212: 1.4189493988080466e-05
Position 385: 1.1445041859748105e-05
Position 617: 7.768619543958164e-06
Position 258: 5.255913649245712e-06
Position 802: 5.1111403656458735e-06
Position 323: 4.589112850092071e-06
Position 395: 3.794355357844318e-06
Position 2476: 2.5796045032793775e-06
Position 1236: 2.2261323672392325e-06
Position 216: 2.09725830431005e-06
Position 905: 2.048275343867266e-06
Position 1518: 1.986467301680535e-06
Position 2005: 1.5310645992783302e-06
Position 218: 1.2429040968363892e-06
Position 527: 1.238486545316328e-06
Position 662: 6.967098699286313e-07
Position 728: 6.242760213470198e-07
Position 465: 4.306536667368677e-07
Position 1991: 4.149919955467762e-07
Position 2153: 3.8268070303436883e-07
Position 2349: 3.418776631262019e-07
Position 170: 2.91488352987234e-07
Position 556: 2.316241278658118e-07
Position 452: 1.8393732822633998e-07
Position 667: 1.8072419588157587e-07
Position 1171: 1.3797164697073756e-07
Position 742: 1.1196380524151603e-07
Position 954: 1.0992448693172585e-07
Position 75: 5.855410632524201e-08
Position 570: 3.389046658927676e-08
Position 415: 2.6984865264707097e-08
Position 249: 2.3209503149932853e-08
Position 2622: 2.12873422811991e-08
Position 2707: 7.864693283327483e-09
Position 2702: 6.018372377094061e-09
Position 2714: 6.004287513958764e-09
Position 34: 5.9634193920568e-09
Position 2691: 5.90260669562158e-09
Position 262: 2.066347696008653e-09
Position 314: 1.4653066292566276e-10
Position 745: 1.4120257993570753e-12
Position 359: 4.798245502896041e-13
Position 442: 1.3403123755349399e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 11340: 0.9695668897519807
Position 18751: 0.6713722026376566
Position 10781: 0.3749913701449829
Position 10806: 0.2591450475520917
Position 22141: 0.24286737606502876
Position 13932: 0.21790130505324828
Position 10746: 0.20073958258174174
Position 19625: 0.1643513411688554
Position 11866: 0.13862467891590882
Position 11077: 0.10871902534749994
Position 5595: 0.08255632274493428
Position 17969: 0.07731045931980036
Position 20141: 0.07503353426893715
Position 20328: 0.06506257361035954
Position 14375: 0.06313103700881853
Position 5623: 0.06146263117117333
Position 14540: 0.059690386768972196
Position 20180: 0.04561308675957061
Position 13954: 0.04158834167068888
Position 12477: 0.04118267650180467
Position 19137: 0.03944493710705427
Position 13881: 0.036355966739126416
Position 841: 0.02780766221685945
Position 4095: 0.026531000904192147
Position 18274: 0.025550335026229547
Position 5111: 0.024027299006616425
Position 8080: 0.02297717606610117
Position 8965: 0.021021356675129933
Position 11582: 0.02015647447604022
Position 1757: 0.018686482271114965
Position 374: 0.018276493796853158
Position 13777: 0.01610607698894474
Position 14519: 0.015940389000667278
Position 17775: 0.015820779896263935
Position 19121: 0.01561861236637378
Position 10749: 0.01477352210414999
Position 5691: 0.01439494376397534
Position 4861: 0.014217888608253187
Position 14477: 0.012614068745924545
Position 5028: 0.01217635384834022
Position 13702: 0.011973249174812985
Position 2538: 0.011544604466776994
Position 4855: 0.011362381702413948
Position 11588: 0.0112727572941285
Position 20517: 0.010642659005683263
Position 12689: 0.010494158647911707
Position 10940: 0.009356569188462801
Position 17875: 0.00905384266694884
Position 5572: 0.0066327049272350835
Position 7636: 0.0065779174268367005
Position 846: 0.006391275867328289
Position 7266: 0.00552114824736846
Position 15338: 0.005264213524117785
Position 7604: 0.005260838720454312
Position 2346: 0.004947893503701935
Position 12597: 0.004784990445278576
Position 20331: 0.004676517066644396
Position 14659: 0.0045122108291346585
Position 4107: 0.004430416018761314
Position 11802: 0.003971372335501425
Position 702: 0.0034086823699922826
Position 4840: 0.003407190753055684
Position 7679: 0.0033970157776290143
Position 7586: 0.0032977873688256254
Position 19218: 0.0031248544040867873
Position 19285: 0.00296338854090425
Position 14994: 0.0028839593953427123
Position 12553: 0.0028519421583522307
Position 13485: 0.002846144242556511
Position 16166: 0.0028441392677617493
Position 286: 0.002609646409334605
Position 11219: 0.002572016234909357
Position 4118: 0.0025665433112527537
Position 5077: 0.002324161706076451
Position 20548: 0.002209055106389375
Position 7099: 0.0021294046377839633
Position 4881: 0.0020345023539834143
Position 14137: 0.0019461168739915628
Position 12656: 0.001841411098102438
Position 12818: 0.0017011785583627705
Position 11909: 0.0016582974286195565
Position 2782: 0.001455789191558151
Position 2669: 0.0013794736876712402
Position 5139: 0.0012025622463072512
Position 7552: 0.0011911180933234504
Position 13527: 0.0011386942434788508
Position 13743: 0.0011189352994920834
Position 5666: 0.0010822348304660107
Position 789: 0.0010696390618170008
Position 4636: 0.0010596321753170849
Position 2654: 0.0010361151958229228
Position 378: 0.0010290807434301965
Position 5119: 0.00090440594014639
Position 2413: 0.000815846229078772
Position 2291: 0.0007586666160407745
Position 16262: 0.0007266823695335496
Position 13576: 0.0006241233466006424
Position 12741: 0.0006134160082282968
Position 2364: 0.0005952142563934269
Position 5643: 0.0005703573079711263
Position 4717: 0.0005331147288063489
Position 449: 0.0005205141087936999
Position 11543: 0.0005051250551390979
Position 11711: 0.000501823695765262
Position 3578: 0.0004985683070696383
Position 258: 0.00048760303644603974
Position 9581: 0.00048719915802487103
Position 2324: 0.0003423697342180666
Position 11993: 0.00034135514896237027
