Gene = SHISA5
index = 1254
Annotated 5SS: [ 199 3491 3858]
Annotated 3SS: [3374 3644 4031]
SMsplice 5SS: [ 199 3532 3858 4160]
SMsplice 3SS: [3374 3644 4031 4895]
top_k =  1000
Partition function (log Z): -8.160817053249968

Sorted 5' Splice Sites (High to Low Probability):
Position 3858: 0.8555974954651487
Position 4160: 0.6326143694155533
Position 199: 0.5400151363012928
Position 3532: 0.5329558190116002
Position 3491: 0.26816993700780467
Position 310: 0.18311809696347284
Position 2708: 0.11626168118514484
Position 159: 0.11059288234969412
Position 514: 0.1040766363633116
Position 4288: 0.08421741042536386
Position 4156: 0.05476582090622416
Position 306: 0.049652837485982676
Position 4896: 0.030473114128609372
Position 2588: 0.030167612459892197
Position 176: 0.02187296332809599
Position 2715: 0.019198803989769354
Position 3099: 0.018885267354191403
Position 1997: 0.017209298864632797
Position 4598: 0.010555554494763662
Position 1556: 0.010352119468967103
Position 519: 0.00906631697628268
Position 223: 0.008428894902312153
Position 5182: 0.007858173910585737
Position 1514: 0.007477793141167306
Position 335: 0.006640505346636965
Position 2730: 0.005701208236974249
Position 5068: 0.004924711332087907
Position 493: 0.004034263149921009
Position 221: 0.003909113805664402
Position 2751: 0.0038154633418885915
Position 2510: 0.0035176885334616444
Position 432: 0.0033817291316248902
Position 300: 0.0033144264657933723
Position 4152: 0.0030971878618383402
Position 1619: 0.0020518275179474475
Position 3236: 0.0017215429214948374
Position 4167: 0.0012966060564630001
Position 4236: 0.0009142001178022996
Position 4245: 0.000770425219611631
Position 4426: 0.0006230151939172051
Position 4652: 0.0005830139195097169
Position 4243: 0.0004615316510090862
Position 46: 0.00045258579484327966
Position 308: 0.00037864821670726334
Position 3516: 0.0003693641816577645
Position 4150: 0.00034984325772472233
Position 4196: 0.00034046598954530786
Position 4142: 0.0002615399360399218
Position 365: 0.0002615201181952603
Position 4205: 0.00025856709142937315
Position 4203: 0.00021792314604096244
Position 3796: 0.00021364114813148926
Position 4220: 0.00020680056438884234
Position 4767: 0.00013359704048497063
Position 657: 0.00010047005357109554
Position 3705: 8.340620624309216e-05
Position 2923: 7.987034642808212e-05
Position 1541: 6.510553075785532e-05
Position 2158: 4.622136695519711e-05
Position 1558: 3.4303383022174294e-05
Position 2369: 3.0113910583382115e-05
Position 2236: 2.8037859486439366e-05
Position 2401: 2.4477166233165277e-05
Position 29: 1.1826008522683803e-05
Position 50: 1.1447800387315907e-05
Position 298: 1.1087232373815174e-05
Position 125: 1.0808365813316009e-05
Position 279: 8.23061741458268e-06
Position 354: 8.185321720211056e-06
Position 422: 8.053917843646737e-06
Position 667: 7.691940823343758e-06
Position 4154: 7.406681627225818e-06
Position 2077: 6.3630772640896625e-06
Position 1992: 6.1497647688912685e-06
Position 2005: 5.883198247473291e-06
Position 4407: 5.6342545412734355e-06
Position 286: 4.498881752723968e-06
Position 619: 4.260880493806164e-06
Position 472: 4.252219445840213e-06
Position 607: 3.7204900356756534e-06
Position 4412: 3.473236694522437e-06
Position 477: 3.445675438277426e-06
Position 357: 2.454183772908231e-06
Position 968: 2.328759025358803e-06
Position 4247: 1.7808019604172974e-06
Position 59: 1.2767469632004707e-06
Position 15: 1.26877157132126e-06
Position 1220: 1.2300921510004569e-06
Position 1765: 8.828100115487573e-07
Position 227: 8.643618673238551e-07
Position 225: 4.2073341126347745e-07
Position 4310: 4.182287272186433e-07
Position 4180: 3.849735446253159e-07
