Gene = ADGRG7
index = 31
Annotated 5SS: [  383 20123 21221 23789 26238 27814 33817 34045 36520 37136 40219 45593
 46407 50255 59517]
Annotated 3SS: [20008 21115 23675 26087 27712 33676 33936 36355 36979 40105 45245 46309
 50098 59359 85154]
SMsplice 5SS: [  383 20123 21221 22123 23789 26238 27814 33817 34045 35066 36124 36520
 37136 40219 49495 50255 59517]
SMsplice 3SS: [20008 21115 21985 23675 26087 27712 33676 33936 34949 35977 36355 36979
 40105 49386 50098 59359 85154]
top_k =  1000
Partition function (log Z): -6.887919808604185

Sorted 5' Splice Sites (High to Low Probability):
Position 50255: 0.9957838371996582
Position 40219: 0.9897279956258753
Position 27814: 0.9890186741637135
Position 34045: 0.9567152151483707
Position 36520: 0.9422193675965385
Position 26238: 0.9162354389118208
Position 21221: 0.9144229481028096
Position 383: 0.8879074869621351
Position 22123: 0.8739415574531578
Position 33817: 0.8541360522512651
Position 49495: 0.8099147509073302
Position 36124: 0.7714129972055246
Position 37136: 0.7661699510409635
Position 20123: 0.7469436082836438
Position 59517: 0.7420771411491959
Position 23789: 0.6426235698041336
Position 35066: 0.6116818109340023
Position 42361: 0.5882409852188966
Position 3267: 0.4683364431265509
Position 46407: 0.24640815945545086
Position 45593: 0.22751885465480345
Position 23457: 0.19833808087227528
Position 37770: 0.19277256075416938
Position 35386: 0.16029720366501424
Position 41080: 0.13223672259027153
Position 28236: 0.12422594930381665
Position 39748: 0.12355845173455492
Position 41693: 0.12152737722856001
Position 32661: 0.11855317532195216
Position 27308: 0.11337194264650167
Position 35981: 0.11270913218238213
Position 26743: 0.11038001931390398
Position 32706: 0.10861582935380405
Position 27091: 0.10821051356909958
Position 23541: 0.10818532091516243
Position 39924: 0.09664161730399612
Position 20150: 0.0946928602298206
Position 42417: 0.07606788576656694
Position 423: 0.0582254741433002
Position 38127: 0.05649359846657877
Position 24511: 0.05091129869523119
Position 55363: 0.040069715130859586
Position 38547: 0.03824134832557047
Position 55707: 0.035183812322721504
Position 37607: 0.034258273898640106
Position 44573: 0.033754919697204865
Position 27175: 0.027804409635436476
Position 39797: 0.025986331662766444
Position 24216: 0.024871869750248188
Position 32398: 0.021653192662262323
Position 34166: 0.021068727982128544
Position 34792: 0.020837405625464767
Position 38315: 0.02038950590203469
Position 31539: 0.02038583093679428
Position 35070: 0.01977700619990153
Position 23195: 0.018648992201733595
Position 21379: 0.018560586868168697
Position 46064: 0.016831806004904123
Position 36749: 0.015334274233568137
Position 468: 0.014325390454940874
Position 34267: 0.013724773079094366
Position 22450: 0.013528000706456232
Position 21605: 0.011304393001434786
Position 22884: 0.009172999850973324
Position 413: 0.009132760223939891
Position 38080: 0.008209908698227504
Position 37427: 0.008160789329277475
Position 38112: 0.007713083973996257
Position 30885: 0.007608095397738742
Position 34914: 0.00753753505719088
Position 37388: 0.006855586461358575
Position 528: 0.006602953446570121
Position 500: 0.006268535967960452
Position 44347: 0.005893803750646614
Position 40985: 0.00587958588276014
Position 41048: 0.005396131481924171
Position 38059: 0.005251431848461193
Position 1262: 0.005189835700987573
Position 35480: 0.004864479827100037
Position 34331: 0.004805320116113847
Position 49505: 0.004279924780413333
Position 37553: 0.0042717287814016845
Position 1207: 0.004159944321035205
Position 49141: 0.00410397229637431
Position 37356: 0.0037567289792397682
Position 39738: 0.003380555331695562
Position 40327: 0.0033769818248210993
Position 38609: 0.0033176297340855514
Position 41058: 0.003255280714029678
Position 50491: 0.002994449894819045
Position 32480: 0.0029189232576378663
Position 37801: 0.0028833141661475338
Position 42366: 0.0027616251058396237
Position 44898: 0.0027240351651387847
Position 576: 0.002669696900765337
Position 8721: 0.0026550228089021544
Position 39089: 0.00248065667992149
