Gene = GUCA2B
index = 633
Annotated 5SS: [ 120 1446]
Annotated 3SS: [1258 2113]
SMsplice 5SS: [ 120 1446]
SMsplice 3SS: [1258 1646]
top_k =  1000
Partition function (log Z): -5.280766691481278

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.9727831993466953
Position 1446: 0.7796788765075311
Position 376: 0.33111112113907426
Position 1175: 0.03438258940970626
Position 382: 0.01915699116305825
Position 1924: 0.017149179024838316
Position 1754: 0.016230069186063494
Position 477: 0.012699138060831663
Position 275: 0.01072308302127159
Position 519: 0.007849803217271988
Position 805: 0.007208496513888645
Position 164: 0.006815497982860943
Position 1608: 0.006098610762304777
Position 1221: 0.005221211024707658
Position 1731: 0.004562762256404248
Position 896: 0.004225835141243543
Position 1018: 0.0027831127533689795
Position 104: 0.002568788815265169
Position 919: 0.0013322353510369885
Position 555: 0.0012763180806125386
Position 2079: 0.0011638082624466145
Position 2135: 0.001048985793051755
Position 1557: 0.0007360112036656254
Position 461: 0.0005867623247550096
Position 937: 0.0005044505794008007
Position 2085: 0.0004759020506280814
Position 1318: 0.0003931591138535194
Position 1756: 0.00036206877509185534
Position 367: 0.0003070971766708274
Position 1853: 0.0002824985679354534
Position 481: 0.00027600101276984557
Position 1274: 0.00027553315158040145
Position 279: 0.00024622291467223865
Position 745: 0.0002454181550040633
Position 607: 0.0001919812378138133
Position 1191: 0.00011724104951600037
Position 1857: 9.392801509404789e-05
Position 785: 6.842254539327208e-05
Position 2187: 6.43549851145709e-05
Position 959: 4.3228343726826956e-05
Position 1805: 3.439961979523753e-05
Position 456: 2.1876972950757828e-05
Position 822: 2.1274196161892438e-05
Position 759: 1.556117175243955e-05
Position 1302: 9.266009299517464e-06
Position 1124: 6.8991205918172695e-06
Position 1122: 6.3646784028487105e-06
Position 188: 4.018182948433025e-06
Position 124: 1.75303781452527e-06
Position 1480: 1.1720519262201856e-06
Position 1512: 1.040812053274453e-06
Position 186: 7.666647460053068e-07
Position 1450: 6.801760783673566e-07
Position 809: 5.613274748216624e-07
Position 1364: 5.561282212333265e-07
Position 75: 5.525718409355922e-07
Position 1839: 2.7824753873294784e-07
Position 636: 2.4734804240654336e-07
Position 108: 1.3884249085386834e-07
Position 442: 8.327387939201617e-08
Position 305: 6.653440990475636e-08
Position 583: 5.3112443366136356e-08
Position 384: 1.4028946885914169e-08
Position 66: 1.323221200016694e-08
Position 295: 1.3166164782851836e-08
Position 361: 1.2378386427690969e-08
Position 72: 1.0469863942322206e-08
Position 138: 4.4010843775612564e-09
Position 642: 4.397920353463313e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1646: 0.5715897740333826
Position 1258: 0.38234202816466023
Position 254: 0.3289603174058084
Position 1342: 0.207475887792965
Position 1390: 0.20358192418934465
Position 1587: 0.11283277389616217
Position 1998: 0.08816970652555349
Position 2113: 0.0427772929269083
Position 1075: 0.03149307177946944
Position 1052: 0.023465941379836756
Position 1220: 0.018567359570471925
Position 2238: 0.01703160514015609
Position 1109: 0.014742771951231734
Position 356: 0.014209389719365995
Position 237: 0.014174141830529214
Position 2069: 0.013811916248682683
Position 456: 0.01220538267549218
Position 1279: 0.010978784719645814
Position 709: 0.010425340946220276
Position 480: 0.010054052859080865
Position 1878: 0.009491541642535632
Position 1895: 0.008903911256187412
Position 1417: 0.008614961289439942
Position 1526: 0.008163391272651886
Position 2263: 0.007019199551185131
Position 2045: 0.00664915984638875
Position 1533: 0.005829766396638581
Position 288: 0.005680609072552875
Position 1656: 0.005238952020011215
Position 2014: 0.004247697523952049
Position 2222: 0.0038236930493521773
Position 848: 0.0034776324394094347
Position 259: 0.0033824562331639134
Position 2302: 0.0030077083276582317
Position 1468: 0.0026881333389583277
Position 1122: 0.002582201490147077
Position 1202: 0.002453615784693191
Position 2180: 0.0023610794866644304
Position 1950: 0.0018440656128645985
Position 1728: 0.001772159295130217
Position 1616: 0.0016534465505005098
Position 1674: 0.001587125268324381
Position 1694: 0.0015832045499397805
Position 1265: 0.0014231173709399441
Position 1662: 0.0013912402332496028
Position 1980: 0.0013532705381080995
Position 1497: 0.0013117981917461618
Position 1144: 0.0012491825737405526
Position 373: 0.0012382999586725153
Position 202: 0.001238089518905213
Position 305: 0.0012359878791945546
Position 653: 0.00120671564206493
Position 943: 0.0012053752713377525
Position 2042: 0.0009494782641985181
Position 1348: 0.0008988855604124306
Position 339: 0.0008172319759912392
Position 292: 0.0007584176254668243
Position 589: 0.0006720457110829107
Position 642: 0.00052498743501966
Position 732: 0.0005054210956429429
Position 261: 0.0002757774160852656
Position 1399: 0.0002277800730383957
Position 1612: 0.00019484922929885785
Position 860: 0.00019003505593604406
Position 1318: 0.0001767882504327214
Position 2204: 0.00016293308135104388
Position 905: 0.00014316058776933378
Position 1033: 0.00013187210084449324
Position 1297: 0.0001277533648323365
Position 1940: 0.00012167986326500032
Position 737: 8.0492317976011e-05
Position 2097: 7.711660053490505e-05
Position 2388: 7.388728825641734e-05
Position 1294: 7.358810429665538e-05
Position 1788: 6.222236127263892e-05
