Gene = INSL4
index = 702
Annotated 5SS: [301]
Annotated 3SS: [2234]
SMsplice 5SS: [ 301 2277]
SMsplice 3SS: [2234 3350]
top_k =  1000
Partition function (log Z): -7.1363780798199565

Sorted 5' Splice Sites (High to Low Probability):
Position 301: 0.8207326878716271
Position 2277: 0.6323317990836768
Position 625: 0.3662563994232895
Position 3056: 0.20156546197669878
Position 598: 0.09089364527829502
Position 2417: 0.0653270987499115
Position 675: 0.0431513360257525
Position 3079: 0.04073052021838062
Position 1204: 0.03603063951116005
Position 37: 0.033359360388161764
Position 741: 0.028764197254954667
Position 1775: 0.026148125685183335
Position 98: 0.011176498857173367
Position 3047: 0.010973558151101964
Position 736: 0.008604126565435872
Position 1969: 0.006869441015377156
Position 2451: 0.004163194845198651
Position 2070: 0.0038854700739610537
Position 1070: 0.0038368218339191276
Position 1964: 0.0034932880147607874
Position 630: 0.0026440385617391296
Position 2463: 0.002124269370988065
Position 2458: 0.0020563353774078795
Position 3594: 0.0018235234305839648
Position 2441: 0.001466341486594445
Position 3218: 0.0009788438356659775
Position 411: 0.0009338009349053899
Position 823: 0.0009266838556212895
Position 122: 0.0007355909770357865
Position 428: 0.0006638533304796088
Position 536: 0.0006229058664536688
Position 1196: 0.0005938023108308696
Position 2141: 0.0004680787119112239
Position 2382: 0.00042633842980891205
Position 1401: 0.0003899373743080745
Position 3015: 0.00038273536520985556
Position 92: 0.0003471861630713865
Position 3501: 0.00032847876516379815
Position 2973: 0.00031210650599839134
Position 2409: 0.00023810425371142928
Position 1820: 0.00020663066704020957
Position 569: 0.0001815932267908366
Position 1658: 0.00015277819046040264
Position 2329: 0.00014599231203719332
Position 481: 0.00014429241502927754
Position 196: 0.00012856995789034553
Position 1292: 0.00011227453355594268
Position 1926: 0.00011164876961724069
Position 54: 0.00011014055491030686
Position 2811: 0.0001060649742545498
Position 272: 0.00010138450968309693
Position 2412: 9.92860038220161e-05
Position 2754: 9.869901935974228e-05
Position 1464: 9.293820032421126e-05
Position 433: 7.704220717211352e-05
Position 1251: 6.179899889969299e-05
Position 373: 4.833492535827461e-05
Position 3383: 4.405721619702338e-05
Position 199: 4.037137921831526e-05
Position 116: 3.803089753650428e-05
Position 1362: 3.509496029530475e-05
Position 677: 3.3928078512632584e-05
Position 2828: 2.3194426696861707e-05
Position 807: 2.217482333392182e-05
Position 3590: 2.1879002108801928e-05
Position 1727: 1.966133024911309e-05
Position 976: 1.8530647631123582e-05
Position 376: 1.7155151890982516e-05
Position 1451: 1.4842882986220854e-05
Position 632: 1.4258827605351666e-05
Position 979: 1.399375135569833e-05
Position 812: 1.3759174664195413e-05
Position 418: 1.2667247705451387e-05
Position 1013: 9.712234457441474e-06
Position 394: 8.697198116863074e-06
Position 450: 5.123656589507473e-06
Position 474: 4.79556807434267e-06
Position 32: 1.0596816121589292e-06
Position 401: 2.668006168752787e-07
Position 415: 2.0977713765437195e-07
Position 292: 1.4132551085613135e-07
Position 2499: 4.9608138593988605e-08
Position 224: 4.509183134527711e-08
Position 2424: 3.8965408808753295e-08
Position 2388: 6.071861478273657e-09
Position 2626: 7.074455295845273e-10
Position 3031: 6.704210558513717e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2234: 0.8858615586063591
Position 3350: 0.721337404261541
Position 448: 0.36348870866356525
Position 2965: 0.30875772497517306
Position 979: 0.023539679325100513
Position 555: 0.022210145899913228
Position 1658: 0.01869164916417501
Position 459: 0.013685497252240967
Position 2968: 0.009557398757506448
Position 267: 0.007671810253642782
Position 1867: 0.007497885451615451
Position 1701: 0.0064298450288890665
Position 621: 0.004642700604014591
Position 940: 0.004286352701149428
Position 872: 0.004225895374352108
Position 3442: 0.003878911225802895
Position 3137: 0.0038753007606270413
Position 1139: 0.003356473540946714
Position 3382: 0.0027708924481302808
Position 3008: 0.002723469383999569
Position 1772: 0.0026297111461911498
Position 618: 0.002424229950884813
Position 3456: 0.002119297273930506
Position 135: 0.0018141877893468525
Position 474: 0.0017594440425015604
Position 1909: 0.0016991744632669965
Position 1790: 0.0015810523064294644
Position 1533: 0.0015474359015330576
Position 2312: 0.0014809432494664692
Position 3151: 0.0012725153350023307
Position 3844: 0.0012422289459254668
Position 2711: 0.001194871356136713
Position 559: 0.0011564119351743902
Position 3741: 0.0009140450197138443
Position 1291: 0.0008975040021465159
Position 2156: 0.0008938525159948332
Position 3077: 0.000862640921549126
Position 3652: 0.0008340085042861201
Position 1143: 0.0008054435290750776
Position 3504: 0.0008028435670483243
Position 649: 0.0007848340426614848
Position 2046: 0.0007461351779132284
Position 2377: 0.000666065435754821
Position 3316: 0.0006207300400878793
Position 1115: 0.0006069629430735468
Position 2936: 0.0005918265195547916
Position 3622: 0.0005863770287054654
Position 1798: 0.0005016815146627607
Position 2552: 0.0004310174662804989
Position 1075: 0.0003928499635064421
Position 376: 0.0003457112466203046
Position 3857: 0.0003386018448513191
Position 2461: 0.00033461176202602655
Position 1361: 0.0003241591763708714
Position 3533: 0.00031588560572132186
Position 1098: 0.0003093222619714173
Position 3215: 0.0002712975569558561
Position 248: 0.00024572190531956705
Position 2261: 0.00023614083125897154
Position 3403: 0.0002352785826287448
Position 3664: 0.00022029559434167182
Position 3745: 0.00021861505009929095
Position 3810: 0.00019091325703948786
Position 2094: 0.0001761263430905042
Position 498: 0.00017498084640295874
Position 1942: 0.00017327411330667633
Position 2893: 0.00014507415675565314
Position 2417: 0.00013072898983027638
Position 2747: 0.00012912633579055863
Position 1389: 0.00012524180783945896
Position 2607: 0.0001224402147686824
Position 1840: 0.00011240897888911843
Position 917: 0.00010822372066870587
Position 484: 0.00010414263135501024
Position 401: 9.141829049720623e-05
Position 166: 8.819413797066563e-05
Position 507: 8.657090946189813e-05
Position 2341: 8.509088768699325e-05
Position 1565: 8.322741488687957e-05
Position 510: 8.052575243381205e-05
Position 1451: 7.687347557462727e-05
Position 1373: 7.304461760822064e-05
Position 528: 6.293972771097706e-05
Position 2458: 6.18186242981637e-05
Position 581: 5.826274222138771e-05
Position 2441: 5.815625077539694e-05
Position 1150: 5.5384562130825094e-05
Position 2353: 4.960641732174119e-05
Position 641: 4.8700565196738334e-05
Position 1974: 4.5366988901589894e-05
Position 785: 4.514733644720949e-05
Position 1537: 4.321794762111833e-05
Position 2382: 4.163658262775495e-05
Position 3726: 3.820351981589497e-05
Position 1085: 3.52933125022123e-05
Position 654: 3.202560571078443e-05
Position 2133: 2.9232607363377373e-05
Position 245: 2.7715224591460753e-05
Position 300: 2.702872767436613e-05
Position 172: 2.3674445059436713e-05
Position 1124: 2.3490089828035086e-05
Position 718: 2.1770261030111686e-05
Position 811: 2.1300433080973023e-05
Position 3330: 2.0703732438999417e-05
Position 3806: 2.023688281929425e-05
Position 703: 1.7583607466510763e-05
Position 592: 1.7559575641987947e-05
Position 3568: 1.648431223374651e-05
Position 567: 1.6318711538508095e-05
Position 270: 1.5913041805064935e-05
Position 674: 1.2227503714765221e-05
Position 1715: 9.576007747855659e-06
Position 2622: 8.096535920448808e-06
Position 515: 7.757606290722448e-06
Position 721: 7.10583708964094e-06
Position 486: 6.436072431376685e-06
Position 561: 6.1384343071417344e-06
Position 492: 5.499618770584291e-06
Position 2314: 1.6130854292672309e-06
Position 103: 9.874075573747255e-07
Position 168: 8.490968813029496e-07
Position 624: 5.53389182430903e-07
Position 942: 4.725406532695347e-07
Position 1508: 4.5459671850753575e-07
Position 411: 4.399943220896064e-07
Position 349: 4.208090430032482e-07
Position 1173: 4.0771782086596147e-07
Position 489: 3.973402857937185e-07
Position 597: 3.6378389266050833e-07
Position 385: 3.0230435074010235e-07
Position 833: 2.704209692048572e-07
Position 725: 2.5646984401433284e-07
Position 329: 2.5124931022715154e-07
Position 1609: 2.228387747629168e-07
Position 990: 2.102282351570957e-07
Position 1029: 1.9939992164897126e-07
Position 154: 1.353677425565585e-07
Position 3420: 1.1799125293855998e-07
Position 183: 8.455275415676146e-08
Position 690: 7.768325439494063e-08
Position 180: 5.380281528573488e-08
Position 112: 5.328840754039061e-08
Position 594: 3.814732338776285e-08
Position 356: 3.392299325142201e-08
