Gene = MAT2B
index = 818
Annotated 5SS: [  202  6649  8122  8447 11164 12127]
Annotated 3SS: [ 6453  8006  8293 10969 12012 12644]
SMsplice 5SS: [  202  8122  8447 11164 12127]
SMsplice 3SS: [ 8006  8293 10969 12012 12644]
top_k =  1000
Partition function (log Z): 1.0080184783207273

Sorted 5' Splice Sites (High to Low Probability):
Position 8447: 0.9900443559976448
Position 8122: 0.9424727248766106
Position 11164: 0.865998977288757
Position 12127: 0.8548907612049196
Position 202: 0.8128034844318273
Position 6649: 0.5404177777984115
Position 9419: 0.2902003774860928
Position 394: 0.11838844244298832
Position 8686: 0.10416663493031372
Position 12570: 0.1018927128640959
Position 11198: 0.09677486855268748
Position 803: 0.06949849012748129
Position 6598: 0.060403270980565756
Position 434: 0.05712405921992978
Position 142: 0.055841083576309486
Position 5551: 0.04617182123842338
Position 9996: 0.03090303714785096
Position 11936: 0.02614239982698759
Position 592: 0.02585341663790784
Position 12168: 0.023227350561966533
Position 10831: 0.017791279494573965
Position 12936: 0.01532660676474518
Position 12804: 0.00928620711503943
Position 12190: 0.006683605214990442
Position 229: 0.006515971151701674
Position 5694: 0.006309135578959833
Position 12860: 0.005797241799706891
Position 4072: 0.005004344156272147
Position 5170: 0.004277156693197808
Position 862: 0.003976384209980143
Position 3986: 0.003691170154590815
Position 747: 0.0036490987332476773
Position 9679: 0.003152874378390283
Position 11100: 0.00219021836139213
Position 12131: 0.0016041911060673327
Position 10872: 0.0015117376507676175
Position 9658: 0.0014992257553099204
Position 299: 0.0012988522186873869
Position 10849: 0.0011663841475733176
Position 8744: 0.001125756917862913
Position 11508: 0.000755719084299088
Position 10423: 0.0007505744696964116
Position 10449: 0.0007034482393381115
Position 11512: 0.0006706513020800947
Position 8776: 0.0006535776607981946
Position 13550: 0.0005986596608013087
Position 1794: 0.0005391426021916663
Position 11070: 0.0004869559338990128
Position 101: 0.0003994295140088334
Position 11436: 0.0003985116043036677
Position 12066: 0.0003248930982527559
Position 8880: 0.0003168192385760386
Position 9192: 0.00030531005205293384
Position 8797: 0.00028148483515430653
Position 486: 0.0002470446080125788
Position 1112: 0.0002403335284587194
Position 1219: 0.0002183972818020999
Position 4414: 0.00021672386410303987
Position 10379: 0.0001699851246481048
Position 4482: 0.00015756274747942523
Position 10001: 0.00015744651780370117
Position 12855: 0.00015740733178349115
Position 9221: 0.0001516074170807628
Position 1618: 0.00014741834677665282
Position 3466: 0.00013493614812742973
Position 773: 0.0001337358869952275
Position 566: 0.00011947160797834521
Position 12830: 0.00011103497835932944
Position 4148: 0.00011010084731464119
Position 9143: 0.00010358579773937778
Position 8394: 8.900449791022705e-05
Position 8681: 8.809297396250725e-05
Position 10149: 8.747669423299063e-05
Position 6800: 8.685370735054087e-05
Position 3263: 8.647776515819136e-05
Position 9488: 7.921005324073373e-05
Position 91: 7.77635528053559e-05
Position 3165: 7.172105446686011e-05
Position 539: 6.93429563042804e-05
Position 4168: 6.188428338623414e-05
Position 196: 6.017514114410719e-05
Position 570: 5.903778432834395e-05
Position 444: 5.9022666593139985e-05
Position 5527: 5.799222269532583e-05
Position 1768: 5.73437494196683e-05
Position 4288: 5.0976165118941274e-05
Position 778: 4.9519525572299126e-05
Position 3787: 4.948534334357831e-05
Position 6419: 4.322345575869882e-05
Position 12815: 3.819732213775357e-05
Position 887: 3.6480444679243036e-05
Position 438: 3.6382924397929505e-05
Position 2348: 3.587998642019934e-05
Position 80: 3.0575908091286226e-05
Position 9504: 2.952716257809063e-05
Position 6070: 2.8533067615776845e-05
Position 28: 2.6168891459545445e-05
Position 5601: 2.548803380388055e-05
Position 12231: 1.4508238884153128e-05
Position 562: 1.3156560086957403e-05
Position 8830: 1.2836015290720305e-05
Position 12141: 9.193472995431547e-06
Position 222: 8.580859316278229e-06
Position 695: 8.266701476913947e-06
Position 370: 6.211644090795032e-06
Position 644: 4.880365170901162e-06
Position 499: 4.070618017261126e-06
Position 188: 3.75470209583179e-06
Position 612: 2.291308031138305e-06
Position 210: 2.093203072311054e-06
Position 286: 1.681942564017121e-06
Position 3664: 1.5495254275280723e-06
Position 1519: 1.2354502713640666e-06
Position 12300: 1.1196177775953552e-06
Position 12447: 1.1141654902182503e-06
Position 8876: 9.347079597135138e-07
Position 322: 9.036269448425891e-07
Position 457: 8.400751987609042e-07
Position 3573: 7.031383100691724e-07
Position 4112: 6.908172708131214e-07
Position 1213: 5.199627591757575e-07
Position 1707: 5.056127486088153e-07
Position 3882: 4.559442553669427e-07
Position 764: 4.3230783446893794e-07
Position 3265: 3.977399316278198e-07
Position 3408: 3.9506693943812585e-07
Position 3197: 3.3436058219999097e-07
Position 124: 3.34011776583916e-07
Position 1547: 2.875632589041211e-07
Position 3397: 2.6041883182552333e-07
Position 1203: 2.561743464719566e-07
Position 12825: 2.1018663384566665e-07
Position 2591: 1.89562931376616e-07
Position 4065: 1.4517465947662277e-07
Position 524: 1.4230605845177188e-07
Position 543: 1.1580797044207987e-07
Position 62: 1.1236338796064882e-07
Position 1018: 8.419060501268862e-08
Position 515: 7.561289759583473e-08
Position 658: 7.460636032118561e-08
Position 1117: 5.700721247874694e-08
Position 319: 5.4145234951435516e-08
Position 1478: 3.7307442822619426e-08
Position 462: 3.4164492863569385e-08
Position 1435: 3.341381593317378e-08
Position 1529: 3.193385732411898e-08
Position 2970: 3.069278951081912e-08
Position 175: 2.4358099427319004e-08
Position 1461: 2.3806382258938628e-08
Position 1057: 1.1992558888496196e-08
Position 8701: 9.443672479464637e-09
Position 1946: 8.542549871333706e-09
Position 840: 7.450151617940929e-09
Position 8837: 6.477132597657259e-09
Position 31: 1.4251428394018224e-09
Position 398: 7.601721881303842e-10
Position 374: 4.5870304526913153e-10
Position 400: 9.765650164754093e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8293: 0.9718697932774133
Position 10969: 0.9372876265560852
Position 12012: 0.8557077030882375
Position 8006: 0.7575406556639036
Position 12644: 0.5620362526923975
Position 6453: 0.3594658960300164
Position 12666: 0.2192555029798328
Position 6515: 0.19797958094325147
Position 12357: 0.17914224366699266
Position 9339: 0.17339607853279604
Position 7977: 0.10052514617460566
Position 9316: 0.08917136546653144
Position 725: 0.07095408577317264
Position 8019: 0.06677754228963716
Position 283: 0.052261084405613605
Position 5455: 0.049455459487504336
Position 8557: 0.04523485543023069
Position 8536: 0.025582588468906247
Position 9868: 0.025231494445783213
Position 6476: 0.02440769532484767
Position 12925: 0.02379696499434655
Position 11053: 0.02333567774389227
Position 13379: 0.021322919302094356
Position 11806: 0.020048627172574347
Position 8324: 0.018203299604970507
Position 10686: 0.018200159065667514
Position 13158: 0.01752622098218929
Position 9095: 0.016045865854137812
Position 12279: 0.013106792405783815
Position 342: 0.012876140294498168
Position 8629: 0.012071731079296766
Position 303: 0.011430509177090103
Position 9389: 0.009727859229781807
Position 13431: 0.009621464159368842
Position 11916: 0.009129318836366123
Position 12249: 0.008167008646335868
Position 6215: 0.00778933966432431
Position 11819: 0.007536766172745399
Position 13257: 0.007341303337823364
Position 12057: 0.0073356366790973465
Position 11967: 0.007329923376662898
Position 13213: 0.00730752629234417
Position 6572: 0.007297720481328856
Position 12336: 0.006920899393855939
Position 8031: 0.006614840507887157
Position 414: 0.006076729263211722
Position 8633: 0.005756245792372416
Position 7895: 0.005630130826707887
Position 7807: 0.005392574299931107
Position 12655: 0.005310164706157397
Position 12091: 0.005214468474424138
Position 12935: 0.0046123774637038505
Position 4058: 0.004449202051759894
Position 12669: 0.004184696032558869
Position 13356: 0.004076923079347325
Position 13644: 0.004075158076305888
Position 13382: 0.003882669012687614
Position 8559: 0.003454669458562773
Position 11895: 0.0034434998762705783
Position 13003: 0.003416166067878046
Position 11008: 0.002981551430169528
Position 8646: 0.002939398198693187
Position 12027: 0.002600025284364634
Position 11872: 0.0025995675850808767
Position 8602: 0.002589113677058221
Position 8673: 0.0025232543352265075
Position 11058: 0.0024291999289348365
Position 8272: 0.002398671221514794
Position 9884: 0.002106018103906234
Position 3786: 0.0020627191421374114
Position 12206: 0.0020367722990860767
Position 9813: 0.0018990456525051025
Position 11379: 0.0018097708736741294
Position 11936: 0.0018070008833523175
Position 12110: 0.0018066937733245013
Position 5550: 0.0017113895629063192
Position 6622: 0.0017029718943969035
Position 8363: 0.001669825402457507
Position 10255: 0.0014917961203475124
Position 9504: 0.0014730502888241378
Position 9588: 0.0014242271160603288
Position 4867: 0.0014093018164560058
Position 5394: 0.0013975880234717909
Position 4892: 0.0012824461058331597
Position 6192: 0.0012803467062391008
Position 11142: 0.0012069799588289366
Position 3818: 0.0011949585359217836
Position 384: 0.0010523504638980997
Position 9135: 0.0010078853474334722
Position 12599: 0.0009754194673357926
Position 6318: 0.0009407211903314081
Position 12957: 0.0009353170072839566
Position 12879: 0.0009103761176490682
Position 13295: 0.0008939547323819567
Position 5084: 0.0008545726466795241
Position 10539: 0.0008325748154745413
Position 9395: 0.0007901722848583036
Position 9471: 0.0007817700809500266
Position 562: 0.0007792456523035187
Position 8604: 0.0007469649036143926
Position 5030: 0.0007308361242291177
Position 10972: 0.0007058261746296229
Position 612: 0.0006836675489507977
Position 11405: 0.0006662085026332161
Position 11285: 0.0006564635930755128
Position 11835: 0.0006194139322724854
Position 12428: 0.0006167017762939186
Position 1680: 0.0005969604515010703
Position 10519: 0.0005942940904263912
Position 9932: 0.0005801454254500885
Position 12692: 0.0005282054915129068
Position 9957: 0.0005129010611410862
Position 10688: 0.0004910226460389201
Position 9248: 0.0004895166370913842
Position 12713: 0.0004758248269299903
Position 3839: 0.0004530813832306118
Position 9372: 0.00044019595928324436
Position 11119: 0.0004273661569577803
Position 11940: 0.0003977297997472965
Position 8329: 0.00037510377241474523
Position 11435: 0.0003702130277899363
Position 8575: 0.0003500015334645143
Position 13305: 0.0003476706677413884
