Gene = APOD
index = 92
Annotated 5SS: [  328  4867 10356 12929]
Annotated 3SS: [ 4709 10233 12839 15069]
SMsplice 5SS: [  328  1139  4867 10356]
SMsplice 3SS: [ 1002  4709 10233 15069]
top_k =  1000
Partition function (log Z): 0.5971813930201182

Sorted 5' Splice Sites (High to Low Probability):
Position 10356: 0.9956199033213163
Position 328: 0.9873663794924753
Position 4867: 0.7506309055941766
Position 1139: 0.6899483027482524
Position 5081: 0.5262818039182614
Position 12929: 0.30475810212327714
Position 8242: 0.24893642306341396
Position 4790: 0.20206015337886224
Position 6637: 0.19571580995637625
Position 494: 0.19192408965899332
Position 8074: 0.1666906125198327
Position 5283: 0.16002060661881526
Position 5113: 0.12108181821286564
Position 14659: 0.06505737928196563
Position 5338: 0.05365244484338551
Position 11795: 0.04806000959209957
Position 5808: 0.04280466243537822
Position 5445: 0.03535287135831999
Position 5883: 0.0340255320175323
Position 9945: 0.03167154446143651
Position 13407: 0.03102014318961425
Position 12180: 0.025419945121194155
Position 658: 0.024807209253970394
Position 2745: 0.022681658306819674
Position 5961: 0.02081376806659452
Position 7144: 0.020081186147362415
Position 2413: 0.018760358545282865
Position 5147: 0.017130551741387903
Position 2375: 0.016139113835251365
Position 11701: 0.016037471373017573
Position 1589: 0.01586551980360851
Position 5073: 0.014089644024422737
Position 14669: 0.013877746344788174
Position 13211: 0.013856700970466651
Position 5455: 0.012041162548943869
Position 684: 0.011861735972068015
Position 6849: 0.009847423857492859
Position 12933: 0.00959446472871228
Position 8130: 0.008959088179120936
Position 15282: 0.008902395376425374
Position 2688: 0.008392763325837752
Position 12913: 0.007232785940267271
Position 1079: 0.007081793214352895
Position 12194: 0.007063420550913552
Position 900: 0.005736184786103829
Position 723: 0.005688023343910256
Position 3091: 0.005358031010976491
Position 12869: 0.005316190487269702
Position 3507: 0.004946711629115354
Position 14697: 0.004829907559451127
Position 3294: 0.004426775256510581
Position 11109: 0.004064711581753425
Position 7281: 0.003663105075356312
Position 498: 0.003576546306362891
Position 13914: 0.0034057702575560427
Position 5742: 0.003161366285726972
Position 13200: 0.0030638470001206233
Position 1190: 0.0030158057958294096
Position 9626: 0.002952390463468504
Position 5888: 0.002753736519789327
Position 4387: 0.002701037504356277
Position 4926: 0.002638024572348368
Position 449: 0.002606407998479576
Position 8050: 0.0025261368505476852
Position 8767: 0.002513812695318211
Position 5500: 0.0023870250796172937
Position 11807: 0.0023533601222187387
Position 4840: 0.0022022601117166972
Position 9477: 0.0021517566592707473
Position 11127: 0.001965600873608311
Position 2455: 0.0019365863403788598
Position 10742: 0.0017167678892677485
Position 630: 0.0016811344557470847
Position 4557: 0.0015313071831704796
Position 11876: 0.001489683393018167
Position 3570: 0.0014531663025272761
Position 1040: 0.0014356739821488234
Position 15310: 0.001369939180395926
Position 535: 0.0010988076206275312
Position 13359: 0.0010497824243084297
Position 10248: 0.0010048703121297972
Position 15136: 0.0010043410548185837
Position 3101: 0.0009755088546823565
Position 5326: 0.0007714099322164576
Position 4933: 0.0006991460050348688
Position 6802: 0.0006830034656626953
Position 694: 0.000556615641589996
Position 13539: 0.0005404587570457748
Position 13120: 0.0005084341102495506
Position 13395: 0.0004903468188889797
Position 2496: 0.0004000634129512839
Position 4747: 0.0003838868530340975
Position 13789: 0.0003464885280617429
Position 209: 0.0003323619974313246
Position 11707: 0.0002995643228428679
Position 15128: 0.0002704088385326942
Position 6869: 0.0002615145673184227
Position 15162: 0.0002591555855062966
Position 855: 0.0002486163801909708
Position 2725: 0.00024015719876036224
Position 1063: 0.0002334209561349643
Position 2135: 0.00023262005258524338
Position 4512: 0.0001912476827441697
Position 2825: 0.0001811390571733011
Position 4150: 0.0001793105859444995
Position 4174: 0.00017701075300977087
Position 4448: 0.00017590277799708692
Position 11209: 0.0001741923281807163
Position 332: 0.00016473940520721363
Position 13853: 0.00016452033754263268
Position 5552: 0.00012543887844194507
Position 337: 0.00012496281281297128
Position 6430: 0.00011970796424606733
Position 6285: 0.00011930137903763701
Position 487: 0.00010572048235642604
Position 5041: 8.50027222764936e-05
Position 5221: 5.1202981809643706e-05
Position 15302: 4.428395571915346e-05
Position 11076: 3.237087018540318e-05
Position 2519: 3.071398593074822e-05
Position 725: 2.9071855627319688e-05
Position 5276: 9.763942219175408e-06
Position 632: 9.12797448723511e-06
Position 580: 6.867487993913532e-06
Position 135: 6.492376165377994e-06
Position 910: 5.823658011215835e-06
