Gene = SPRR2F
index = 1322
Annotated 5SS: [42]
Annotated 3SS: [762]
SMsplice 5SS: [42]
SMsplice 3SS: [762]
top_k =  1000
Partition function (log Z): -7.561656875286987

Sorted 5' Splice Sites (High to Low Probability):
Position 42: 0.9686104835245767
Position 612: 0.09812573790266765
Position 446: 0.05526501413939976
Position 349: 0.025425531380054146
Position 461: 0.018984570516630175
Position 690: 0.01457320024447451
Position 593: 0.00847903393799949
Position 243: 0.002178500015310951
Position 9: 0.0014390300515779815
Position 333: 0.0008389165744029252
Position 112: 0.0006654844661519592
Position 351: 0.0003335088472408835
Position 648: 0.0002547902647718636
Position 289: 0.00022785260844750593
Position 997: 0.0001657319554252505
Position 87: 0.00016208685597068326
Position 473: 0.0001393940595328569
Position 117: 0.00013202352048051754
Position 901: 0.00010290233760759593
Position 218: 9.268847363496121e-05
Position 874: 8.298289549581875e-05
Position 137: 8.051210568567395e-05
Position 223: 7.638299927932873e-05
Position 388: 5.5420251553498526e-05
Position 247: 5.1981173471732444e-05
Position 847: 4.681920899039429e-05
Position 211: 3.719479227050152e-05
Position 521: 3.7167140075887126e-05
Position 494: 3.528484363967269e-05
Position 75: 3.2851440860240574e-05
Position 830: 1.733503311026024e-05
Position 606: 1.1664953984690002e-05
Position 318: 1.1363826712354764e-05
Position 46: 9.859604264269964e-06
Position 979: 6.387525237448606e-06
Position 156: 4.075747692763604e-06
Position 339: 2.907791835754746e-06
Position 225: 2.678848525846342e-06
Position 390: 2.5650394948362247e-06
Position 68: 2.5169936317221927e-06
Position 832: 1.8499364908354539e-06
Position 1162: 1.806548158345751e-06
Position 378: 1.6667456999872278e-06
Position 861: 1.4933688029501504e-06
Position 398: 1.0834223630268361e-06
Position 903: 1.030839485038977e-06
Position 910: 8.721137313120322e-07
Position 1199: 5.381391862036258e-07
Position 60: 2.0786490787461596e-07
Position 320: 2.018161409282041e-08
Position 342: 6.0560520392704895e-09
Position 575: 1.7346727676932502e-10
Position 524: 4.059591547267053e-11
Position 381: 1.9063019143609016e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 762: 0.8137346127936288
Position 332: 0.17172451973502204
Position 534: 0.11626922742906456
Position 722: 0.020076650555573592
Position 378: 0.013536692670628002
Position 506: 0.00805950180360169
Position 796: 0.007271633299396164
Position 491: 0.006941926002593149
Position 973: 0.005777889592815573
Position 348: 0.004877449523343482
Position 799: 0.004004570296606791
Position 423: 0.003815353751487404
Position 1062: 0.002740538346373014
Position 1198: 0.00242187823307465
Position 200: 0.002399028945826285
Position 1124: 0.001885527091170063
Position 211: 0.0017000974082991818
Position 345: 0.001262834872994043
Position 1175: 0.0009230104549993219
Position 216: 0.0006294049085907334
Position 847: 0.0006287732761783662
Position 108: 0.00055584214142964
Position 667: 0.0004972883592503671
Position 910: 0.00042423849581696
Position 802: 0.00041312433972291295
Position 925: 0.00039224181375729466
Position 874: 0.0003565504651188864
Position 928: 0.00031827993684615993
Position 1155: 0.0002994650106719899
Position 156: 0.0002939491164857701
Position 171: 0.00028855020351237285
Position 1087: 0.00026381035890824856
Position 901: 0.0002491085939439115
Position 536: 0.00017076195099502946
Position 1349: 0.00016277863666530149
Position 1380: 0.00015459451147171245
Position 275: 0.00014078860360262652
Position 701: 0.00012042429438868808
Position 1284: 0.00011695637752464152
Position 238: 9.214175308792496e-05
Position 780: 8.830049262969284e-05
Position 582: 7.563886611336666e-05
Position 563: 7.453916963832894e-05
Position 1161: 5.9565829617046254e-05
Position 606: 5.421919074137083e-05
Position 1204: 4.118482994942231e-05
Position 991: 3.781906207738971e-05
Position 1019: 3.671124478473171e-05
Position 770: 3.5640455068516464e-05
Position 854: 2.8899093718313873e-05
Position 979: 2.88386983019102e-05
Position 993: 2.7606739789645446e-05
Position 777: 2.593991590409046e-05
Position 1235: 2.521933999810027e-05
Position 436: 2.17792990433338e-05
Position 820: 1.8964812935759057e-05
Position 243: 1.7254621325821885e-05
Position 637: 1.5091829781293073e-05
Position 272: 1.3678598569099036e-05
Position 1095: 1.3278727962474484e-05
Position 646: 1.0994643616115678e-05
Position 937: 8.908880235525474e-06
Position 593: 8.320137508613611e-06
Position 112: 7.3625401836114485e-06
Position 1036: 5.799701571218878e-06
Position 1105: 5.746304807309325e-06
Position 218: 4.723839711238782e-06
Position 1242: 4.360202353155109e-06
Position 934: 3.8295974899551595e-06
Position 454: 3.5632661932363556e-06
Position 442: 3.399604875594265e-06
Position 811: 2.816406225041461e-06
Position 1331: 2.4870029208140195e-06
Position 177: 2.226143546272094e-06
Position 573: 2.225295367041656e-06
Position 997: 1.8038202857520145e-06
Position 674: 1.0579360753703647e-06
Position 1030: 9.560122159241375e-07
Position 240: 7.502975035984478e-07
Position 289: 3.3395136104409035e-07
Position 575: 3.323827794780615e-07
Position 259: 2.922202748380097e-07
Position 222: 2.3143693134907622e-07
Position 612: 1.3032013034491869e-07
Position 450: 9.62694591106421e-08
Position 355: 4.247905611635926e-08
Position 247: 2.5743453750196203e-08
Position 252: 3.3337903033754974e-09
Position 179: 2.472990953213622e-09
Position 357: 3.073962545835063e-10
