Gene = TOPORS
index = 1471
Annotated 5SS: [ 120 1780]
Annotated 3SS: [1584 8226]
SMsplice 5SS: [120]
SMsplice 3SS: [8226]
top_k =  1000
Partition function (log Z): -8.932557199920003

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.9268996960851857
Position 1780: 0.5022167134103105
Position 1308: 0.3942078518080033
Position 1189: 0.3049026819154713
Position 6532: 0.2728053143073092
Position 4929: 0.0771708588859148
Position 5821: 0.05701006304448685
Position 1681: 0.05468153083463102
Position 3542: 0.04691940347576653
Position 5641: 0.03318768094206884
Position 292: 0.02210309505617807
Position 1266: 0.020614459789561043
Position 33: 0.019824180429771212
Position 2426: 0.0196972263216876
Position 4471: 0.01413409667646285
Position 2748: 0.0135740854757962
Position 451: 0.012511076664852228
Position 2719: 0.011145223719497359
Position 6540: 0.007762547613110441
Position 5123: 0.00753941098522825
Position 7884: 0.006102135201509396
Position 5205: 0.005410969051555378
Position 5447: 0.0052871964105481615
Position 172: 0.004777962689751768
Position 1661: 0.004711633315722901
Position 3858: 0.004599570185098897
Position 1431: 0.004115331399499961
Position 814: 0.003956896036827208
Position 3793: 0.002486813495751863
Position 46: 0.002314329788072029
Position 1479: 0.0020879461458573906
Position 4503: 0.002080205707190848
Position 6918: 0.002029303355012926
Position 3170: 0.0019465666082120806
Position 10387: 0.0018651672343855449
Position 8508: 0.001760874919978765
Position 673: 0.0016307002171899343
Position 7567: 0.001619657245724985
Position 3203: 0.0015583648361199133
Position 7923: 0.0011877512246752729
Position 2489: 0.0011659807844005123
Position 863: 0.0009967666063680997
Position 705: 0.0008178868605625323
Position 299: 0.0007351678433621889
Position 7563: 0.0007203784950810285
Position 473: 0.0005750242956937507
Position 1784: 0.0005113620018881567
Position 7011: 0.0005107425784180738
Position 96: 0.0004807293703861602
Position 9319: 0.0004420871712503117
Position 1330: 0.00027024419864432955
Position 846: 0.00025160967747769327
Position 1523: 0.00021621117565580984
Position 710: 0.00018504901589860007
Position 698: 0.0001806224605510204
Position 600: 0.00014940410844489806
Position 1271: 0.00011338674362644177
Position 281: 0.00010362371636845436
Position 756: 9.359049168298143e-05
Position 1203: 8.776395787019635e-05
Position 1027: 5.550131353569523e-05
Position 621: 4.509620817025292e-05
Position 3098: 2.9655701173361323e-05
Position 3069: 2.7781401822132466e-05
Position 1312: 2.5767772134484987e-05
Position 1357: 2.55342610868241e-05
Position 137: 1.7593288525466145e-05
