Gene = NPVF
index = 960
Annotated 5SS: [ 185 1861]
Annotated 3SS: [1459 3312]
SMsplice 5SS: [185]
SMsplice 3SS: [3312]
top_k =  1000
Partition function (log Z): -4.9247855835172665

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.9318360120223727
Position 1673: 0.5114432396077433
Position 1861: 0.46854727920932676
Position 392: 0.39590731556721165
Position 2549: 0.16700402677462908
Position 209: 0.06178354006372765
Position 2951: 0.039223183949199804
Position 2211: 0.017254218358157793
Position 2566: 0.01468536920975458
Position 762: 0.011827881242802247
Position 1682: 0.01173536512316374
Position 401: 0.010503350254196108
Position 2869: 0.009263554730767504
Position 2377: 0.008526007052286927
Position 1962: 0.008248203532629903
Position 628: 0.007450692941755857
Position 3490: 0.004920789429341593
Position 2256: 0.00415515819999936
Position 490: 0.003980844358183655
Position 1711: 0.003964883327460457
Position 2039: 0.003674728606171599
Position 2060: 0.0027989703896285816
Position 270: 0.002727583300705313
Position 2831: 0.0025405327102408365
Position 2240: 0.002420388638650973
Position 2689: 0.0023463161235067922
Position 1907: 0.0013987782623434836
Position 1071: 0.0009072086179920002
Position 3043: 0.0008710762789711897
Position 396: 0.0008673714335021812
Position 469: 0.0005769733334610422
Position 2741: 0.0005143378271853187
Position 933: 0.00048255919860924437
Position 835: 0.00045157421399314335
Position 3494: 0.0003980023729889518
Position 449: 0.0003556536087032424
Position 1427: 0.0002761051834674668
Position 1011: 0.0002549688951404745
Position 1623: 0.00014653635497172002
Position 459: 0.00012415632058468014
Position 606: 9.625442744181784e-05
Position 386: 4.191557567925846e-05
Position 587: 3.632375731593912e-05
Position 870: 2.8424832151657458e-05
Position 1607: 2.2139643805110574e-05
Position 815: 2.0739545379169257e-05
Position 827: 1.6143953879578577e-05
Position 924: 1.5423248648152687e-05
Position 1885: 1.4629525273008661e-05
Position 1026: 1.1732504542508075e-05
Position 278: 1.0581700628012061e-05
Position 1064: 9.596665209968719e-06
Position 1378: 8.500723526038505e-06
Position 1390: 8.195553821910465e-06
Position 1018: 3.1351561227380007e-06
Position 621: 2.79331998522169e-06
Position 189: 1.6893307390903681e-06
Position 213: 7.493131060946452e-07
Position 2777: 7.028446917050242e-07
Position 274: 2.7524222904450386e-07
Position 256: 2.4286428743491995e-07
Position 324: 1.0997172835223458e-07
Position 137: 1.0628432757786669e-07
Position 585: 8.276243534255418e-08
Position 611: 5.409241963142361e-08
Position 123: 4.5806910766692487e-08
Position 243: 2.4743090227576317e-08
Position 804: 1.8589236685174845e-08
Position 282: 1.3425945271262033e-08
Position 103: 1.1010098906149796e-08
Position 613: 7.892922150121975e-09
Position 690: 6.337554633378377e-09
Position 792: 4.905180378953591e-09
Position 516: 6.177462394276482e-10
Position 374: 2.432314343571092e-10
Position 339: 1.7833622936583881e-10
Position 280: 1.6349331918706757e-10
Position 332: 1.615230520266304e-10
Position 297: 1.586711501936751e-10
Position 688: 3.413243373843124e-11
Position 643: 2.45802555280632e-11
Position 661: 5.6490076080827455e-12
Position 289: 2.2519931583745483e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3312: 0.6804644180767527
Position 1459: 0.3281321136394248
Position 308: 0.29066965628458274
Position 1769: 0.19757125278905455
Position 1710: 0.18171794141525563
Position 2420: 0.15206960847815343
Position 1537: 0.14692618259434834
Position 348: 0.14391600760969675
Position 2122: 0.09489564560698693
Position 2423: 0.05395428157811838
Position 1746: 0.05222183891983289
Position 2805: 0.04850165273735389
Position 1593: 0.047390541402131996
Position 1822: 0.03514962129527093
Position 3388: 0.030644787336699435
Position 3420: 0.027131621476969115
Position 1427: 0.024985962219209915
Position 2463: 0.01654615080735261
Position 2662: 0.012715039283599483
Position 2855: 0.010862071380538192
Position 2239: 0.01038718720697959
Position 2373: 0.008986101691573727
Position 2460: 0.006944350192255591
Position 3603: 0.00671101651353865
Position 1950: 0.00637464969241521
Position 2802: 0.00609492337657685
Position 1553: 0.005814554607443294
Position 709: 0.005721550558520435
Position 2593: 0.005496679969422856
Position 261: 0.005412893866347171
Position 686: 0.004842422437537807
Position 913: 0.004405271257976003
Position 3335: 0.00405514087173029
Position 3315: 0.003787905660754015
Position 500: 0.0036432474379774604
Position 1501: 0.003591076124467035
Position 3699: 0.0030979543347370987
Position 1354: 0.0027226237044293325
Position 1464: 0.0027095476675824117
Position 2620: 0.00256484966296453
Position 2612: 0.002548934709003068
Position 1371: 0.00250808990561071
Position 2478: 0.002188345704506937
Position 2826: 0.002185843107314379
Position 3896: 0.0017985885551120792
Position 3011: 0.0015833129271571927
Position 476: 0.001525037147241858
Position 1180: 0.0015192657861868627
Position 1488: 0.0015017023076453553
Position 1511: 0.0014319290143784125
Position 800: 0.0013680595504390605
Position 3061: 0.0013572494121883234
Position 624: 0.001262507369135682
Position 1265: 0.0012273003167154707
Position 2689: 0.001134219702481587
Position 1613: 0.0010931122080535668
Position 565: 0.0009979837955904436
Position 1485: 0.0008736541614636264
Position 1977: 0.000797899171712742
Position 3194: 0.0007270167325120072
Position 1299: 0.0005452724324602531
Position 2282: 0.0005341356531695133
Position 1602: 0.0005168408049727286
Position 2089: 0.0005162071562150476
Position 3586: 0.0004366396907443809
Position 2342: 0.00043019878585469
Position 2749: 0.0004135992896400185
Position 1478: 0.00037954673428911294
Position 1730: 0.00035980546858483916
Position 3672: 0.00033167905851322105
Position 2483: 0.00032181776774672
Position 2073: 0.00031546325274152854
Position 1829: 0.00023362166932817203
Position 356: 0.00017841866726410715
Position 1855: 0.00015901441208882332
Position 1653: 0.00014874704470511438
Position 1737: 0.00012281924143630723
Position 1116: 0.00012055970472570928
Position 2187: 0.00010642852519561656
Position 2149: 0.0001044057507320141
Position 753: 0.00010074063459535368
Position 909: 9.885123047408835e-05
Position 3903: 6.84505099311973e-05
Position 1542: 6.800229605820377e-05
Position 363: 6.336925025700824e-05
Position 606: 6.216892559902447e-05
Position 1958: 5.959485064582275e-05
Position 1616: 5.283757019543657e-05
Position 1637: 4.721297995857927e-05
Position 1466: 3.327165087646041e-05
Position 1270: 3.104754904816052e-05
Position 267: 2.5071555043815353e-05
Position 2427: 2.4427688233647995e-05
Position 1620: 2.3485788707525034e-05
Position 2903: 2.3260540681526854e-05
Position 1755: 2.2378400760263006e-05
Position 719: 2.1430691156050726e-05
Position 1623: 1.6163583686184856e-05
Position 1662: 1.4633732058705746e-05
Position 919: 1.4396193176976184e-05
Position 611: 1.3967285827835714e-05
Position 1837: 1.3541025936859778e-05
Position 835: 1.3528732374930141e-05
Position 449: 1.1573248844774403e-05
Position 2030: 1.1437007760306655e-05
Position 1974: 1.0947891015755727e-05
Position 995: 1.016345122371e-05
Position 483: 7.787891149772007e-06
Position 270: 7.593380178302802e-06
Position 767: 7.588431536609129e-06
Position 1672: 3.965668277919803e-06
Position 1383: 3.475568984738454e-06
Position 937: 3.1993165465351703e-06
Position 941: 3.121392267890259e-06
Position 274: 3.0332132583697693e-06
Position 2252: 2.6706808459356957e-06
Position 408: 2.31973406938251e-06
Position 3344: 1.793983578526903e-06
Position 815: 1.7021788734456976e-06
Position 1962: 1.3707623479719036e-06
Position 1378: 1.262242012495515e-06
Position 1141: 1.1305034102214183e-06
Position 1046: 7.199798667470213e-07
Position 1879: 5.323630309330487e-07
Position 1860: 2.789269644687821e-07
Position 412: 2.0376057637725465e-07
Position 2134: 7.387222960508668e-08
Position 396: 1.0919928344306287e-08
Position 419: 1.0220358956368835e-08
Position 243: 4.169079551474485e-11
Position 216: 5.0478942606847855e-12
Position 854: 5.572753954141163e-13
Position 189: 1.7691824385218663e-13
Position 213: 7.473171170744988e-14
Position 184: 3.820962541087501e-14
