Gene = SRPRB
index = 1334
Annotated 5SS: [  112 21970 22671 23791 27167 31694 32900]
Annotated 3SS: [21642 22575 23712 27083 31556 32844 35519]
SMsplice 5SS: [  112  9415 13649 17333 22671 23791 27167 29119 32900]
SMsplice 3SS: [ 9321 13541 17094 22575 23712 27083 29015 32844 35519]
top_k =  1000
Partition function (log Z): -0.5064374986810529

Sorted 5' Splice Sites (High to Low Probability):
Position 112: 0.9071412703633156
Position 32900: 0.8889088782627511
Position 22671: 0.8652499499001006
Position 17333: 0.7893609132546672
Position 27167: 0.7888470976326991
Position 13649: 0.7735065869044726
Position 9415: 0.7599501575770322
Position 29119: 0.7014268645209653
Position 23791: 0.5765452464599015
Position 28332: 0.52485097487534
Position 31694: 0.49657415938294186
Position 17637: 0.36445695422639174
Position 23883: 0.3621803473132788
Position 5026: 0.32960310318850294
Position 29269: 0.30618129245283604
Position 5031: 0.19159276103074344
Position 13622: 0.18849104714874435
Position 11457: 0.15868987892289865
Position 35788: 0.14787398539039967
Position 10686: 0.141652235418034
Position 9836: 0.13672620044961029
Position 33912: 0.1310184155264055
Position 8588: 0.1139845768856564
Position 26991: 0.11333094030775608
Position 35312: 0.08528338281977123
Position 29396: 0.08300771678384994
Position 8432: 0.07630698563602688
Position 12233: 0.07432794225656095
Position 570: 0.06882833358100932
Position 32951: 0.06646315652493183
Position 28542: 0.04754598386910663
Position 206: 0.04701143344589877
Position 16360: 0.046004302652333746
Position 35307: 0.04245243989707168
Position 9179: 0.039279249219996225
Position 25681: 0.03909593914083246
Position 25533: 0.03586596266760707
Position 11477: 0.03394354236701782
Position 4546: 0.03105276646307526
Position 5254: 0.030875648462484334
Position 3950: 0.030797144189063715
Position 3628: 0.025741967840728176
Position 31643: 0.02428416327863072
Position 29854: 0.02364862479110669
Position 5499: 0.02338329791256323
Position 7408: 0.021860598092076286
Position 2843: 0.019253521484108537
Position 8630: 0.018903386562780216
Position 33485: 0.018610393218610657
Position 1006: 0.017560203193479028
Position 25275: 0.016906427175821158
Position 379: 0.016399628132862068
Position 26645: 0.015792152091208322
Position 17568: 0.014878438946336088
Position 35422: 0.013651478533344141
Position 2151: 0.011876070366912732
Position 6878: 0.010999683599440977
Position 32527: 0.010047167311334482
Position 34097: 0.009768603104195004
Position 31600: 0.009743148316708385
Position 33635: 0.009329358265807969
Position 139: 0.009203766127581428
Position 31649: 0.006988530162923434
Position 736: 0.006458504040158744
Position 26195: 0.006452385249534724
Position 21970: 0.006353787053725899
Position 4677: 0.005908399156467122
Position 2020: 0.005890959042347284
Position 11413: 0.005613570726396241
Position 3014: 0.004950697204397479
Position 34398: 0.004501319592138851
Position 34995: 0.00442713880077914
Position 2860: 0.004082680940973571
Position 33230: 0.0038670085566314964
Position 29093: 0.0033991901606506515
Position 34126: 0.0033473771482017698
Position 1636: 0.0026543535115588603
Position 33602: 0.0025944526098243756
Position 34077: 0.0025032689552161704
Position 34707: 0.0022178753202280843
Position 35820: 0.0021289515737651027
Position 4685: 0.0021016005928743502
Position 9489: 0.002010268981265596
Position 28449: 0.001916889034871548
Position 33275: 0.0018479093994134405
