Gene = NADK
index = 907
Annotated 5SS: [  182 13243 16519 21290 21968 22213 23097 23927 24187 24420 24904]
Annotated 3SS: [13023 16434 21159 21861 22126 22993 23771 24086 24261 24820 25409]
SMsplice 5SS: [  182 13243 16519 21790 21968 22213 23927 24187 24420 24904]
SMsplice 3SS: [13023 16434 21691 21861 22126 23771 24086 24261 24820 27205]
top_k =  1000
Partition function (log Z): 11.683284379965777

Sorted 5' Splice Sites (High to Low Probability):
Position 24187: 0.9812645975456441
Position 24904: 0.9562912669559771
Position 182: 0.9268645591823513
Position 21968: 0.9164628023182079
Position 16519: 0.9121011233721049
Position 13243: 0.8045157396308511
Position 22213: 0.7108231626831971
Position 24420: 0.6693048133582492
Position 23927: 0.6506821848225253
Position 21790: 0.5473090795044645
Position 26642: 0.49142755874670885
Position 23097: 0.42143380726497015
Position 7198: 0.3567522161432568
Position 19370: 0.3456687042539664
Position 23951: 0.2921996249626886
Position 16894: 0.23742753424748286
Position 19274: 0.23000062058389767
Position 16340: 0.18281984879837143
Position 26234: 0.15234091583098353
Position 22245: 0.14354567018569986
Position 2796: 0.13109344433817763
Position 24609: 0.10228056806272492
Position 18737: 0.09868862625976917
Position 24451: 0.09538020846805163
Position 16580: 0.08713546656222637
Position 18994: 0.08498157427018344
Position 3057: 0.08269091892853542
Position 24447: 0.07734117662106255
Position 18998: 0.07142548072945984
Position 93: 0.06700451846889323
Position 14176: 0.060843763015584404
Position 23087: 0.056503400614578064
Position 22257: 0.05642598011822235
Position 13356: 0.05413631743234521
Position 2857: 0.04848834567845153
Position 24757: 0.04092830229584616
Position 14790: 0.0375719370239611
Position 27093: 0.03612579993384175
Position 25567: 0.03392753078743836
Position 19227: 0.028189625778431548
Position 18426: 0.026042098718126672
Position 24715: 0.022967173202239184
Position 27069: 0.021795815170365364
Position 19254: 0.019870062889342937
Position 23862: 0.019705266085697108
Position 18092: 0.018750240397017247
Position 16837: 0.017815622787342184
Position 21364: 0.01747746114202083
Position 14649: 0.01671526867298207
Position 6892: 0.016647115888982173
Position 22378: 0.015432512976279648
Position 13441: 0.014574901997789099
Position 22365: 0.013850984778636305
Position 14476: 0.013846291327081409
Position 21450: 0.012758600682750157
Position 18932: 0.012622258527869606
Position 14167: 0.01255185472179389
Position 22883: 0.011152315160175818
Position 1306: 0.011012363645845588
