Gene = AGMO
index = 38
Annotated 5SS: [   296   1875  17244 131011 143458 167903 171176 171345 174610 176570
 195876 196502]
Annotated 3SS: [  1743  17091 130906 143361 167835 171109 171264 174474 176452 195792
 196395 360655]
SMsplice 5SS: [   350   1875   2375  17244  45221  53682  53956  55364  63199  93286
 107115 123491 131011 143458 162399 167753 167903 171345 174572 176570
 195939 196502 298170 335208 344975 358987]
SMsplice 3SS: [  1743   2189  17091  45163  53542  53858  55180  63131  93151 106991
 123324 130906 143361 162325 167512 167835 171228 174474 176452 195792
 196395 297960 335075 344859 358746 360655]
top_k =  1000
Partition function (log Z): -167.53996631779356

Sorted 5' Splice Sites (High to Low Probability):
Position 1875: 0.9921107632215109
Position 17244: 0.9788173729372026
Position 2375: 0.8160709219947381
Position 13725: 0.7269822831741136
Position 350: 0.48126073372607564
Position 296: 0.4691338687041404
Position 14452: 0.4219820992437007
Position 14368: 0.2585865681709255
Position 14825: 0.16143758977627307
Position 9776: 0.13814287310502235
Position 3002: 0.1182502496213335
Position 13925: 0.07922225489618565
Position 19761: 0.06562362122490438
Position 5516: 0.05659436392617689
Position 1320: 0.05054021835196719
Position 6622: 0.049715431458910025
Position 7801: 0.04273085738879945
Position 7057: 0.042111414295749335
Position 13757: 0.03985661014841503
Position 3163: 0.03733888046674598
Position 7689: 0.02445988974236579
Position 275: 0.017702998240940064
Position 2370: 0.0144800026428604
Position 740: 0.012940778520086762
Position 18453: 0.010720260319725892
Position 21594: 0.0041989167214443
Position 355: 0.003996617945434465
Position 3908: 0.0035286104057070775
Position 4680: 0.0034192278350739145
Position 6418: 0.002797417076801493
Position 2976: 0.002607091279878153
Position 620: 0.0021590432885236497
Position 4588: 0.0019691887526343513
Position 1924: 0.0018106357510100347
Position 896: 0.0015379809749544648
Position 4910: 0.0014715348447131905
Position 1023: 0.0010609610956800986
Position 4324: 0.001052936482107008
Position 1559: 0.0010290233703399146
Position 3840: 0.0009598288980195481
Position 3527: 0.0008739084001382417
Position 1376: 0.0008517165486641193
Position 572: 0.0008038274265121547
Position 797: 0.0006063188855498024
Position 6500: 0.0005718555579474971
Position 4147: 0.00041009392643206853
Position 4698: 0.00039913429646875524
Position 494: 0.00034886265431275135
Position 1887: 0.00034608619107460374
Position 1817: 0.00033956402931452107
Position 3209: 0.00032593649964892415
Position 6494: 0.00028821497648597353
Position 287: 0.00026554845818312566
Position 203: 0.00026184800146775383
Position 2757: 0.0001997092849325646
Position 823: 0.00019035234569404384
Position 974: 0.0001589178291685336
Position 698: 0.00014647909033717077
Position 578: 0.00014500878476329609
Position 969: 0.00014021996913712325
Position 4377: 0.00011653314953598398
Position 1014: 0.00011594323165484956
Position 777: 0.00010537599012571403
Position 5605: 9.019656219961416e-05
Position 1879: 8.956397244534525e-05
Position 760: 7.482598763125209e-05
Position 25: 6.890175663478382e-05
Position 1839: 6.19966579963569e-05
Position 1436: 5.543114295232631e-05
Position 878: 5.4296550030792346e-05
Position 2755: 4.594745773728798e-05
Position 1241: 4.41437195776128e-05
Position 629: 4.3665328315705565e-05
Position 1601: 3.963506206050396e-05
Position 20: 3.6984446106011876e-05
Position 1395: 3.620173924478936e-05
Position 1687: 3.460084622016513e-05
Position 918: 3.174229901391953e-05
Position 3862: 2.841593173244058e-05
Position 2236: 2.7607087028936868e-05
Position 4825: 2.6938972667135595e-05
Position 2886: 2.5277334023283193e-05
Position 3024: 2.4157272603678125e-05
Position 703: 2.2376971885753852e-05
Position 246: 1.9356400502974605e-05
Position 542: 1.849991930006862e-05
Position 843: 1.6164983622488452e-05
Position 223: 1.6102024316716856e-05
Position 1594: 1.196921248999849e-05
Position 2559: 1.084167674621423e-05
Position 1184: 9.466312113336958e-06
Position 549: 9.139765813840992e-06
Position 1853: 8.4683888357991e-06
Position 446: 7.556372248838746e-06
Position 370: 5.69867376562161e-06
Position 103: 5.499890629607372e-06
Position 27: 5.269170187076217e-06
Position 1860: 5.225259295939044e-06
Position 47: 5.052160628797662e-06
Position 2808: 4.799500537754976e-06
Position 197: 4.643901826692139e-06
Position 1380: 4.3754354909361995e-06
Position 1962: 3.161862340703345e-06
Position 1855: 2.454661270677422e-06
Position 2216: 2.1315423659906216e-06
Position 2110: 1.864607674652445e-06
Position 1994: 1.585017666415451e-06
Position 1786: 1.422226360537423e-06
Position 1349: 1.4212737568072876e-06
Position 1070: 1.3585515581786503e-06
Position 2132: 9.25895779389635e-07
Position 36: 4.331431721601451e-07
Position 3306: 4.0762290536903033e-07
Position 3251: 3.564298601850936e-07
Position 3113: 3.23656888958936e-07
Position 3263: 1.0722210566567015e-07
Position 75: 6.50237668671851e-08
Position 2797: 4.7683362054887874e-08
Position 2826: 4.6737565555292633e-08
Position 606: 4.035052049620552e-08
Position 56: 2.1444840327376953e-08
Position 4235: 1.5744274787246606e-08
Position 2656: 1.0237238382362467e-08
Position 3150: 2.393141455552987e-09
Position 2214: 2.3056428973184356e-09
Position 375: 1.7457850618047707e-09
Position 422: 1.743799536398741e-09
Position 3543: 1.0069448224849374e-09
Position 435: 5.014706938775202e-10
Position 226: 4.49936496685743e-10
Position 514: 3.28856099022259e-10
Position 2368: 1.0288151120803411e-10
Position 706: 2.053579892566869e-11
Position 2614: 3.806528928372697e-12
Position 2290: 5.127148303964701e-13
Position 94: 2.6282819809382753e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1743: 0.9283071888498574
Position 2189: 0.7526927971030238
Position 13644: 0.7416263042089931
Position 17091: 0.5422245304094313
Position 17103: 0.44564839347215174
Position 14302: 0.3561051571597796
Position 29031: 0.33870717738834344
Position 14161: 0.32541925270266925
Position 14726: 0.1628605228622829
Position 9629: 0.13821136686094854
Position 24641: 0.12918236340051878
Position 20309: 0.09837043774733946
Position 2915: 0.09220084654224488
Position 17654: 0.08740073451262922
Position 20236: 0.06945053021919846
Position 19662: 0.06572139450822331
Position 1790: 0.04995360407027286
Position 6490: 0.04855671177212158
Position 21883: 0.0468175858040566
Position 24605: 0.04537623552107155
Position 13814: 0.0451116145471414
Position 5392: 0.04308947469124552
Position 2290: 0.03911520490868238
Position 7000: 0.037293926147870325
Position 7734: 0.03557183217890677
Position 7584: 0.03181714692576983
Position 13890: 0.029035484566315033
Position 3095: 0.027962167536200462
Position 23893: 0.027644784438499947
Position 21469: 0.02576021276510871
Position 18348: 0.022373871351638448
Position 2919: 0.02215867346538207
Position 13683: 0.021664875662310148
Position 2307: 0.017326875558371133
Position 19206: 0.016257956172121505
Position 22426: 0.013210668506358462
Position 5389: 0.012433171548101897
Position 701: 0.012051031381076655
Position 13467: 0.011180223223339126
Position 21560: 0.009032313339974682
Position 1156: 0.008248211982378137
Position 17802: 0.008013302039152676
Position 23239: 0.00772258349617551
Position 1637: 0.007321606375421133
Position 24574: 0.006848094573857537
Position 673: 0.006738035092306909
Position 17383: 0.006508591330240517
Position 3062: 0.005561341530732526
Position 2265: 0.005438763298560827
Position 4488: 0.005386735399679629
Position 2131: 0.0053310575909334395
Position 6878: 0.005328372433819344
Position 17848: 0.005037678546897143
Position 19902: 0.004868131501639808
Position 21436: 0.004687365884705806
Position 1597: 0.00466047778347772
Position 1308: 0.004394016438986476
Position 19380: 0.004390250949367998
Position 1274: 0.0041502676025201675
Position 23274: 0.0038089156287455217
