Gene = SSBP1
index = 1337
Annotated 5SS: [  90  870 3909 5381 5669 7264]
Annotated 3SS: [  802  3847  5239  5580  7174 11989]
SMsplice 5SS: [ 273  870 3775 3909 5381 5669 7264 7628]
SMsplice 3SS: [  802  3661  3847  5239  5580  7174  7525 11594]
top_k =  1000
Partition function (log Z): 5.544605899515503

Sorted 5' Splice Sites (High to Low Probability):
Position 5669: 0.9897769567574615
Position 3909: 0.9518329407175845
Position 3775: 0.9367951347089848
Position 7264: 0.8899645772386514
Position 5381: 0.8116509101712973
Position 7628: 0.7300299274606736
Position 870: 0.556013959105354
Position 273: 0.480832126555663
Position 90: 0.4743194955030764
Position 2194: 0.377032150345944
Position 3472: 0.18726463428384452
Position 678: 0.1419934972130059
Position 5031: 0.11011757435373394
Position 3478: 0.07426447589729464
Position 5148: 0.07003154330400087
Position 622: 0.056576139676202855
Position 6440: 0.05056885914145397
Position 10873: 0.04693053778306365
Position 1560: 0.045470131109824084
Position 3139: 0.04501637143062848
Position 7667: 0.03358091097636492
Position 624: 0.02989240733204361
Position 3981: 0.026097059086919384
Position 9905: 0.023998535940879775
Position 6234: 0.022690080868814615
Position 742: 0.02220851930148857
Position 3765: 0.019121525700795786
Position 3002: 0.01842557926329224
Position 7660: 0.01827714002455596
Position 8122: 0.017980154140540116
Position 1029: 0.01684812474553725
Position 11186: 0.01676292843433762
Position 11841: 0.014029552125703584
Position 7843: 0.012763872502337138
Position 379: 0.011592888566232796
Position 824: 0.0114146862344225
Position 6201: 0.00981128263350765
Position 6188: 0.008860509109834394
Position 2523: 0.008517720557631704
Position 2701: 0.007974970531497028
Position 255: 0.007934623448075816
Position 10585: 0.00744537540367698
Position 2213: 0.006828952684116806
Position 183: 0.006433938223624626
Position 77: 0.0060493222107828514
Position 1077: 0.005954620347122392
Position 5797: 0.0052203530535036595
Position 1065: 0.004197185681888492
Position 361: 0.0037790655086421252
Position 4294: 0.0035733593889362746
Position 299: 0.003513701234434799
Position 4186: 0.003485191490265145
Position 4834: 0.003077003128116936
Position 11854: 0.0030313313696455385
Position 6484: 0.0029665671726077317
Position 1861: 0.0026218915505283372
Position 161: 0.0024994390452648205
Position 3097: 0.002479770750433637
Position 3506: 0.0024136867250765474
Position 3779: 0.001616812049573835
Position 400: 0.0016088701361232267
Position 5207: 0.0015966182171537027
Position 10403: 0.0014406092717670286
Position 5296: 0.0014140257161065874
Position 173: 0.0013761345984394067
Position 6609: 0.001367146626365709
Position 767: 0.0012499930377426784
Position 2736: 0.0010332420498177675
Position 2527: 0.0009773149426898732
Position 2718: 0.0008475652203056496
Position 7048: 0.0008284951635430539
Position 1835: 0.0008103190896304632
Position 900: 0.0007335121906471098
Position 8380: 0.0006922627434043991
Position 6150: 0.0006658249751611263
Position 7233: 0.0006436424481536104
Position 2692: 0.0006104848060604158
Position 10215: 0.0006087301005933546
Position 6261: 0.0005851760261698726
Position 1059: 0.0005816169076897211
Position 3053: 0.0005723809990407756
Position 5269: 0.000571167328297018
Position 4958: 0.0005535463409991953
Position 7601: 0.0005517759328330634
Position 7936: 0.0005361337188656808
Position 674: 0.00047724881372913057
Position 372: 0.00047343939261246845
Position 11403: 0.0004572944341777686
Position 165: 0.00041543065065668944
Position 8167: 0.0003073946828603344
Position 5044: 0.0003045555193574488
Position 6395: 0.0002690780618662549
Position 280: 0.00024328862874730604
Position 880: 0.00023512302341159567
Position 5385: 0.0002332157422782507
Position 5743: 0.00017556116794014315
Position 10211: 0.00017311744506905857
Position 724: 0.00017230373374824723
Position 187: 0.00016949727784141216
Position 2957: 0.00016269020210737763
Position 7484: 0.00010799788799392387
Position 1147: 9.783427657652748e-05
Position 5273: 9.726354242955931e-05
Position 336: 9.556207528369547e-05
Position 37: 9.536598128469249e-05
Position 595: 9.238604180065237e-05
Position 320: 8.300034902090246e-05
Position 4167: 8.099212134965502e-05
Position 1564: 7.966942358956188e-05
Position 2684: 7.520887984302317e-05
Position 3947: 7.43779985680395e-05
Position 579: 7.371018739958131e-05
Position 4210: 6.657094867097749e-05
Position 4852: 6.421928960285746e-05
Position 452: 6.314876328288243e-05
Position 247: 6.15497260649591e-05
Position 5368: 5.6098538071886625e-05
Position 123: 5.072530828078366e-05
Position 9347: 4.755028781354497e-05
Position 134: 4.7017640469707855e-05
Position 3517: 4.595370794028868e-05
Position 5363: 4.465699820064854e-05
Position 512: 4.096227303028284e-05
Position 10475: 3.755125667108204e-05
Position 664: 3.25725836309067e-05
Position 223: 2.6657737128865412e-05
Position 544: 2.1186213461921387e-05
Position 3863: 2.08969050153728e-05
Position 4812: 2.0510896060092772e-05
Position 48: 1.988182254983217e-05
Position 258: 1.4028297645172947e-05
Position 467: 1.3657726401187934e-05
Position 85: 1.360434157627472e-05
Position 6063: 9.195006948010241e-06
Position 151: 8.970457972069998e-06
Position 7963: 8.731397675978026e-06
Position 392: 8.00744277096705e-06
Position 209: 7.700489826144791e-06
Position 189: 6.131017157955506e-06
Position 7632: 5.997486182616629e-06
Position 282: 4.428328357697569e-06
Position 702: 4.081441069462556e-06
Position 628: 3.539413329984778e-06
Position 131: 3.326702322548937e-06
Position 1104: 3.0566750612525814e-06
Position 7801: 2.858992591999526e-06
Position 1130: 2.798080750449855e-06
Position 7966: 2.6069644472833186e-06
Position 918: 2.4451396331603215e-06
Position 342: 1.8363268558872486e-06
Position 136: 1.5940095826005266e-06
Position 571: 1.2961728683780975e-06
Position 688: 1.2780367240396715e-06
Position 301: 9.280658544122246e-07
Position 3928: 8.727765838270329e-07
Position 3913: 6.823786578178494e-07
Position 175: 4.742978527427502e-07
Position 1106: 3.9719823084914896e-07
Position 884: 3.8792862236748163e-07
Position 533: 3.275256577015569e-07
Position 3937: 3.137206530955773e-07
Position 3896: 1.080954418157718e-07
Position 138: 6.90680052339016e-08
Position 8217: 6.752750510188503e-08
Position 861: 5.754587668668766e-08
Position 5767: 3.968946897569396e-08
Position 8151: 3.323068373960016e-08
Position 181: 3.0171962834068646e-08
Position 7175: 1.494869538837443e-08
Position 8374: 1.2397171068663723e-08
Position 206: 4.948461084623194e-09
Position 237: 4.384691110652946e-09
Position 60: 2.4933427070564317e-09
Position 30: 1.0510155204603894e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3847: 0.9744612002866035
Position 5580: 0.9475925669843095
Position 7174: 0.8077950681281741
Position 3661: 0.8071023393317261
Position 5239: 0.6552571820262683
Position 802: 0.5902074399510898
Position 3427: 0.3802676204525348
Position 7525: 0.3685661868462165
Position 2078: 0.31469933268663286
Position 7575: 0.2247508239649011
Position 11594: 0.20651701809175874
Position 11989: 0.17377723931340566
Position 7471: 0.17125779385104223
Position 8044: 0.12862172910347563
Position 5295: 0.12369283562134052
Position 4923: 0.11173323167332332
Position 10494: 0.09293452279306093
Position 9093: 0.08722276078636525
Position 10555: 0.08377508129528523
Position 499: 0.06608597679359034
Position 254: 0.06448861645360938
Position 206: 0.06421732206089406
Position 9780: 0.060931138622985485
Position 11060: 0.059992892976282235
Position 5000: 0.0550873527631844
Position 6985: 0.046630652481448334
Position 5506: 0.04657659823307066
Position 5069: 0.0456616026580196
Position 11713: 0.043827540186170647
Position 10952: 0.03944770714029836
Position 10359: 0.035971814540637144
Position 1993: 0.031561478352018314
Position 186: 0.026263083169974263
Position 6293: 0.024796202165934277
Position 10098: 0.021516344434192668
Position 237: 0.021392871442224976
Position 2024: 0.020883669206974004
Position 2988: 0.02051713636234895
Position 3747: 0.019908081778916984
Position 1430: 0.01989261741091004
Position 6361: 0.019218131844786934
Position 6072: 0.01868474132398418
Position 11185: 0.017460380117759657
Position 2607: 0.017179152781866713
Position 7744: 0.016169261881229746
Position 6075: 0.015648364689620154
Position 2763: 0.014372145365322754
Position 7194: 0.014034336676725472
Position 7582: 0.012611439917814967
Position 1365: 0.012412730928027568
Position 2054: 0.011805146860107146
Position 7724: 0.011117902881920704
Position 11640: 0.010817467131034444
Position 3556: 0.01054790304667333
Position 7129: 0.01050154851339836
Position 6153: 0.009124230572064611
Position 7500: 0.008769043035369361
Position 7019: 0.007771135650216712
Position 3048: 0.007158125134170782
Position 9089: 0.006681868425655071
Position 2872: 0.006590450787128996
Position 2766: 0.006075704207387395
Position 7102: 0.006010317027959377
Position 11562: 0.0054689658258049
Position 3628: 0.004872325522831442
Position 6221: 0.004582655096789397
Position 10696: 0.00453791899497193
Position 452: 0.004322407541395526
Position 3052: 0.004148790237059534
Position 1199: 0.004049996220311308
Position 10985: 0.0037582163997927735
Position 1479: 0.003642815452415112
Position 529: 0.0036054291358043797
Position 11702: 0.0033365890370254552
Position 4021: 0.0031111757477270126
Position 4039: 0.003050874784979702
Position 2331: 0.0029999949559516917
Position 2350: 0.002927658631563605
Position 10669: 0.0027391972839646535
Position 2095: 0.0025362160244282944
Position 8040: 0.0024528026757364703
Position 7884: 0.0022898442106334977
Position 1344: 0.00222790691980624
Position 7720: 0.0021584620109972945
Position 8064: 0.0020901656048315192
Position 1723: 0.0020749358320447026
Position 6325: 0.0019314192564836065
Position 8661: 0.0018802321612696289
Position 5034: 0.0016827673657687165
Position 11212: 0.0015889888511382783
Position 2373: 0.0015827887362705514
Position 1439: 0.0015827818275899214
Position 533: 0.0015486578308233775
Position 4929: 0.0014260083849534858
Position 2397: 0.001379238061082987
Position 7344: 0.0013661206139068348
Position 5332: 0.0013125837112896144
Position 1909: 0.0013006785216423422
Position 11602: 0.0012958235183768503
Position 1726: 0.0012196603041508777
Position 6176: 0.0011635052850524443
Position 2917: 0.001113291145062974
Position 11527: 0.0011012304331526061
Position 952: 0.0010512288909490263
Position 3312: 0.001017038796644932
Position 449: 0.001002604343723585
Position 2081: 0.0009631677627604348
Position 9886: 0.0009166330969810194
Position 4578: 0.0009052827943568706
Position 479: 0.0008939016126644492
Position 585: 0.0007849661638616511
Position 6125: 0.0007513282224562767
Position 7539: 0.0007457359099868344
Position 9851: 0.0007014175877495157
Position 6077: 0.0006698509827361424
Position 7477: 0.0006692396825823688
Position 1275: 0.0006605695770324806
Position 4450: 0.0006392647308458413
Position 7203: 0.0006365595546208472
Position 764: 0.0006311390808643833
Position 4715: 0.0006093300666646484
Position 613: 0.000586775777201528
Position 4907: 0.000503585354298342
Position 8115: 0.0005024630745035728
Position 7935: 0.0004992346384269066
Position 11079: 0.000475376729901177
Position 1387: 0.00044536245690637546
Position 7592: 0.0003961362352970765
Position 589: 0.00038449059504749373
Position 7320: 0.00037468970417819095
Position 2437: 0.0003718305242445993
Position 8878: 0.0003614290768059623
Position 3859: 0.0003602490616195597
Position 11900: 0.00036002071034144936
Position 558: 0.00035730586005979826
Position 6249: 0.0003541843730203436
Position 6944: 0.0003483884087642642
Position 9817: 0.0003418702826021158
Position 503: 0.0003246606142371908
Position 4233: 0.00031915195666992556
Position 4200: 0.0003171775109347106
Position 4105: 0.00031574825428950555
Position 808: 0.0003122453255711198
