Gene = SBDS
index = 1227
Annotated 5SS: [ 312 1390 2385 4465]
Annotated 3SS: [1259 2183 4299 7101]
SMsplice 5SS: [ 312 2385 4465]
SMsplice 3SS: [2183 4299 4587]
top_k =  1000
Partition function (log Z): -2.737538564927427

Sorted 5' Splice Sites (High to Low Probability):
Position 312: 0.9603997757080536
Position 2385: 0.9065970263143114
Position 4465: 0.8796677492768168
Position 1390: 0.48602357703466603
Position 141: 0.201481204274497
Position 814: 0.16688331215527083
Position 44: 0.06082316723709281
Position 75: 0.04713155137792975
Position 4426: 0.04228026292503115
Position 7102: 0.041952193259108005
Position 3447: 0.04043231115151742
Position 4889: 0.03938309603596517
Position 5851: 0.03599995687886837
Position 1382: 0.026555246815532407
Position 1107: 0.025555665905217278
Position 289: 0.02444007961597207
Position 4: 0.023289262687258845
Position 1394: 0.015230093321864872
Position 3395: 0.009186130483975085
Position 2117: 0.007924008270600335
Position 6516: 0.007812209867213115
Position 1853: 0.007752000815575927
Position 1349: 0.007605695564112971
Position 2987: 0.00755021138802041
Position 4455: 0.007217114326559243
Position 803: 0.007028717817004283
Position 6386: 0.005926818625208796
Position 1319: 0.005905195138616913
Position 1921: 0.005003066681024265
Position 4436: 0.00486776573067053
Position 235: 0.004723186997328234
Position 3549: 0.004701203966185277
Position 4071: 0.004154407584477461
Position 691: 0.003448893797583519
Position 3725: 0.0033957405655195456
Position 3247: 0.0029070146380813498
Position 948: 0.0025437240261616933
Position 5979: 0.002329276184903366
Position 6990: 0.002320066233198749
Position 5506: 0.0020629844239530453
Position 3251: 0.0019050573771095041
Position 7585: 0.0018361848364039418
Position 4847: 0.0018163597485268276
Position 939: 0.0017609336110001696
Position 7076: 0.0017049458489711373
Position 504: 0.0017022518963768901
Position 6382: 0.0016196770556362577
Position 7172: 0.001590609487446449
Position 2933: 0.0015791080415194553
Position 116: 0.0009442088697324885
Position 3382: 0.000834713163638314
Position 7570: 0.0008173991706560462
Position 96: 0.0008168934701840783
Position 2943: 0.000737747717454526
Position 3679: 0.0007355301602814249
Position 4662: 0.0006972385579747665
Position 2355: 0.0006581466661029207
Position 3005: 0.0005848949579567804
Position 1990: 0.0005492314162312374
Position 6356: 0.0005188579288434083
Position 67: 0.000500749499753254
Position 1140: 0.00043060705905736865
Position 3484: 0.0004292730361780231
Position 316: 0.0003500758352086165
Position 443: 0.00034032478814202536
Position 3592: 0.00030268308057272925
Position 3831: 0.0002813387550094566
Position 2682: 0.00027298458776215556
Position 1025: 0.000261960199082679
Position 648: 0.00023633986881994423
Position 7183: 0.00021843352237387107
Position 2812: 0.00021047318874253384
Position 508: 0.00014551065496510457
Position 1837: 0.00014056241365807077
Position 151: 0.00013430382364894457
Position 70: 0.00013327000144745926
Position 1199: 0.00011332433875254059
Position 2937: 9.264260486993807e-05
Position 3722: 7.165650409552286e-05
Position 3657: 7.023537983064821e-05
Position 2672: 5.3220475969120856e-05
Position 828: 4.04862023490642e-05
Position 48: 2.3358058622742107e-05
Position 1222: 1.7909039520911975e-05
Position 1099: 1.5134011190227455e-05
Position 966: 1.4734866636241296e-05
Position 526: 1.4660374606371324e-05
Position 488: 1.1182674835639496e-05
Position 644: 1.07853845576187e-05
Position 24: 9.385095489222458e-06
Position 4893: 6.80064025153733e-06
Position 577: 5.801070988213875e-06
Position 522: 5.714215946036936e-06
Position 310: 4.652961679134892e-06
Position 385: 4.250357086663271e-06
Position 79: 4.14821491782888e-06
Position 641: 3.962940989228776e-06
Position 167: 3.7021628499920307e-06
Position 1657: 3.3930849589964204e-06
Position 390: 3.37485264778137e-06
Position 462: 3.1120696653391026e-06
Position 519: 2.698337724301602e-06
Position 2866: 2.505091301137267e-06
Position 99: 2.1957004234679297e-06
Position 2768: 2.0487238643032447e-06
Position 695: 1.9706306618197657e-06
Position 5859: 1.8745986512201283e-06
Position 2839: 1.7054829106963177e-06
Position 226: 1.2622648180230006e-06
Position 586: 8.6863083954931e-07
Position 2371: 8.095795741976957e-07
Position 292: 5.587077109233913e-07
Position 533: 4.931280855770925e-07
Position 543: 4.3694836208056564e-07
Position 409: 2.6356085006528313e-07
Position 657: 1.4532289108036136e-07
