Gene = UTS2B
index = 1544
Annotated 5SS: [  123  1906 14501 26045 48450 52465 53730 55285]
Annotated 3SS: [ 1826 14096 25987 48222 52365 53691 55190 62094]
SMsplice 5SS: [  123 48484 51820 52465]
SMsplice 3SS: [48222 51725 52365 52899]
top_k =  1000
Partition function (log Z): -36.30954159468345

Sorted 5' Splice Sites (High to Low Probability):
Position 123: 0.8920395578450411
Position 4206: 0.4132206159814532
Position 486: 0.14753642671537462
Position 6290: 0.09649362060657059
Position 6334: 0.07057883805696254
Position 1906: 0.05668429234764217
Position 3621: 0.04552103046518821
Position 2020: 0.032880220344823595
Position 6221: 0.03087852268027095
Position 6542: 0.029655549666407675
Position 155: 0.026315347762765173
Position 9518: 0.026231486917254652
Position 11817: 0.019728377040300334
Position 359: 0.013563490590288923
Position 6381: 0.013085840331933588
Position 3487: 0.012570879819026591
Position 2042: 0.012060475151036643
Position 321: 0.011016805695083958
Position 5434: 0.010908089829527654
Position 6354: 0.00913521136894827
Position 7709: 0.008054650693310714
Position 4950: 0.006824693405242587
Position 4592: 0.006313962028572788
Position 6764: 0.005851575078896034
Position 1159: 0.005626144118276629
Position 3455: 0.005374343221353737
Position 2660: 0.00456149514708174
Position 10626: 0.0035907824242283866
Position 1003: 0.003573274615897554
Position 6699: 0.003345779169625406
Position 4576: 0.0032485641977780923
Position 10405: 0.0031215157543334755
Position 5327: 0.0026930940702625896
Position 3439: 0.0017578114932870008
Position 6602: 0.0016508423646409524
Position 2007: 0.0013388435460604232
Position 1733: 0.000988743910376182
Position 210: 0.0006011814710660537
Position 212: 0.0005221054351256842
Position 214: 0.0004617883231338577
Position 216: 0.0004278673601011346
Position 218: 0.0003275972309927412
Position 208: 0.0003073490524639073
Position 247: 0.0002440368536163214
Position 964: 0.00023482738910423406
Position 220: 0.0002302125278162834
Position 224: 0.00016486566101627756
Position 53: 0.0001595322242138484
Position 1220: 0.00014644011547421172
Position 222: 0.00013383547318263937
Position 226: 0.00012738547613400387
Position 3165: 0.00012373465951962404
Position 127: 0.00011198110998883694
Position 228: 9.036531739175454e-05
Position 230: 5.7378824651293045e-05
Position 2368: 5.3019049470454814e-05
Position 1384: 4.964088337685499e-05
Position 1999: 4.3817639489183244e-05
Position 1022: 3.4885035683082305e-05
Position 232: 3.464161872539444e-05
Position 1987: 2.928856529158079e-05
Position 329: 2.7355345207619402e-05
Position 234: 2.3798460539272592e-05
Position 108: 2.255124783947296e-05
Position 1738: 2.0558253472630314e-05
Position 1453: 1.931060327299853e-05
Position 1395: 1.633412737991772e-05
Position 4365: 1.4957615641848587e-05
Position 680: 1.4927586887228656e-05
Position 1653: 1.2506643119428135e-05
Position 1574: 7.896374650032183e-06
Position 182: 7.636243919410341e-06
Position 4215: 7.434837956083925e-06
Position 2279: 4.5853633902500735e-06
Position 1044: 4.227332678259759e-06
Position 189: 3.925866308995226e-06
Position 627: 3.4029492077947926e-06
Position 782: 2.472578618599281e-06
Position 1728: 2.0407307181169554e-06
Position 1604: 1.957104447609025e-06
Position 1795: 1.913279562169498e-06
Position 3594: 1.7135523132042945e-06
Position 1284: 1.2166642875672955e-06
Position 490: 8.393091520329283e-07
Position 1742: 7.581326132052058e-07
Position 1721: 4.977023175203203e-07
Position 90: 4.770072585619201e-07
Position 1300: 3.4474220965301255e-07
Position 513: 1.6803725367536526e-07
Position 243: 1.2735436525880845e-07
Position 68: 1.8241227906928967e-08
Position 236: 7.2627332822880005e-09
Position 382: 3.443425291856484e-09
Position 238: 2.7959587665006774e-09
Position 387: 1.3406614026952717e-09
Position 264: 5.639462877270683e-10
Position 420: 4.0479820787587383e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4039: 0.3069954849611494
Position 10404: 0.24216155422225485
Position 6193: 0.13795167728836985
Position 11696: 0.1072931146322189
Position 1903: 0.09519465401479135
Position 13883: 0.08205981729644685
Position 6082: 0.07850113845287025
Position 4076: 0.0782564004422637
Position 283: 0.07621811059384605
Position 7941: 0.07609529364735267
Position 6897: 0.06991597848538653
Position 6277: 0.0606447913039999
Position 3423: 0.04862492393089271
Position 4482: 0.0432194550475481
Position 9826: 0.03725327485134959
Position 10244: 0.02913780546044412
Position 6696: 0.028948500941478442
Position 5347: 0.024184033118223328
Position 8230: 0.023829916787981704
Position 6401: 0.023742231283461975
Position 9426: 0.019719530828758824
Position 1776: 0.018212858340293726
Position 9829: 0.018072855958745443
Position 442: 0.017085310936166543
Position 4113: 0.01665410893069969
Position 5382: 0.01636295182072021
Position 11155: 0.01410757886934208
Position 4660: 0.013646986430665201
Position 9575: 0.01257530752645463
Position 13140: 0.01247078480749832
Position 8536: 0.012435959887721424
Position 9412: 0.012041822598712738
Position 3524: 0.011744017607105584
Position 7604: 0.010759925367397725
Position 5218: 0.010019206423246073
Position 827: 0.009528217698349994
Position 251: 0.009378632766355043
Position 1858: 0.009254880909183255
Position 2816: 0.008266696988648365
Position 1826: 0.0074037113038038106
Position 5263: 0.00604284733647039
Position 3931: 0.004820366365775808
Position 2575: 0.0044927825507667446
Position 3385: 0.0044919392735696465
Position 6600: 0.004271459345025296
Position 4423: 0.0038299285570200514
Position 478: 0.0037548452162925305
Position 12198: 0.0035664717750064374
Position 6498: 0.0034312756564627562
Position 3116: 0.003366177970865948
Position 6822: 0.002881654964606113
Position 4004: 0.002714813286878695
Position 5167: 0.002696651676738352
Position 400: 0.002657300620885241
Position 9224: 0.002569882929251817
Position 4131: 0.002569814751819942
Position 4990: 0.0025095857838253475
Position 7472: 0.002421190982411445
Position 4836: 0.0023558368015398306
Position 3978: 0.0023234014654317735
Position 9754: 0.002311210712972773
Position 3696: 0.002261438612655147
Position 7802: 0.002179001010378091
Position 3487: 0.002041879727303282
Position 2080: 0.0020083727233063315
Position 2975: 0.0016271568367371336
Position 3567: 0.0015425552813136427
Position 2794: 0.001484519266571366
Position 3588: 0.0014683899763115612
Position 7902: 0.0014515849826313792
Position 8727: 0.001348304703162189
Position 10079: 0.0013079516079277334
Position 8070: 0.001235029094554273
Position 2092: 0.0011553292354398448
Position 8374: 0.0011502648004233253
Position 2726: 0.0010317285916436544
Position 2173: 0.0010068528945347593
Position 4729: 0.000995543812487978
Position 831: 0.0009494562343387738
Position 6031: 0.0008438287545036769
Position 2548: 0.0008254567039809164
Position 1563: 0.0007703414716048839
Position 4386: 0.0007682963371508602
Position 481: 0.0007399417168147881
Position 4772: 0.0006809826002033565
Position 6005: 0.0005691530413782506
Position 1905: 0.0005669141435521425
Position 3881: 0.0005551874689193443
Position 857: 0.0005418105994840628
Position 656: 0.00046024315917447383
Position 5563: 0.0003912753671420975
Position 2306: 0.0003577442288175875
Position 5097: 0.0003567051237222987
Position 871: 0.00035231826994721417
Position 316: 0.00033990999140520067
Position 1732: 0.0003206332331459556
Position 3330: 0.0003177838083175216
Position 3233: 0.0003142639421121548
Position 320: 0.0002978055389129508
Position 3439: 0.00029464461650983097
Position 2595: 0.00029030500550987015
Position 4635: 0.0002832959964265801
Position 4492: 0.0002729005836094973
Position 7034: 0.0002638235827932181
Position 1405: 0.00025114361811006856
Position 2176: 0.0002270712929382474
Position 2953: 0.00021508702223462713
Position 1300: 0.0002076075148029239
Position 353: 0.00019923317264053752
Position 4785: 0.0001924861688011783
Position 2518: 0.00018363082784212024
Position 3009: 0.00018324378455410306
Position 5811: 0.000167828976263454
Position 1072: 0.0001650895732831708
Position 6206: 0.00015286491484595665
Position 3056: 0.00014361857410614634
Position 3805: 0.0001404842731321073
Position 922: 0.00013807818001486475
Position 4345: 0.00013752695383052006
Position 290: 0.00012926422674417845
Position 264: 0.0001288181230774698
