Gene = CALD1
index = 274
Annotated 5SS: [   100  64322  88155 149251 154428 156116 161588 168120 170865 178463
 178641 180462 180979 185737]
Annotated 3SS: [ 64233  88042 149103 153337 156037 161441 167857 170723 178418 178558
 180323 180882 185655 188689]
SMsplice 5SS: [   100   4867  38988  42412  64322  67214  74015  88155 112024 123378
 149251 161588 168120 170865 178463 178641 180462 185737]
SMsplice 3SS: [  4679  38830  42334  64233  66986  73891  88042 111926 123253 149103
 161441 167912 170723 178418 178558 180323 185655 188689]
top_k =  1000
Partition function (log Z): -93.67836082282585

Sorted 5' Splice Sites (High to Low Probability):
Position 100: 0.9867787500409623
Position 4867: 0.6709540576043788
Position 3890: 0.15071689209562297
Position 1468: 0.14454528182948928
Position 8191: 0.12343138301371988
Position 7062: 0.0713244388522236
Position 3839: 0.06985195507294362
Position 3119: 0.06790938262528373
Position 5419: 0.05407431803122316
Position 4067: 0.05067631937875272
Position 7962: 0.047439157244258574
Position 3140: 0.04400453192980617
Position 1228: 0.035513844407046385
Position 4198: 0.02274034707412256
Position 1318: 0.02098070794460409
Position 4338: 0.0191077231670276
Position 4796: 0.01661485393143156
Position 7662: 0.009470267446263468
Position 184: 0.009355913300358292
Position 3382: 0.008578259938142898
Position 643: 0.0067021882189893306
Position 4938: 0.006254055446731278
Position 4387: 0.005718741871322549
Position 8825: 0.005618563962189623
Position 3414: 0.004004490421438835
Position 2045: 0.003816302022598501
Position 7834: 0.0035231232340509383
Position 10098: 0.0026197085415743215
Position 2644: 0.002277749664097853
Position 2251: 0.0021631442420229183
Position 5508: 0.002077045640162616
Position 3532: 0.0017506056114513114
Position 3602: 0.0016945732127701112
Position 2390: 0.0014437867563440471
Position 780: 0.001434394977040758
Position 1474: 0.0012693237785319873
Position 5127: 0.001046948739017771
Position 732: 0.0009734422086512953
Position 4092: 0.0008600505515351777
Position 2628: 0.0008116213291462382
Position 3336: 0.0006659911560639436
Position 3781: 0.0006492424616859072
Position 2661: 0.0006248890253118663
Position 2112: 0.0005854425244960788
Position 503: 0.0005223375831570916
Position 2983: 0.00048058866407161286
Position 8896: 0.0004795382662565837
Position 3886: 0.0004680178740135954
Position 4260: 0.000323471152152288
Position 7302: 0.00025647718557520957
Position 2070: 0.00022781825682272085
Position 7579: 0.0002024247733196009
Position 3205: 0.0001996828418207492
Position 678: 0.00016525167651650256
Position 776: 0.0001201912418051038
Position 1328: 6.116174720370839e-05
Position 683: 4.263627973784526e-05
Position 986: 4.1635194145177416e-05
Position 4923: 3.981177387074739e-05
Position 2332: 3.4480874156886276e-05
Position 2092: 3.2881409754644026e-05
Position 2150: 2.969930185119905e-05
Position 1833: 2.9437201386105213e-05
Position 5131: 2.9378581724728354e-05
Position 2114: 1.2721037897319594e-05
Position 1029: 1.215686027999983e-05
Position 1804: 1.1555062456367394e-05
Position 1138: 1.0091268362074706e-05
Position 1844: 9.58680304574052e-06
Position 1964: 9.184182452797781e-06
Position 2372: 7.174627438688722e-06
Position 1248: 4.918292808506311e-06
Position 538: 4.5918616029530996e-06
Position 325: 4.509341382945581e-06
Position 965: 3.7846650272787186e-06
Position 982: 3.6587779863206854e-06
Position 1086: 2.8349200190841405e-06
Position 2175: 2.826286748366659e-06
Position 863: 2.80630738900329e-06
Position 1936: 2.686394392140036e-06
Position 1198: 2.219261687748858e-06
Position 431: 2.195946191328993e-06
Position 1706: 1.966947023691298e-06
Position 2075: 1.9080113951027054e-06
Position 3089: 1.8747291182198563e-06
Position 1504: 1.6968050650234082e-06
Position 1321: 1.553883814366409e-06
Position 85: 1.2690308732961347e-06
Position 953: 1.1024758772878752e-06
Position 204: 1.098973921571584e-06
Position 1348: 9.436381788663677e-07
Position 853: 8.599404461503888e-07
Position 1071: 4.993001506462979e-07
Position 989: 4.799514528071657e-07
Position 1162: 4.768753759495649e-07
Position 1160: 3.695553431003221e-07
Position 465: 2.2891228886249036e-07
Position 1061: 1.9642584760740258e-07
Position 604: 1.9409355210388465e-07
Position 1369: 6.076653629129028e-08
Position 296: 3.117412900028463e-08
Position 71: 1.7218678293027124e-08
Position 52: 1.6799030521820785e-08
Position 955: 1.4360130598683058e-08
Position 30: 1.4995118495712939e-09
Position 165: 1.1954066994051625e-09
Position 385: 4.800213594345913e-10
Position 301: 6.490239404927466e-11
Position 429: 2.5938161360600345e-11
Position 736: 2.1655175566673633e-11
Position 782: 4.5094544983197745e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 4679: 0.594762652576714
Position 3668: 0.14956908049381956
Position 8068: 0.14738126112499422
Position 5259: 0.1257729313736138
Position 1411: 0.12168424753394769
Position 13951: 0.11761647326204608
Position 4699: 0.10405327277330935
Position 8954: 0.08957466129481455
Position 3058: 0.08953572138675912
Position 7795: 0.07439023708033768
Position 8673: 0.07420511336458421
Position 14358: 0.0678857502509431
Position 6881: 0.05621557166368469
Position 3642: 0.0551817571138702
Position 3007: 0.04824409351579123
Position 16501: 0.039373309228130766
Position 9883: 0.036979420413238734
Position 7765: 0.035659802090615256
Position 1119: 0.03535382999338484
Position 7554: 0.03221812376077027
Position 3590: 0.030439725376280535
Position 8998: 0.027563973357390872
Position 12659: 0.027547510717793076
Position 7905: 0.026676301468662438
Position 16134: 0.02578887422786564
Position 4066: 0.02542092087150047
Position 4722: 0.02449289768412525
Position 10803: 0.023345728893523224
Position 12571: 0.021414164319132043
Position 10356: 0.017461593748962726
Position 11567: 0.016655924924824796
Position 6972: 0.014910396222306575
Position 8048: 0.013729381812694952
Position 8097: 0.013695681622181488
Position 1102: 0.013687301224511993
Position 4251: 0.013282832913784697
Position 3692: 0.01324607246506296
Position 11402: 0.01184155939022852
Position 4032: 0.011361981049602657
Position 10038: 0.011301467325533207
Position 6923: 0.011058781925357261
Position 5184: 0.01077768696622552
Position 3726: 0.01067029212862128
Position 13895: 0.00888194113878249
Position 1366: 0.008430011714309165
Position 1414: 0.00783097488410534
Position 7490: 0.007752237888585917
Position 10209: 0.007673413595444588
Position 3215: 0.007543947407121094
Position 3488: 0.007543218230390527
Position 4129: 0.007439248389801237
Position 1176: 0.006525754829786489
Position 3175: 0.006331969179896961
Position 3286: 0.006204835530707287
Position 6843: 0.005775135497881393
Position 8268: 0.005660873094024094
Position 6481: 0.005249187210195861
Position 1979: 0.0050845883359353335
Position 10187: 0.004922138002459509
Position 2479: 0.0037507648602259774
Position 3882: 0.0037159522199168428
Position 578: 0.0034211528931719355
Position 1369: 0.003397967381382342
Position 1248: 0.003353807636955664
Position 1461: 0.0030660383053078342
Position 11102: 0.0030578051592477745
Position 8241: 0.0029130178850078326
Position 8025: 0.002723173233788641
Position 1251: 0.002609177158819391
Position 8587: 0.0020381223452779033
Position 6049: 0.001774517845077586
Position 4132: 0.001695162297452983
Position 7627: 0.001537911306447657
Position 6216: 0.0014510995754528145
Position 593: 0.00141212496631574
Position 3441: 0.0013490087281706768
Position 6325: 0.0013173649365686858
Position 2132: 0.001132155245967836
Position 5326: 0.0010617387750215842
Position 6250: 0.0009527679037864624
Position 165: 0.000830823933430462
Position 373: 0.0008156503607849426
Position 1917: 0.0007885589206914616
Position 2331: 0.0007727620222533094
Position 853: 0.0007416348834045033
Position 537: 0.0006811714780100794
Position 424: 0.000628324430892861
Position 6819: 0.0005996569781377875
Position 2175: 0.0005947588952181271
Position 7684: 0.0005904353566973885
Position 8100: 0.0005898289249875299
Position 1936: 0.0005252648793954764
Position 1875: 0.0005081448320304064
Position 5329: 0.0005053293264609928
Position 4727: 0.000504295241246902
Position 3813: 0.0005004736506020172
Position 1832: 0.0004975065738986518
Position 2251: 0.0004256748412296654
Position 2572: 0.0003659516919575874
Position 8271: 0.0003285312876815765
Position 1621: 0.0003004658416660725
Position 4270: 0.0002791913019535457
Position 4217: 0.00024400507616794643
Position 909: 0.000243110698196215
Position 492: 0.00023496970813767593
Position 617: 0.00022875267677793692
Position 1186: 0.00022250191315262492
Position 2915: 0.00022238755141502155
Position 5654: 0.0002171996561353508
Position 1009: 0.00020907926424287954
Position 2934: 0.0002035872438962828
Position 5007: 0.0002010793001750916
Position 1129: 0.0001794911154278486
Position 1556: 0.00017918445571664897
Position 5063: 0.0001776871811712786
Position 390: 0.00017523883269323227
Position 2971: 0.00016950567688185877
Position 3615: 0.00016381674732456782
Position 1736: 0.00015856451219087306
Position 1043: 0.0001485123475551732
Position 4183: 0.00014538475081315384
Position 2856: 0.00014515700773466141
Position 4507: 0.00010966549423728371
Position 7162: 0.00010628126745953454
Position 395: 0.00010393459293200778
Position 1430: 0.00010215959962677722
Position 5822: 9.412084992341223e-05
Position 3843: 8.527858884601668e-05
Position 830: 8.0402068311982e-05
Position 1190: 7.735953943385231e-05
Position 7224: 6.980233792780249e-05
Position 2889: 6.801681119556834e-05
Position 4451: 6.742368411906608e-05
Position 1071: 6.698150401584753e-05
Position 1529: 6.069123459139784e-05
Position 3140: 5.8984928652168e-05
Position 308: 5.122016822123949e-05
Position 3544: 5.0450422581477386e-05
Position 965: 5.024590163460283e-05
Position 793: 4.705856628725624e-05
Position 183: 4.487950872461696e-05
Position 2727: 3.528928660147527e-05
Position 2945: 3.2580543182282935e-05
Position 1226: 3.098743024541051e-05
Position 1706: 2.870190005212325e-05
Position 1223: 2.6255442584893683e-05
Position 625: 2.0277734111299032e-05
Position 2777: 1.645433996625672e-05
Position 2589: 1.5873568568630357e-05
Position 1321: 1.4273410825098752e-05
Position 2895: 1.338456190902346e-05
Position 2335: 1.0509833486584483e-05
Position 1013: 8.095272901014135e-06
Position 2001: 7.256532001286336e-06
Position 938: 5.558980676919855e-06
Position 2718: 4.902781814695606e-06
Position 2207: 4.464073623829507e-06
Position 1266: 3.681545428178449e-06
Position 2179: 3.3987532524085805e-06
Position 1348: 3.0416265823938588e-06
Position 465: 2.9841370732325093e-06
Position 378: 2.897233918173129e-06
Position 1203: 2.0692102009579284e-06
Position 1879: 1.9786388852817955e-06
Position 872: 1.9447900813899315e-06
Position 2506: 1.8735663505776708e-06
Position 2608: 1.7046348414361563e-06
Position 452: 1.6880987811180126e-06
Position 1086: 1.6676536183907946e-06
Position 1836: 1.6377560728383571e-06
Position 968: 1.5432836786130574e-06
Position 429: 1.4994434306295869e-06
Position 604: 1.2940436387675932e-06
Position 1815: 1.2396579426109935e-06
Position 942: 1.1560045400268327e-06
Position 350: 9.445238442849486e-07
Position 274: 7.875093264527197e-07
Position 1663: 7.285962926288104e-07
Position 2966: 7.193206987961145e-07
Position 1208: 5.361292898123023e-07
Position 549: 4.490284136817302e-07
Position 797: 4.3841212548975064e-07
Position 712: 4.157036998994824e-07
Position 1274: 3.7223923997714705e-07
Position 2255: 3.713065255282953e-07
Position 2491: 3.6873088708982846e-07
Position 913: 2.433391472568751e-07
Position 500: 2.417134330581823e-07
Position 210: 1.610737737638202e-07
Position 716: 1.1916551285312628e-07
Position 296: 9.93786195833277e-08
Position 556: 9.932402304814919e-08
Position 435: 6.636652177606927e-08
Position 404: 6.572837563946051e-08
Position 187: 6.461369711046841e-08
Position 502: 5.126750335864317e-08
Position 282: 4.8524230397566625e-08
Position 776: 4.09659356805269e-08
Position 760: 3.959653035391313e-08
Position 647: 3.6453721774921906e-08
Position 874: 3.361739584136504e-08
Position 992: 3.1195166536139876e-08
Position 719: 2.8371217693332155e-08
Position 439: 1.6263516460226554e-08
Position 1630: 1.427983082484956e-08
Position 134: 1.359200778707835e-08
Position 649: 2.151867282314776e-09
Position 762: 1.5802906954272913e-09
Position 672: 1.3853259435428707e-09
Position 1333: 1.1996796269812798e-09
Position 655: 1.0436637653584259e-09
Position 235: 1.014169798156019e-09
Position 634: 7.801894073624964e-10
Position 546: 5.611064820709614e-10
Position 727: 4.978608601128974e-10
Position 193: 1.82051190975028e-10
Position 665: 4.681485061337125e-13
Position 627: 4.3138301238475936e-13
Position 336: 3.6018226309713426e-13
Position 657: 2.469493382521103e-13
Position 200: 2.0074454252632968e-13
Position 320: 1.4587080900974476e-13
Position 323: 1.3141602380315804e-13
Position 338: 5.032158116684164e-14
Position 288: 1.748314320796984e-15
Position 325: 1.5832780400747246e-15
Position 138: 5.3458881730533574e-17
Position 136: 1.5924521740100743e-17
Position 99: 1.374085274122035e-19
Position 113: 1.0796314734393598e-19
Position 110: 7.744286623473246e-20
Position 104: 1.8520590181040747e-20
