Gene = SPTLC1
index = 1326
Annotated 5SS: [   63  2922  6637 34507 35361 47411 56198 59972 65417 67764 68205 69378
 77129 80567]
Annotated 3SS: [ 2813  6541 34412 35287 47277 56067 59881 65308 67667 68107 69322 77010
 80492 82817]
SMsplice 5SS: [  455  2922  6637 18921 34507 37958 45253 56198 59972 65417 67764 68205
 69378 77129 79060 80567]
SMsplice 3SS: [ 2813  6541 18742 34412 37793 45079 56067 59881 65308 67667 68107 69322
 77010 78950 80492 82817]
top_k =  1000
Partition function (log Z): -35.72326306455811

Sorted 5' Splice Sites (High to Low Probability):
Position 6637: 0.998235331055873
Position 455: 0.8252347751647918
Position 2922: 0.6529428890843411
Position 9528: 0.5713537082077411
Position 12572: 0.4149758739673431
Position 18921: 0.3462996028986689
Position 9328: 0.24206611555169308
Position 15451: 0.13974779070888382
Position 63: 0.13936866686551663
Position 13720: 0.10042235177086563
Position 5119: 0.08467366015178848
Position 15471: 0.0790005046846714
Position 8646: 0.06124203285898763
Position 2954: 0.05586638733683231
Position 5874: 0.048717795526014546
Position 1886: 0.040047253646337676
Position 18829: 0.039745940150608186
Position 2395: 0.03825130492942518
Position 7307: 0.03790855701374551
Position 751: 0.03761146894796667
Position 11724: 0.02806973623295984
Position 424: 0.026355388266942087
Position 3806: 0.022118753062354057
Position 232: 0.02207751063585682
Position 9249: 0.021448071502698014
Position 3358: 0.016406636879957713
Position 17053: 0.01633271758840661
Position 45: 0.012949400671417506
Position 8800: 0.012876019712631687
Position 225: 0.011954232217606763
Position 5065: 0.01147360136263058
Position 84: 0.01087291575007564
Position 12663: 0.0091783993370751
Position 14074: 0.008568556074103496
Position 8771: 0.007125548364454849
Position 5622: 0.006714802820489677
Position 3065: 0.006499423526704228
Position 8256: 0.006477402167851953
Position 10321: 0.00640088804924822
Position 5721: 0.005968021423107366
Position 13713: 0.005539832880317878
Position 460: 0.0053643653303639734
Position 349: 0.005301224907721632
Position 1865: 0.004783785476173514
Position 7190: 0.004257827748696439
Position 12187: 0.004227497192684994
Position 8831: 0.003736215081877339
Position 113: 0.003730828026365976
Position 328: 0.0034672816953825497
Position 2529: 0.0031128553812000406
Position 2060: 0.0030940835631438593
Position 3034: 0.0030377340520653753
Position 859: 0.0028706887916410116
Position 3475: 0.0027707216170110337
Position 1974: 0.002684588537025141
Position 8069: 0.0025878320986377863
Position 7400: 0.002439758202778611
Position 1709: 0.002249328531244944
Position 7161: 0.0020461944227100665
Position 3225: 0.0018978060457429504
Position 1716: 0.001796906354505553
Position 181: 0.0016561436623959013
Position 1685: 0.0015754828043324526
Position 3769: 0.001506233536507831
Position 9289: 0.0014713928064148333
Position 1590: 0.001373940087020504
Position 4407: 0.0012909942498569758
Position 3632: 0.0012849261119165
Position 6218: 0.001254122857297261
Position 3600: 0.0012370360501695197
Position 1692: 0.0011678260373259924
Position 5075: 0.0010713490664096112
Position 7396: 0.0010354947955005412
Position 9848: 0.0010166290341710126
Position 6660: 0.0008475883221680536
Position 1596: 0.0008200392035009321
Position 480: 0.0007471042748402868
Position 435: 0.0007385688836399547
Position 10404: 0.0007280002112437266
Position 5481: 0.0006411997316220366
Position 9347: 0.0005695099568173044
Position 4624: 0.0005631619665718596
Position 3173: 0.0005344930963354268
Position 3901: 0.0004930652990256465
Position 4118: 0.0004772555972929628
Position 3660: 0.0004160966011857318
Position 6683: 0.0003871883667645651
Position 3693: 0.0003435536453116491
Position 8569: 0.00033880385750289333
Position 3353: 0.00027905577045010666
Position 945: 0.0002649992830789438
Position 3530: 0.00025753666582824974
Position 165: 0.0002297497181195525
Position 3884: 0.00022188071302889736
Position 5980: 0.00021917391219003469
Position 3010: 0.00021111999211200167
Position 2487: 0.00020913010243861025
Position 2694: 0.00019976146735333446
Position 26: 0.00019543861922381752
Position 9448: 0.00016002674447123145
Position 5069: 0.0001545004737448248
Position 6940: 0.0001420035526527459
Position 3756: 0.0001148026171693083
Position 5147: 0.00011147830590677241
Position 9728: 9.920582528813497e-05
Position 3260: 9.766679325725595e-05
Position 1702: 9.484593509033142e-05
Position 519: 8.362695130618633e-05
Position 1921: 6.76682443762842e-05
Position 10122: 6.075529043445342e-05
Position 391: 5.954587300988782e-05
Position 3686: 5.5831931823528076e-05
Position 9871: 5.2191173817867864e-05
Position 1919: 5.17085678822554e-05
Position 277: 5.0292601827807315e-05
Position 10783: 4.7769382513231406e-05
Position 1925: 4.283406355775549e-05
Position 1916: 3.854305773959544e-05
Position 10507: 3.0356827122385254e-05
Position 7886: 1.8221720996586287e-05
Position 36: 1.752776626259849e-05
Position 30: 1.2305839335533122e-05
Position 1321: 1.0214634462215662e-05
Position 6998: 9.021842898237255e-06
Position 1719: 8.88227517123358e-06
Position 271: 7.644116579382492e-06
Position 6680: 5.284387478580306e-06
Position 564: 5.278865803581009e-06
Position 6666: 4.730868430886127e-06
Position 230: 4.702244003202865e-06
Position 8804: 4.297344942631195e-06
Position 1530: 3.9916125767921375e-06
Position 216: 3.497185227476173e-06
Position 493: 3.4077843916891604e-06
Position 365: 2.9558528970028186e-06
Position 1478: 2.9525720960201445e-06
Position 1664: 2.4011891688194973e-06
Position 719: 2.3131505245692157e-06
Position 1216: 1.5614969512469584e-06
Position 886: 1.3502217332744626e-06
Position 533: 1.1888323944863743e-06
Position 9648: 1.14824543441428e-06
Position 547: 9.694158419508086e-07
Position 1348: 9.340105941626383e-07
Position 125: 7.279985405608008e-07
Position 127: 4.941624373805699e-07
Position 1421: 2.489054613950333e-07
Position 6890: 2.465318258479957e-07
Position 1150: 1.876985879102535e-07
Position 135: 1.3238044535981798e-07
Position 298: 1.1331812377064223e-07
Position 7112: 7.742884345789833e-08
Position 503: 5.481607346457887e-08
Position 6993: 3.834192088632987e-08
Position 388: 3.810622653450296e-08
Position 7165: 3.5417115571376006e-08
Position 829: 3.103638602778248e-08
Position 825: 2.619967249534762e-08
Position 838: 2.5219783811825997e-08
Position 572: 2.0303947549946842e-08
Position 464: 1.583582963178576e-08
Position 414: 1.0043864657495617e-08
Position 401: 9.154700322008105e-09
Position 326: 8.039273421247561e-09
Position 551: 1.7672563420154642e-09
Position 599: 1.5223811226763257e-18
Position 604: 1.165936814122675e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 6541: 0.9986822875030504
Position 18742: 0.625928848774298
Position 2813: 0.5213232422280822
Position 9404: 0.33532528188421074
Position 15317: 0.28564406200790105
Position 12436: 0.22650414435932942
Position 9444: 0.20081341344529527
Position 19208: 0.19033658494407896
Position 13640: 0.1794634092849617
Position 2841: 0.16394774197768974
Position 12484: 0.1619532966053271
Position 9206: 0.1434321822837033
Position 9245: 0.10404657551848323
Position 24771: 0.07460695450058859
Position 5019: 0.07076795682398344
Position 309: 0.05352975848255126
Position 8432: 0.047569661136053105
Position 11577: 0.04145718002754629
Position 643: 0.039758744021502306
Position 1821: 0.03332627907581702
Position 8620: 0.030727126142607832
Position 12623: 0.029232871299268135
Position 19368: 0.0287675746491438
Position 5708: 0.02673647707981631
Position 13817: 0.026008572474175665
Position 21080: 0.02437487855704787
Position 20380: 0.024348611320472308
Position 4975: 0.023367691395749544
Position 16854: 0.022918089278926357
Position 21388: 0.022878030143148473
Position 3570: 0.022626071820786648
Position 20058: 0.022594228377393527
Position 23889: 0.022324818738524658
Position 2296: 0.022267539929420665
Position 16420: 0.019661805794507072
Position 1620: 0.01715189634552816
Position 12232: 0.01673126404800208
Position 19489: 0.01665168579090631
Position 2271: 0.01649573732748791
Position 5409: 0.01563551155421727
Position 3295: 0.015197309138985
Position 6987: 0.014933309408124023
Position 9484: 0.013788156692964423
Position 5430: 0.013408078482500231
Position 18285: 0.013006113136102171
Position 2866: 0.011864793778793771
Position 7035: 0.011790248654799971
Position 341: 0.01154338101689853
Position 7182: 0.009674547476643043
Position 9153: 0.009586350981789423
Position 19338: 0.00957286611927567
Position 9368: 0.009524040792405073
Position 12208: 0.009199801129300519
Position 8906: 0.008627063466563863
Position 2763: 0.0077396383604819916
Position 16355: 0.007560019728253908
Position 7110: 0.006431205399284041
Position 2882: 0.006414727506242564
Position 11644: 0.0062913167574573416
Position 9285: 0.006110107446549601
Position 14274: 0.006101850456731392
Position 11960: 0.005530875412117065
Position 7306: 0.005283471388424378
Position 9364: 0.005105557132919416
Position 5621: 0.004992204405222859
Position 10299: 0.004989296294856804
Position 14778: 0.004785121359597786
Position 10152: 0.004575710648439617
Position 1776: 0.004133476609159334
Position 13066: 0.003999003140564638
Position 3238: 0.003827045842102597
Position 13351: 0.003751684646935369
Position 13234: 0.00371901055830624
Position 8719: 0.00340758929875138
Position 6862: 0.003117785577243911
Position 2984: 0.003102420119787779
Position 9764: 0.003059770766008104
Position 15928: 0.0029642811183408276
Position 8149: 0.0029563668013995077
Position 13266: 0.002905283535641127
Position 13402: 0.0028652030571972706
Position 9524: 0.0027656937797948165
Position 363: 0.0027062103682910506
Position 8497: 0.002498816384532611
Position 14247: 0.00243333194547932
Position 10365: 0.002357475526684546
Position 3514: 0.0022524893098471452
Position 2486: 0.0021935104496025814
Position 13437: 0.002186766892226685
Position 7631: 0.002152710549849616
Position 13035: 0.0020978224552295685
Position 3573: 0.0020530441862563163
Position 8172: 0.001955214747521304
Position 12948: 0.0019261337300614776
Position 10197: 0.001921686408543389
Position 1593: 0.0017300750835597175
Position 1454: 0.0016618112548790543
Position 2916: 0.001658492793431407
Position 9066: 0.0015664073727421138
Position 6799: 0.001542670542553118
Position 10158: 0.0015140384382700803
Position 10642: 0.001492241658315069
Position 5917: 0.001473296769487297
Position 12916: 0.0014151664556241175
Position 3144: 0.0013724160800891395
Position 10226: 0.0013524298972739355
Position 1865: 0.0012976304345249292
Position 4987: 0.0012574740804129681
Position 4906: 0.0012345470311603984
Position 7970: 0.0011810448034506676
Position 9218: 0.0010908028939404977
Position 7561: 0.0010444907364667035
Position 2162: 0.000989582962536685
Position 14548: 0.0009571444521198735
Position 11440: 0.0009416022707284612
Position 8929: 0.0009408713775146068
Position 319: 0.0009106618608322438
Position 8091: 0.0008546015528481379
Position 4864: 0.0008543344845131874
Position 8437: 0.000845121805352689
Position 9168: 0.0008388883508842175
Position 9215: 0.0008341913347499375
Position 3020: 0.0008256762311476409
Position 9804: 0.0008202403898093924
Position 12154: 0.0008111396466623492
Position 4288: 0.0007216411537863151
Position 344: 0.0007093592563026653
Position 6602: 0.0006970412360361392
Position 2967: 0.0006817839343763311
Position 10176: 0.0006183343221746229
Position 4253: 0.0005693530960706657
Position 8514: 0.0005607294836622154
Position 14625: 0.0005476194330408476
Position 5596: 0.0005170691828776848
Position 2988: 0.0004929636451061722
Position 4538: 0.0004809751706396219
Position 14222: 0.0004790049496298179
Position 5649: 0.0004758552594427698
Position 332: 0.000452164268828969
Position 348: 0.000433666233907748
Position 8073: 0.00042268696789350484
Position 9069: 0.0004212149486491788
Position 7254: 0.0004061329151835221
Position 175: 0.0004029131831071182
Position 3994: 0.00039391286632341725
Position 9978: 0.0003860954531839544
Position 6548: 0.00037682828202680485
Position 2589: 0.0003610645104086038
Position 2247: 0.00034896201240580693
Position 2435: 0.00033626820126839347
Position 11723: 0.00031570954066929217
Position 9844: 0.00031492018442558505
Position 6836: 0.00027926202388590325
Position 9981: 0.0002535295688443979
Position 7190: 0.0002508126096190641
Position 9724: 0.00025069691032764596
Position 8077: 0.00022301023191466723
Position 3751: 0.00022055025573290227
Position 3542: 0.00021853277966821997
Position 8003: 0.00021534558803883673
Position 8344: 0.00020958200788539157
Position 3789: 0.0001923094661326474
Position 2711: 0.00017296335066410584
Position 3089: 0.00017257219421842583
Position 7536: 0.00017123281773424672
Position 197: 0.0001676047222901609
Position 669: 0.00016139707881029566
Position 423: 0.00016064624370695958
Position 370: 0.0001562735770250482
Position 5570: 0.00015524212329524434
Position 8265: 0.00013924804311691
Position 7927: 0.00013141541129468566
Position 3063: 0.00012748942218098697
Position 1269: 0.00012565172793394975
Position 3038: 0.0001255363478654801
Position 5221: 0.00012138141386107303
Position 3539: 0.0001141563713764965
Position 7789: 0.00011293805956538363
Position 8590: 0.00010332808104200706
Position 3260: 9.619417734066981e-05
Position 10772: 9.21979178929666e-05
Position 365: 9.1330912987758e-05
Position 8315: 9.02707954026073e-05
Position 2277: 8.942514932313997e-05
Position 9604: 8.438989226451013e-05
Position 4022: 8.334273096954444e-05
Position 10531: 8.298515348283117e-05
Position 4525: 8.218679593223794e-05
Position 2651: 7.446729269505934e-05
Position 6506: 7.40049002027063e-05
Position 1649: 7.329319293362306e-05
Position 2094: 7.190099762339976e-05
Position 3114: 6.929926371979545e-05
Position 1652: 6.522532905517467e-05
Position 8752: 6.364616554735129e-05
Position 9684: 5.8530316030117064e-05
Position 2461: 5.586034856302006e-05
Position 3169: 5.450595321615288e-05
Position 1414: 5.175386366741106e-05
Position 8151: 5.12259813214788e-05
Position 1946: 4.7913561827029195e-05
Position 8012: 4.6777731373590653e-05
Position 1511: 4.241807527045304e-05
Position 7792: 4.1439595666438755e-05
Position 589: 4.140176659959569e-05
Position 7948: 3.9843535067459426e-05
Position 7627: 3.8504563285455276e-05
Position 7942: 3.454671342037787e-05
Position 144: 3.4276636037613455e-05
Position 8194: 3.222541981140269e-05
Position 8645: 3.153819751854999e-05
Position 1829: 2.9451181497944732e-05
Position 1972: 2.8743227387696955e-05
Position 1135: 2.792553066881379e-05
Position 572: 2.75719162078532e-05
Position 7869: 2.7054640746046335e-05
Position 388: 2.2734352694768288e-05
Position 235: 2.0930318124143976e-05
Position 1489: 1.93250904042308e-05
Position 1058: 1.744473394742296e-05
Position 1348: 1.705675252564492e-05
Position 2441: 1.5798340910778513e-05
Position 1530: 1.5303771126169154e-05
Position 807: 1.2734654977674668e-05
Position 858: 1.2452310139942906e-05
Position 1115: 1.2225160466420337e-05
Position 269: 1.0981641410877723e-05
Position 7883: 1.034035897951238e-05
Position 1111: 8.91889500137039e-06
Position 6551: 8.783840077630986e-06
Position 1460: 7.935992716383983e-06
Position 1429: 6.805845403540371e-06
Position 1295: 6.130595163032548e-06
Position 431: 5.607436625801453e-06
Position 401: 4.544605014209612e-06
Position 833: 3.000514611410916e-06
Position 8232: 2.969783325076714e-06
Position 5103: 2.5855446605841633e-06
Position 2514: 1.5418306633051605e-06
Position 3411: 1.4884930431659133e-06
Position 6998: 1.2723719204117805e-06
Position 8318: 9.085855902369107e-07
Position 1183: 9.029203056752939e-07
Position 3218: 8.226481819605306e-07
Position 9488: 8.012215912090797e-07
Position 3243: 7.813466224806455e-07
Position 809: 6.61503408103925e-07
Position 8769: 5.668019842350683e-07
Position 2592: 5.431002690601062e-07
Position 2614: 4.95731915069326e-07
Position 7218: 4.414218160619808e-07
Position 725: 3.91108026261231e-07
Position 1907: 3.443512011984688e-07
Position 1362: 3.0638316836837534e-07
Position 547: 2.410674226066496e-07
Position 1832: 2.3292763089729873e-07
Position 6635: 1.9794633535833042e-07
Position 9608: 1.7000140930850466e-07
Position 7651: 1.4535282669585228e-07
Position 742: 1.3008624025152002e-07
Position 6810: 1.1776663043236549e-07
Position 7224: 8.72725109215147e-08
Position 6750: 8.553345076334875e-08
Position 8021: 6.720786353065744e-08
Position 7336: 6.360484399580586e-08
Position 216: 3.914679931301077e-08
Position 111: 3.769189413170386e-08
Position 9564: 1.906640700620914e-08
Position 1207: 1.8237565140636412e-08
Position 222: 1.3478131101561906e-08
Position 886: 1.234061545423917e-08
Position 750: 1.0171161420759273e-08
Position 1271: 8.235187689267521e-09
Position 435: 7.960537230638117e-09
Position 460: 5.1208121158830776e-09
Position 439: 4.7995505608518145e-09
Position 511: 2.8762840944744306e-09
Position 239: 9.05217552369886e-10
Position 599: 6.715430065700685e-10
Position 230: 5.017265123804131e-10
Position 519: 2.253609367754201e-10
Position 209: 1.7731739495643247e-10
Position 119: 1.3182248129909036e-10
Position 527: 5.330097939760182e-11
Position 493: 2.324982918218264e-11
Position 926: 9.642093660095175e-13
Position 900: 7.222979103835385e-13
Position 1014: 2.171848563611301e-13
Position 604: 1.9111382666091573e-13
Position 675: 1.2262855238312385e-13
Position 681: 1.2138621095376865e-14
