Gene = SSR3
index = 1342
Annotated 5SS: [  228  1530  6280 10877]
Annotated 3SS: [ 1402  6180 10744 11914]
SMsplice 5SS: [  228  1530  6280 10877]
SMsplice 3SS: [ 1402  6180 10744 14585]
top_k =  1000
Partition function (log Z): -3.857412167561025

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 0.9296295786498308
Position 1530: 0.751013219877261
Position 10877: 0.6998062110481276
Position 6280: 0.6824366561789134
Position 1814: 0.23515286534453844
Position 6380: 0.1971371575215933
Position 1553: 0.17082100343368853
Position 3787: 0.1603805212833348
Position 8923: 0.1085792558737182
Position 6107: 0.09950794557406403
Position 5549: 0.09746693715538345
Position 12029: 0.09038480809580975
Position 6298: 0.08823150025193399
Position 10419: 0.07294373093462374
Position 8205: 0.07087904343865012
Position 10891: 0.05834398400304584
Position 2773: 0.05020585896546429
Position 8884: 0.03714903234887692
Position 4311: 0.03557312867389372
Position 250: 0.03556789861732184
Position 1534: 0.025982248772636544
Position 4735: 0.02509278305828139
Position 6319: 0.02152814778922675
Position 1301: 0.017533194043373893
Position 7496: 0.01752983249503021
Position 6102: 0.015862432189214126
Position 9214: 0.015420852568128883
Position 448: 0.014186545471692055
Position 8802: 0.012335242745977868
Position 10368: 0.01199718683174092
Position 3975: 0.01186718572116987
Position 5162: 0.011462013161743858
Position 6555: 0.01088911062269605
Position 1471: 0.010742793919463974
Position 4739: 0.009132929681170215
Position 627: 0.008812510414977706
Position 3776: 0.008586031500011521
Position 7909: 0.008515592418766864
Position 482: 0.00802950945667633
Position 7986: 0.0076048174198359445
Position 5561: 0.006588828418100859
Position 3737: 0.0054800294942702705
Position 7665: 0.005303260973608122
Position 8667: 0.005220540730282605
Position 7651: 0.004884204571973599
Position 13113: 0.004710039326966484
Position 10284: 0.004562026973699426
Position 8352: 0.0044038700702461395
Position 3756: 0.004397667846208602
Position 13695: 0.004191519914724702
Position 11639: 0.004053857187842685
Position 2475: 0.0038801393878850495
Position 1192: 0.0036395680091191427
Position 12058: 0.0035887470495825037
Position 6089: 0.0034882503671695483
Position 9168: 0.003461659627127151
Position 12771: 0.00341997044258669
Position 7971: 0.0034115507571199923
Position 4033: 0.003357889146779175
Position 8927: 0.0032037748892089664
Position 4484: 0.0028558018953922042
Position 4144: 0.00277909622625849
Position 8409: 0.0025376056255699596
Position 10830: 0.0025335448540417587
Position 3600: 0.0024443183525790107
Position 7602: 0.002388728345027038
Position 2801: 0.002245749877801101
Position 202: 0.0021335752583537524
Position 1040: 0.0020701570514125413
Position 8620: 0.0017737333278855304
Position 4917: 0.0017054361158754805
Position 10522: 0.0016605142345899814
Position 4148: 0.0015777114353474786
Position 4832: 0.0014760038860124182
Position 8912: 0.0012111024666268937
Position 2767: 0.001204188442793509
Position 2053: 0.0011873964709628714
Position 13502: 0.0011244091016960713
