Gene = MOCS2
index = 854
Annotated 5SS: [ 509 1238 2683 7663 8401 9349]
Annotated 3SS: [ 1115  2537  7534  8249  9224 11091]
SMsplice 5SS: [  48 2683 4894 7663 8401 9349]
SMsplice 3SS: [ 2537  4692  7534  8249  9224 11091]
top_k =  1000
Partition function (log Z): 5.31403536604263

Sorted 5' Splice Sites (High to Low Probability):
Position 2683: 0.9705208207284074
Position 9349: 0.9679179653398837
Position 48: 0.9605748491540284
Position 7663: 0.9019084048309944
Position 8401: 0.7182283486813513
Position 4894: 0.5995901110482987
Position 2873: 0.38377901610366794
Position 8013: 0.3029274698502818
Position 10734: 0.1632787631351316
Position 2432: 0.15829333448043723
Position 10448: 0.1497616181326829
Position 2984: 0.13523003685140111
Position 10882: 0.1329619344994999
Position 1238: 0.13191871812195458
Position 10326: 0.09945410457339093
Position 9089: 0.09684358229633826
Position 10613: 0.07827292107144417
Position 7788: 0.06277939904869301
Position 9537: 0.05679930352169051
Position 5989: 0.051709631659660464
Position 6080: 0.043550002136021
Position 2420: 0.03860247056664082
Position 2038: 0.03807779612241472
Position 2365: 0.035509311704548296
Position 6233: 0.033605686700243075
Position 11153: 0.030985028928532676
Position 6161: 0.03058915007364622
Position 6229: 0.03031151402329634
Position 509: 0.027531472863004478
Position 6165: 0.026203121731494954
Position 3279: 0.02563094006365086
Position 5674: 0.024965441918137748
Position 3148: 0.023898703481442213
Position 6695: 0.021262074083500632
Position 8126: 0.019660964622095402
Position 9560: 0.01829116094924625
Position 7924: 0.01662073619903514
Position 5939: 0.016565472387502292
Position 702: 0.015573672001892492
Position 5823: 0.01495506399440272
Position 2687: 0.01422195821489059
Position 713: 0.014134391493443059
Position 10878: 0.013976041534365297
Position 137: 0.013808666920384864
Position 9791: 0.013781376832530298
Position 9331: 0.01339508851680273
Position 8571: 0.012112789163651086
Position 2267: 0.010536919325004723
Position 10808: 0.010277061728547216
Position 3962: 0.010049425904261345
Position 9684: 0.008947865221525783
Position 7659: 0.008570794204075647
Position 5310: 0.008418865144126196
Position 4751: 0.008278508837635324
Position 1779: 0.0075518773609921375
Position 8427: 0.0069828852377362685
Position 79: 0.006607375487229133
Position 688: 0.006017803872152652
Position 1352: 0.005318440985482173
Position 11313: 0.005312410615264955
Position 1116: 0.00505099412150553
Position 6396: 0.005035353560218643
Position 5335: 0.004894315694598431
Position 3814: 0.004880649188941405
Position 7623: 0.004428490037527768
Position 7619: 0.004403561584583052
Position 1078: 0.004383436503724334
