Gene = DESI2
index = 440
Annotated 5SS: [  421 33735 36408 39086]
Annotated 3SS: [33661 36313 38943 52620]
SMsplice 5SS: [  421  2759  5026 33735 39086 46256]
SMsplice 3SS: [ 2619  4910 33661 38943 46056 46372]
top_k =  1000
Partition function (log Z): -29.96379905448054

Sorted 5' Splice Sites (High to Low Probability):
Position 421: 0.8139539105296757
Position 5026: 0.7197956354712515
Position 2759: 0.529883989340544
Position 6734: 0.4162223648350913
Position 6418: 0.23797441966550034
Position 4993: 0.18943059543319418
Position 1739: 0.17438676088500624
Position 2308: 0.14485505219472616
Position 2843: 0.09013559598508576
Position 3482: 0.08762037429402755
Position 1244: 0.06620023378048225
Position 1103: 0.0659600489695269
Position 3655: 0.05858817659979044
Position 1091: 0.04733165739444258
Position 938: 0.046262833782513314
Position 310: 0.04231222081121873
Position 15: 0.03661426912662948
Position 11580: 0.029792610383679623
Position 4785: 0.0244808198349803
Position 5037: 0.02403977397680516
Position 266: 0.020112527699094412
Position 6468: 0.019246838296834805
Position 11314: 0.018127030161060376
Position 6635: 0.018008977720870456
Position 6118: 0.0176020636631462
Position 3790: 0.014711542156947546
Position 411: 0.012004459372146774
Position 5606: 0.0093343271667744
Position 8841: 0.007334510585556221
Position 8529: 0.0062783067567680215
Position 173: 0.0056144849402426705
Position 646: 0.005108904498460221
Position 3404: 0.0043506410145474845
Position 393: 0.003947911364427288
Position 1366: 0.0032736910365135847
Position 2181: 0.0030533167630006574
Position 4026: 0.003019002263256201
Position 1280: 0.0023302409274453574
Position 2277: 0.0021407118930873463
Position 145: 0.0020129218988610255
Position 898: 0.0018196821641479719
Position 6422: 0.001440947678935393
Position 9697: 0.0012534139891670797
Position 9882: 0.001253261864694323
Position 912: 0.0009968738838813335
Position 607: 0.0008753444842510459
Position 2038: 0.0005951667682916406
Position 425: 0.0004881092668982903
Position 11300: 0.0003722571393501501
Position 7: 0.0003655210943754592
Position 555: 0.00028705537546060313
Position 2264: 0.00023862678911182084
Position 839: 0.00023111737728105192
Position 1624: 0.0002081081767685416
Position 1198: 0.00016749242167629283
Position 1880: 0.00013911760209145456
Position 517: 0.00013315794632480797
Position 967: 0.00011799504588048605
Position 2779: 0.00011661912249332565
Position 2729: 6.827750233763875e-05
Position 400: 6.682185696182387e-05
Position 1108: 6.510670748823527e-05
Position 1145: 5.176321880471119e-05
Position 3231: 4.7769786372604806e-05
Position 1263: 4.0529720632289875e-05
Position 889: 3.517010478555127e-05
Position 51: 3.1144548050394535e-05
Position 3122: 2.6563752561489044e-05
Position 125: 2.6136736282137444e-05
Position 477: 1.3783546103777416e-05
Position 409: 7.960880729281909e-06
Position 127: 6.00076269609609e-06
Position 567: 5.883467577608819e-06
Position 183: 3.758170936290474e-06
Position 201: 2.921669622243503e-06
Position 616: 2.6452310314920085e-06
Position 843: 2.6213916127502023e-06
Position 628: 1.458396229714862e-06
Position 1163: 7.596227516104712e-07
Position 722: 3.148730997229079e-07
Position 717: 5.5110317134361965e-08
Position 724: 4.9786741423399234e-08
Position 275: 4.617020859535783e-08
Position 397: 4.605870443036899e-08
Position 572: 3.189494125123445e-08
Position 918: 6.2218527618665706e-09
Position 535: 2.224848477606498e-09
Position 749: 2.0551324068446658e-10
Position 595: 6.732503968139815e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4910: 0.8641120794349427
Position 2619: 0.6092069298429009
Position 6337: 0.32527516515622773
Position 6573: 0.301754282547814
