Gene = AGGF1
index = 36
Annotated 5SS: [  592  4136  5359  6336  9335 16293 17888 18603 22423 23746 25212 29359
 31418]
Annotated 3SS: [ 4032  5155  6170  9145 15961 17775 18550 22320 23579 25128 29230 31317
 32666]
SMsplice 5SS: [  592  4136  5359  9335 16293 17888 18603 23703 25212 29359 31418]
SMsplice 3SS: [ 4032  5155  9145 15961 17775 18550 23579 25128 29230 31317 32666]
top_k =  1000
Partition function (log Z): 12.45383823417663

Sorted 5' Splice Sites (High to Low Probability):
Position 25212: 0.9999498650897386
Position 31418: 0.9971823911197734
Position 18603: 0.9967732043289709
Position 9335: 0.9893853842474984
Position 4136: 0.9529121907762795
Position 16293: 0.9115219423598139
Position 29359: 0.857636027458683
Position 22423: 0.7541718914067552
Position 592: 0.6893722992591712
Position 5359: 0.6427177243462191
Position 17888: 0.6061814293627515
Position 23703: 0.4588734802488427
Position 22676: 0.3863912554391363
Position 6336: 0.3533322374590469
Position 30868: 0.306273825745054
Position 223: 0.2989800606863209
Position 5297: 0.29733515956363366
Position 5055: 0.2648316881700704
Position 32847: 0.2263197565737593
Position 23746: 0.223549178717285
Position 10297: 0.1894694596509544
Position 31200: 0.16783564036126827
Position 33404: 0.14895959092804864
Position 32491: 0.09389739333168105
Position 10623: 0.08863230612748424
Position 30136: 0.08212506615700799
Position 13977: 0.07436497920141834
Position 24639: 0.07138678351736114
Position 508: 0.0649463308393973
Position 123: 0.04794160041423155
Position 32510: 0.04623033376301535
Position 25018: 0.04596332809350949
Position 30418: 0.043377304337014415
Position 7781: 0.042120967760691165
Position 24174: 0.0382087593412015
Position 19292: 0.035510765709439104
Position 2453: 0.03233548971181443
Position 4230: 0.02820332803977332
Position 6651: 0.027928007373277733
Position 14537: 0.02724082120233467
Position 2634: 0.025349665168658563
Position 3612: 0.024787285960035037
Position 29306: 0.02331699069371955
Position 30124: 0.02068546476407064
Position 27442: 0.018612883205741053
Position 18406: 0.01850589922888131
Position 28863: 0.017792970092684136
Position 26121: 0.017560236477750745
Position 16685: 0.016143642319256427
Position 16930: 0.01538918454035136
Position 8526: 0.014993495672215145
Position 3962: 0.01470358169949121
Position 14704: 0.014026613745356964
Position 14970: 0.013563788556627397
Position 4515: 0.013095289636050724
Position 11744: 0.01280369526484815
Position 23442: 0.012489477445157287
Position 16203: 0.012315713785224579
Position 8771: 0.011824185262948324
Position 1113: 0.011309517170599408
Position 34163: 0.010836892027633705
Position 31867: 0.010503512296779273
Position 30422: 0.009905811046956947
Position 23448: 0.009841296313663433
Position 21827: 0.009618489080446033
Position 3843: 0.009252436995077933
Position 25713: 0.009142079988287116
Position 1831: 0.008651094214029756
Position 30986: 0.008516067343031505
Position 22711: 0.008271888448210567
