Gene = AL627309.1
index = 65
Annotated 5SS: [1759]
Annotated 3SS: [3576]
SMsplice 5SS: [960]
SMsplice 3SS: [3989]
top_k =  1000
Partition function (log Z): -13.56813168671782

Sorted 5' Splice Sites (High to Low Probability):
Position 960: 0.46447480361502513
Position 1023: 0.27317787104951285
Position 3664: 0.1789549650077382
Position 1776: 0.1506129664433326
Position 1603: 0.12179060714173197
Position 3228: 0.1081146743706844
Position 2135: 0.058665255288316544
Position 3990: 0.04874188693820369
Position 262: 0.04648853128342554
Position 369: 0.03099722049584284
Position 1678: 0.030698724852859342
Position 605: 0.029869248533919722
Position 2232: 0.02850394011658561
Position 1702: 0.018993052526917284
Position 1682: 0.017728067026353066
Position 3781: 0.016400627427874223
Position 852: 0.011939434907552737
Position 3785: 0.008230109168684073
Position 2183: 0.008206401408956208
Position 2093: 0.007468900185560126
Position 1562: 0.0024119116056365306
Position 2330: 0.001994176240067463
Position 432: 0.0018488178838574976
Position 464: 0.001825707856749458
Position 307: 0.0013700644328229685
Position 1485: 0.0009834554243939816
Position 3848: 0.0008637801621569903
Position 2818: 0.0008497920990568763
Position 2189: 0.0007709381343792658
Position 402: 0.0005547869095601062
Position 470: 0.00039333267128144263
Position 34: 0.0003780158202255695
Position 2281: 0.0003014844691905083
Position 659: 0.00024798258521893565
Position 533: 0.00017318113866588545
Position 13: 0.00016330622245279823
Position 3613: 0.00011389046586707217
Position 1000: 9.655731214899456e-05
Position 1490: 4.0265451359342854e-05
Position 143: 3.3008790524961226e-05
Position 626: 2.6709700096985218e-05
Position 1421: 2.658068729289126e-05
Position 946: 1.4593945649139141e-05
Position 1671: 1.4269565027278392e-05
Position 199: 1.0248036994276973e-05
Position 235: 6.7379342512253025e-06
Position 1146: 5.089377289676716e-06
Position 78: 4.291227842366234e-06
Position 1734: 3.137214172226086e-06
Position 1270: 1.8063477774583676e-06
Position 382: 9.228538840929025e-07
Position 824: 3.201580739463167e-07
Position 578: 2.1930661268254046e-07
Position 440: 2.1606965335040034e-07
Position 26: 6.697794995969294e-08
Position 331: 6.325918397412438e-08
Position 584: 5.945953738706987e-08
Position 873: 2.984117628326168e-08
Position 1566: 2.8380432221876944e-08
Position 1002: 1.7582734055767164e-08
Position 978: 4.102443096394279e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3893: 0.1570652126564691
Position 3989: 0.15511033815535596
Position 1943: 0.14762159563718186
Position 4115: 0.1463870954958455
Position 3830: 0.1186024088253735
Position 3589: 0.11509327964342542
Position 1391: 0.08901774506216546
Position 3538: 0.06982401574328977
Position 3564: 0.06566396048331032
Position 3155: 0.050666550398431966
Position 3763: 0.04277110971332029
Position 1573: 0.03790635237667349
Position 1628: 0.037058440916567764
Position 2015: 0.03429902341620484
Position 3183: 0.03163270518298349
Position 4092: 0.029873032149025584
Position 1660: 0.026977287268811566
Position 3730: 0.02394424133368331
Position 1158: 0.023722616499733007
Position 1497: 0.023114942597246464
Position 3058: 0.0207746764169497
Position 2012: 0.018918140789644815
Position 1409: 0.017442089940354812
Position 4157: 0.014247377448267403
Position 1701: 0.013941483333077476
Position 723: 0.012620090804381997
Position 1371: 0.011753794846314166
Position 1727: 0.010492604139757063
Position 3526: 0.008553267693646097
Position 1222: 0.007635934778741833
Position 3612: 0.0075024746780661235
Position 1472: 0.007325045598874445
Position 1772: 0.0068207022233835145
