Gene = IMMP2L
index = 700
Annotated 5SS: [   441  40979  75054 598792 675699]
Annotated 3SS: [ 40841  74949 598725 675595 898569]
SMsplice 5SS: [   441  18490  40979  69941  74626  75054 145251 163819 168011 221494
 259990 287364 295121 305463 325464 395393 482147 504367 513476 598792
 651126 675699 702273 720005 726937 770961 779902 861656 890147 890364]
SMsplice 3SS: [ 18403  40841  69776  74499  74949 144948 163674 167906 221403 259880
 287137 295039 305310 325360 395304 482075 504229 513354 598725 651034
 675595 702105 719717 726781 770860 779678 861503 890064 890284 898621]
top_k =  1000
Partition function (log Z): -433.19592384413863

Sorted 5' Splice Sites (High to Low Probability):
Position 441: 0.9511508142108008
Position 18490: 0.2791173524531775
Position 11552: 0.2296236086859505
Position 244: 0.19209427078832872
Position 296: 0.17687134559965217
Position 17704: 0.10466164157339958
Position 32: 0.0634173564522637
Position 9588: 0.026663692597078747
Position 2862: 0.02590262522217207
Position 4695: 0.01961362082222992
Position 1602: 0.01317061535724217
Position 7162: 0.01240601089644165
Position 299: 0.011181604287767521
Position 3119: 0.008470213913312399
Position 445: 0.008422816716480408
Position 1562: 0.006628709083618924
Position 3995: 0.006494249466863729
Position 6590: 0.005287587789000737
Position 4636: 0.004901108593825679
Position 4350: 0.003650109204903518
Position 5497: 0.003615881045188757
Position 59: 0.0035388642967726183
Position 2794: 0.0030861129866670573
Position 287: 0.0026960371652675354
Position 6620: 0.002299190329431304
Position 9087: 0.0021704148042988756
Position 223: 0.0017386625385882686
Position 8488: 0.0015011065518386994
Position 36: 0.0014321488708089252
Position 30: 0.0014090714772923994
Position 257: 0.0012303106186915167
Position 3816: 0.001114268406881751
Position 9350: 0.001086859639315921
Position 10573: 0.0010002963366085985
Position 11792: 0.0009756161374162406
Position 4077: 0.000688405809453521
Position 93: 0.00024545089456029214
Position 837: 0.00024300297241302578
Position 111: 0.00021013944775148072
Position 1220: 0.00019997912480782575
Position 817: 0.0001829804872589063
Position 285: 0.00018291406240393958
Position 3820: 0.00018097078025088416
Position 1432: 0.0001666576003825558
Position 455: 0.00013353917274648935
Position 871: 0.00010239427341866273
Position 1029: 9.821868062979058e-05
Position 6754: 8.606873639674208e-05
Position 910: 5.7701615717733515e-05
Position 4009: 5.3883702289101045e-05
Position 204: 4.174324653394815e-05
Position 1554: 3.580178246937312e-05
Position 1824: 3.061751323363292e-05
Position 2556: 2.4974749847903928e-05
Position 81: 2.2687551067248303e-05
Position 3524: 1.976678864587826e-05
Position 3616: 1.3993924686067025e-05
Position 1191: 1.2398104905069188e-05
Position 309: 1.1137321073510718e-05
Position 9: 1.061813144699145e-05
Position 1425: 9.119351873589804e-06
Position 342: 8.510960804118847e-06
Position 1186: 7.91542547639001e-06
Position 16: 7.349898074518386e-06
Position 1103: 6.76918592907598e-06
Position 2097: 5.566655755741895e-06
Position 3675: 5.478882506993261e-06
Position 340: 4.563506528136667e-06
Position 641: 3.8095542936503845e-06
Position 1693: 3.7819998667339935e-06
Position 4012: 2.0381359144804266e-06
Position 2831: 1.911526225988967e-06
Position 44: 1.5738178280768563e-06
Position 733: 1.3285646017631912e-06
Position 1461: 1.2543672564625738e-06
Position 1904: 1.190514241641593e-06
Position 42: 1.0999032118473073e-06
Position 1940: 1.0694957709620105e-06
Position 1916: 8.326228938459981e-07
Position 346: 5.708982609058801e-07
Position 1749: 5.617884967226455e-07
Position 659: 1.115445520542034e-07
Position 531: 1.182800188274327e-08
Position 350: 1.0626009079104382e-08
Position 746: 6.839412313449386e-09
Position 1118: 4.562037378321228e-09
Position 517: 2.6539015067280453e-09
Position 591: 2.460732329124534e-09
Position 462: 2.375087367797509e-09
Position 369: 1.095334479542447e-09
Position 750: 8.583568865880509e-10
Position 632: 2.0514210314425454e-10
Position 743: 1.3831491481636607e-10
Position 353: 3.8703131723134013e-11
Position 615: 2.932288692587047e-11
Position 822: 2.191227661972024e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 19383: 0.4390210851224196
Position 367: 0.4228924932242205
Position 18403: 0.40312251130989174
Position 11338: 0.3792882287347521
Position 17462: 0.12173495258023304
Position 2697: 0.044283340296079
Position 16351: 0.03300986680678002
Position 6958: 0.03007816447634382
Position 9490: 0.0273873542401619
Position 15428: 0.0213047211301996
Position 13104: 0.016220942471751234
Position 11096: 0.01395809139897681
Position 11352: 0.013459410812734293
Position 4460: 0.013412997599097053
Position 1502: 0.012064589336343199
Position 4294: 0.009767765517097494
Position 11756: 0.009467958096811469
Position 6345: 0.009001415352605773
Position 6444: 0.008800198935941238
Position 11249: 0.008103723211653707
Position 13802: 0.007941618076600635
Position 3892: 0.007655290583217255
Position 3943: 0.007552733495943799
Position 15762: 0.007388796503530264
Position 13404: 0.007045890414563675
Position 2724: 0.0066959671345131295
Position 4132: 0.006280831079762859
Position 14148: 0.005634171692556997
Position 14187: 0.005275822679090551
Position 3013: 0.0052727451519876765
Position 5370: 0.005065939685293081
Position 1338: 0.0044431303418614124
Position 8988: 0.0037851539882796685
Position 2940: 0.0033291545881373092
Position 8820: 0.0031748282151836493
Position 4522: 0.0031155319537119045
Position 11397: 0.0030611953688763002
Position 10451: 0.002763524429722811
Position 10360: 0.0021675909616951173
Position 11667: 0.0021148396746586244
Position 9239: 0.001995154831708824
Position 4633: 0.0019903077616067336
Position 893: 0.0019191966764110014
Position 4362: 0.0019040189004772227
Position 2664: 0.001809299144004379
Position 10504: 0.0017199258551512972
Position 9512: 0.0016841369837957397
Position 8324: 0.0015837458963658744
Position 11313: 0.0015249156271731202
Position 10948: 0.0015081442590495322
Position 5275: 0.00146260516531399
Position 11378: 0.0013453701272938788
Position 12377: 0.0012983645037642326
Position 7059: 0.0012681644623450878
Position 1457: 0.0012447200157852333
Position 8452: 0.0011099354860428774
Position 2766: 0.0010467135930949517
Position 423: 0.0010122167091324145
Position 10168: 0.0008941450881892116
Position 10214: 0.0007933872345221467
Position 4602: 0.0007715637292609333
Position 7242: 0.0007123889550370661
Position 3718: 0.0006759292541210183
Position 8913: 0.0006610723874472631
Position 10563: 0.0006472566250638936
Position 5710: 0.0006469176633070973
Position 6841: 0.000645357773973097
Position 1740: 0.0005808250881577592
Position 1365: 0.0004434773103619651
Position 1425: 0.0004325510708556617
Position 1540: 0.00041342953005051464
Position 8788: 0.0004001001257182655
Position 3726: 0.0003996426133743239
Position 4217: 0.0003900463783445151
Position 8073: 0.0003628156884307516
Position 2443: 0.0003413367045575802
Position 8799: 0.00033185051890096404
Position 5876: 0.00029192321277814615
Position 7298: 0.0002877910953244994
Position 2906: 0.0002813893675936215
Position 10645: 0.0002808059924273415
Position 4483: 0.0002624460167914721
Position 3571: 0.00025960750237725175
Position 2503: 0.0002528579154780763
Position 3898: 0.00024598521935580576
Position 772: 0.00023777891216397506
Position 1557: 0.00021920152373148047
Position 10077: 0.00020828601430630128
Position 3276: 0.00019910497965439244
Position 6910: 0.0001939183310603312
Position 743: 0.00019098215021487208
Position 1638: 0.00018850258449754355
Position 1275: 0.00018152076491572127
Position 549: 0.00017254645643331257
Position 689: 0.00016535767291871604
Position 6447: 0.0001553482680060186
Position 3187: 0.00015240469654986778
Position 622: 0.00015069043249367467
Position 7075: 0.0001433299509888598
Position 4108: 0.00013983015759271912
Position 3523: 0.00012886835013081152
Position 2123: 0.00012850374367298672
Position 673: 0.00012500595805392694
Position 956: 0.00011883464157039597
Position 3605: 0.00011741570920623253
Position 869: 0.00011546216314210803
Position 6714: 0.00011206949110180851
Position 1692: 0.00011143933124689646
Position 336: 9.787088980957046e-05
Position 6585: 9.31849663951088e-05
Position 1811: 8.62520674595221e-05
Position 3200: 7.749908698288061e-05
Position 5817: 7.659816207718201e-05
Position 1979: 7.602464439279393e-05
Position 3305: 7.503613316374074e-05
Position 3287: 7.093824290080821e-05
Position 3358: 6.939463592724539e-05
Position 3459: 6.607543954206357e-05
Position 4391: 6.272662212154857e-05
Position 5744: 6.196689235328081e-05
Position 427: 5.879864900392261e-05
Position 2381: 5.470096531527113e-05
Position 3093: 4.9901240715424504e-05
Position 1065: 4.665780802691277e-05
Position 2888: 4.625034754230236e-05
Position 4694: 4.345173596930099e-05
Position 2994: 3.925162093054651e-05
Position 4322: 3.836168927189597e-05
Position 3220: 3.7103793901070264e-05
Position 3674: 3.4213257331206005e-05
Position 2862: 3.4181718240929754e-05
Position 3413: 3.162584291033161e-05
Position 4343: 3.087730441121776e-05
Position 1718: 2.848527465734827e-05
Position 1219: 2.847051215485523e-05
Position 1113: 2.840882974971047e-05
Position 3642: 2.5033849331114576e-05
Position 1861: 2.231730643719826e-05
Position 3165: 2.2240304333005906e-05
Position 2778: 1.925109796524405e-05
Position 2033: 1.779564838856598e-05
Position 1822: 1.7474242212194016e-05
Position 3678: 1.5268790002551515e-05
Position 903: 1.4330690932869307e-05
Position 1286: 1.3489631576795165e-05
Position 2638: 1.3319960017869519e-05
Position 597: 1.1546718744289072e-05
Position 776: 1.1243893718065178e-05
Position 110: 9.726156642478986e-06
Position 576: 9.502694133554902e-06
Position 1842: 8.939738266257928e-06
Position 3030: 7.913697974821523e-06
Position 3620: 5.812029779711239e-06
Position 2194: 5.01149066303216e-06
Position 1431: 4.824582248043859e-06
Position 1657: 4.008624593047841e-06
Position 1749: 3.946126812920966e-06
