Gene = ZMYM6NB
index = 1605
Annotated 5SS: [ 156 1587]
Annotated 3SS: [1405 3233]
SMsplice 5SS: [ 156 1587]
SMsplice 3SS: [1405 3233]
top_k =  1000
Partition function (log Z): -8.82532877614178

Sorted 5' Splice Sites (High to Low Probability):
Position 156: 0.8869995850318191
Position 1587: 0.6613131765116536
Position 526: 0.11181702538404806
Position 933: 0.07635222864021082
Position 892: 0.05079355996616257
Position 308: 0.034780517953263736
Position 2065: 0.03011946057100358
Position 3100: 0.022398864204341642
Position 1448: 0.017469287684849615
Position 3353: 0.01057855290603766
Position 2646: 0.008230474495067324
Position 921: 0.006101509718129547
Position 1557: 0.0058314279240961366
Position 461: 0.003807134891226533
Position 1745: 0.0036621979909540856
Position 3279: 0.0024843384449125027
Position 3457: 0.002368156892365959
Position 31: 0.001310958140697541
Position 421: 0.0011317246344585176
Position 3384: 0.0008220150836046558
Position 3356: 0.0007263178825230336
Position 141: 0.0006379377048705185
Position 66: 0.0005258694347769835
Position 107: 0.0004770933359919148
Position 3502: 0.00024250037085213778
Position 1313: 0.00023523519602160642
Position 2336: 0.00014598339792030223
Position 3114: 0.00012720560579448296
Position 1526: 0.00011716735404647646
Position 3406: 0.00011377588361431911
Position 75: 8.459224019343035e-05
Position 2726: 7.334160633979077e-05
Position 535: 7.32928004461726e-05
Position 1290: 6.96261332818436e-05
Position 590: 6.164885966059048e-05
Position 944: 4.1734066151835377e-05
Position 1170: 4.103792704298301e-05
Position 390: 3.906979387640923e-05
Position 200: 3.3085609219989146e-05
Position 1165: 2.6868973388913358e-05
Position 705: 1.9317012320010424e-05
Position 1032: 1.303233665614829e-05
Position 102: 1.2614111772396848e-05
Position 202: 1.1126819791545188e-05
Position 1293: 7.289173746105974e-06
Position 1150: 5.13548343577101e-06
Position 1490: 3.3396444445276834e-06
Position 546: 2.039843156482064e-06
Position 331: 1.555578719391304e-06
Position 2363: 1.5135091408560097e-06
Position 543: 1.483923998802476e-06
Position 3151: 1.3897221622123632e-06
Position 541: 9.929821730896354e-07
Position 505: 9.217515823660647e-07
Position 1433: 8.040872786744008e-07
Position 1516: 7.345589756207842e-07
Position 8: 7.314032999883771e-07
Position 617: 4.525457669513398e-07
Position 515: 3.9027851788007294e-07
Position 530: 2.45831173927378e-07
Position 1147: 7.681417752235018e-08
Position 905: 7.522474977603916e-08
Position 73: 5.1168072457802854e-08
Position 322: 2.756412826330129e-08
Position 760: 1.6999407091467643e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1405: 0.5416887682896885
