Gene = YRDC
index = 1586
Annotated 5SS: [ 394 1085 1329 3884]
Annotated 3SS: [ 969 1208 3740 4187]
SMsplice 5SS: [ 394 1085 1329 3884]
SMsplice 3SS: [ 969 1208 3740 4187]
top_k =  1000
Partition function (log Z): 3.7043905414680607

Sorted 5' Splice Sites (High to Low Probability):
Position 1085: 0.9951127533637724
Position 394: 0.9897926856914872
Position 3884: 0.9874794691282497
Position 1329: 0.9192576013425028
Position 3035: 0.024604472535642324
Position 2869: 0.024308578212981356
Position 1753: 0.021036433460525913
Position 4224: 0.012364023313208499
Position 4292: 0.0063689318566248964
Position 1748: 0.005809162231264277
Position 1739: 0.005284962205824807
Position 274: 0.005056754805510468
Position 840: 0.004930032349519888
Position 1270: 0.004041085669856571
Position 797: 0.003532321830363913
Position 2612: 0.002618596138786543
Position 4001: 0.0024973348703323742
Position 4164: 0.0020688096414126092
Position 362: 0.0020094608265100885
Position 1453: 0.0015219819074709154
Position 1473: 0.0014233569321721678
Position 2388: 0.0013736703494533205
Position 2813: 0.0011700097724044128
Position 2605: 0.0010666231045711636
Position 4502: 0.0010393577172989603
Position 2565: 0.001029640831198068
Position 4133: 0.0008024674579739397
Position 4061: 0.0004700565377223713
Position 4308: 0.0004495797348760423
Position 3422: 0.00043199336223408543
Position 1476: 0.00032101466531112515
Position 449: 0.00030848173449968974
Position 4014: 0.00030057604604408493
Position 1909: 0.0002960959709227728
Position 2500: 0.00027739648211146453
Position 18: 0.00027484028067625567
Position 22: 0.0002388176363562147
Position 1034: 0.00023386295490724165
Position 3926: 0.00020824485151102652
Position 4104: 0.00019211452614381318
Position 4385: 0.00018991054393147945
Position 1104: 0.00018442118877029612
Position 2462: 0.00012824329376711434
Position 2269: 0.00012397507324587474
Position 4519: 0.00011619661024661982
Position 3183: 0.00011171403212014339
Position 2727: 0.00010848608096223083
Position 1384: 0.00010200256463881758
Position 1666: 0.00010057175377538923
Position 1094: 9.878286372062186e-05
Position 869: 9.517665854065659e-05
Position 3449: 9.287135584472004e-05
Position 3477: 7.445677028952283e-05
Position 3902: 7.358846586499696e-05
Position 4456: 7.27540465826657e-05
Position 1445: 6.578364593888371e-05
Position 1404: 5.980613009389967e-05
Position 1323: 5.755187464522641e-05
Position 1637: 5.624378001438015e-05
Position 3860: 5.4501201638402385e-05
Position 620: 4.9979206244697614e-05
Position 4199: 4.866888570010064e-05
Position 1089: 4.712822874039777e-05
Position 322: 4.6251980314478636e-05
Position 4825: 4.62327757313838e-05
Position 2676: 4.583092824990873e-05
Position 745: 4.483345278064836e-05
Position 4306: 3.464347640624515e-05
Position 4571: 3.304655485236856e-05
Position 3527: 3.290318342117166e-05
Position 4855: 3.06778799806196e-05
Position 2576: 2.9852701506967212e-05
Position 2885: 2.4096459721951954e-05
Position 1333: 2.3196708815534038e-05
Position 2212: 2.1741283907769297e-05
Position 251: 2.037560897503106e-05
Position 4616: 2.0303370196158903e-05
Position 3888: 2.0243895623045487e-05
Position 1903: 1.7307248906703424e-05
Position 1708: 1.6652307586159687e-05
Position 2378: 1.6187892507190084e-05
Position 2334: 1.577669671738112e-05
Position 336: 1.489176771544317e-05
Position 4679: 1.0219970885862593e-05
Position 4257: 9.656145500021322e-06
Position 4073: 9.242004254996052e-06
Position 529: 8.74119701899504e-06
Position 3965: 8.654334203021652e-06
Position 669: 8.632119784410799e-06
Position 626: 7.264540581088356e-06
Position 4429: 7.016040607985176e-06
Position 980: 6.279674943963409e-06
Position 61: 5.6137224093558915e-06
Position 3845: 4.6638775079464765e-06
Position 442: 4.640242094167113e-06
Position 4387: 4.253854423424089e-06
Position 145: 4.0826119600692744e-06
Position 609: 3.252469862482638e-06
Position 3834: 3.1779038932763023e-06
Position 3837: 3.1422624325342924e-06
Position 44: 3.0022586846801773e-06
Position 710: 2.925907085602957e-06
Position 7: 2.7994777992290374e-06
Position 56: 2.610095437238566e-06
Position 1106: 2.539751246251286e-06
Position 248: 2.455889453076911e-06
Position 545: 1.9754985992127413e-06
Position 895: 1.5981802841759955e-06
Position 114: 1.4548014848714513e-06
Position 1212: 1.0097101232387509e-06
Position 386: 8.833425776819104e-07
Position 1025: 7.515515597599236e-07
Position 756: 6.233943020425803e-07
Position 93: 3.9680160611246756e-07
Position 906: 3.317850471981022e-07
Position 759: 2.757471636520584e-07
Position 753: 1.7876900423237628e-07
Position 1262: 1.5758750382449027e-07
