Gene = SEPP1
index = 1247
Annotated 5SS: [ 244 3929 5184 7424]
Annotated 3SS: [ 3712  4970  7305 10747]
SMsplice 5SS: [244]
SMsplice 3SS: [332]
top_k =  1000
Partition function (log Z): -8.850649917262142

Sorted 5' Splice Sites (High to Low Probability):
Position 244: 0.9486920378949023
Position 415: 0.45134797615295835
Position 5184: 0.43546715660526947
Position 3929: 0.3156857124291676
Position 5891: 0.2151377814239749
Position 2738: 0.19072189834899822
Position 3808: 0.12535070954032956
Position 8244: 0.12005298994228568
Position 9939: 0.03920046448551706
Position 142: 0.0322930892767719
Position 6126: 0.028646773533872853
Position 726: 0.02639304126391585
Position 11338: 0.023717887852934584
Position 419: 0.019330071030940095
Position 590: 0.015177756004099196
Position 7424: 0.01496938051772886
Position 410: 0.013029482637228923
Position 2320: 0.012177279856990617
Position 1389: 0.011619845216033702
Position 137: 0.00717647442177698
Position 248: 0.00433357925537015
Position 686: 0.004159349405284229
Position 292: 0.0032357543468026903
Position 8489: 0.0030981306035220146
Position 721: 0.003012199555619779
Position 443: 0.0029454340214126883
Position 431: 0.0025471885676136355
Position 3285: 0.002419769842432379
Position 849: 0.002309720761859712
Position 2609: 0.0019604107065876
Position 948: 0.0015754396297426542
Position 3433: 0.0015505814471903996
Position 1501: 0.0015083305120334718
Position 3496: 0.0015020280313277194
Position 2241: 0.0013441964357475088
Position 1506: 0.001259989095384486
Position 1398: 0.0008928582149114236
Position 795: 0.0008193252483106296
Position 201: 0.0007597102544098553
Position 3865: 0.0007413662100723438
Position 3038: 0.0006427226132768758
Position 6612: 0.0005869080456360862
Position 4855: 0.00039286219157947674
Position 1126: 0.0003445391374229342
Position 2457: 0.0002682158969076595
Position 1117: 0.0002679093955403563
Position 3513: 0.0002523403285712809
Position 5086: 0.0002507189606363991
Position 4768: 0.0002500366259137746
Position 4111: 0.00022271234300512608
Position 4672: 0.00021453494502012574
Position 93: 0.00020034113611338067
Position 4559: 0.0001813709529070439
Position 1832: 0.0001547003178161684
Position 1579: 0.00014006027067133662
Position 530: 0.0001335184719335608
Position 1229: 0.0001258165731474955
Position 831: 0.00010572619798894308
Position 547: 0.0001054208423691132
Position 236: 9.23816489054688e-05
Position 527: 9.19874000123761e-05
Position 2882: 8.360332532160905e-05
Position 3610: 7.6064538263748e-05
Position 1421: 6.404095704208305e-05
Position 792: 3.986891636004637e-05
Position 239: 2.9538571910224406e-05
Position 889: 2.329904605643628e-05
Position 905: 1.972546193433849e-05
Position 2362: 1.7901001729481576e-05
Position 1544: 1.7679833404764353e-05
Position 932: 1.563302338542152e-05
Position 730: 1.4554622929203003e-05
Position 1194: 1.334966458852581e-05
Position 75: 1.3056162567043325e-05
Position 447: 9.955906231666003e-06
Position 169: 8.152681178736644e-06
Position 171: 1.9999830422432687e-06
Position 229: 1.7412329225590048e-06
Position 287: 1.5714404761433052e-06
Position 53: 4.859575984377943e-07
Position 424: 4.602271557263642e-07
Position 412: 3.3098365647874206e-07
Position 351: 2.472182391953214e-07
Position 952: 1.8979251988210637e-07
Position 556: 1.155121382628012e-07
Position 179: 9.08241839981428e-08
Position 398: 7.458651624387076e-08
Position 259: 5.898608199276951e-08
Position 187: 4.2000671576006284e-08
Position 242: 3.9538884972499633e-08
Position 708: 3.384185651439805e-08
Position 535: 2.8311907552708896e-08
Position 8: 2.7200716242479548e-08
Position 261: 2.5021064582992343e-08
Position 307: 1.6202261929695216e-09
Position 465: 1.026369874843682e-11
Position 319: 4.7372058743758136e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 332: 0.51389325967812
Position 3712: 0.4736485875302988
Position 4970: 0.46902565640763855
Position 5834: 0.22476620999587926
Position 2577: 0.21328679696883107
Position 11612: 0.12899309762482544
Position 10747: 0.10994831214881451
Position 11087: 0.10654088910380156
Position 8167: 0.07877265131335764
Position 10169: 0.0655264690759101
Position 9800: 0.06371385896966661
Position 8665: 0.06236301164156959
Position 11199: 0.05686974740655775
Position 5870: 0.04343527059980935
Position 8221: 0.03930148091763013
Position 11150: 0.03608637922750058
Position 7305: 0.03282680916431236
Position 10329: 0.026300904319563143
Position 9204: 0.02442602201241091
Position 9164: 0.02107418022406039
Position 5525: 0.018688276162267245
Position 583: 0.01862605024624303
Position 5044: 0.01846366103482
Position 477: 0.015273459618048452
Position 3166: 0.014315061448021785
Position 7992: 0.013520211636699331
Position 6691: 0.013055412279240251
Position 4828: 0.01167414837992285
Position 8378: 0.01068931242223727
Position 7367: 0.009782021080352915
Position 2290: 0.009384967769072407
Position 337: 0.00760150666487803
Position 10239: 0.0074449941602373285
Position 6428: 0.007209846994576818
Position 5614: 0.006619994435844861
Position 1300: 0.006434076149083296
Position 7517: 0.006195144911732925
Position 5092: 0.006162462158895862
Position 5793: 0.005937628890775413
Position 3640: 0.004590151891435073
Position 3783: 0.004359135188067383
Position 2195: 0.004042159264514427
Position 6839: 0.004019467708353736
Position 5085: 0.003725932848034813
Position 1180: 0.0037036072980003434
Position 1355: 0.003167325991760252
Position 11521: 0.0031307202514285204
Position 2519: 0.003052701431430141
Position 11261: 0.002924465983672716
Position 4389: 0.002923110889172746
Position 8977: 0.0025858177126184176
Position 8911: 0.0024939208248796804
Position 637: 0.0023489459911841624
Position 5079: 0.0022656727370979164
Position 5116: 0.0022409840225363614
Position 632: 0.0021733160032254956
Position 1090: 0.0021394772157607533
Position 660: 0.0020529603996812047
Position 1116: 0.0019638694595121545
Position 4411: 0.001808969938846435
Position 2545: 0.001807353666416061
Position 951: 0.001769273468033406
Position 4231: 0.0017684069687205369
Position 2919: 0.0016937657319151293
Position 2140: 0.0016782394389034058
Position 543: 0.0016386563981210334
Position 3336: 0.0016210015563602614
Position 6668: 0.0015808815292408834
Position 3111: 0.0014317369100715434
Position 4061: 0.0014246152036763685
Position 4631: 0.0014065219835552988
Position 7141: 0.0012299622103897837
Position 5979: 0.001149833951159415
Position 7621: 0.0010531546753718437
Position 4360: 0.000952676097491368
Position 1948: 0.000876881182278771
Position 5335: 0.0008766294252207883
Position 3162: 0.0007344919461036289
Position 588: 0.0006813305083568248
Position 3894: 0.0006661870462597464
Position 4584: 0.0006542670341984162
Position 2672: 0.0005393931210023125
Position 6126: 0.0005236426104853949
Position 4523: 0.00044900312045228536
Position 3723: 0.00043909420421023066
Position 5849: 0.0004310135837071252
Position 6075: 0.00038013361847358024
Position 1042: 0.0003142589113575349
Position 1791: 0.0003041630828028219
Position 668: 0.00027765336395631804
Position 2701: 0.00027487120468050745
Position 3595: 0.00026859169492393983
Position 447: 0.00026646280495543035
Position 3186: 0.00025758855341752323
Position 3822: 0.0002548389928287169
Position 3777: 0.00021351687223738051
Position 307: 0.00019945463484355864
Position 6743: 0.0001933589595536491
Position 791: 0.000174668953406521
Position 977: 0.00017241921369166868
Position 1143: 0.0001654707560785174
Position 1714: 0.00015920548907563756
Position 6172: 0.0001490239969344401
Position 4975: 0.0001405280139136083
Position 418: 0.00011610704835523674
Position 1685: 0.00010452238323550262
Position 2487: 9.934800286374693e-05
Position 287: 8.140717742345039e-05
Position 867: 6.131095895091144e-05
Position 4123: 5.974604451670093e-05
Position 4111: 5.7378586232212797e-05
Position 1183: 5.442707772536683e-05
Position 1160: 3.8965778095668196e-05
Position 5890: 3.22507293705954e-05
Position 2295: 2.2386334195756283e-05
Position 358: 1.7168709494668212e-05
Position 848: 1.3309473542953308e-05
Position 2153: 1.3132042632518554e-05
Position 2221: 1.0628946785830917e-05
Position 2096: 9.487040959676845e-06
Position 343: 3.5973682266489465e-06
Position 360: 3.229893023524967e-06
Position 3870: 1.5429107737896214e-06
Position 2471: 1.4166457926672868e-06
Position 841: 1.3116595074828226e-06
Position 409: 1.0430603202799752e-06
Position 167: 6.75421321081451e-07
Position 616: 3.408859094513715e-07
Position 603: 3.3494533785907907e-07
Position 857: 2.667132947295684e-07
Position 993: 1.8036607207236783e-07
Position 547: 1.744185647430125e-07
Position 199: 1.6154805029400684e-07
Position 379: 1.602827061089714e-07
Position 693: 1.55400477726372e-07
Position 1208: 1.4441889877858042e-07
Position 590: 1.2150300076277927e-07
Position 634: 1.1313201856888191e-07
Position 387: 9.594503807719981e-08
Position 192: 8.608513962059001e-08
Position 699: 8.573977251104233e-08
Position 424: 7.198462929017834e-08
Position 742: 6.815321465185716e-08
Position 678: 5.299101512816807e-08
Position 1049: 4.269146187604672e-08
Position 765: 3.527632989251072e-08
Position 251: 2.9793424922119034e-08
Position 206: 1.1259709858520581e-08
Position 236: 1.0541966536306534e-08
Position 381: 1.0008687200169238e-08
Position 768: 9.505899183957441e-09
Position 1372: 9.331822040985115e-09
Position 152: 8.212168075080845e-09
Position 932: 7.723896621532483e-09
Position 729: 7.617441466578204e-09
Position 92: 3.5679102735062632e-09
Position 201: 3.196435154538676e-09
Position 431: 2.9056026016471387e-09
Position 224: 2.5821565034878052e-09
Position 702: 2.0663331718928983e-09
Position 169: 1.730744930722768e-09
Position 141: 1.664067657717869e-09
Position 221: 1.5393762662200508e-09
Position 217: 1.0089556167537522e-09
Position 393: 8.513998423387624e-10
Position 396: 8.238252531127879e-10
Position 726: 7.842379225643817e-10
Position 839: 7.755380907040628e-10
Position 1130: 6.528180006474172e-10
Position 487: 4.901708380939667e-10
Position 248: 4.690481456161038e-10
Position 211: 3.9221175469828545e-10
Position 482: 3.0510021355501213e-10
Position 213: 2.8523566858369943e-10
Position 134: 1.587254137610923e-10
Position 398: 1.408607989887869e-10
Position 594: 1.0390195028204916e-10
Position 484: 4.9097018298986553e-11
Position 690: 2.3693427172117934e-11
Position 489: 1.923781195468168e-11
Position 103: 4.436193932999126e-12
Position 493: 3.9352743159992415e-12
Position 72: 1.8792530757952932e-12
