Gene = CENPL
index = 345
Annotated 5SS: [  207 13001 16866 21170]
Annotated 3SS: [12825 16613 20626 23612]
SMsplice 5SS: [  207 13001]
SMsplice 3SS: [12825 23612]
top_k =  1000
Partition function (log Z): -8.555042637473385

Sorted 5' Splice Sites (High to Low Probability):
Position 13001: 0.9943724609523407
Position 207: 0.8452743264253787
Position 21170: 0.6502863138188745
Position 20667: 0.5647581756888759
Position 16866: 0.28782539159462484
Position 20230: 0.21330819543730434
Position 20212: 0.20549681325517907
Position 23489: 0.18260542078220057
Position 6141: 0.17752844776330193
Position 23884: 0.1276005570400166
Position 4079: 0.11913442177455917
Position 590: 0.09391308244719591
Position 17694: 0.09310035665798007
Position 19890: 0.07976977992749115
Position 10925: 0.059615119708169184
Position 945: 0.05614316931135754
Position 6328: 0.054853669135413216
Position 12508: 0.05303865385417411
Position 19894: 0.032003553738671954
Position 2503: 0.0278682653265973
Position 8009: 0.02563608512264587
Position 297: 0.020954781040798596
Position 20172: 0.01861458158119494
Position 5021: 0.018389043242550918
Position 21694: 0.017885284580530614
Position 19903: 0.017370631418816333
Position 1783: 0.017186164717970954
Position 20237: 0.015207307233104497
Position 12196: 0.01519365675337909
Position 20428: 0.015070559984254231
Position 18575: 0.013748712506403594
Position 10693: 0.013254077808496465
Position 56: 0.012238489131951904
Position 17674: 0.01105292477631432
Position 21387: 0.010853204563341318
Position 23862: 0.01048667789420309
Position 11148: 0.010136640631733047
Position 15649: 0.00951582492828895
Position 10256: 0.009491759472945904
Position 8930: 0.008686130712557343
Position 4667: 0.007674002299705117
Position 21726: 0.007570573815991726
Position 5653: 0.007037566644663035
Position 18500: 0.00527100999724704
Position 16447: 0.0048505043769602385
Position 3075: 0.004665419030315763
Position 2435: 0.0046213788882697865
Position 17740: 0.0045695619712172245
Position 8051: 0.004412640312640532
Position 15324: 0.004221260027787049
Position 19848: 0.004221041732058254
Position 16513: 0.003978100007592884
Position 14445: 0.0038960321314514875
Position 14062: 0.0035012451730650337
Position 23087: 0.0031221075325682645
Position 12932: 0.0030715022241488863
Position 10750: 0.0027931999265590813
Position 18520: 0.0018575732510481065
Position 18228: 0.0016975545285878035
Position 20929: 0.0013638060355178408
Position 19242: 0.0010990438575436692
Position 18192: 0.0010609625408395716
Position 18318: 0.0008783601987272136
Position 16453: 0.0007194773729389022
Position 360: 0.0006674663356038888
Position 226: 0.00036143658269757316
Position 179: 0.00024090866232272048
Position 1851: 0.0002090257029699183
Position 220: 0.00018837901238027554
Position 3013: 0.00016185349947823188
Position 6087: 0.00016106486097550006
Position 1440: 0.00016014413536667106
Position 757: 0.00011216776554556262
Position 3885: 0.00010856291948666496
Position 3044: 0.00010723691997747765
Position 4805: 9.703939365958712e-05
Position 1362: 9.330280119355879e-05
Position 1831: 8.24832448548694e-05
Position 7657: 8.162104340588442e-05
Position 7572: 7.635382397681779e-05
Position 1101: 6.973223018184891e-05
Position 12: 2.4417189071901263e-05
Position 636: 2.2887815735524305e-05
Position 4760: 1.6856234691547293e-05
Position 655: 1.4693677049545464e-05
Position 4193: 9.498499418031759e-06
Position 267: 9.405717553174973e-06
Position 4410: 9.237354090929585e-06
Position 1163: 8.579574517923614e-06
Position 5: 7.971902062346071e-06
Position 13591: 6.260096991508567e-06
Position 13647: 6.0258550495400225e-06
Position 614: 5.29536963373037e-06
Position 1610: 5.21987703198474e-06
Position 1391: 5.1886104133328375e-06
Position 817: 4.8909959033761685e-06
Position 1920: 4.850362602928143e-06
Position 291: 3.2992495903693163e-06
Position 390: 3.0080960770151794e-06
Position 561: 2.803992554016665e-06
Position 643: 2.707221863027105e-06
Position 248: 2.6893453831902277e-06
Position 332: 2.3162586853770026e-06
Position 3: 2.183217943987979e-06
Position 1319: 1.8659737380573238e-06
Position 349: 1.7588857480149395e-06
Position 865: 1.3875942750821475e-06
Position 382: 1.2896991337060448e-06
Position 24: 1.1449395903045777e-06
Position 1410: 1.055372712321286e-06
Position 960: 9.207416819076752e-07
Position 1041: 7.930362701026146e-07
Position 259: 7.549572176704019e-07
Position 1434: 7.195744612877691e-07
Position 1419: 5.169923133025164e-07
Position 569: 3.9744691131443856e-07
Position 619: 3.9675670954514097e-07
Position 465: 3.407983184358294e-07
Position 441: 3.319827865121814e-07
Position 374: 3.2255018046217003e-07
Position 92: 2.733182970447622e-07
Position 164: 2.2264959843564664e-07
Position 443: 1.7688247033725455e-07
Position 768: 1.6839468638054177e-07
Position 262: 1.418258152131471e-07
Position 264: 5.899917581361975e-08
Position 731: 4.860353174361245e-08
Position 820: 4.6151581726196296e-08
Position 649: 3.74616725470938e-08
Position 448: 3.389995132365764e-08
Position 734: 2.6474479100238865e-08
Position 755: 2.3553319786992478e-08
Position 790: 2.2958514422726636e-08
Position 122: 1.9556275176402464e-08
Position 366: 1.326984187683209e-08
Position 473: 1.1329160672028739e-08
Position 12900: 1.022749197604003e-08
Position 60: 2.0237228328756067e-09
Position 299: 9.276631861743234e-10
Position 133: 8.083369296603954e-10
Position 289: 4.108198282508605e-10
Position 314: 2.1614348138069243e-10
Position 80: 1.0429285868079886e-10
Position 1307: 7.737044041010737e-11
Position 301: 6.582740494589258e-11
Position 71: 5.892735055200805e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 12825: 0.965571420129391
Position 23612: 0.921854310684157
Position 20626: 0.6027949056644137
Position 20058: 0.48183365225697805
Position 21084: 0.3465180851967177
Position 20943: 0.18958546118738964
Position 23377: 0.1834068172013103
Position 19748: 0.13457566014601724
Position 3981: 0.11400163135947498
Position 16613: 0.11021842170440435
Position 17555: 0.09641937371648363
Position 16821: 0.09332749788474698
Position 6062: 0.08246916277915431
Position 23973: 0.0734289378545256
Position 20832: 0.06788058858651169
Position 24006: 0.06189086387267419
Position 10643: 0.05211378651181173
Position 12260: 0.04929594527924702
Position 16702: 0.04549595877328261
Position 21540: 0.037771349679231535
Position 16754: 0.03577468089608201
Position 6239: 0.035532219979433
Position 6032: 0.03289547231391667
Position 2400: 0.026667323771158005
Position 20981: 0.024284200299831703
Position 12846: 0.022879733750159375
Position 7749: 0.021685004999792593
Position 6116: 0.020250442295675946
Position 6086: 0.01936248441303865
Position 1695: 0.015573132511017978
Position 12044: 0.01519365675337909
Position 4925: 0.015114137414079123
Position 5991: 0.014254389316088772
Position 10850: 0.012941650666478755
Position 18368: 0.012875895017922601
Position 6019: 0.012198060248076577
Position 21321: 0.011999387594590398
Position 20603: 0.011945795287310023
Position 911: 0.009817893350415918
Position 15514: 0.00959713844683963
Position 10148: 0.009492149842371792
Position 10604: 0.009238426932562297
Position 16141: 0.008368778972970973
Position 12829: 0.007555340755577182
Position 21596: 0.00737049181760501
Position 17575: 0.006889848208517364
Position 8767: 0.006768214306480406
Position 4570: 0.006732237626765339
Position 6134: 0.006579161195503758
Position 17551: 0.006538788445274708
Position 22116: 0.0062031190353854775
Position 5997: 0.006122745906911591
Position 10924: 0.005688807030355079
Position 5532: 0.005564520021594349
Position 783: 0.005081499724035829
Position 7968: 0.004916347490706496
Position 18412: 0.00485836596617501
Position 11053: 0.004450352140883868
Position 359: 0.004371588846092883
Position 15177: 0.004230029338737087
Position 749: 0.004038295360219622
Position 23019: 0.003809086675452114
Position 14165: 0.0037945514172308837
Position 12323: 0.003745324189063835
Position 683: 0.003559327088995814
Position 16658: 0.0033134414077235813
Position 2404: 0.002884429474543053
Position 18086: 0.0028202532872544403
Position 2889: 0.002638067822506779
Position 18445: 0.0024216899989624534
Position 24184: 0.002400494031117607
Position 8843: 0.0019181861897986118
Position 5828: 0.0018643614379846897
Position 2950: 0.0016847629594904784
Position 12790: 0.0014706992809203553
Position 7571: 0.001462762783577939
Position 4961: 0.00137802680994634
Position 10883: 0.0013738856711658606
Position 22112: 0.0013730201439214817
Position 7822: 0.0013705704601875712
Position 1711: 0.0013215669180315645
Position 13830: 0.00122852783011319
Position 16193: 0.0011969998918327075
Position 19104: 0.0011694443993705023
Position 5578: 0.0011103964114821268
Position 3995: 0.0010923350843160963
Position 2358: 0.0010166996325285445
Position 4544: 0.0010137972876579958
Position 18425: 0.0009717958526508489
Position 4905: 0.0009642160055506718
Position 13892: 0.0009338138045661855
Position 13778: 0.0008926489584112601
Position 18185: 0.0008783601987272143
Position 3875: 0.0008705433764409756
Position 660: 0.0008280203851730425
Position 3805: 0.0008044789178678444
Position 465: 0.0007434664202181043
Position 4903: 0.0007224430961210675
Position 7878: 0.0006995044667873953
Position 6263: 0.000695538015229295
Position 13222: 0.0006862421370348736
Position 377: 0.0006363359141805469
Position 3930: 0.0006262455001235312
Position 21256: 0.0006197808344197604
Position 2189: 0.0005983403367088024
Position 13929: 0.0005420383524996727
Position 840: 0.0005354514764406433
Position 2925: 0.00048810747346455315
Position 3884: 0.0004525125885321607
Position 3776: 0.00043409557843410076
Position 21431: 0.0004273667484530122
Position 3857: 0.000425443470835098
Position 3950: 0.0004133585305186089
Position 14342: 0.0003933011860060367
Position 24141: 0.00036693917590234785
Position 5472: 0.00035011785660353197
Position 22186: 0.0003217836163146064
Position 421: 0.0003104599946662978
Position 2128: 0.00030165935001144145
Position 5840: 0.0002954116566139804
Position 21466: 0.0002833946846339554
Position 2328: 0.00027694120798130574
Position 4759: 0.00022073741045546978
Position 1635: 0.00020481886644295198
Position 17954: 0.00016943524322108342
Position 22315: 0.0001620416922167739
Position 809: 0.00014743638791566173
Position 22339: 0.00014010935841778744
Position 14539: 0.00013763609544422838
Position 419: 0.00012596382653431559
Position 21380: 0.00012050645272467111
Position 21413: 0.00011656889902063609
Position 1431: 0.00011647070603849977
Position 2082: 0.00011346088737305579
Position 13108: 0.00010637504542680226
Position 2707: 9.869956164489795e-05
Position 2195: 9.671397681015913e-05
Position 764: 9.665755004712947e-05
Position 1622: 9.583673859499046e-05
Position 501: 9.419761961064364e-05
Position 332: 9.009202791824195e-05
Position 2275: 8.759521230842317e-05
Position 755: 8.500165152811234e-05
Position 2105: 7.965210423107412e-05
Position 18629: 7.390419167332313e-05
Position 1655: 7.142133262504545e-05
Position 846: 6.736388036565379e-05
Position 15201: 6.454319259946527e-05
Position 751: 6.365599184872271e-05
Position 19692: 5.844665612565165e-05
Position 15725: 5.446091469882389e-05
Position 478: 4.853004880563895e-05
Position 13659: 4.733078572843549e-05
Position 13242: 4.352194856517009e-05
Position 296: 4.309584013211434e-05
Position 7401: 4.28605766441612e-05
Position 20809: 4.160527149470434e-05
Position 122: 4.083228639097976e-05
Position 14617: 3.6059229244922756e-05
Position 3669: 3.5267988797131786e-05
Position 112: 3.5194414654637966e-05
Position 17343: 2.6670433305082055e-05
Position 3717: 2.337169284430574e-05
Position 3966: 2.3182794269733754e-05
Position 5734: 2.2906888488934847e-05
Position 4008: 2.2699103250812445e-05
Position 18387: 2.2685405100562684e-05
Position 18018: 2.122202577847094e-05
Position 7418: 2.0584539252535805e-05
Position 18089: 2.0206829390124677e-05
Position 2287: 1.9678617036174383e-05
Position 2760: 1.6923679022273742e-05
Position 4705: 1.6798686216557777e-05
Position 15729: 1.5896258839809864e-05
Position 16977: 1.5280333609303576e-05
Position 155: 1.519762449310907e-05
Position 133: 1.4868892639027772e-05
Position 14563: 1.4580814355853106e-05
Position 7466: 1.3105464871531725e-05
Position 5612: 1.2626251225030539e-05
Position 15799: 1.24843401836783e-05
Position 883: 1.2249762910365167e-05
Position 13618: 1.1912967662629662e-05
Position 18644: 1.1282907907047738e-05
Position 1451: 1.1126867564768997e-05
Position 13218: 1.0996579982837652e-05
Position 4070: 1.069923113278101e-05
Position 15749: 1.0529594988415659e-05
Position 2406: 9.545119813582e-06
Position 2344: 9.285320943029206e-06
Position 3878: 8.878188825794389e-06
Position 14023: 8.62272687521751e-06
Position 4550: 8.44878511986422e-06
Position 2417: 7.132129535381091e-06
Position 1482: 7.015402382949269e-06
Position 3897: 6.834509866212941e-06
Position 4708: 6.727408450960745e-06
Position 2692: 6.079121038989586e-06
Position 940: 5.7916880246461495e-06
Position 13080: 5.653556145425701e-06
Position 15466: 5.383652021683737e-06
Position 868: 5.126299919324095e-06
Position 3828: 5.001284570519216e-06
Position 2091: 4.9030384128819395e-06
Position 14406: 4.83400137633709e-06
Position 879: 4.535148333004629e-06
Position 2140: 4.397108335734571e-06
Position 486: 4.31677841689529e-06
Position 2023: 4.309353230018385e-06
Position 988: 4.278661238731458e-06
Position 2238: 4.246128545815642e-06
Position 14707: 3.928149561987627e-06
Position 14567: 3.5345989706870016e-06
Position 865: 3.2167905462395228e-06
Position 6285: 2.727618767858316e-06
Position 382: 2.3624723632477983e-06
Position 13691: 2.2712120322143256e-06
Position 13377: 2.253157537004023e-06
Position 13708: 2.2488666243417988e-06
