Gene = WASH1
index = 1556
Annotated 5SS: [  138  4889 11359 11712 12021 12396 12775 13022 13831 14659]
Annotated 3SS: [ 4734 11246 11564 11883 12259 12572 12862 13677 14589 14798]
SMsplice 5SS: [  138  4889 11126 11712 12396 12771 13022 13831 14659]
SMsplice 3SS: [ 4734 11071 11564 12259 12572 12862 13734 14589 14798]
top_k =  1000
Partition function (log Z): 13.247777833963987

Sorted 5' Splice Sites (High to Low Probability):
Position 11712: 0.9943139582065089
Position 4889: 0.9765722304266369
Position 13831: 0.9671047045365471
Position 13022: 0.9283087394595676
Position 12396: 0.8193802636424253
Position 12771: 0.754302292473099
Position 11126: 0.6792618827323753
Position 138: 0.6726492725639042
Position 14659: 0.6520951193051833
Position 10354: 0.47958466739085587
Position 11359: 0.30820048924672044
Position 4409: 0.2161749803334623
Position 8667: 0.2130020100325617
Position 14129: 0.19619860615124957
Position 12775: 0.16726103416700352
Position 12101: 0.15899478575658146
Position 428: 0.14719276103426157
Position 7199: 0.13950691748022903
Position 133: 0.10247712955713657
Position 13539: 0.097458333111068
Position 122: 0.07529775473632673
Position 12426: 0.07512616345034233
Position 13579: 0.07404497109675139
Position 10714: 0.06141069212170416
Position 1465: 0.05476721165926038
Position 12753: 0.05476271086630052
Position 13441: 0.05050002985485297
Position 12021: 0.042751637046230424
Position 5636: 0.04116961470065124
Position 13611: 0.04050167779412419
Position 4431: 0.035860515790321595
Position 13090: 0.03061483310461614
Position 1550: 0.029159692256264434
Position 11130: 0.02854404252658183
Position 4386: 0.02637057938603306
Position 14608: 0.02416124394307646
Position 14447: 0.02279918417827841
Position 14440: 0.022231615449619962
Position 4866: 0.020489027440597284
Position 4142: 0.018471874249823692
Position 11196: 0.016770797217228735
Position 13086: 0.01595490810879557
Position 11907: 0.015915297853496664
Position 14699: 0.015170801956273563
Position 13231: 0.015116788053641882
Position 11260: 0.012343918773860258
Position 5672: 0.011891791776261873
Position 10418: 0.01155763915512376
Position 5560: 0.010594370901835598
Position 359: 0.01037077637455362
Position 13993: 0.009486551330489274
Position 11911: 0.008730314706463226
Position 12047: 0.008650539131608273
Position 12269: 0.008265490332106757
Position 12416: 0.007743225108884171
Position 12612: 0.00746991165745991
Position 2345: 0.007217738822385569
Position 14403: 0.006955419989946141
Position 5357: 0.0055306186762712406
Position 14221: 0.005526986280164722
Position 12405: 0.005465231773828197
Position 1564: 0.005043404585151363
Position 8283: 0.004944002835240203
Position 14392: 0.004877788025435785
Position 2112: 0.0048659824088633195
Position 6249: 0.004476626431905675
Position 7280: 0.004369103719659321
Position 13507: 0.0038376075689711218
Position 8051: 0.00366367250149433
Position 14826: 0.0034009269686968917
Position 5595: 0.0031126371335800465
Position 5600: 0.002780013839519855
Position 2057: 0.0026270670323988304
Position 11281: 0.002464669062405008
Position 6048: 0.0021353998334632733
Position 4368: 0.0020305011714843433
Position 14031: 0.0020247089862770375
Position 11302: 0.0019181727133810408
Position 6395: 0.0018832545022965316
Position 5896: 0.001823886478649427
Position 6069: 0.0016886765928218023
Position 12674: 0.0016172666975726396
Position 3609: 0.0014159638926010336
Position 833: 0.0014129082901170647
Position 3126: 0.0013895256993062843
Position 12500: 0.001320717443947365
Position 13495: 0.001266841284131961
Position 1537: 0.0012396639065882103
Position 13328: 0.0012124024539917281
Position 11072: 0.0012118913435638376
Position 8072: 0.0011629825043909042
Position 14280: 0.001159950176469895
Position 7722: 0.0011504567436704687
Position 13340: 0.0010822126867914314
Position 14929: 0.0009511026884500771
Position 11983: 0.0009229323090888709
Position 324: 0.0008532883396813229
Position 264: 0.0007396073598824065
Position 172: 0.0007347912047998353
Position 1983: 0.0007204928310961643
Position 12256: 0.0007052917568918123
Position 13075: 0.0006647738702402889
Position 4245: 0.0006631044767431063
Position 5694: 0.0006288349210917842
Position 12925: 0.0005812216551974615
Position 5652: 0.0005710846996489647
Position 4452: 0.0005340132440389764
Position 5564: 0.0005326029100383692
Position 12295: 0.0005265849360535662
Position 13854: 0.0005167908823461428
Position 1432: 0.0005040944049810438
Position 2632: 0.0004860655573630985
Position 12260: 0.00048493617330792736
Position 422: 0.000458695031681577
Position 4774: 0.00043223192846852395
Position 2638: 0.0003939703713146286
Position 11960: 0.0003897314617794357
Position 12315: 0.0003814754716371299
Position 12129: 0.0003789145491918492
Position 11207: 0.000341518308495955
Position 4893: 0.00031991952379408157
Position 3153: 0.00031281308816330847
Position 1560: 0.00029884605137930724
Position 6821: 0.0002771258494311841
Position 13102: 0.00027448293319163534
Position 5346: 0.0002729463222504057
Position 2099: 0.0002630913594658904
Position 12877: 0.00025905047792591145
Position 3070: 0.0002569492362364678
Position 864: 0.00025665541032999936
Position 734: 0.00022529419492261837
Position 14269: 0.0002163476006395052
Position 12970: 0.00020202033925172537
Position 1828: 0.00018928766539073218
Position 12049: 0.00018507008151735684
Position 820: 0.00018365733082014325
Position 2816: 0.000182993533360362
Position 4420: 0.00017713060935126574
Position 2664: 0.0001596173647685182
Position 9713: 0.0001574733604193826
Position 6404: 0.0001363673086448243
Position 4629: 0.00013351102219525578
Position 6338: 0.00012729688202614239
Position 7391: 0.00012195401010109
Position 6272: 0.00010606810711894218
Position 5555: 8.933957663997657e-05
Position 9759: 7.684903751953764e-05
Position 12573: 7.486037214660047e-05
Position 9461: 6.264207244220012e-05
Position 164: 6.172655041159063e-05
