Gene = TBCCD1
index = 1380
Annotated 5SS: [  437  6550 12127 14135 15646 16290 19415]
Annotated 3SS: [ 6170 11970 13767 15458 15791 19263 23587]
SMsplice 5SS: [  437  2399  6550 12127 15646 19415]
SMsplice 3SS: [ 2306  6276 11970 15513 19263 23587]
top_k =  1000
Partition function (log Z): -5.3064669049575794

Sorted 5' Splice Sites (High to Low Probability):
Position 19415: 0.9351837998850951
Position 6550: 0.9082953188032279
Position 15646: 0.8777652535617028
Position 12127: 0.7656759904834728
Position 2399: 0.6947603242277387
Position 16290: 0.5598017419848196
Position 437: 0.49401333144753884
Position 262: 0.4765456809385271
Position 9718: 0.47095381196594877
Position 5956: 0.4552399201475139
Position 13928: 0.2927069468481572
Position 14135: 0.22846524219626305
Position 8630: 0.1959077697894967
Position 15926: 0.17639435971801756
Position 9831: 0.14428620188725289
Position 3277: 0.1285932781375549
Position 2877: 0.12341585115073404
Position 22449: 0.12061833554552777
Position 15985: 0.056196745319186704
Position 17344: 0.050078429297252744
Position 11218: 0.04380618784081663
Position 105: 0.04372517599863221
Position 20996: 0.0388547802440019
Position 19043: 0.0379856072366719
Position 3032: 0.03341107198401929
Position 2606: 0.03070232388177931
Position 13165: 0.028416980366340775
Position 11251: 0.02833539368010755
Position 23655: 0.026543794719317265
Position 17029: 0.02503762010475122
Position 84: 0.023347455450932877
Position 8324: 0.019753295304782884
Position 12648: 0.018864291698209645
Position 5774: 0.018655696257173813
Position 548: 0.01736581607538846
Position 9874: 0.01683328734722765
Position 11336: 0.016713835878041827
Position 11354: 0.016689100253964754
Position 303: 0.014698119350235284
Position 22790: 0.010748570097003435
Position 23335: 0.009860894744003423
Position 13262: 0.00977284098692424
Position 12520: 0.008432715922592128
Position 14422: 0.007625262388212442
Position 567: 0.007497297068499385
Position 17070: 0.007056717718335561
Position 1066: 0.006479022908598969
Position 792: 0.006320024101672971
Position 90: 0.0054112781397545415
Position 67: 0.005393997484310448
Position 21208: 0.004513326553218569
Position 22704: 0.004396611997204968
Position 11462: 0.004221814484107233
Position 3557: 0.004207330985629103
Position 11255: 0.004132675185773158
Position 22861: 0.003978313656572292
Position 10744: 0.0037939518760218348
Position 12028: 0.0036447989108968825
Position 6171: 0.0035249379495607787
Position 2051: 0.0030621394576788087
Position 20579: 0.0029480066639982106
Position 3048: 0.0028508500318540947
Position 3473: 0.0028313046316654758
Position 994: 0.002712964743434627
Position 9908: 0.002598183012952022
Position 1149: 0.002525461487122534
Position 3292: 0.00243570982651553
Position 24152: 0.0022463249794941087
Position 7925: 0.002136959612002218
Position 19286: 0.0020471822476913902
Position 690: 0.0019658472588903637
Position 600: 0.0017457016663073902
Position 7145: 0.0013773967877044296
Position 2630: 0.0011318779976025011
Position 20471: 0.001119217646198535
Position 2091: 0.0010647164434847353
Position 7839: 0.0010513730344209023
Position 2055: 0.0009485375824302914
Position 22453: 0.0008322529736541962
Position 305: 0.0007926815335930059
Position 668: 0.0005729965097880954
Position 2100: 0.000533375260534013
Position 14541: 0.00045103770971457
Position 288: 0.0003872245532294235
Position 2658: 0.0003548318912568082
Position 14330: 0.0003414109600596715
Position 582: 0.0003211907119914339
Position 14084: 0.00031288553014558677
Position 1137: 0.00026765300321597585
Position 406: 0.00021743030780928125
Position 2441: 0.00020381788179162208
Position 1084: 0.00017819032748120646
Position 184: 0.00015688414845912757
Position 1530: 0.00012417509374478732
Position 2063: 0.00011498465393638996
Position 2152: 0.00010707352459996783
Position 15841: 8.830103235753211e-05
Position 468: 6.088220141111967e-05
Position 2346: 5.774327933692016e-05
Position 2405: 4.502235398391587e-05
Position 14657: 3.863904464148067e-05
Position 2335: 2.8081105166776398e-05
Position 10: 1.4247965570537543e-05
Position 195: 1.3661632551378757e-05
Position 204: 5.462735537918156e-06
Position 6499: 3.05883879448451e-06
Position 52: 2.8262627569770656e-06
Position 7525: 2.405086085771977e-06
Position 7447: 2.1606963412317403e-06
Position 386: 1.1857462008710334e-06
Position 7275: 9.916782194093181e-07
Position 434: 4.96868486138844e-07
Position 784: 2.1860554908559516e-07
Position 522: 1.3210284301863027e-07
Position 369: 9.070612361099302e-08
Position 7806: 1.1885795252999572e-08
Position 7843: 9.014749011854436e-09
Position 480: 6.630116869499114e-09
Position 55: 5.748015504623576e-09
Position 1780: 3.973117239396867e-09
Position 653: 3.130124289770588e-09
Position 1495: 2.8281034355903533e-09
Position 517: 2.422086783440582e-09
Position 341: 7.355861414814553e-13
Position 1143: 4.751968126774437e-13
Position 562: 1.0552296610122354e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 23587: 0.763031695759238
Position 2306: 0.6502956768882834
Position 11970: 0.6380147120940715
Position 9627: 0.5774606384015861
Position 13767: 0.5015813423563973
Position 15513: 0.49091826540106254
Position 19263: 0.4803744748778412
Position 19328: 0.4610665855263877
Position 15458: 0.38669287654215057
Position 16218: 0.3845345439129922
Position 5819: 0.35858964700301377
Position 15791: 0.3033581449426417
Position 6276: 0.23958659979199415
Position 6349: 0.1654047800293339
Position 8503: 0.15197065727086492
Position 6314: 0.1369910649188137
Position 12018: 0.1253452745487421
Position 6170: 0.1164536742612047
Position 2777: 0.11198767332741014
Position 6294: 0.0800285367636141
Position 22294: 0.07769547141206087
Position 350: 0.07761921350277427
Position 20888: 0.07352063683090052
Position 11129: 0.07102677123817176
Position 6206: 0.06315320277388907
Position 22646: 0.056467228235151136
Position 15844: 0.054726265396663594
Position 6299: 0.05091333978047981
Position 5857: 0.0498355434913819
Position 3119: 0.04865041971620238
Position 22362: 0.04254851627701835
Position 9524: 0.039330704157568556
Position 5832: 0.03870559870663871
Position 8573: 0.03739760779797873
Position 6455: 0.03735114875628811
Position 16939: 0.03423272607587526
Position 18884: 0.03420444723770556
Position 11250: 0.03315296022870105
Position 2952: 0.02856886857257362
Position 2518: 0.028289478661772907
Position 2752: 0.0279855181281059
Position 17225: 0.027059409205425884
Position 13003: 0.026554167501791404
Position 2263: 0.026122742650743876
Position 23517: 0.025829738937416323
Position 15925: 0.024691527638560983
Position 5668: 0.02408196010695821
Position 12364: 0.021929159984698472
Position 24051: 0.020115083811315337
Position 8199: 0.01990438225685784
Position 16174: 0.018278761341277677
Position 3047: 0.015868708838236763
Position 3168: 0.015296331379099868
Position 2949: 0.015092266246464885
Position 9764: 0.014173931790056566
Position 21717: 0.012752880142402842
Position 20322: 0.012632429654133866
Position 13927: 0.012476474177383061
Position 535: 0.012407599783555972
Position 6250: 0.011483954866682872
Position 19530: 0.011169274981395978
Position 2011: 0.010694594597924175
Position 22201: 0.010455889406586833
Position 24101: 0.01020834390038694
Position 17202: 0.0098659067689932
Position 23171: 0.009860894744003423
Position 2124: 0.009745772382802805
Position 3076: 0.009394426984001008
Position 22443: 0.009179471138827057
Position 13119: 0.008965082635488566
Position 23719: 0.00833814533992476
Position 20342: 0.007905374093536944
Position 13837: 0.007562152401301133
Position 17240: 0.007172606086828508
Position 22298: 0.006819960398951969
Position 3013: 0.006698391419050848
Position 11084: 0.00644455850722811
Position 6145: 0.006174624106398332
Position 21258: 0.006107378255779522
Position 14227: 0.005820577768803652
Position 11977: 0.005252667343723752
Position 16094: 0.0049568601699255385
Position 949: 0.00485897805436795
Position 20912: 0.004659322280738125
Position 22653: 0.004342043850572492
Position 22627: 0.0042181490670718585
Position 18972: 0.0038751359076473185
