Gene = ERICH3
index = 505
Annotated 5SS: [   242  24517  27072  30712  32408  37459  42026  53005  61116  67138
  74044  84108  96844 102640]
Annotated 3SS: [ 24422  26945  30639  32278  37299  41809  52823  60928  66835  73806
  83657  96801 100246 103298]
SMsplice 5SS: [  242 15000 24517 27072 30712 32408 37396 50691 53005 54195 74044 87355
 89631 90004]
SMsplice 3SS: [ 14880  24422  26945  30639  32278  37299  50452  52823  54069  73806
  87238  89511  89867 103298]
top_k =  1000
Partition function (log Z): -30.039989070737057

Sorted 5' Splice Sites (High to Low Probability):
Position 32408: 0.9817321113743074
Position 24517: 0.9733077264191382
Position 53005: 0.9483410852981029
Position 27072: 0.9224096628826146
Position 37396: 0.8900038281436643
Position 242: 0.847180924340111
Position 30712: 0.7560519810430709
Position 50691: 0.6671805499331447
Position 15000: 0.5684218599146118
Position 5466: 0.46859888186116866
Position 14981: 0.4315781400852446
Position 54195: 0.4252756955655531
Position 33757: 0.3989415200144492
Position 27830: 0.27724553531367785
Position 33709: 0.261474891853498
Position 53235: 0.2267006313197232
Position 8599: 0.18182787568724154
Position 27302: 0.16647683559345253
Position 33086: 0.16264006710318413
Position 28515: 0.13514839684226593
Position 11469: 0.11410930574465321
Position 37459: 0.10992241912918631
Position 11530: 0.0992541912798637
Position 278: 0.08717815895559403
Position 54114: 0.08056601227263141
Position 33418: 0.07634801413596959
Position 1826: 0.0651471310673857
Position 32720: 0.06430101715928821
Position 8889: 0.06266441555862406
Position 48070: 0.061810329449221185
Position 2524: 0.04564691247221069
Position 7188: 0.038794130291846404
Position 27139: 0.03760733002213511
Position 3034: 0.03708637448665852
Position 2268: 0.031663220414669666
Position 33290: 0.029830311731502676
Position 3163: 0.027969636114257335
Position 26624: 0.027682110899343977
Position 6966: 0.026347750083484823
Position 35912: 0.025060047167192036
Position 4664: 0.024186182196505947
Position 34962: 0.02316595343190707
Position 33335: 0.02156466981150104
Position 53394: 0.02156182664870443
Position 3498: 0.021183250200901674
Position 113: 0.020654556313593222
Position 27458: 0.019429388771646527
Position 54161: 0.018248926035729494
Position 31762: 0.01610869309760965
Position 36584: 0.013866758896618266
Position 36642: 0.013623320606732593
Position 60458: 0.013056181721350514
Position 24770: 0.012508150873301798
Position 6470: 0.01170285797005717
Position 571: 0.011010435031935868
Position 6356: 0.010903329313984637
Position 867: 0.010701728323632895
Position 90: 0.008905533691405157
Position 672: 0.008492567648810744
Position 33640: 0.007246738302328597
Position 1050: 0.0057538481384057415
Position 26251: 0.005585350230666128
Position 34151: 0.005557354113246533
Position 45691: 0.0053399490925559925
Position 27661: 0.005278897284785644
Position 1522: 0.005092399313883317
Position 670: 0.005077554098325719
Position 42026: 0.0050042346149999405
Position 32437: 0.004805578031492521
Position 1312: 0.004774397154375397
Position 4670: 0.004630822775897708
Position 40175: 0.004511653874477081
Position 31029: 0.004370469561373045
Position 32904: 0.0042938114117179035
Position 3336: 0.003572768460552596
Position 46072: 0.0031552503191885676
Position 4465: 0.0016018987603699044
Position 595: 0.001476305738276598
Position 560: 0.0012329487556130823
