Gene = FBXW12
index = 547
Annotated 5SS: [ 102  639 1127 1487 3254 6308 7340 8694 9660 9867]
Annotated 3SS: [  464  1088  1328  3134  6097  7180  8482  9480  9735 22315]
SMsplice 5SS: [ 102 1243 1487 3254 6308 9660 9867]
SMsplice 3SS: [ 1088  1328  3134  6097  9571  9735 15349]
top_k =  1000
Partition function (log Z): -3.073022826920853

Sorted 5' Splice Sites (High to Low Probability):
Position 6308: 0.9440475546090579
Position 9867: 0.9369868418338403
Position 9660: 0.8954695438441995
Position 3254: 0.8610731865060672
Position 1487: 0.8103465656720411
Position 1243: 0.6314152232930285
Position 102: 0.5882266013866445
Position 7340: 0.35521665876394093
Position 188: 0.28979062296627855
Position 7587: 0.2499818794387766
Position 639: 0.21183430932343023
Position 7596: 0.16761870915604468
Position 8694: 0.16195369028911813
Position 12950: 0.1165465382219909
Position 5827: 0.08448101932518147
Position 14524: 0.06564619289457353
Position 5202: 0.0648002811682816
Position 1237: 0.06309282625999661
Position 14974: 0.062246834364655446
Position 1493: 0.0553181747939345
Position 1127: 0.04967221446090151
Position 19420: 0.04759400783405347
Position 4867: 0.046569560106501554
Position 630: 0.04648644659710608
Position 334: 0.04228382402630727
Position 324: 0.03336525935289831
Position 1471: 0.027490717576838814
Position 1434: 0.027132995755992033
Position 13913: 0.02515665486932645
Position 7197: 0.024873580405273182
Position 9399: 0.024707738320258927
Position 1919: 0.019722443781317864
Position 12416: 0.016757539031831085
Position 6048: 0.015322134514027882
Position 1499: 0.015134479113495705
Position 529: 0.013008884140779678
Position 5844: 0.011079478769250094
Position 8947: 0.009351763243001408
Position 36: 0.007354607055877002
Position 390: 0.0073420846330439285
Position 3351: 0.007330961213481237
Position 255: 0.006283483425871064
Position 5771: 0.005646981253815209
Position 7263: 0.005398984643797586
Position 11660: 0.005314721099059689
Position 284: 0.00507630952704091
Position 621: 0.0050408179704169555
Position 1723: 0.005010852269021628
Position 4312: 0.004697693161990044
Position 3050: 0.004515132951877777
Position 12580: 0.00417987351202299
Position 13111: 0.003937096345025113
Position 9460: 0.0033360404996652156
