Gene = GNE
index = 604
Annotated 5SS: [  205  3366 12565 15477 20376 22149 26024 26620 29559 31214 32631]
Annotated 3SS: [ 2913 12411 15263 20287 21937 25893 26397 29375 31096 31795 34104]
SMsplice 5SS: [  205  3153  3366 12565 14318 15477 19997 20376 22149 26024 31214]
SMsplice 3SS: [ 2913  3237 12411 14063 15263 19796 20287 21937 25893 31096 33406]
top_k =  1000
Partition function (log Z): 8.126045648139506

Sorted 5' Splice Sites (High to Low Probability):
Position 12565: 0.9905745531176942
Position 3366: 0.9799119275446388
Position 26024: 0.9378483245404576
Position 15477: 0.9147073616216965
Position 14318: 0.9076219291229969
Position 20376: 0.8324004654721227
Position 26620: 0.8119603540474369
Position 22149: 0.7508914016786881
Position 19997: 0.7490261614415498
Position 205: 0.7213048816579468
Position 31214: 0.6062186690254612
Position 28806: 0.5896107174887716
Position 3153: 0.5831560614951983
Position 21621: 0.46970712729670555
Position 29559: 0.41735341955212774
Position 26229: 0.41596184296060257
Position 22489: 0.3029374437927853
Position 22643: 0.25988439572758654
Position 30605: 0.2479564320732223
Position 29839: 0.21577371334818743
Position 13724: 0.19927533615957227
Position 29339: 0.1946314352617546
Position 74: 0.19430439234221125
Position 29101: 0.14576284954957291
Position 3088: 0.09256821441070194
Position 14591: 0.08010593006593664
Position 676: 0.0798086360013641
Position 20012: 0.07531231577336102
Position 26278: 0.0749984676576263
Position 22227: 0.06852065745966532
Position 30162: 0.06774877567229108
Position 16690: 0.06679117106766587
Position 12966: 0.0633436192055563
Position 26742: 0.059226735944975774
Position 27524: 0.059054141414402274
Position 26020: 0.058617689252943646
Position 11957: 0.0556696635256318
Position 15523: 0.05214948822861158
Position 3972: 0.05113138061357981
Position 13415: 0.048230553887103275
Position 3161: 0.045499035617494785
Position 29264: 0.04079699115525902
Position 30749: 0.0374340223864207
Position 13400: 0.035825134062325924
Position 30201: 0.0353537759813357
Position 16944: 0.033597712877242975
Position 14633: 0.02853458791736723
Position 32140: 0.026164156849721423
Position 28769: 0.025002017336332723
Position 4041: 0.02416741256787584
Position 7595: 0.02120983439645539
Position 14855: 0.02102939098193746
Position 18195: 0.02084732569539129
Position 14654: 0.02065970253603019
Position 15538: 0.018790411467432863
Position 20728: 0.01719059869217006
Position 824: 0.01597137058576708
Position 90: 0.01573621933226309
Position 173: 0.013576691746857317
Position 15158: 0.0133169214586828
Position 22740: 0.011528596078585761
Position 4381: 0.011512167552368016
Position 20864: 0.011182603363428013
Position 3832: 0.010841193982820718
Position 20131: 0.010610346772661245
Position 22982: 0.010411422499519795
Position 3011: 0.009947044617735663
Position 471: 0.009264776059645883
Position 20360: 0.009123678708543822
Position 32268: 0.00857762753775917
Position 842: 0.008094214056730196
Position 26410: 0.008043082365902905
Position 3007: 0.007881221641095205
Position 12998: 0.00744457357394482
Position 16906: 0.007394811169100905
Position 731: 0.0072723747142726045
Position 4337: 0.007046087889530654
Position 14985: 0.00686417536551451
Position 2264: 0.006641534140798321
Position 21291: 0.006495505507837521
Position 7846: 0.006384044688312094
Position 21783: 0.006372366158201797
Position 20866: 0.006291933440250104
Position 29497: 0.006101945564382048
Position 7479: 0.006015858141216721
Position 24022: 0.005580044425088045
Position 5139: 0.005443397021965998
Position 13892: 0.005186409264425281
Position 22964: 0.00508197706577806
Position 19043: 0.004948810785729708
Position 29586: 0.004406153096773119
Position 15163: 0.004355549563749372
Position 4970: 0.004205626783282984
Position 7812: 0.003896076059854422
Position 23425: 0.003606638993008307
Position 14184: 0.0035365898547580687
Position 2975: 0.0034304588296504117
Position 19958: 0.0032873301980451642
Position 3370: 0.003273301475109748
Position 4807: 0.003178783038147094
Position 33767: 0.003049567335308694
Position 11237: 0.0028848061633164213
Position 14161: 0.002770822577055595
Position 19048: 0.0027582659265963276
Position 4210: 0.002651494789892721
Position 2340: 0.0025589137928396467
Position 9203: 0.002550522370328563
Position 16934: 0.0025364437932534185
Position 13925: 0.002118113497985275
Position 5996: 0.002102716457158414
Position 1050: 0.0019289515128131525
Position 1931: 0.001923955028884796
Position 32534: 0.0018643689123886557
Position 30832: 0.0018566768040110943
Position 31232: 0.0018015253217878338
Position 3974: 0.0017798601562510992
Position 32126: 0.0017369960581277541
Position 2038: 0.0016891592474639122
Position 18507: 0.0016414296521826332
Position 4033: 0.0016054415481281204
Position 7834: 0.001599420441109536
Position 22443: 0.0015893449744913682
Position 14932: 0.0015686043618867707
Position 26887: 0.0014435385833803408
Position 1630: 0.0013603696859137298
Position 26304: 0.0013487926000401518
Position 3002: 0.0013439593136104018
Position 17302: 0.0013378915813831522
Position 2141: 0.0013361813007964213
Position 28785: 0.0012828054968628856
Position 18553: 0.0011732634298419029
Position 29653: 0.0011340940932035386
Position 1995: 0.0010835356279051812
Position 21579: 0.0010298987030122298
Position 24230: 0.0009880777206277003
Position 13120: 0.0009091143553934883
Position 1128: 0.0009052250726934948
Position 13670: 0.0008970446244678203
Position 29605: 0.0008571559682219135
Position 28692: 0.000855933667103599
Position 28763: 0.0008383476673372894
Position 14675: 0.0008089904357059118
Position 3385: 0.0007903499560028536
Position 10202: 0.0007792575208448725
Position 15578: 0.0007761495519566523
Position 13163: 0.0007426792210918039
Position 5018: 0.0007238646541898854
Position 8049: 0.0007189633026577328
Position 13045: 0.0006926038336008836
Position 13108: 0.000681620783329916
Position 8667: 0.000674273255299018
Position 27427: 0.0006719333880208311
Position 16831: 0.0006557343353065375
Position 26032: 0.0006138468323218362
Position 874: 0.0005817701906579055
Position 31523: 0.0005351883398093428
Position 14145: 0.0005079999114506331
Position 10792: 0.0005008383753889561
Position 8583: 0.00046511136001945434
Position 1275: 0.0004568568194545403
Position 2479: 0.0004469666614866922
Position 15125: 0.00039133429846509895
Position 14600: 0.00038691522837473
Position 14170: 0.00036439149384642994
Position 6846: 0.00035539722794816823
Position 29241: 0.0003419961408063311
Position 12733: 0.00033212370767041454
Position 2784: 0.00031989558647872924
Position 14661: 0.00031498451786345045
Position 14151: 0.0003008024899648133
Position 1816: 0.0002697169280853321
Position 2497: 0.0002514807974262825
Position 1819: 0.0002466874799520834
Position 1084: 0.00022778648614900577
Position 681: 0.00020331525877780366
Position 167: 0.00017435370024324848
Position 14529: 0.00016077725444213733
Position 2652: 0.00015925457475515921
Position 1588: 0.00015672425594760318
Position 3513: 0.00010957073827265653
Position 2109: 0.00010784063299156685
Position 16518: 6.265101671863949e-05
Position 14605: 6.24049118057188e-05
Position 453: 5.840152108830652e-05
Position 12412: 5.410614583680253e-05
Position 15456: 4.926712928893212e-05
Position 12753: 4.6127300322439064e-05
Position 3026: 4.474672006390942e-05
Position 127: 4.4132673883960634e-05
Position 15992: 4.3416348783710625e-05
Position 3165: 4.271178850443891e-05
Position 16342: 3.805572076066743e-05
Position 31360: 3.7748455902048384e-05
Position 2469: 3.7256511336428105e-05
Position 3486: 3.618787984931401e-05
Position 16294: 3.290333499098312e-05
Position 2577: 3.165151188552998e-05
Position 12737: 2.9142356243359637e-05
Position 20554: 2.8940806841101967e-05
Position 30849: 2.2820293583894654e-05
Position 31383: 2.156570705770333e-05
Position 3930: 2.0465949790325695e-05
Position 15407: 1.5076854601699182e-05
Position 402: 1.4226380302763831e-05
Position 15361: 1.3163358849119608e-05
Position 492: 1.1278890018582494e-05
Position 4019: 9.417122084120479e-06
Position 3264: 5.729814065760346e-06
Position 329: 5.205030041496592e-06
Position 634: 4.7304707881226734e-06
Position 3682: 4.702471816934289e-06
Position 96: 4.4940590988588545e-06
Position 2569: 4.247048186961509e-06
Position 3800: 4.121308230494304e-06
Position 267: 4.061124178822948e-06
Position 242: 3.970802950833174e-06
Position 392: 3.850134645401965e-06
Position 374: 3.602768338720094e-06
Position 3994: 3.2702472213054817e-06
Position 3909: 3.1122272032838294e-06
Position 543: 3.0185793911531716e-06
Position 3534: 2.9378203068604523e-06
Position 581: 2.5756062156301567e-06
Position 3358: 2.430023762002518e-06
Position 244: 2.3153449874341945e-06
Position 262: 2.0744284760020214e-06
Position 4077: 1.6697786366250147e-06
Position 4054: 1.6117594027207669e-06
Position 3957: 1.4787480507580686e-06
Position 588: 1.4591506926411012e-06
Position 356: 1.402146378578441e-06
Position 151: 1.217921005925017e-06
Position 3806: 1.042032934827637e-06
Position 4045: 1.0195870482468497e-06
Position 559: 8.83899459286722e-07
Position 569: 7.469056031780495e-07
Position 503: 4.802271707005529e-07
Position 637: 3.620901083377532e-07
Position 318: 3.1689137431597625e-07
Position 297: 2.315094003468698e-07
Position 549: 2.0259074187435437e-07
Position 332: 1.7804876289202627e-07
Position 170: 1.713838647620941e-07
Position 26629: 1.6052311086297659e-07
Position 80: 1.4838374765856314e-07
Position 610: 1.2212560073578914e-07
Position 78: 5.614019089664184e-08
Position 1632: 4.7716773439030875e-08
Position 310: 3.3577978668299073e-08
Position 1212: 2.2451027209805888e-08
Position 496: 1.930579114778733e-08
Position 377: 4.798277229498945e-09
Position 506: 7.32128458433141e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 25893: 0.985540598786633
Position 15263: 0.9547347925979112
Position 3237: 0.925683489380068
Position 12411: 0.9244539883316919
Position 20287: 0.8278368358914574
Position 21937: 0.7222475673075507
Position 19796: 0.5872087021122306
Position 33406: 0.5663702372732348
Position 26129: 0.4810361238565555
Position 31096: 0.4769729280318015
Position 14063: 0.42820387939090593
Position 2913: 0.4185281372259285
Position 28684: 0.3952941191904101
Position 29375: 0.3304652093155726
Position 21366: 0.3086668672525211
Position 29751: 0.2748940639715836
Position 26529: 0.24549259511387633
Position 14058: 0.2416850651989229
Position 29134: 0.22617540021451735
Position 19825: 0.21756848868738848
Position 22576: 0.21223308467283944
Position 28737: 0.20360993887212775
Position 26409: 0.19345417273087426
Position 3087: 0.17519643111924338
Position 13967: 0.16830642201406773
Position 26397: 0.16439262219419978
Position 30376: 0.15347782736795712
Position 28982: 0.14657577977183012
Position 31795: 0.13431941402176176
Position 30585: 0.1315729828346045
