Gene = AIDA
index = 43
Annotated 5SS: [  317  9377 18315 18736 24930 25595 36429 39212 42392]
Annotated 3SS: [ 9306 18260 18680 24865 25487 36305 39088 42273 42534]
SMsplice 5SS: [  317  9377 18315 18736 25595 26835 33677 36429 39212 42392]
SMsplice 3SS: [ 9306 18260 18680 25487 26743 33569 36305 39088 42273 42534]
top_k =  1000
Partition function (log Z): 3.0161810052665956

Sorted 5' Splice Sites (High to Low Probability):
Position 9377: 0.9951173799901241
Position 25595: 0.9812238909270511
Position 18315: 0.9807919781392127
Position 36429: 0.9695272637998615
Position 42392: 0.9061570715035343
Position 317: 0.8419198650648323
Position 39212: 0.7767645429486084
Position 18736: 0.7074242874975345
Position 33677: 0.6465244812979429
Position 26835: 0.6164966948621091
Position 915: 0.5773389308509259
Position 2773: 0.4828344410871108
Position 24930: 0.47507970000340416
Position 2147: 0.3594826719772012
Position 9933: 0.3224898983936253
Position 38311: 0.2758902514204072
Position 31919: 0.245805358279092
Position 41850: 0.21364810684688335
Position 1146: 0.20623801521233479
Position 30609: 0.17159337786839166
Position 4800: 0.1459451040503371
Position 14507: 0.12927594542737533
Position 40540: 0.09571876382689944
Position 42120: 0.0883303503256568
Position 10272: 0.08172041318573534
Position 24742: 0.07035153871637194
Position 34087: 0.06903345283170398
Position 562: 0.06673402120630959
Position 7483: 0.04856913897573923
Position 29336: 0.04850018474454789
Position 9749: 0.04645858036170424
Position 27588: 0.04591899448858026
Position 16380: 0.03931435786250809
Position 173: 0.03866212529951775
Position 35291: 0.03515945593256578
Position 27700: 0.034536505879206474
Position 1859: 0.032007046846006394
Position 27520: 0.03117752465987738
Position 982: 0.0297004113902023
Position 20255: 0.02748855128768839
Position 1476: 0.02746962665967105
Position 29877: 0.02683131365466889
Position 32809: 0.025600173143576085
Position 40582: 0.02273686805538111
Position 32189: 0.02133676339055617
Position 37500: 0.021249584061884003
Position 14750: 0.02105818418814654
Position 27889: 0.019303549503226825
Position 31937: 0.01847722732412976
Position 36461: 0.018368439397803103
Position 5638: 0.01600066344140619
Position 26583: 0.013434301980620322
Position 41469: 0.012698401979774983
Position 36416: 0.012060235262018066
Position 18050: 0.011982818594129035
Position 25599: 0.01128188250646523
Position 34819: 0.010150046782613699
Position 27674: 0.010145739512678675
Position 36953: 0.009226700726384256
Position 10247: 0.009099159100178042
Position 42836: 0.008196757985449752
Position 10602: 0.008193042257101345
Position 11399: 0.008124217951070833
Position 8228: 0.006248558875112646
Position 8418: 0.005718891369555524
Position 122: 0.005566439888473722
Position 20123: 0.00530599349462342
Position 5004: 0.005058490119841899
Position 21733: 0.00495737221873969
Position 36789: 0.004713031250608589
Position 38563: 0.004645086132004228
Position 26272: 0.004489129055038686
Position 41745: 0.004475031927933549
Position 399: 0.004345044639058807
Position 38066: 0.004160698153366708
Position 36923: 0.0041182361656618436
Position 9711: 0.0040195584871802305
Position 3040: 0.003910104123268794
Position 36890: 0.0039050036937740926
Position 308: 0.0037766508961167788
Position 26651: 0.003742240330678992
Position 42430: 0.0035958593885621467
Position 4787: 0.0033896940530993495
Position 26524: 0.0033866042541141773
Position 1140: 0.003376514700079426
Position 101: 0.003092186247707555
Position 27581: 0.0030770836176430127
Position 15506: 0.003025330071275435
Position 33582: 0.0027207736281785904
Position 975: 0.0024474922545873446
Position 34063: 0.0024286280453217233
Position 216: 0.0023087176215362774
Position 1556: 0.002147475706820845
Position 4983: 0.0021273237687842303
Position 26441: 0.002095322750020756
Position 9102: 0.001969249036749117
Position 1502: 0.0019501012061279668
Position 42659: 0.001891328539027842
Position 646: 0.0018329353234520236
Position 42381: 0.0017930870599588106
Position 26490: 0.0017081647179005063
Position 9745: 0.0016744560418956419
Position 116: 0.0016679059663548465
Position 4859: 0.0016064126244908455
Position 675: 0.001565842461975789
Position 424: 0.0015595684220218945
Position 787: 0.0015293020975954816
Position 3436: 0.001239716388771327
Position 380: 0.00115663272862455
Position 5780: 0.0011258390063022187
Position 40160: 0.0010513169443914915
Position 80: 0.0009876934937632531
Position 2762: 0.0009340432185663334
