Gene = PLPP7
index = 1040
Annotated 5SS: [755]
Annotated 3SS: [18228]
SMsplice 5SS: [755]
SMsplice 3SS: [18228]
top_k =  1000
Partition function (log Z): -9.211108728551704

Sorted 5' Splice Sites (High to Low Probability):
Position 755: 0.8251319147201008
Position 2542: 0.6929990060856372
Position 6350: 0.6513767050875285
Position 10175: 0.4905343430493933
Position 3386: 0.48493311904634334
Position 4596: 0.3566595431370059
Position 6043: 0.3134836301888694
Position 14132: 0.3063881868624237
Position 3031: 0.2541507826299155
Position 1539: 0.2347694355280767
Position 9145: 0.21334111427430347
Position 289: 0.20855846803908953
Position 15295: 0.16833792104373022
Position 14812: 0.13692211344398092
Position 15250: 0.1320522858778079
Position 6505: 0.08950703332660578
Position 3010: 0.08516502228713928
Position 3471: 0.06656050789625108
Position 3002: 0.06268051416973854
Position 575: 0.03838093633764187
Position 1486: 0.03409880912527453
Position 12714: 0.030075786228199855
Position 733: 0.02779757311349393
Position 11418: 0.027331578024826525
Position 9968: 0.02612550524591844
Position 1438: 0.026103382930569182
Position 2396: 0.025497653591089724
Position 1530: 0.024876903626881004
Position 14104: 0.024193073407248113
Position 1599: 0.018453451793585474
Position 3547: 0.015512660193658372
Position 1087: 0.014871724148262393
Position 1623: 0.012354595681681818
Position 14710: 0.012255103210521106
Position 4842: 0.011556868872155984
Position 4828: 0.010760892066169427
Position 877: 0.010088666230723466
Position 12080: 0.010061733773771028
Position 703: 0.00873175901370225
Position 4835: 0.00825511706021894
Position 3024: 0.007413402133888529
Position 2965: 0.006742005316048376
Position 461: 0.006734188167591634
Position 4740: 0.006597501240062028
Position 6273: 0.005458395463849693
Position 2986: 0.005340131157756555
Position 1376: 0.0029124064022701336
Position 5406: 0.0026603125060248216
Position 1628: 0.00252178892047261
Position 1736: 0.00249639817950757
Position 4022: 0.0023500452592411913
Position 2661: 0.002307220991501754
Position 3712: 0.002260445468097517
Position 66: 0.0021737676927326578
Position 595: 0.0020748327997697777
Position 3061: 0.002068230691187107
Position 2822: 0.0019051287623730116
Position 6195: 0.0017477319215134677
Position 215: 0.001688682487375081
Position 1099: 0.001566622601745997
Position 298: 0.0013401424377495808
Position 998: 0.0013251410453905693
Position 1189: 0.0010744985453377447
Position 1634: 0.0009599400831829748
Position 156: 0.0009176837291840176
Position 1260: 0.0008065931959262973
Position 1220: 0.000771844843056536
Position 1851: 0.0006810688285670844
Position 1356: 0.0005363837309789463
Position 597: 0.00024697491450065463
Position 2124: 0.00015612416345810675
Position 2758: 0.00015588324976111982
Position 2805: 0.0001511561214853422
Position 1983: 0.00013687320487516772
Position 1151: 0.00011927647860158527
Position 1911: 9.459500490089273e-05
Position 1445: 8.732706666106683e-05
Position 132: 8.620057886982803e-05
Position 2569: 5.6819857134479054e-05
Position 2834: 5.3635516296652306e-05
Position 1502: 4.9680222525618034e-05
Position 2015: 4.621874409723387e-05
Position 759: 4.0564768754294895e-05
Position 1782: 3.973221745192941e-05
Position 1372: 3.813215958012742e-05
Position 784: 3.150401914720548e-05
Position 579: 1.8362872077135326e-05
Position 891: 1.5650412182985e-05
Position 640: 1.3472246859063938e-05
Position 1835: 9.917755704845655e-06
Position 867: 8.899965305465399e-06
Position 6515: 5.990328976989923e-06
Position 1069: 4.5638818783183465e-06
Position 116: 4.525786473343136e-06
Position 366: 6.201598037798419e-07
Position 372: 3.7715583697147623e-07
Position 329: 2.465802640251506e-07
Position 239: 2.1066234588682112e-07
Position 486: 8.913562957236542e-08
Position 35: 4.842830585651763e-08
Position 626: 1.4529925410670618e-08
Position 761: 1.2921040202119467e-08
Position 1118: 1.2170895019071685e-08
Position 349: 7.316421601679064e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 18228: 0.9410144756799418
Position 10062: 0.4931053944452238
Position 6155: 0.4116824867476457
Position 2893: 0.39084566227333783
Position 3222: 0.34267391775179784
Position 2294: 0.34210235901107683
Position 4429: 0.33985599413133943
Position 14020: 0.3315447744381684
Position 2395: 0.3308686557252629
Position 15044: 0.30715402645559875
Position 1416: 0.23465311325671723
Position 5981: 0.1882661747688275
Position 8940: 0.16799694164584594
Position 14560: 0.16425056948348002
Position 6272: 0.1617269289273495
Position 1336: 0.0967501114057727
Position 3093: 0.08949489547916337
Position 6242: 0.08940907362885767
Position 645: 0.08812366157118258
Position 6398: 0.07455299273576005
Position 5880: 0.053584148645784764
Position 3412: 0.04924314284146451
Position 2493: 0.04377964761558186
Position 6033: 0.04077080394717396
Position 11299: 0.03860169682827158
Position 5903: 0.0377890193937451
Position 626: 0.03378312462158845
Position 3160: 0.03315150386654762
Position 12574: 0.0303999002655906
Position 8982: 0.029920945014336096
Position 9750: 0.0264552147155301
Position 3262: 0.02309083619970812
Position 4504: 0.022923576577483677
Position 9016: 0.018808564958205473
Position 537: 0.014262819396555116
Position 2701: 0.013655731717812898
Position 2783: 0.012143845784684117
Position 3326: 0.011244189994879394
Position 4797: 0.00935790571030486
Position 4714: 0.00916038598579962
Position 11736: 0.007137299780250609
Position 585: 0.007132165426264171
Position 1437: 0.006784063856005617
Position 3385: 0.006718483251126431
Position 14420: 0.006612955264067003
Position 11894: 0.005888057979890296
Position 2986: 0.005120493736210581
Position 1393: 0.005102827984876337
Position 1529: 0.0050478173067000295
Position 4674: 0.004511879075330665
Position 6425: 0.003992661180714436
Position 3186: 0.0036317320154512322
Position 1483: 0.0035328330489209454
Position 442: 0.0030356724484408206
Position 4717: 0.0030090431514989534
Position 3461: 0.002892858215169236
Position 1168: 0.0027961351822545534
Position 1421: 0.0027626860887898005
Position 2895: 0.0026739749955760335
Position 4739: 0.00249240228888273
Position 5279: 0.0020351351486687474
Position 6595: 0.0018863870728116363
Position 2299: 0.0018306400399591965
Position 3110: 0.001828971538372447
Position 1258: 0.0017892259419683518
Position 3641: 0.001460503754070122
Position 4671: 0.001351496933281796
Position 384: 0.001199017686188673
Position 2656: 0.0011804902921119598
Position 6306: 0.0011206004556354714
Position 3366: 0.0011037137151314437
Position 4595: 0.0010987942455661264
Position 3165: 0.0009559813431841865
Position 11319: 0.0009436573946323408
Position 2821: 0.0008981274643997643
Position 1005: 0.0007813979486342148
Position 473: 0.0007762870417376293
Position 2368: 0.0007532595130853924
Position 788: 0.0007442568046482087
Position 977: 0.000719492165231055
Position 5302: 0.000710267606476608
Position 1752: 0.0007053265222431396
Position 3835: 0.0006812553709589987
Position 3926: 0.0006801559179392227
Position 7060: 0.0005740164191334137
Position 10223: 0.0005565492759478023
Position 447: 0.0005411932013826126
Position 413: 0.0005085042948099591
Position 3546: 0.0005034448556689689
Position 8372: 0.0004758992520579591
Position 9646: 0.00045378753309776947
Position 1887: 0.00045361636898671
Position 905: 0.0004464684877061319
Position 1225: 0.0004426880139419029
Position 2830: 0.0004242216551808752
Position 10627: 0.00041898586442199376
Position 3183: 0.00041686818581793594
Position 2324: 0.000380655357464823
Position 495: 0.00037356408982738186
Position 932: 0.000358902719956821
Position 3951: 0.00035070091612510754
Position 7025: 0.00034892109496237024
Position 981: 0.00032496478781261307
Position 1305: 0.00032453753862808084
Position 2379: 0.00031717738126248136
Position 1570: 0.0002935726827954856
Position 844: 0.00027327421493445614
Position 946: 0.00027128936158267984
Position 3871: 0.00026892655697850277
Position 3874: 0.00026228844896242595
Position 6945: 0.0002596713806428379
Position 2503: 0.000246120439370106
Position 4210: 0.00023477189888879304
Position 2255: 0.00021770826222872937
Position 12143: 0.0001749839267944447
Position 713: 0.0001649928851897671
Position 708: 0.00014637209226178488
Position 1485: 0.00012967863187998517
Position 422: 0.00012632459518562385
Position 2898: 0.00012140970356844168
Position 9232: 0.00011448359141208567
Position 8771: 0.00011390596781607522
Position 2465: 0.00010667141206603525
Position 7415: 9.567454899650263e-05
Position 393: 8.043523591566237e-05
Position 11687: 6.418100060581207e-05
Position 8470: 5.619702968120982e-05
Position 2940: 5.459005181439753e-05
Position 6574: 5.411696650179542e-05
Position 1036: 5.244454104773016e-05
Position 183: 5.223584096358994e-05
Position 492: 5.126768537840616e-05
Position 1150: 5.101747136317633e-05
Position 5480: 5.038952007046624e-05
Position 519: 4.440105580680857e-05
Position 3816: 4.347453100032048e-05
Position 1273: 3.9271226357784015e-05
Position 6614: 3.432287209469835e-05
Position 881: 3.156407306321831e-05
Position 7191: 2.5154537392282404e-05
Position 983: 2.2200110887115968e-05
Position 685: 2.095921963970566e-05
Position 804: 2.021562797048178e-05
Position 2123: 2.008915318465861e-05
Position 8687: 1.921691421138986e-05
Position 936: 1.8921750364313603e-05
Position 1016: 1.8522789418217417e-05
Position 1002: 1.844921464537391e-05
Position 1369: 1.7579729796069546e-05
Position 909: 1.736246253096506e-05
Position 4997: 1.3102483387102516e-05
Position 1669: 1.2078309372546248e-05
Position 1461: 1.1216888678997599e-05
Position 1175: 1.0150536413091872e-05
Position 899: 9.00856344589777e-06
Position 1022: 8.813765072984773e-06
Position 405: 8.316822278905818e-06
Position 426: 7.887116715135875e-06
Position 366: 7.806521327270345e-06
Position 253: 7.126944595710753e-06
Position 507: 6.1675904926148475e-06
Position 1042: 5.577442170787908e-06
Position 851: 5.033802234192615e-06
Position 1179: 4.272060780364105e-06
Position 1038: 3.271378973535151e-06
Position 233: 3.179697610564428e-06
Position 1633: 2.5723051751469316e-06
Position 475: 1.9655477854658174e-06
Position 729: 1.879552928728157e-06
Position 876: 1.8034087486807154e-06
Position 486: 1.155029620920736e-06
Position 318: 1.0455998071496644e-06
Position 710: 5.261415078025972e-07
Position 310: 3.821527607735697e-07
Position 885: 2.84386769188899e-07
Position 732: 2.2677650417371406e-07
Position 502: 1.862996221145798e-07
Position 1079: 1.5843663744919222e-07
Position 477: 8.976605471868563e-08
Position 297: 5.012902370190007e-08
Position 759: 4.4379506927555525e-08
Position 138: 3.6272586492560006e-08
Position 1342: 3.6188594200125705e-08
Position 197: 3.338876158096337e-08
Position 293: 2.9277386585758162e-08
Position 1496: 1.9372299376198277e-08
Position 320: 1.2686479661392319e-08
Position 1547: 1.2175430953198218e-08
Position 201: 8.688828970388538e-09
Position 504: 7.739987038456562e-09
Position 1466: 7.705203125968684e-09
Position 250: 7.538356104546999e-09
Position 194: 4.9671475538830346e-09
Position 143: 2.6085560182566523e-09
Position 889: 1.2549700521607422e-09
Position 151: 1.1221767345807559e-09
Position 263: 6.745059830674248e-10
Position 1049: 4.381217385945217e-10
Position 800: 2.731763698538951e-10
Position 209: 2.1250905002961597e-10
Position 140: 1.968974362502596e-10
Position 205: 1.895822215817095e-11
Position 127: 3.928857250205952e-12
Position 926: 9.659722663611496e-14
