Gene = ARV1
index = 98
Annotated 5SS: [  231  9391 11215 16936 18219]
Annotated 3SS: [ 9270 11060 16710 18071 21088]
SMsplice 5SS: [  231  9391 11215 16936 17935 18219 20339]
SMsplice 3SS: [ 9270 11060 16710 17800 18071 20120 20573]
top_k =  1000
Partition function (log Z): -0.5788100479658729

Sorted 5' Splice Sites (High to Low Probability):
Position 9391: 0.9915035804555354
Position 11215: 0.9144508691607356
Position 18219: 0.9016994493434919
Position 16936: 0.7699072419666219
Position 20339: 0.7088316985552024
Position 2856: 0.5047300258573575
Position 231: 0.4853929470449484
Position 17935: 0.45429207048199777
Position 17882: 0.40053791991303683
Position 21395: 0.3864482586296236
Position 9708: 0.3828139582199357
Position 17539: 0.3293010535314631
Position 710: 0.3161749846193382
Position 11650: 0.2716196765252953
Position 471: 0.22653222720283514
Position 20172: 0.21462507694368949
Position 243: 0.1613514664071295
Position 7521: 0.12408553728534698
Position 11421: 0.10979528208402456
Position 16176: 0.10654613935089878
Position 155: 0.10174725289095496
Position 11370: 0.09072932309180638
Position 18754: 0.08227381051432102
Position 17095: 0.07787436062211511
Position 19476: 0.07079277322659483
Position 208: 0.06920434854931609
Position 20611: 0.06112685289792646
Position 13422: 0.05837526635721502
Position 20753: 0.05643838600842748
Position 3255: 0.054936103100528384
Position 18090: 0.054602237588770135
Position 7893: 0.04685084681002619
Position 1199: 0.045861206509408864
Position 6820: 0.04157669393835447
Position 9817: 0.03830640673147463
Position 8801: 0.03020740940428232
Position 5733: 0.02737913261860962
Position 3764: 0.02695582110733847
Position 2429: 0.024479460506501478
Position 5726: 0.019922281708766344
Position 11634: 0.015024934883567152
Position 11800: 0.01269095631594887
Position 17178: 0.012079684960638326
Position 18159: 0.010070012951492065
Position 2928: 0.009703657097610778
Position 16435: 0.008934083493284947
Position 1602: 0.008908412574480721
Position 718: 0.008842021659523304
Position 738: 0.008207423107757768
Position 695: 0.008020102877386467
Position 3185: 0.007737688865291531
Position 2544: 0.004765317551599277
Position 18990: 0.004563835434064915
Position 328: 0.004177476419812797
Position 14185: 0.003096001392950803
Position 2631: 0.002875871347833623
Position 21364: 0.0019483529236714217
Position 19766: 0.00175456922898625
Position 740: 0.001247956665286431
Position 2604: 0.0010643407438482035
Position 16899: 0.0009480552686033649
Position 7605: 0.0008993809155227371
Position 2558: 0.000877197208230127
Position 633: 0.0008655949051639173
Position 20295: 0.0008476382366493814
Position 477: 0.0006833145148013233
Position 18571: 0.0006629373135645118
Position 8349: 0.0005632052990179702
Position 2577: 0.0004735367239508788
Position 3028: 0.00044382140740208153
Position 102: 0.00023106023531550685
Position 6380: 0.00021614428341834222
Position 149: 0.0001938485353117769
Position 18180: 0.00018641154106715374
Position 188: 0.00016117882002144609
Position 905: 0.00013342255954032847
Position 46: 0.00011782749114831124
Position 250: 0.0001109735595851283
Position 303: 9.757236860748563e-05
Position 688: 8.386015817733944e-05
