Gene = GRIFIN
index = 621
Annotated 5SS: [  12  464  714 1242]
Annotated 3SS: [ 383  554 1074 1496]
SMsplice 5SS: [183 464]
SMsplice 3SS: [383 554]
top_k =  1000
Partition function (log Z): -7.371399886164138

Sorted 5' Splice Sites (High to Low Probability):
Position 464: 0.8536531512797852
Position 183: 0.4710463201413789
Position 100: 0.2966626422074012
Position 714: 0.19302843005340078
Position 672: 0.13681858871282765
Position 12: 0.10041876588831566
Position 281: 0.09007399530826282
Position 1177: 0.047298798818443094
Position 647: 0.025670413782839536
Position 16: 0.01985228874367338
Position 265: 0.011629581345842476
Position 809: 0.011037161708218193
Position 46: 0.0065155480588539715
Position 555: 0.005033632218288889
Position 1242: 0.004653123547872995
Position 155: 0.003978293046107474
Position 315: 0.00306549509340935
Position 873: 0.0030247550824232645
Position 149: 0.002795401720748682
Position 1210: 0.001476166931284537
Position 869: 0.0013608646981028655
Position 729: 0.001275370967479087
Position 1129: 0.0010983987658101703
Position 828: 0.0009153807736770323
Position 1081: 0.0004321292135965639
Position 185: 0.00031601345109883946
Position 1446: 0.00027601071001864054
Position 253: 0.00022264865753206372
Position 1265: 0.0001943153237860343
Position 321: 0.00017423667151325538
Position 208: 0.00012767535757122748
Position 143: 3.8160910581880284e-05
Position 432: 1.4415382684670513e-05
Position 327: 2.3080304018581543e-06
Position 504: 2.2418831441485183e-06
Position 397: 1.7974496601563168e-06
Position 6: 6.755865406560412e-07
Position 187: 4.025185342224017e-07
Position 544: 3.137619912013054e-07
Position 674: 1.8829750664476708e-07
Position 612: 1.6659263384802584e-07
Position 361: 5.1094171847286765e-08
Position 628: 3.646672610917654e-08
Position 216: 2.985892241761235e-08
Position 76: 1.2740090381017015e-08
Position 631: 5.721094212553324e-09
Position 369: 9.305031672751207e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 383: 0.9042528470663068
Position 554: 0.713284572331006
Position 1395: 0.16351059918291577
Position 1496: 0.08566535224754655
Position 808: 0.07235011739608742
Position 1264: 0.04629801613533727
Position 92: 0.033458396960330865
Position 969: 0.03155820631696598
Position 1065: 0.02925344890453927
Position 526: 0.023635172011342107
Position 202: 0.020844743746740852
Position 1074: 0.016174120679884225
Position 872: 0.01579271552216425
Position 579: 0.015232943242446069
Position 1301: 0.012017225324117399
Position 985: 0.010602623344697316
Position 1304: 0.00986378419147701
Position 1461: 0.009443652425800196
Position 852: 0.009203274769292221
Position 606: 0.007094098584037939
Position 1530: 0.00702417055719199
Position 1078: 0.006303782968528331
Position 620: 0.005748064673471026
Position 390: 0.004954745579667838
Position 916: 0.004247224402469597
Position 1175: 0.0033339240446616505
Position 1122: 0.0033058099569759553
Position 123: 0.003252261333441446
Position 869: 0.0028666129471908446
Position 769: 0.0028003797724438697
Position 1080: 0.0025194990625939397
Position 1128: 0.00237256073983195
Position 1421: 0.00218971129143135
Position 996: 0.001977129486452629
Position 895: 0.0017502191796487357
Position 1209: 0.0015179164391771246
Position 182: 0.001456178833890188
Position 1051: 0.001318178375647909
Position 1014: 0.001246018404881585
Position 647: 0.000757439642032068
Position 1466: 0.0005452488733192437
Position 1152: 0.0005248965837784403
Position 425: 0.0004953742490084299
Position 784: 0.00023544303077655616
Position 1533: 0.0002089172761411786
Position 1023: 0.00017570860244472188
Position 561: 0.0001541316120543634
Position 744: 0.00013594353706252512
Position 130: 0.0001254134947368969
Position 463: 0.00012271753344323365
Position 304: 0.00010930430033619176
Position 944: 9.27380556658803e-05
Position 949: 7.78002212258098e-05
Position 671: 7.548510218190107e-05
Position 164: 7.46673919681063e-05
Position 347: 7.335170510947905e-05
Position 224: 6.454178703234898e-05
Position 340: 5.6840669191991234e-05
Position 94: 4.998743137412502e-05
Position 813: 4.919640446520513e-05
Position 1030: 4.4383901572605876e-05
Position 437: 4.2321425284483794e-05
Position 356: 3.38416634426493e-05
Position 1098: 2.860544184384106e-05
Position 313: 2.567451544489669e-05
Position 275: 2.0605723636769264e-05
Position 516: 1.7442099764487927e-05
Position 337: 1.3040173910299871e-05
Position 912: 1.0265117758776354e-05
Position 231: 6.30654844266907e-06
Position 154: 5.101394567361354e-06
Position 668: 2.4032355133718145e-06
Position 777: 2.2950863352454968e-06
Position 288: 2.0546556268436225e-06
Position 720: 1.463012614976917e-06
Position 458: 1.3373376748231021e-06
Position 333: 7.335642360468719e-07
Position 166: 7.251329246116709e-07
Position 713: 6.186249931594217e-07
Position 147: 5.966480751842889e-07
Position 456: 4.5384044948808413e-07
Position 748: 1.8764427559092626e-07
Position 239: 1.224303736478594e-07
Position 137: 1.0635836759129779e-07
Position 139: 1.0186019281978904e-07
Position 821: 7.645511337562457e-08
Position 704: 5.235758325228472e-08
Position 247: 3.5632723544117084e-08
Position 679: 5.716576999896444e-09
Position 241: 9.204560119858577e-10
Position 468: 1.1912953507010684e-10
Position 69: 2.924843175825948e-13
