Gene = DCTN4
index = 434
Annotated 5SS: [  251  2693  5631 16996 25742 27694 28066 28479 36203 39394 40834 43545]
Annotated 3SS: [ 2621  5451 16951 25633 27619 27952 28368 36128 39338 40725 43446 47746]
SMsplice 5SS: [  251  2693  5631 16292 16996 25742 27694 28066 28479 35168 36203 36445
 40834 43545]
SMsplice 3SS: [ 2621  5451 16159 16951 25633 27619 27952 28368 35043 36128 36346 40725
 43446 47746]
top_k =  1000
Partition function (log Z): 19.468809238744424

Sorted 5' Splice Sites (High to Low Probability):
Position 28479: 0.9955547158492342
Position 43545: 0.9947130874391108
Position 5631: 0.9874982269006507
Position 25742: 0.9829593066373556
Position 2693: 0.9671824762371629
Position 28066: 0.9046528787224334
Position 27694: 0.8802576664770524
Position 16996: 0.8586697491754366
Position 35168: 0.825972656089207
Position 36203: 0.8245164218288498
Position 36445: 0.7802319059126638
Position 40834: 0.7402972411459663
Position 251: 0.6547832164905324
Position 16292: 0.5587411114612983
Position 1189: 0.5328726066046451
Position 44922: 0.5080075152272779
Position 39394: 0.48332691694498575
Position 4826: 0.4667313516311465
Position 22925: 0.3898884712459745
Position 29647: 0.349112364540862
Position 2473: 0.3466868488261928
Position 26071: 0.310347994472939
Position 765: 0.293516400275056
Position 15195: 0.2811160315794907
Position 1819: 0.18205143105908558
Position 274: 0.16565049309069227
Position 5332: 0.15686087008933527
Position 33208: 0.13110923257163098
Position 30806: 0.127187908713954
Position 27733: 0.11508198799389091
Position 804: 0.10430218745394927
Position 4840: 0.09303242340652677
Position 11250: 0.0907598523785333
Position 3482: 0.0852068917546889
Position 173: 0.08443226386232089
Position 3613: 0.07816042616920002
Position 34584: 0.07519979285508922
Position 28050: 0.07256566371793875
Position 46904: 0.07124548211248118
Position 795: 0.068680268192755
Position 3579: 0.06614060253435611
Position 39727: 0.06185078775538756
Position 3487: 0.05770177032486347
Position 45344: 0.05717290184044303
Position 43273: 0.05203899547188638
Position 26082: 0.04499805198328084
Position 27224: 0.04377239447289679
Position 8177: 0.04190093930907753
Position 2229: 0.04072642558986239
Position 7475: 0.03578119523967443
Position 973: 0.03444123801558142
Position 37085: 0.03310831474657574
Position 549: 0.031537868064617974
Position 32404: 0.0296345124542822
Position 12805: 0.029310062275745837
Position 524: 0.027710083279481244
Position 46641: 0.025604470923650355
Position 13345: 0.02467529374825399
Position 21409: 0.024628006867879304
Position 998: 0.024245792416382698
Position 39133: 0.023808353812102744
Position 3274: 0.023714329035789662
Position 39617: 0.02236107082113591
Position 11880: 0.02150198498833262
Position 38786: 0.02138885463453078
Position 237: 0.020872552158434716
Position 35432: 0.01990807883308396
Position 15227: 0.01884106101277094
Position 48167: 0.018334432408428438
Position 28211: 0.01769447945718751
Position 4118: 0.016715499133152113
Position 41347: 0.01602972494242316
Position 39582: 0.016006077556188818
Position 25753: 0.015916568462050973
Position 38433: 0.015708923947842124
Position 41828: 0.01397383725139405
Position 17137: 0.013633840422667909
Position 1971: 0.013371195780522807
Position 15534: 0.012801298038908464
Position 5627: 0.012297338000267194
Position 16114: 0.01147141173327027
Position 17074: 0.011408228534238564
Position 754: 0.011388698748455684
Position 26308: 0.011006215762855237
Position 34271: 0.010945747485323959
Position 45866: 0.009470512313225227
Position 35600: 0.009374077201290347
Position 17278: 0.0084354454667067
Position 4734: 0.008105053917335958
Position 4404: 0.008079747601059952
Position 36990: 0.00750730277595754
Position 47445: 0.007477320426921133
Position 4864: 0.006804391071356593
Position 14787: 0.006771379008104532
Position 37546: 0.00657868249331783
Position 21499: 0.0063522233565858986
Position 44418: 0.006346246603116833
Position 7530: 0.005806249804256965
Position 28666: 0.00523733951214179
Position 3200: 0.00522512035407028
