Gene = TFB2M
index = 1395
Annotated 5SS: [  499  1979  8944  9752 15112 17780 21804]
Annotated 3SS: [ 1889  8789  9602 15021 17716 21642 25121]
SMsplice 5SS: [  499 17780 21804 25387]
SMsplice 3SS: [17716 21642 25121 25547]
top_k =  1000
Partition function (log Z): -8.16995178809006

Sorted 5' Splice Sites (High to Low Probability):
Position 499: 0.9893018260371829
Position 17780: 0.9856425593258059
Position 21804: 0.8965171626376617
Position 9752: 0.4559380055861014
Position 8944: 0.3847761034621751
Position 25387: 0.3700593282066149
Position 2000: 0.31845473194927415
Position 7798: 0.23082233738558638
Position 6600: 0.22296056437213385
Position 18038: 0.20712015860343963
Position 1979: 0.1608909184736492
Position 9421: 0.13586306655384334
Position 2026: 0.1291853283466428
Position 12376: 0.11513805298370124
Position 153: 0.08726566963909124
Position 10105: 0.08330767734905753
Position 9313: 0.08209473954257393
Position 24918: 0.07606327462940311
Position 11171: 0.0640813999012565
Position 15112: 0.06318455656387167
Position 24604: 0.04727847265947263
Position 8988: 0.04698187660623362
Position 1798: 0.046602747367217846
Position 6641: 0.035448314798701204
Position 5208: 0.028989350479775272
Position 3790: 0.02724776465000902
Position 8669: 0.026902664321847587
Position 25635: 0.02268822840601895
Position 15: 0.019233311108990476
Position 111: 0.01595698850186732
Position 6376: 0.015341193053787713
Position 7870: 0.01480569706772199
Position 4117: 0.012349843335394984
Position 24922: 0.01106477158001096
Position 6329: 0.009789515660123147
Position 3311: 0.008827300472815174
Position 5885: 0.008390993152018203
Position 4625: 0.008366479616528274
Position 21903: 0.007983811363677169
Position 22713: 0.006570525883107544
Position 25290: 0.004212107940048911
Position 7536: 0.003425899648536872
Position 137: 0.00318395908450965
Position 130: 0.0029449756914838947
Position 247: 0.002415645671968403
Position 7565: 0.0021709476558943084
Position 1414: 0.001874242511966297
Position 6673: 0.0016087901052463391
Position 266: 0.0015785971660557418
Position 4195: 0.0012448112667702974
Position 6380: 0.0012250743879112281
Position 125: 0.001067910776130651
Position 5318: 0.0009046965107768238
Position 4907: 0.0007801209605421159
Position 408: 0.0006480654234588231
Position 6365: 0.0005666640747206698
Position 873: 0.0005189919094721407
Position 4765: 0.0004962564590435957
Position 140: 0.0004891448598391412
Position 958: 0.0004852183319959941
Position 44: 0.00047199859373474437
Position 4615: 0.0004435826477691415
Position 188: 0.00027387984515405637
Position 5337: 0.00022477169550117143
Position 2300: 0.00021942789521364885
Position 1446: 0.00021638064939845362
Position 2389: 0.0001856199416579986
Position 463: 0.00017495618949662467
Position 846: 0.000157212926191702
Position 201: 0.00010432880217545732
Position 1352: 0.00010068163051262771
Position 1254: 7.750490119849928e-05
Position 9719: 7.468310202267636e-05
Position 690: 7.391760221182737e-05
Position 66: 7.320833968850493e-05
Position 980: 6.860226983176822e-05
Position 1312: 6.291060017200993e-05
Position 810: 6.17312136088979e-05
Position 1569: 6.114637091855649e-05
Position 949: 5.388472881952553e-05
Position 503: 4.83825522457343e-05
Position 1612: 4.1105425384294724e-05
Position 549: 3.8294196313319445e-05
Position 1831: 3.552677631960621e-05
Position 954: 2.8334099357526e-05
Position 22275: 2.538592003774287e-05
Position 1651: 2.1257048126638257e-05
Position 104: 1.97263192595498e-05
Position 1806: 1.793616059967967e-05
Position 1198: 1.5061398917356778e-05
Position 1826: 1.3866456494138296e-05
Position 963: 1.2156103126838481e-05
Position 310: 1.1750766638706774e-05
Position 2198: 1.0272203521842043e-05
Position 901: 9.184423544011778e-06
Position 722: 8.603714287813556e-06
Position 1325: 8.312100364773862e-06
Position 3466: 6.6841471675305134e-06
Position 829: 5.322935137851782e-06
Position 64: 4.883611165411964e-06
Position 2762: 4.517777698984438e-06
Position 4445: 3.1971607906092127e-06
Position 198: 3.1034850099785307e-06
Position 1717: 2.613888084538463e-06
Position 2218: 2.4562727220974037e-06
Position 4245: 1.4835040526564045e-06
Position 5722: 1.290602290764622e-06
Position 3589: 6.483569718041968e-07
Position 1456: 6.368684356509366e-07
Position 2939: 5.357393466794445e-07
Position 2983: 4.1609728272887854e-07
Position 2010: 6.978033652519876e-08
Position 530: 1.6856138367799553e-08
Position 1890: 8.916681516537527e-09
Position 1233: 4.563407963138485e-09
Position 567: 4.434690121423612e-09
Position 1202: 2.037863421750621e-09
Position 488: 8.977027668317386e-10
Position 683: 7.108301370931607e-10
Position 589: 6.425769290021155e-10
Position 338: 4.3379619220528913e-10
Position 377: 4.1644928363791944e-10
Position 622: 3.06723258798388e-10
Position 1101: 6.332819644531252e-11
Position 403: 4.34149558066544e-11
Position 651: 1.3510187926914345e-11
Position 797: 5.676568431288725e-12
Position 646: 7.554439222962103e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 17716: 0.9994553519562808
Position 21642: 0.920039716341165
Position 25121: 0.6188077926401274
Position 1889: 0.5851514205345367
Position 25547: 0.496801549633695
Position 9602: 0.45601353557487173
Position 8789: 0.39246680723559413
Position 6507: 0.24957761431343856
Position 24821: 0.20038950316024962
Position 17893: 0.17669151453458828
Position 7735: 0.11984433944852801
Position 9126: 0.10875953906390068
Position 9217: 0.09514384714373192
Position 264: 0.07792210457463182
Position 7456: 0.07035190098822515
Position 10759: 0.0643993129234295
Position 15021: 0.06318455656387167
Position 12172: 0.05756591223775801
Position 7732: 0.0570599399078309
Position 12197: 0.05184053082823957
Position 9880: 0.050219226294765815
Position 24534: 0.04974061721711554
Position 335: 0.04895863843080579
Position 8850: 0.031403192630945806
Position 25004: 0.025931393345061393
Position 6146: 0.025090604509706304
Position 1752: 0.021960235719549883
Position 9835: 0.02190961744790577
Position 17846: 0.01818196015387923
Position 5116: 0.0181267917351642
Position 24710: 0.01578690139287632
Position 25668: 0.014925124846317231
Position 9054: 0.014072664677196672
Position 21896: 0.01307402456228723
Position 1909: 0.012918127124511831
Position 22583: 0.01258645887865629
Position 22077: 0.012204134782533061
Position 25761: 0.011324901808499259
Position 3732: 0.011077430388266958
Position 9950: 0.010996415082168188
Position 3709: 0.010213743197653991
Position 25731: 0.009982058565982131
Position 8348: 0.009608857429049699
Position 4067: 0.00890082644141778
Position 24221: 0.00807655157155548
Position 8796: 0.007972187588707554
Position 8317: 0.007948727234317561
Position 25526: 0.007760780569922597
Position 5807: 0.0072162562119588046
Position 4507: 0.00699408022928737
Position 3240: 0.006629639989056418
Position 8389: 0.006573999013310385
Position 1784: 0.0063874150976513284
Position 3694: 0.00619442972051439
Position 358: 0.005952720847287313
Position 1708: 0.005742626375919252
Position 12341: 0.00573698396132949
Position 1680: 0.005175934319031853
Position 6512: 0.005015250377361764
Position 24124: 0.004877973901790699
Position 25383: 0.0048034375579719645
Position 1797: 0.004021023307583989
Position 7559: 0.003972821146081662
Position 5052: 0.0037523315807345106
Position 5184: 0.0029790962967119463
Position 1309: 0.0029631138699519966
Position 5070: 0.00286932549627073
Position 6433: 0.0028097530540760387
Position 8252: 0.002771080645169941
Position 3964: 0.0027699371430118464
Position 6483: 0.0026349485041945635
Position 19421: 0.002429970139973094
Position 25739: 0.002386196248193857
Position 5094: 0.002326240160513883
Position 1659: 0.0016214014672895952
Position 3273: 0.0015200577533797837
Position 22335: 0.001360428935223852
Position 6259: 0.0012042210786100851
Position 5803: 0.001185913722082765
Position 4547: 0.001156689904727837
Position 4527: 0.001150844573502369
Position 3961: 0.0010296928433134462
Position 616: 0.0009705504770276981
Position 22557: 0.0007646592036918482
Position 4768: 0.0007501528139650125
Position 22341: 0.000714599356724078
Position 18146: 0.0006923635513356946
Position 4015: 0.0006559108301065066
Position 1598: 0.0006236530287975257
Position 3276: 0.0006043882830486467
Position 22966: 0.0005776039152184599
Position 1922: 0.0005489654721195296
Position 22777: 0.00047816664743631303
Position 1387: 0.0004779866500073197
Position 1610: 0.00043699142291206536
Position 22361: 0.0004307311008449627
Position 1311: 0.00041921367082617975
Position 6263: 0.0003894020302837145
Position 1378: 0.00037339971475365276
Position 22167: 0.00036681675529892557
Position 19576: 0.0003584262068356528
Position 22101: 0.00033589819295884373
Position 20519: 0.00031317446270196197
Position 2120: 0.0002936594444095923
Position 18128: 0.0002851717801532877
Position 6321: 0.00023961149750927367
Position 1650: 0.00022122745883766836
Position 18443: 0.0002201484629988813
Position 19737: 0.00021492194992846298
Position 1685: 0.00021217181783322195
Position 10050: 0.00021206500479269654
Position 21123: 0.0002089771531245283
Position 18096: 0.00020858624586220898
Position 18803: 0.00020248803220545222
Position 845: 0.00019755752673583228
Position 22411: 0.00018288432635719105
Position 1513: 0.000134628923204192
Position 18983: 0.00013376376567958428
Position 1239: 0.00011799999347131371
Position 19713: 0.00011527468952136823
Position 1194: 0.00010591314956959252
Position 639: 9.719535304922112e-05
Position 18037: 9.393602913298921e-05
Position 18246: 9.349289080206778e-05
Position 1115: 9.072299700492792e-05
Position 1554: 8.12245914520107e-05
Position 18760: 7.071164882298878e-05
Position 4946: 6.452814957491092e-05
Position 1755: 6.429814130400809e-05
Position 1826: 6.361505589760677e-05
Position 1643: 5.200823798523095e-05
Position 3172: 4.629155884582224e-05
Position 779: 4.6039823225996084e-05
Position 1034: 3.980413934573148e-05
Position 2197: 3.933718538823968e-05
Position 1315: 3.889182314588329e-05
Position 4530: 3.687341264700201e-05
Position 1556: 3.5768064678160716e-05
Position 3183: 3.443633335498584e-05
