Gene = MSL2
index = 887
Annotated 5SS: [875]
Annotated 3SS: [43107]
SMsplice 5SS: [  875  1149  3896 42995]
SMsplice 3SS: [ 1048  3816 42818 43107]
top_k =  1000
Partition function (log Z): -26.683962434765586

Sorted 5' Splice Sites (High to Low Probability):
Position 875: 0.7768424186817522
Position 3896: 0.7506945124751246
Position 1149: 0.6434329553988681
Position 1452: 0.43715391477326143
Position 1989: 0.39232641753748815
Position 265: 0.11883044005446732
Position 2471: 0.07585800929674161
Position 2984: 0.04990668914635671
Position 6445: 0.047407868911730294
Position 2905: 0.04353281759055955
Position 12135: 0.03048933125571508
Position 2021: 0.02614467210312923
Position 940: 0.024478786355455584
Position 2869: 0.022879264465419425
Position 2812: 0.02205755934814578
Position 2184: 0.017167266047255998
Position 3419: 0.01706609327035667
Position 6964: 0.013041074495284827
Position 935: 0.0118561040188649
Position 3437: 0.00914143962227474
Position 1429: 0.006955378453409824
Position 6382: 0.006932177854248769
Position 3521: 0.004985782938249361
Position 1998: 0.004173815262861611
Position 4766: 0.003592559919004807
Position 1119: 0.003294230868521855
Position 9699: 0.0031507895343850763
Position 2380: 0.0025233992671949224
Position 252: 0.0022172973625593667
Position 2385: 0.002134404881325875
Position 4721: 0.0019743785583490364
Position 3386: 0.001690305678325934
Position 617: 0.0014736839599995854
Position 1128: 0.0013167444924756268
Position 2879: 0.0011904272371542847
Position 494: 0.0009847820582243256
Position 963: 0.0009845666717243906
Position 1401: 0.0009441355294065382
Position 1556: 0.0008474015666433331
Position 514: 0.0007974803428003804
Position 6200: 0.0007687630551059936
Position 1962: 0.0007399059333430271
Position 1225: 0.0005692601479640122
Position 1393: 0.0005424610279116985
Position 2216: 0.0005168518132130895
Position 28: 0.00045193021275571004
Position 967: 0.00042487129327235725
Position 1261: 0.00041832332384611715
Position 554: 0.0004169020731996459
Position 997: 0.0004162316738481198
Position 363: 0.0003419497828743666
Position 1134: 0.00033978956293785807
Position 1232: 0.0003391123416720925
Position 1642: 0.00025804977840207516
Position 1094: 0.00025332367169969165
Position 1370: 0.00019511523090956587
Position 3865: 0.0001829889261909677
Position 1104: 0.00015172616779732777
Position 1143: 0.00015103770961497935
Position 1552: 0.0001510212066661337
Position 4756: 0.00013929540383315932
Position 1131: 0.00011510604650175479
Position 1235: 0.00011498886960542463
Position 4638: 0.00011418767713910052
