Gene = AZI2
index = 123
Annotated 5SS: [  527  8726 10635 11191 12391 16759 22296]
Annotated 3SS: [ 8504 10511 11090 12241 16699 22176 24672]
SMsplice 5SS: [  445  7616  8726 10635 22296]
SMsplice 3SS: [ 7479  8504 10511 22176 27877]
top_k =  1000
Partition function (log Z): -6.282293047463097

Sorted 5' Splice Sites (High to Low Probability):
Position 8726: 0.9804677545554012
Position 7616: 0.9139447108079408
Position 10635: 0.6932516594644382
Position 11191: 0.604991155411956
Position 16759: 0.5250836078334696
Position 12391: 0.5035555744969469
Position 445: 0.48300384429090587
Position 456: 0.33486701529486185
Position 10709: 0.26237237419814136
Position 10425: 0.2592838876647508
Position 19256: 0.25606485155377817
Position 19125: 0.2316123653188395
Position 19507: 0.17073714681562432
Position 11699: 0.12229496283405315
Position 13117: 0.1042496931379357
Position 9549: 0.09970865896745719
Position 11602: 0.0915833670627383
Position 5820: 0.08842972239094295
Position 527: 0.08470537768199692
Position 1055: 0.08126157819106744
Position 21484: 0.04602028393794218
Position 1543: 0.0407328723542044
Position 16626: 0.03983401860728578
Position 3187: 0.03892658582614947
Position 9267: 0.0381979151965429
Position 3094: 0.037522181362943025
Position 2865: 0.036381781310135815
Position 967: 0.026204991464740056
Position 19093: 0.02563970334970177
Position 9167: 0.025500198150937646
Position 252: 0.023269323581990575
Position 10590: 0.018403970249462612
Position 2592: 0.018382594894566322
Position 2587: 0.018122055356708952
Position 4809: 0.017218812529529826
Position 7591: 0.01711341734954587
Position 11591: 0.016408291692335927
Position 3099: 0.016067473366646656
Position 9433: 0.012421368991922104
Position 16197: 0.011742216102585955
Position 3478: 0.011638519564498717
Position 9262: 0.011384302877866525
Position 19104: 0.00934121219103795
Position 17266: 0.008769459012590025
Position 9102: 0.008387094941961023
Position 9666: 0.008245096729231934
Position 6698: 0.008108471331508915
Position 905: 0.007965618100220227
Position 16817: 0.007396521074794129
Position 6587: 0.007330643298700955
Position 10161: 0.007303867306322808
Position 10149: 0.0072856730651795504
Position 5600: 0.007163735515324159
Position 427: 0.007098032487873215
Position 17314: 0.006969173017668572
Position 2475: 0.006892218455260326
Position 21671: 0.006703839079880548
Position 5904: 0.006577226386206109
Position 7989: 0.006128077070557821
Position 8995: 0.005964247315816487
Position 1177: 0.0056685252636035945
Position 11542: 0.005114522117229304
Position 11175: 0.004638304043052042
Position 231: 0.0037386801655414936
Position 7273: 0.0035614201969935253
Position 5991: 0.0035499163677239908
Position 2448: 0.0034413535296344095
Position 1158: 0.0034139618522583473
Position 1493: 0.00340868594337555
Position 1003: 0.00312605151640216
Position 6119: 0.0031152744998577315
Position 9901: 0.0024582753718493367
Position 2315: 0.001735710710155649
Position 2398: 0.001481224601129333
Position 10560: 0.0012668818992475483
Position 9064: 0.001088953192665453
Position 92: 0.0010798334524370933
Position 5190: 0.001011951925462803
Position 212: 0.0009934554752996736
Position 16543: 0.0008381037789699546
Position 11782: 0.000828402585182899
Position 8004: 0.0008064575026844832
Position 7636: 0.0007798578158191239
Position 13232: 0.0007747778992630421
Position 8280: 0.0007566577093053278
Position 10695: 0.000603520826823433
Position 11501: 0.0005623947443999956
Position 11480: 0.0004940959454679364
Position 7574: 0.00046549764784989606
Position 8366: 0.00042335947266029
Position 11474: 0.00038492779876206037
Position 242: 0.0003732138053177426
Position 11269: 0.00035543890052675356
Position 184: 0.00034640547534802075
Position 16279: 0.0002430673816462252
Position 9841: 0.00024042118944311999
Position 7550: 0.00020721850465068884
Position 9308: 0.00018973300159042078
Position 10880: 0.00017295107498255867
Position 9521: 0.00016854865356782977
Position 1412: 0.00016697020195614883
Position 2483: 0.00016340537081208645
Position 2437: 0.00014199914877635047
Position 11420: 0.00013102877820494568
Position 5175: 0.00012311579508088704
Position 11062: 0.00011279496786285955
Position 1806: 7.763516851140336e-05
Position 2841: 7.533971102262656e-05
Position 9542: 6.923213172635264e-05
Position 13122: 6.773837918411631e-05
Position 11014: 6.511382798742848e-05
Position 8907: 6.13090692087971e-05
Position 928: 5.8942394207921215e-05
Position 271: 5.78516671687559e-05
Position 15716: 4.216375968483599e-05
Position 16268: 3.693628897479444e-05
Position 2684: 3.528628655307452e-05
Position 1441: 2.8892744588523393e-05
Position 2639: 2.640780098248298e-05
Position 11426: 1.939664407001192e-05
Position 399: 1.4959219013577155e-05
Position 2666: 7.220324229282283e-06
Position 424: 2.5115730479372957e-06
Position 3324: 1.9982300467904856e-06
Position 206: 1.792659948284103e-06
Position 549: 1.7425306641709415e-06
Position 765: 1.4851682772374583e-06
Position 1748: 1.2359846973371248e-06
Position 8576: 9.65312897507748e-07
Position 8522: 8.115990149470985e-07
Position 334: 6.258288972870686e-07
Position 104: 5.952893336637834e-07
Position 1034: 4.977295658806312e-07
Position 460: 3.485485328601927e-07
Position 602: 3.3960387489051043e-07
Position 531: 2.63143878085398e-07
Position 511: 2.3368991873207416e-07
Position 11199: 9.70593485650738e-08
Position 363: 5.5258803546819065e-08
Position 316: 5.179119841606847e-08
Position 401: 3.751041259104652e-08
Position 925: 2.9132271376538345e-08
Position 589: 1.4585110505127001e-08
Position 299: 1.2989159195436495e-08
Position 595: 7.2838378252081725e-09
Position 449: 3.971163992359575e-09
Position 822: 5.193376063523304e-10
Position 387: 5.032445456135629e-10
Position 799: 4.738466609683418e-10
Position 693: 9.299088509241092e-11
Position 749: 9.036119624963456e-11
Position 730: 4.716185156314638e-11
Position 616: 2.3724213757449874e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 8504: 0.9447586618207383
Position 10511: 0.7086275804073934
Position 7479: 0.5680326921365584
Position 18980: 0.527808449366234
Position 11090: 0.4941787418791099
Position 16594: 0.46468093387754256
Position 12241: 0.43469504811849585
Position 7530: 0.3475778508064308
Position 10359: 0.29210940286236314
Position 21581: 0.2048304485586982
Position 10470: 0.1945410206019862
Position 21563: 0.17348243979454459
Position 19296: 0.16757985182279472
Position 17176: 0.12862999779457304
Position 22176: 0.12325181042309132
Position 11590: 0.1174087991503014
Position 16699: 0.10244805760666263
Position 24428: 0.10018628396116563
Position 9385: 0.08258561586793711
Position 19159: 0.08189220449634554
Position 8974: 0.07634126830309075
Position 11419: 0.07468691088806477
Position 2976: 0.07116752117498602
Position 13038: 0.064588670990613
Position 11118: 0.05770141987858883
Position 21363: 0.056593814056234676
Position 24672: 0.05106238666787648
Position 5651: 0.03865997104801959
Position 2745: 0.03828845283557531
Position 12167: 0.03296065431844029
Position 13068: 0.0296212175757197
Position 10993: 0.026506550110578384
Position 22058: 0.026305474553399877
Position 8465: 0.02597409571955607
Position 11372: 0.025589207963224628
Position 5773: 0.025457851220110777
Position 9252: 0.022802476954769467
Position 11394: 0.022425593977645552
Position 1380: 0.021498378435310887
Position 24819: 0.019796156557325733
Position 11310: 0.01750014501650725
Position 5654: 0.017191148101498268
Position 2514: 0.015653989942052717
Position 16043: 0.014689528981074569
Position 746: 0.014397277605769726
Position 10274: 0.014278654358328974
Position 12141: 0.013814624003738247
Position 5630: 0.013682173346266407
Position 9011: 0.013620311717850709
Position 12192: 0.013512666336539747
Position 4622: 0.01341795675906769
Position 22776: 0.013342759518867
Position 7482: 0.013301915794660436
Position 2343: 0.013298023911102793
Position 16328: 0.012886453700415246
Position 12184: 0.010201991310316074
Position 6498: 0.009783181023758204
Position 17172: 0.009439895956197309
Position 20651: 0.009212192645546369
Position 1015: 0.009188954725599191
Position 2422: 0.009138090244192192
Position 3132: 0.008962443540306708
Position 375: 0.00885889962810065
Position 5450: 0.008194182398588403
Position 822: 0.00814957686763613
Position 1250: 0.008054200312004853
Position 10907: 0.0077800005353451445
Position 9883: 0.007250937834608863
Position 3285: 0.007138673250000434
Position 10016: 0.0063320420135224865
Position 841: 0.006326121879150775
Position 11014: 0.006198480719198036
Position 312: 0.006166314182518159
Position 12998: 0.006097300226208679
Position 900: 0.006000632567277218
Position 9390: 0.005228974670325362
Position 10518: 0.005012309087941178
Position 10533: 0.0048547726389340535
Position 5943: 0.004816860670393995
Position 10934: 0.004780603238146006
Position 10829: 0.004361438380586451
Position 10399: 0.004318779127925331
Position 2472: 0.004308799987155035
Position 12750: 0.004147510710190735
Position 14753: 0.004117147022402932
Position 6630: 0.0038676339203057627
Position 2263: 0.003741607867715644
Position 16196: 0.0036759374119241903
Position 7434: 0.0035982433881566415
Position 6901: 0.00356142019699353
Position 7687: 0.003555683183790339
Position 10484: 0.0035396732568535663
Position 18585: 0.003462038350316049
Position 12764: 0.003395512782990054
Position 957: 0.003305605481907913
Position 11132: 0.0032786420625242592
Position 2447: 0.0032708454254478667
Position 8600: 0.0031359688847705895
Position 693: 0.0030883300412982945
Position 8648: 0.00306872465370962
Position 8525: 0.002968115918871109
Position 11425: 0.0028199942298517615
Position 9365: 0.0027403782960107453
Position 2840: 0.0027347871177649356
Position 11049: 0.0027211346162933797
Position 15679: 0.0026758231869950986
Position 16125: 0.002649550175887167
Position 10603: 0.0025609976447169024
Position 2788: 0.00252152694087106
Position 2953: 0.0024922189030263946
Position 10182: 0.002385448046901998
Position 9101: 0.0023314565122572613
Position 3348: 0.0023226516233703946
Position 9415: 0.002014087793132297
Position 4787: 0.0018361205797089682
Position 11542: 0.0018270446151992384
Position 6459: 0.0017882996861459065
Position 10812: 0.0017036904397206881
Position 966: 0.0016782526968024502
Position 1416: 0.0016580030317918134
Position 7775: 0.0015858147515020848
Position 17836: 0.001534921548423453
Position 13381: 0.0015175887166436995
Position 880: 0.0014881569872539006
Position 1366: 0.001478400407863176
Position 13443: 0.0013242719580695908
Position 1461: 0.0012095680793878692
Position 659: 0.0011801116928020646
Position 13720: 0.0011749632588153917
Position 15068: 0.0011620337228324582
Position 3471: 0.001144876838588862
Position 5016: 0.0011350677205436907
Position 9173: 0.0011287714262938125
Position 4700: 0.001126318310411685
Position 1420: 0.001118061663841188
Position 3023: 0.0010474757947349547
Position 19614: 0.0010340630458553234
Position 9836: 0.0010331753557948039
Position 2402: 0.001001962190910743
Position 1455: 0.0009641131344250333
Position 709: 0.0008505092894433296
Position 4496: 0.0008384168803414856
Position 5675: 0.0008336883751775431
Position 8992: 0.0007994956911903739
Position 1231: 0.0007728905986423819
Position 7793: 0.0007674292614275685
Position 10309: 0.0007645771132615292
Position 7859: 0.0007112739215983159
Position 12279: 0.0006988251705274211
Position 1437: 0.0006679999974844281
Position 18061: 0.0006474486929173016
Position 15770: 0.0006342140482310355
Position 338: 0.0006134740424677505
Position 9900: 0.0006124474789663013
Position 9699: 0.0006103292390810418
Position 15094: 0.0006085015893633757
Position 9729: 0.0006023427069794323
Position 11097: 0.0005783188489756637
Position 12668: 0.0005766782994035253
Position 8269: 0.0005666166079368548
Position 1054: 0.000554220217099073
Position 3311: 0.0005441479033177348
Position 10911: 0.0005289090752187467
Position 9476: 0.0004934485824312454
Position 2904: 0.0004915458473084995
Position 3324: 0.0004892604811567496
Position 1080: 0.0004874648297439697
Position 3116: 0.00048125153731740057
Position 10692: 0.0004722992062020974
Position 10425: 0.00044718791028474747
Position 8558: 0.00044280470676483783
Position 925: 0.00042852227399364405
Position 17387: 0.000402578908398755
Position 1492: 0.00039458155581444484
Position 10530: 0.000392026979886618
Position 8202: 0.0003858007213086904
Position 372: 0.00038212209639711613
