Gene = GIN1
index = 592
Annotated 5SS: [   88 11583 13436 15611 22562 22838 23611]
Annotated 3SS: [11436 13241 15304 22369 22660 23324 31978]
SMsplice 5SS: [   88  1607 11583 13055 13436 15611 22562 22838]
SMsplice 3SS: [ 1549 11485 12903 13301 15304 22369 22660 31978]
top_k =  1000
Partition function (log Z): -0.5175751478095725

Sorted 5' Splice Sites (High to Low Probability):
Position 88: 0.9901375426577111
Position 15611: 0.9577736566857268
Position 22562: 0.9543434547333075
Position 11583: 0.9108356406965263
Position 13436: 0.6850703263333964
Position 1607: 0.6581758458997136
Position 13055: 0.6036582353457656
Position 22838: 0.6012334671361832
Position 23611: 0.434686462835453
Position 32093: 0.40908066468868937
Position 9307: 0.3875051466361855
Position 22761: 0.3483406084177522
Position 10578: 0.27225714492850117
Position 23650: 0.2119391334899078
Position 10674: 0.19569095422992094
Position 10089: 0.17605408305575293
Position 15377: 0.16716084474622203
Position 23412: 0.1476918972614349
Position 17898: 0.13626277236131987
Position 8321: 0.12037818470277585
Position 3702: 0.09345584390764744
Position 30353: 0.09104708004004484
Position 13432: 0.0827893683229733
Position 13803: 0.07519033516004399
Position 11535: 0.059590082303511836
Position 2030: 0.050307014797894976
Position 13362: 0.04942400460531105
Position 21162: 0.04529117302279935
Position 17560: 0.04100568947940511
Position 17502: 0.03541292532791546
Position 16828: 0.033765743584047964
Position 7049: 0.02794229194639226
Position 24951: 0.02777720369112551
Position 12269: 0.022879946246516715
Position 17971: 0.022298794055825452
Position 20496: 0.02175377823287018
Position 17823: 0.021556127352461017
Position 4815: 0.01931539780067122
Position 15737: 0.018928542081142696
Position 13385: 0.018783829632922654
Position 17769: 0.017979503495261784
Position 15393: 0.017290491865641387
Position 26665: 0.016597166814034236
Position 21167: 0.016399144971226968
Position 15446: 0.016398145538325252
Position 32610: 0.012607871443333606
Position 19343: 0.01218533740409399
Position 8823: 0.011553138146647117
Position 27399: 0.011460193284676843
Position 916: 0.011165363999368813
Position 26625: 0.010369653546743325
Position 23152: 0.009630820916866942
Position 14563: 0.008858392238565124
Position 12384: 0.008276478537358004
Position 19504: 0.006640044188522436
Position 15404: 0.006161326833162062
Position 14198: 0.005579336115660279
Position 14057: 0.005216454256241026
