Gene = TSGA13
index = 1497
Annotated 5SS: [  602   987  2243  3837  6485  8276 14695 15768]
Annotated 3SS: [  886  2069  3757  6412  8062 14551 15639 18244]
SMsplice 5SS: [  987  1169  2243  3377  3837 15768]
SMsplice 3SS: [ 1056  2069  3183  3757 15639 18244]
top_k =  1000
Partition function (log Z): -2.9571998116593177

Sorted 5' Splice Sites (High to Low Probability):
Position 2243: 0.9444404107920038
Position 987: 0.9025477121984533
Position 15768: 0.8933458429452715
Position 3377: 0.8550981618229293
Position 3837: 0.8408248387817511
Position 1169: 0.7959649104725148
Position 8276: 0.7530826359462283
Position 14695: 0.3448788210597712
Position 14180: 0.295479282754467
Position 602: 0.26007159874481867
Position 307: 0.19016927860030763
Position 3850: 0.14017554388392214
Position 10152: 0.13405980300809575
Position 670: 0.13133077921332287
Position 6346: 0.09502402039726755
Position 6341: 0.08077302636902242
Position 4814: 0.06556381959676434
Position 4818: 0.06541762567818206
Position 2547: 0.06018250968960293
Position 664: 0.05830696010771952
Position 2757: 0.056635897799306924
Position 4079: 0.04021666426818676
Position 6307: 0.033997847198603326
Position 5907: 0.03181730718928569
Position 8850: 0.03159440321008273
Position 355: 0.03113265806090289
Position 13911: 0.023233712554944982
Position 9506: 0.020594986745516783
Position 16297: 0.01924465961532335
Position 14617: 0.015555219541025747
Position 6201: 0.015036424954017523
Position 323: 0.012360931855165774
Position 693: 0.011644937152042014
Position 685: 0.011607522511426419
Position 162: 0.010707013366774192
Position 520: 0.010058114781043702
Position 1001: 0.009200022437019954
Position 6485: 0.008486647777304599
Position 2519: 0.008266012575652407
Position 6596: 0.007797223070890438
Position 3393: 0.006313327363517562
Position 17596: 0.0062441603997953725
Position 4859: 0.006109746154891954
Position 2178: 0.006094788032544733
Position 6701: 0.006031850290893258
Position 701: 0.004680349217322917
Position 1353: 0.00467842243933298
Position 1559: 0.004491591112790448
Position 703: 0.004361972837442973
Position 699: 0.0042954235781063185
Position 3535: 0.004294905649254476
Position 972: 0.00421503500548511
Position 697: 0.004052218644176396
Position 705: 0.003900168048611348
Position 1491: 0.0038393533685859493
Position 709: 0.0038135271375932295
Position 707: 0.003707112869909897
Position 715: 0.0036151222387920657
Position 713: 0.0035586525378338446
Position 711: 0.003505907048696684
Position 17959: 0.0034182438233953216
Position 3122: 0.003384691235838559
Position 695: 0.003372753113878436
Position 3278: 0.0031970503297211097
Position 717: 0.00318982854861452
Position 18159: 0.0030288802749859267
Position 178: 0.0029896816324503596
Position 1180: 0.002850824317780606
Position 5152: 0.002730226449692427
Position 1267: 0.0026381357946995785
Position 3805: 0.0026066440187686897
Position 8529: 0.002230297650717051
Position 3248: 0.002101567322269359
Position 6223: 0.002057203207332847
Position 719: 0.0020492731910642273
Position 16320: 0.0020274774154679137
Position 171: 0.001939106721434941
Position 1758: 0.0019360591585428398
Position 2195: 0.0019015265651255767
Position 5911: 0.0017911715371069724
Position 630: 0.0013912259597689508
Position 721: 0.0013482208748079193
Position 229: 0.001232451021168209
Position 3846: 0.0011780379372577914
Position 723: 0.001092744182647141
Position 3273: 0.0009544703231557668
Position 727: 0.0009102647981152901
Position 725: 0.0008936236051795315
Position 114: 0.0008643890417778764
Position 232: 0.000826126828605851
Position 729: 0.0007539104174721226
Position 530: 0.0007244917410445604
Position 11321: 0.0007181011369588774
Position 3410: 0.0006883330318392254
Position 9685: 0.0006829847799390092
Position 731: 0.0006470440227352382
Position 992: 0.0006273642724214018
Position 2903: 0.0005980295015609727
Position 472: 0.0005806117307082087
Position 400: 0.0005526193057186626
Position 1789: 0.0005456790250466421
Position 267: 0.0004324546202181292
Position 4939: 0.000387572400689266
Position 280: 0.00036284304831524743
Position 4809: 0.0003432142974904369
Position 2570: 0.00029358515603279434
Position 5670: 0.0002885640562247527
Position 1224: 0.00028564324344305296
Position 1967: 0.00024624582716567187
Position 4397: 0.0002212139132161036
Position 3415: 0.0002055211720216366
Position 3381: 0.00018730670804752248
Position 3397: 0.00016965084293904601
Position 2399: 0.00014792932512138846
Position 4146: 0.00014678053260581026
Position 1915: 0.00014073950367912637
Position 3114: 0.0001387832101867426
Position 1024: 0.00012432475169542749
Position 5915: 0.00012224485494627025
Position 311: 0.00011045130759966798
Position 365: 0.00010369648469610888
Position 1357: 0.00010141219726865704
Position 3270: 9.114803025931361e-05
Position 3128: 9.055531666724882e-05
Position 2908: 8.137351273177228e-05
Position 8155: 7.996120127216438e-05
Position 977: 7.171693345806797e-05
Position 1581: 6.600405786775468e-05
Position 518: 6.47289758212972e-05
Position 1891: 6.462552225385721e-05
Position 3213: 6.423068205366409e-05
Position 1285: 5.8797038179970795e-05
