Gene = AMT
index = 77
Annotated 5SS: [ 393  650 1262 2543 3044 3494 3783 4936]
Annotated 3SS: [ 481 1180 2410 2964 3347 3601 4779 5034]
SMsplice 5SS: [ 315  650 1262 3044 3494 3783 4936 5139]
SMsplice 3SS: [ 495 1180 2964 3347 3601 4779 5034 5523]
top_k =  1000
Partition function (log Z): -0.1877201830960713

Sorted 5' Splice Sites (High to Low Probability):
Position 3044: 0.8156966440338302
Position 315: 0.790297587434277
Position 650: 0.7739641400117744
Position 3494: 0.7172494841876864
Position 1262: 0.6912439299945972
Position 3783: 0.56490093376326
Position 4936: 0.5225894817884623
Position 5139: 0.5083969033270762
Position 2543: 0.2989183586159386
Position 393: 0.12771878817177332
Position 1062: 0.10119610937047246
Position 4016: 0.08690856358230618
Position 3139: 0.08444715261091588
Position 3662: 0.0763011406552561
Position 2098: 0.055445301728840664
Position 5265: 0.05077544753110599
Position 3365: 0.043515733317116716
Position 2707: 0.03816725434975718
Position 3820: 0.03663046778968897
Position 4821: 0.01974083729076938
Position 3245: 0.018351700867520433
Position 5133: 0.017057574524205026
Position 3486: 0.01644828769065468
Position 5226: 0.01639298226400026
Position 4924: 0.01487438790242167
Position 4587: 0.014585392170896723
Position 2715: 0.013200975414297041
Position 3721: 0.01253392691154158
Position 2092: 0.012354735592486107
Position 1012: 0.011660482014779618
Position 2491: 0.008582003415971016
Position 4048: 0.0074858386895162565
Position 2971: 0.007388443027743487
Position 3554: 0.00675829992404493
Position 2208: 0.006683824531962863
Position 5210: 0.006188350734829041
Position 4940: 0.005135344574215455
Position 794: 0.005045379594190137
Position 2926: 0.004869483290781797
Position 1028: 0.004715898952335597
Position 5312: 0.0040166167743823705
Position 2817: 0.003930553654417887
Position 90: 0.003145514039303122
Position 4876: 0.0030766815839494512
Position 956: 0.0030171792211954062
Position 1076: 0.002679101851832676
Position 4983: 0.0025000778938308577
Position 3540: 0.0023649634923930928
Position 3509: 0.00221084018309178
Position 121: 0.0020997605592467344
Position 131: 0.002003769460072291
Position 124: 0.0020035964934598566
Position 3910: 0.0018886046432166636
Position 772: 0.0017322667241339098
Position 2102: 0.0016955366939506
Position 3431: 0.0016411152565318674
Position 5299: 0.0015582348878730899
Position 2593: 0.0014931151992216172
Position 2712: 0.0013652538190568851
Position 4848: 0.0013249149268239836
Position 10: 0.0012826788228491556
Position 2114: 0.001219469829705764
Position 865: 0.0011511679521860275
Position 1925: 0.0010652344986781367
Position 5035: 0.0010125652804285844
Position 3013: 0.0008900244921263697
Position 4324: 0.0008164885932741121
Position 3868: 0.0008015234252015564
Position 273: 0.0007336503208829855
Position 2758: 0.0007173023334882221
Position 2061: 0.000712693209119629
Position 4461: 0.0006768314652527103
Position 2465: 0.0006468105463242058
Position 1205: 0.0006041834140406593
Position 4176: 0.0005607207272337009
Position 2765: 0.0005409208564028309
Position 3614: 0.0004958907312670834
Position 552: 0.0004738699763595691
Position 4372: 0.00044374065333073985
Position 3520: 0.0004260316462898205
Position 3826: 0.00034459558577599445
Position 1618: 0.0002818966541022492
Position 2760: 0.00027229993206100535
Position 5306: 0.00024379698390480245
Position 405: 0.0002402749153570765
Position 421: 0.00020804428059684584
Position 4863: 0.00015856638400907135
Position 2322: 0.00015849081926972772
Position 963: 0.00014770477987609832
Position 2654: 0.0001429421759997804
Position 2616: 0.00013771320656732488
Position 571: 0.0001060557462636151
Position 3506: 0.00010061408410450462
Position 382: 8.357345733506032e-05
Position 3063: 6.81433531882959e-05
Position 1784: 6.259313871591701e-05
Position 1483: 5.976592091338998e-05
Position 825: 5.7162067187671136e-05
Position 1045: 4.9399634834915125e-05
Position 3130: 4.2665398153703826e-05
Position 1194: 4.219377896099936e-05
Position 4868: 3.495102160225317e-05
Position 781: 3.135652421062531e-05
Position 319: 3.1160314363401704e-05
Position 485: 3.048406951451897e-05
Position 926: 2.9747594479417084e-05
Position 539: 2.5565446526901995e-05
Position 912: 2.3371386950622847e-05
Position 1031: 2.2956428401390048e-05
Position 25: 2.1985602535936242e-05
Position 632: 2.040785587212113e-05
Position 930: 2.033335710710194e-05
Position 368: 1.9480072227831924e-05
Position 999: 1.585536768242667e-05
Position 324: 1.5161396934255851e-05
Position 3455: 1.4256284791116468e-05
Position 321: 1.2971893615391602e-05
Position 261: 8.132027104314687e-06
Position 264: 8.01384120267525e-06
Position 942: 7.691555786009593e-06
Position 216: 6.839620877573754e-06
Position 259: 4.3851407545167816e-06
Position 370: 3.9619707107233435e-06
Position 42: 1.7433848752469533e-06
Position 280: 1.6715071196297754e-06
Position 1066: 1.6226695265903963e-06
Position 331: 4.2221409781629535e-07
Position 634: 2.638176910357622e-07
Position 783: 2.0685882506613018e-07
Position 706: 1.7534583111875797e-07
Position 558: 1.472876132111203e-07
Position 249: 6.935871365297493e-08
Position 544: 5.654035124962617e-08
Position 566: 5.263208295658172e-08
Position 2498: 1.3687371376954771e-08
Position 373: 1.758708818871996e-09
Position 582: 1.670221870552426e-09
Position 456: 1.3556802616953724e-09
Position 730: 1.2572038743240902e-09
Position 884: 9.81493787493133e-10
Position 703: 7.931173349521033e-10
Position 290: 4.8580990115022646e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2964: 0.9215118006410831
Position 3601: 0.6998834495573836
Position 1180: 0.5961977645803574
Position 5034: 0.5804892064843759
Position 4779: 0.579542807769165
Position 495: 0.5730474775991906
Position 5523: 0.4987440242853115
Position 3347: 0.4855239192698905
Position 2410: 0.30393727757420635
Position 5072: 0.2656210515711504
Position 3243: 0.16474759432705305
Position 5385: 0.10837546297631537
Position 481: 0.10626864346251735
Position 892: 0.08924228786483135
Position 1142: 0.07039384137149045
Position 5075: 0.06529001918527971
Position 1969: 0.06029886410083681
Position 3417: 0.06015128263301394
Position 3934: 0.056699276922348205
Position 3909: 0.037177448014107106
Position 3359: 0.032679925844267266
Position 2588: 0.027651889927111827
Position 2614: 0.018020279489013285
Position 5244: 0.017756152233260138
Position 951: 0.015998147444411866
Position 3283: 0.015699115364368382
Position 2564: 0.014561752079963962
Position 5443: 0.014118234887415478
Position 4524: 0.013752901549388043
Position 1952: 0.013586853221120944
