Gene = C1ORF220
index = 150
Annotated 5SS: [  71 3089]
Annotated 3SS: [2397 4278]
SMsplice 5SS: [ 157 4349]
SMsplice 3SS: [4278 4587]
top_k =  1000
Partition function (log Z): -10.155839709331632

Sorted 5' Splice Sites (High to Low Probability):
Position 4349: 0.5346669070350061
Position 157: 0.4717021243229487
Position 71: 0.382266661360354
Position 2606: 0.22597672340820815
Position 2822: 0.19896329123647488
Position 3089: 0.18469798735381626
Position 222: 0.1236632564434263
Position 2232: 0.03948675650085839
Position 1833: 0.019711759103576688
Position 124: 0.016679879459662542
Position 2681: 0.014596234568161672
Position 2674: 0.013337564824870512
Position 888: 0.01135540517096932
Position 3262: 0.01054375453079906
Position 984: 0.01037553130450369
Position 2713: 0.009773257958370698
Position 2704: 0.00792987151362025
Position 3392: 0.007245351165169109
Position 1811: 0.005948243533129835
Position 4745: 0.005425081145167193
Position 3709: 0.0044406108734125985
Position 1724: 0.003750935303275214
Position 2688: 0.003405053627354316
Position 5020: 0.0023840395334914386
Position 3945: 0.0017946637999415975
Position 3125: 0.001661741564622346
Position 2193: 0.0012949931534216518
Position 936: 0.0012687733295150994
Position 5471: 0.0011560056128207322
Position 2203: 0.0011420054379421673
Position 2025: 0.0011138640614150566
Position 5509: 0.0009262838935894094
Position 507: 0.0007913760053995572
Position 616: 0.0007658410558130441
Position 350: 0.0006971700698877002
Position 268: 0.0006141385575605916
Position 2334: 0.0005610446216740777
Position 4514: 0.0005458248286006707
Position 491: 0.0005121746668561213
Position 2997: 0.0004970616577174901
Position 2241: 0.00043463040191562516
Position 1427: 0.00041537137639279637
Position 5229: 0.00036225708491521543
Position 700: 0.0002741756600447133
Position 4753: 0.0001897656203822921
Position 5094: 0.00017585855247668632
Position 4667: 0.0001756749025977638
Position 789: 0.0001563938695738401
Position 1285: 0.00011762826550035458
Position 1253: 0.00011683426865843347
Position 1923: 9.908563694828099e-05
Position 81: 9.73339124233099e-05
Position 752: 9.515326489521773e-05
Position 2287: 8.726569013546287e-05
Position 562: 8.438327349409783e-05
Position 529: 4.235305674847212e-05
Position 2163: 3.3669112877165845e-05
Position 357: 3.204702355589354e-05
Position 894: 2.8012904854919178e-05
Position 849: 1.990689585908218e-05
Position 2944: 1.9852858721239413e-05
Position 546: 1.7809396789532642e-05
Position 844: 1.5353474460610052e-05
Position 1546: 1.5010761510664396e-05
Position 224: 1.1601773338092165e-05
Position 2039: 8.849880805532365e-06
Position 1773: 7.652496513772695e-06
Position 1784: 6.798553218674185e-06
Position 4425: 1.944643894556506e-06
Position 685: 6.730388579867779e-07
Position 702: 2.500670094916331e-07
Position 270: 9.201020171783496e-08
Position 515: 7.558002475313244e-08
Position 513: 7.07240538242097e-08
Position 150: 6.940203608472668e-08
Position 576: 2.9420453750800016e-08
Position 869: 1.9161536444744874e-08
Position 201: 4.240051274305325e-09
Position 759: 2.132828410270687e-09
Position 290: 1.1825338020533904e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4278: 0.6120546085348516
Position 2497: 0.39133600604321883
Position 4587: 0.3829227381892226
Position 5460: 0.17642889248686436
Position 2904: 0.09358984935823463
Position 2811: 0.05732778449183982
Position 2563: 0.05093103860191482
Position 2520: 0.046554789263395305
Position 787: 0.04543098988889429
Position 2397: 0.0404105340090585
Position 2059: 0.03043612836596467
Position 5599: 0.027564960133168042
Position 1680: 0.027472433554769183
Position 2884: 0.02629093466118003
Position 3088: 0.025227252391685752
Position 2954: 0.02059105652672632
Position 424: 0.015918176092016127
Position 3069: 0.0156749737600788
Position 5149: 0.011885322415463556
Position 2748: 0.011828699166050616
Position 4846: 0.011817631971150915
Position 2468: 0.01156770795354578
Position 2452: 0.011430350870864817
Position 935: 0.011058673861554584
Position 5391: 0.011044368396158561
Position 2105: 0.009518420266037626
Position 3764: 0.009180350753596125
Position 309: 0.008573111616842686
Position 5093: 0.0081903425596422
Position 3150: 0.006924717602203556
Position 3767: 0.006759634933225641
Position 3641: 0.006491446224098476
Position 5228: 0.005445774917606567
Position 1897: 0.004667224530307416
Position 5192: 0.004358784672971773
Position 2471: 0.0037798279408089437
Position 5011: 0.0037459295493780073
Position 887: 0.0035834013436277516
Position 4311: 0.003413977425292255
Position 2399: 0.003391585669764803
Position 764: 0.003062420613957914
Position 2709: 0.0029915559229807165
Position 5038: 0.0028509598443984844
Position 3278: 0.002774480575579795
Position 4428: 0.0026362897739113924
Position 2913: 0.002460066029725389
Position 2569: 0.0024363723813942474
Position 3008: 0.002376108436132373
Position 4570: 0.002365790083201913
Position 636: 0.0023165266880166226
Position 453: 0.002311092129984163
Position 4709: 0.0019296405479908936
Position 2704: 0.0019135724729689965
Position 4470: 0.0017997055957852822
Position 5442: 0.0017637746236340917
Position 670: 0.0017451387534590617
Position 3498: 0.001645381071807484
Position 2358: 0.0016017002179106083
Position 4886: 0.0014900465985068251
Position 2940: 0.0014276962003789899
Position 1723: 0.0013309746698854433
Position 4964: 0.0012997906509814743
Position 1410: 0.0012748980341690164
Position 1470: 0.0011428988296355899
Position 4931: 0.0011266094983278516
Position 5299: 0.001102348651931653
Position 5155: 0.0010745660728101623
Position 2528: 0.0009149851103816936
Position 3223: 0.0008883306691071774
Position 495: 0.0008536434566444749
Position 3791: 0.0008058946222410756
Position 1252: 0.0007801731115504333
Position 2068: 0.0006942684769614848
Position 1773: 0.0006440793058376204
Position 1590: 0.0005844302074605987
Position 5539: 0.0005827715464628758
Position 1815: 0.000516876484256219
Position 4432: 0.000509575832810006
Position 2120: 0.0004973174372988922
Position 3644: 0.0004507099052770838
Position 5621: 0.00043876572590031623
Position 1178: 0.0004314856594407817
Position 2213: 0.00042668776424527034
Position 1654: 0.00040404852247206014
Position 2079: 0.00039593545553029923
Position 2506: 0.0003927301898129963
Position 377: 0.0003809951488834556
Position 500: 0.00037759522816448713
Position 3956: 0.0003588979048532075
Position 2605: 0.00034338845521447665
Position 869: 0.0003409534868471936
Position 2203: 0.00032394454316169124
Position 3074: 0.0003126555874009247
Position 4067: 0.00031249370805224157
Position 1025: 0.00031108851794651207
Position 5177: 0.00030797255180329874
Position 1022: 0.00028660396243040996
Position 2128: 0.00028025486761490447
Position 4342: 0.0002570154046752068
Position 4889: 0.0002550875332796689
Position 5617: 0.00024221891505055607
Position 3619: 0.0002401365545248837
Position 583: 0.00021392620902261307
Position 2678: 0.00020834297419888812
Position 330: 0.00019466571919867024
Position 1426: 0.0001816534751110427
Position 2197: 0.00017864612721323018
Position 1831: 0.00017067570566116832
Position 673: 0.00016215138361616344
Position 1627: 0.00015724748431536885
Position 4070: 0.0001471510600942739
Position 538: 0.00014384388239916366
Position 1369: 0.00013699193382710653
Position 3304: 0.00013319796734787503
Position 1118: 0.00013210001066704313
Position 4412: 0.00013042929279117143
Position 1202: 0.00012016629250506225
Position 1784: 0.00010237885383467702
Position 2018: 8.658985726438736e-05
Position 513: 8.564518371967218e-05
Position 2161: 8.442105604812256e-05
Position 243: 6.666400810511595e-05
Position 1051: 6.52633074689065e-05
Position 1931: 6.364268324168283e-05
Position 2477: 6.267003301218906e-05
Position 1966: 5.467683529406717e-05
Position 1907: 5.445924450239486e-05
Position 3503: 5.30876258469293e-05
Position 2822: 5.199557538539435e-05
Position 3357: 3.9723315872418315e-05
Position 2025: 3.944610413481621e-05
Position 3255: 3.8759935014944226e-05
Position 3257: 3.453030967526786e-05
Position 206: 2.6853665716899858e-05
Position 2265: 2.659705962566032e-05
Position 2531: 2.617493524370748e-05
Position 1938: 2.2064015413479867e-05
Position 2628: 1.871659007284696e-05
Position 275: 1.6090362113171147e-05
Position 1934: 1.3764824268581615e-05
Position 1344: 1.1944849568263906e-05
Position 1341: 1.1106765228732836e-05
Position 2020: 8.440254653094168e-06
Position 1473: 6.0555685112381746e-06
Position 1755: 5.39812924999131e-06
Position 1748: 5.047312571052538e-06
Position 2826: 1.646479035690867e-06
Position 2042: 1.2064100118022226e-06
Position 2268: 4.114986338033071e-07
Position 3360: 3.2460663176090955e-07
Position 899: 2.9232379655375495e-07
Position 1184: 2.3262495845997625e-07
Position 2297: 1.7586522624923412e-07
Position 604: 1.264413312292158e-07
Position 795: 1.1533172365805498e-07
Position 1592: 1.0748962146010292e-07
Position 568: 5.2983915830770936e-08
Position 549: 3.8606838973827054e-08
Position 497: 2.857334746413215e-08
Position 1077: 2.802454652809236e-08
Position 651: 2.4414012790060955e-08
Position 807: 2.3107554084141703e-08
Position 186: 2.2100198350781718e-08
Position 543: 1.9482515423119745e-08
Position 737: 1.5114260720733177e-08
Position 379: 1.2328319343431762e-08
