Gene = BRD8
index = 140
Annotated 5SS: [  391  1416  6922  7626  7949  8155  8642  9765 11053 12469 13159 14273
 14667 14900 15857 16933 17191 18096 18918 19432 26505 28242 29347 33198
 33810 38282]
Annotated 3SS: [ 1318  6851  7575  7825  8073  8576  9627 10907 12258 12877 13819 14572
 14852 15641 16839 17121 17917 18812 19386 26225 27977 29188 33107 33740
 38103 38819]
SMsplice 5SS: [  391  1416  6922  7642  7949  8155  8642  9765 11053 13159 14667 14900
 16933 17191 18096 18918 21883 28242 33198 33835 38282]
SMsplice 3SS: [ 1318  6851  7575  7825  8073  8576  9627 10907 13102 14572 14852 16839
 17121 17917 18812 21718 27977 33107 33740 38103 38819]
top_k =  1000
Partition function (log Z): 36.3305490331229

Sorted 5' Splice Sites (High to Low Probability):
Position 18918: 0.986163114109855
Position 33198: 0.9818055104572078
Position 7949: 0.9764126604342568
Position 18096: 0.9673726992936482
Position 14667: 0.9574174339996536
Position 8642: 0.9502129045955884
Position 16933: 0.932979648379292
Position 8155: 0.9113955772871426
Position 13159: 0.8914304074333956
Position 391: 0.7805051429082068
Position 9765: 0.7547804891865251
Position 38282: 0.7008185870983433
Position 12469: 0.6904058748480457
Position 28242: 0.6896280384050915
Position 17191: 0.6874709749024064
Position 21883: 0.6716401770694452
Position 11053: 0.6626605031317809
Position 1416: 0.6260126373882122
Position 7642: 0.6058298585167318
Position 6922: 0.5547982748740677
Position 14900: 0.5437883241027851
Position 33835: 0.49197936102435724
Position 26505: 0.45786075636820045
Position 10517: 0.4357319198453856
Position 34939: 0.398246914423242
Position 22258: 0.38264950938126413
Position 1421: 0.3653062739114694
Position 33810: 0.32919796915904986
Position 25489: 0.3031919234486026
Position 29347: 0.29668172706129753
Position 4310: 0.2533435579402646
Position 34836: 0.24364924135654845
Position 8326: 0.24126732147425906
Position 19432: 0.2216092796726168
Position 15899: 0.2155392195114155
Position 34683: 0.2103986386508196
Position 12877: 0.18638883069016352
Position 6267: 0.1627516606131769
Position 17284: 0.14489838254110662
Position 17215: 0.1404204515953372
Position 10661: 0.13689098512950248
Position 10971: 0.11808356859295606
Position 7626: 0.11606098443122381
Position 27282: 0.11428765363917205
Position 6970: 0.11086667762774711
Position 8312: 0.10823215020831357
Position 14273: 0.10712620957861749
Position 21820: 0.10270039525998857
Position 9709: 0.09870740848626071
Position 28723: 0.08860691024081965
Position 594: 0.07931231220733044
Position 41: 0.07528119149556675
Position 218: 0.06363455494686851
Position 5851: 0.05212665423280394
Position 9326: 0.05196475121277613
Position 36185: 0.05127923691629428
Position 1128: 0.048643865755772814
Position 13820: 0.044627982586082915
Position 1163: 0.043357513027430836
Position 38345: 0.04073035451592119
Position 11425: 0.04061944486423608
Position 22357: 0.03593526877239117
Position 16954: 0.03448904688281132
Position 14139: 0.0341924243525386
Position 15759: 0.033014321800421166
Position 407: 0.029594622032923637
Position 21345: 0.029572044041040964
Position 19493: 0.028862962690892592
Position 2962: 0.02809063492691904
Position 25604: 0.02681736736959327
Position 4748: 0.025182270060432388
Position 3237: 0.02232206635831345
Position 26300: 0.021899511571978933
Position 26511: 0.021470441077024647
Position 38356: 0.02125212729459707
Position 15072: 0.02092475385606739
Position 38447: 0.020150499907354423
Position 8656: 0.01994430786709279
Position 14069: 0.01929682771489213
Position 29716: 0.018277711379708673
Position 15400: 0.017212277875862683
Position 6589: 0.017115736249916615
Position 15010: 0.01679555763671436
Position 25965: 0.0165367409867417
Position 13558: 0.016215309371397445
Position 1143: 0.015295503193482865
Position 19557: 0.015193263345991076
Position 897: 0.015151089193899169
Position 13103: 0.01502017187358424
Position 2149: 0.014969253258366061
Position 14757: 0.014942485742654008
Position 7753: 0.014621635140803894
Position 21297: 0.01398576927829283
