Gene = PPP6C
index = 1065
Annotated 5SS: [  175 18734 28978 31578 35913 36286]
Annotated 3SS: [18637 28911 31435 35832 36075 39896]
SMsplice 5SS: [  175 17910 18544 18734 28978 31578 35913 36286]
SMsplice 3SS: [17816 18423 18637 28874 31435 35832 36075 39931]
top_k =  1000
Partition function (log Z): -4.729357298596835

Sorted 5' Splice Sites (High to Low Probability):
Position 18734: 0.9980313012893663
Position 175: 0.9450536770737287
Position 36286: 0.8917348771008656
Position 35913: 0.868394671809117
Position 31578: 0.8362967346971295
Position 28978: 0.664009323925418
Position 37569: 0.5393060216612078
Position 9643: 0.4031365413189203
Position 928: 0.19218072888023846
Position 35939: 0.13006272148593126
Position 11569: 0.08448068583101616
Position 900: 0.06653189598602915
Position 2120: 0.06370889579344552
Position 2384: 0.058698066684056555
Position 36254: 0.052459458586070526
Position 41357: 0.04931368324906253
Position 41330: 0.04732663291547317
Position 768: 0.04706971515088658
Position 639: 0.04127691961207801
Position 661: 0.04078277577499573
Position 123: 0.04013738764718603
Position 950: 0.029828275428516602
Position 15716: 0.029615854820359003
Position 629: 0.02737894780669196
Position 38944: 0.026728783690882184
Position 11590: 0.025710325031805516
Position 39778: 0.025246039494217852
Position 4962: 0.024009311234572478
Position 8251: 0.02331691312717149
Position 29449: 0.02060357830272891
Position 9619: 0.0189700931307129
Position 37592: 0.018600296576440006
Position 40535: 0.014287578729969446
Position 40056: 0.01413589121348169
Position 5387: 0.012130389073795007
Position 10016: 0.012118192639781937
Position 39990: 0.01147975897274384
Position 679: 0.011309568997589484
Position 785: 0.007594156694486848
Position 36274: 0.006253504404829525
Position 24545: 0.0058566056582960505
Position 37588: 0.00391081416039299
Position 36671: 0.0037355486139011795
Position 37412: 0.0035498061360360947
Position 38358: 0.0035428716365644404
Position 37508: 0.003487578170606027
Position 41891: 0.003361197859127268
Position 940: 0.0029484224700426502
Position 24547: 0.0024737635569194553
Position 331: 0.002168983815647598
Position 18844: 0.0019686985907981175
Position 257: 0.0019583352677998793
Position 38914: 0.0018295241403756528
Position 563: 0.0017503281265462795
Position 36204: 0.0017060856873562747
Position 364: 0.0016918532198973515
Position 373: 0.0013436769215657994
Position 40625: 0.0011650491882348863
Position 1779: 0.00114322433910065
Position 36199: 0.0009185340203962009
Position 36432: 0.0008554808405242865
Position 1695: 0.0008271388087099215
Position 36309: 0.0007767878955938925
Position 1317: 0.0007733022666761738
Position 36497: 0.0007600983557257473
Position 39984: 0.0007495707627624491
Position 39995: 0.000622682803917257
Position 36512: 0.0006194398206554124
Position 967: 0.0005260407046486179
Position 702: 0.00046411438791730213
Position 391: 0.0003999333821831065
Position 38434: 0.0003753382374307059
Position 411: 0.00019896746991391383
Position 37415: 0.00018689199380355107
Position 23871: 0.0001804783372834321
Position 816: 0.00017572103089045346
Position 345: 0.00015039711078771833
Position 633: 0.00012970767444810604
Position 674: 0.00012016901253662326
Position 150: 0.00010055513819443069
Position 747: 9.413527919663134e-05
