Gene = GSAP
index = 625
Annotated 5SS: [   188  10372  11842  19055  19419  29041  33827  35096  39115  39553
  41343  42331  53818  55577  60846  61188  62829  63457  67050  86162
  87068  87795  90189  92754  95068  95676 102031 102913 104300 104560]
Annotated 3SS: [ 10294  11784  18984  19364  28951  33756  35045  39009  39492  41298
  42244  53739  55498  60752  60969  62758  63373  66995  86032  87008
  87762  90126  92657  94996  95580 101910 102850 104197 104459 104950]
SMsplice 5SS: [   188  10372  19055  19419  29041  29301  33827  39115  39553  41343
  42331  43536  55577  60846  61188  77385  86162  87068  88235  90189
  95676 104300]
SMsplice 3SS: [ 10294  18984  19291  28951  29146  33756  39009  39492  41244  42244
  43419  55498  60752  61094  77259  86032  87008  88090  90126  95580
 104197 104950]
top_k =  1000
Partition function (log Z): -19.143753759872173

Sorted 5' Splice Sites (High to Low Probability):
Position 19419: 0.9999999999999812
Position 55577: 0.9999737012330746
Position 188: 0.9919350248403186
Position 29041: 0.9702704105691364
Position 60846: 0.9571293711635508
Position 39553: 0.9501104612604393
Position 29301: 0.9044596461191723
Position 42331: 0.9028093613761651
Position 61188: 0.8846146358051369
Position 19055: 0.8523572993993713
Position 39115: 0.8510357224185408
Position 10372: 0.801101768914413
Position 43536: 0.6607777778937577
Position 41343: 0.6266185849393386
Position 33827: 0.6186533511252928
Position 47908: 0.46964586685979853
Position 27960: 0.4684407314319659
Position 4556: 0.4554848314959196
Position 62829: 0.36964520006443835
Position 11842: 0.3510613112693033
Position 53818: 0.321922350723264
Position 46340: 0.28879347255417676
Position 36554: 0.28725652356350684
Position 1510: 0.2781349814034151
Position 67050: 0.24738627044640238
Position 12608: 0.20860930509630943
Position 10398: 0.19101587431923833
Position 13931: 0.19003839550196705
Position 35480: 0.15495660211610965
Position 7272: 0.1453312589504255
Position 13422: 0.130121176271164
Position 64156: 0.1275252112504991
Position 63457: 0.12712787004454967
Position 4534: 0.11599048599753169
Position 63672: 0.11020696845391346
Position 62252: 0.10112646496746908
Position 61165: 0.10085849817302402
Position 1156: 0.09958768454761027
Position 5031: 0.097320957255266
Position 6085: 0.07721714690117808
Position 6025: 0.07500491624817089
Position 48264: 0.07215029585906321
Position 7181: 0.07162093296510531
Position 7491: 0.0715017038476456
Position 40116: 0.052750888390202456
Position 71560: 0.05125381496998352
Position 62629: 0.04695379926343038
Position 6000: 0.04681280722911083
Position 9318: 0.044347581212047196
Position 1870: 0.04405469205035584
Position 9772: 0.043820839097329777
Position 54288: 0.04120491555955183
Position 67680: 0.035123350902371425
Position 2970: 0.03404770668307919
Position 11710: 0.031968297395929476
Position 6078: 0.031345771425593354
Position 29045: 0.029729589430840076
Position 67203: 0.02808855518374666
Position 894: 0.024044009108555815
Position 44670: 0.022558631512726853
Position 53139: 0.021219443342244383
Position 69130: 0.020182018518787204
Position 1937: 0.020147441229235
Position 4551: 0.019242081631788338
Position 66579: 0.018410555708889848
Position 46229: 0.01566635404152677
Position 5807: 0.015107546556261175
Position 3062: 0.014506939782542192
Position 11184: 0.013593291895329646
Position 41707: 0.012931247545313336
Position 12148: 0.012456266364614122
Position 42826: 0.011644189048823023
Position 35096: 0.010150342365503665
Position 64827: 0.009828132880238243
Position 65735: 0.00941951720561399
Position 40144: 0.007028072324820396
Position 7112: 0.006004073405616794
Position 3633: 0.00600250680500002
Position 12012: 0.005909313554130681
Position 2965: 0.004503774648979031
Position 10474: 0.0034039931889439175
Position 4538: 0.0019919629106641447
Position 64808: 0.0018731461128208078
Position 3435: 0.0016304405389076077
Position 13518: 0.001478549780322702
Position 743: 0.0013085354921859112
Position 12144: 0.0012285094774157717
Position 64878: 0.0012283700734756378
Position 6435: 0.001155430723379264
Position 65858: 0.0010369117836539921
Position 10787: 0.0009402225830931477
Position 2348: 0.000934873709089441
Position 43420: 0.0009317045498795763
Position 3382: 0.0007711182402130316
Position 43540: 0.0007542146702476402
Position 1222: 0.0007461884870388348
Position 63092: 0.0007244087911246404
Position 373: 0.0006262605924027001
Position 302: 0.0006232961876529664
Position 10524: 0.0006196738062136066
Position 5547: 0.000520620111318032
Position 64505: 0.0005174707916506531
Position 3291: 0.0004969519409398045
Position 34271: 0.00046334152091337616
Position 29615: 0.0004500962356470293
Position 214: 0.0003948182464153385
Position 13133: 0.0003145452072531801
Position 153: 0.0003130145128263124
Position 1041: 0.0003108621503416275
Position 12603: 0.00029019572435100326
Position 2149: 0.0002854197927400747
Position 1091: 0.00022614739583092568
Position 4828: 0.00021564655511670938
Position 30835: 0.0002128169417403213
Position 2561: 0.00017234143832760957
Position 2663: 0.00013850182528004918
Position 39: 0.00013162864497530798
Position 13543: 0.00012781332220015618
Position 13351: 0.00011754581957087964
Position 3343: 0.00011563157076174462
Position 13429: 0.00011286630621339213
Position 1183: 0.0001075375864577048
Position 5519: 9.626511331821186e-05
Position 1139: 9.344797818668344e-05
Position 1095: 8.891635582757993e-05
Position 397: 8.731224135302401e-05
Position 262: 7.705223198897085e-05
Position 6173: 7.317212820967161e-05
Position 1467: 4.9288715945727995e-05
Position 1677: 3.121060738992212e-05
Position 1226: 3.064472693984018e-05
Position 63681: 2.455493432107923e-05
Position 1045: 2.1649949938904954e-05
Position 657: 2.0187985561333463e-05
Position 1283: 1.567619502423392e-05
Position 1059: 1.0320829480502455e-05
Position 665: 9.798348662094017e-06
Position 29254: 7.03190164709055e-06
Position 1079: 5.5732403996500605e-06
Position 477: 5.395815368911639e-06
Position 29424: 5.3684023705834965e-06
Position 1055: 4.2243149510489e-06
Position 512: 4.202967004233545e-06
Position 552: 4.1781425090845515e-06
Position 132: 4.079151827436772e-06
Position 1736: 3.5521433389474484e-06
Position 1145: 3.249340311503452e-06
Position 712: 3.1290138382968245e-06
Position 1514: 2.710346808389309e-06
Position 908: 2.635440066728892e-06
Position 1787: 1.2703034724556858e-06
Position 2261: 9.973431341497365e-07
Position 2512: 6.766846258785772e-07
Position 151: 5.648072437597228e-07
