Gene = LAMTOR2
index = 758
Annotated 5SS: [ 206  674 3316]
Annotated 3SS: [ 510 3225 3562]
SMsplice 5SS: [674]
SMsplice 3SS: [3562]
top_k =  1000
Partition function (log Z): -7.575536191462376

Sorted 5' Splice Sites (High to Low Probability):
Position 674: 0.6525788963171343
Position 206: 0.408488063987462
Position 924: 0.34847743790697944
Position 3316: 0.3245051839374178
Position 3456: 0.1668718528979863
Position 122: 0.07850357715112057
Position 2959: 0.042396294613730935
Position 3320: 0.041588642880799595
Position 367: 0.04064739283799379
Position 132: 0.0398816798753584
Position 1817: 0.015237258933840843
Position 844: 0.01358988979352751
Position 1530: 0.011246643823457149
Position 107: 0.008282881115538158
Position 3019: 0.006631183876654663
Position 1809: 0.005983142826107913
Position 165: 0.00594598494797898
Position 275: 0.0057136849811583275
Position 3269: 0.004947973200965007
Position 1019: 0.004223573818355671
Position 1863: 0.0036644478540357795
Position 434: 0.002907289580475982
Position 1813: 0.002861350571188478
Position 871: 0.0028509725331140197
Position 3432: 0.002663829239578882
Position 3640: 0.002439224066364716
Position 376: 0.0021078413936573494
Position 1706: 0.001258472978294569
Position 343: 0.0010498679197826475
Position 2869: 0.000795428790181061
Position 3273: 0.0006596361094284009
Position 244: 0.0006060102142620124
Position 1833: 0.0005946536919087653
Position 2293: 0.0005025876733785469
Position 425: 0.00039940878093330996
Position 631: 0.0003861417640601533
Position 591: 0.00033496303407609494
Position 1677: 0.00029049498182432115
Position 1220: 0.00027024200905329486
Position 3462: 0.00025974188263149406
Position 1353: 0.00021986705298656915
Position 1848: 0.00020082658145412243
Position 1228: 0.00019812499054007416
Position 2930: 0.00017457558146430086
Position 2080: 0.00011900895576176638
Position 3023: 0.0001062974326129553
Position 3289: 8.99206804179949e-05
Position 549: 7.735701182638502e-05
Position 796: 5.684446244623073e-05
Position 792: 5.196195022685233e-05
Position 751: 5.074494859659828e-05
Position 369: 5.0629387862691786e-05
Position 1589: 4.726598681449449e-05
Position 210: 2.471321421820626e-05
Position 812: 2.089890042637309e-05
Position 572: 1.7996396364409866e-05
Position 909: 1.4069758367845466e-05
Position 389: 9.557085724279524e-06
Position 838: 5.318738081186963e-07
Position 192: 3.5335463108856607e-07
Position 35: 3.475078494964527e-07
Position 882: 1.272445584655908e-07
Position 841: 7.118444287340881e-08
Position 888: 1.6965828807205563e-08
Position 1036: 1.6330584939118732e-08
Position 460: 1.4703341031611194e-08
Position 350: 1.4630575755181825e-08
Position 928: 8.77810445337672e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 3562: 0.948918062254679
Position 3225: 0.4048836184536697
Position 510: 0.301313340221597
Position 712: 0.13622209032212412
Position 3341: 0.10376147771922005
Position 587: 0.07143650489992931
Position 2858: 0.04853668531474356
Position 818: 0.037518978265398524
Position 3388: 0.021081641056831912
Position 838: 0.01896419529608474
Position 1657: 0.017859580440893925
Position 806: 0.01722363371038394
Position 3117: 0.010426377579978345
Position 3402: 0.008681665021516542
Position 763: 0.007647030311054174
Position 894: 0.007490643115713666
Position 1435: 0.007274072502331345
