Gene = COQ4
index = 397
Annotated 5SS: [  393   612  2704  3346  9747 10408]
Annotated 3SS: [  479  2606  3242  9616 10313 10937]
SMsplice 5SS: [  393   612  2704  3346  9747 10408]
SMsplice 3SS: [  479  2606  3242  9629 10313 10937]
top_k =  1000
Partition function (log Z): 1.2830840884341688

Sorted 5' Splice Sites (High to Low Probability):
Position 3346: 0.9939553849622438
Position 612: 0.9888723126652676
Position 10408: 0.8234623914820378
Position 2704: 0.7731655187794556
Position 236: 0.5506250701597141
Position 9747: 0.5299562045681409
Position 6484: 0.1822044191862651
Position 137: 0.1707020926215113
Position 124: 0.1625014259404212
Position 3795: 0.08142311179704409
Position 5866: 0.08089475189633004
Position 2708: 0.07422213698191507
Position 824: 0.05237835337739723
Position 2746: 0.05232229745646428
Position 3077: 0.05036849856654167
Position 1351: 0.050137887599660945
Position 5473: 0.044389247456743094
Position 86: 0.041666705356777106
Position 3074: 0.030783717141229083
Position 10594: 0.02963047958107406
Position 1009: 0.027360290562841418
Position 6669: 0.02241521719070812
Position 2654: 0.021717766827656422
Position 10691: 0.01960732506596476
Position 1236: 0.016719601647459403
Position 3111: 0.015179577309190688
Position 42: 0.01381162061259428
Position 10536: 0.012082188335905908
Position 3115: 0.01148340893051178
Position 3804: 0.011413925860377084
Position 6714: 0.01097035263552711
Position 7466: 0.010912377047241838
Position 2688: 0.008661694602219064
Position 2727: 0.008551247172544673
Position 397: 0.008346942824334886
Position 3622: 0.006868515924772829
Position 3067: 0.006602084720242978
Position 206: 0.0033296452534694212
Position 407: 0.00306979385535678
Position 667: 0.0028873127472935603
Position 10423: 0.0026016308339499267
Position 8785: 0.002597153067595996
Position 3046: 0.0023283628515249587
Position 1865: 0.0012918086564961556
Position 3005: 0.0012773368742557871
Position 3759: 0.0011365272412466884
Position 6247: 0.0010192910500000252
Position 5610: 0.0009258179933807875
Position 111: 0.0009233792187100012
Position 663: 0.0009196359183766884
Position 716: 0.0009100879132030301
Position 4945: 0.0008949571162294866
Position 2047: 0.0008790589891693337
Position 228: 0.000852626587510608
Position 6074: 0.0008413637133625407
Position 945: 0.0006855617044851935
Position 2550: 0.0006841045982630817
Position 1543: 0.0006633896432907737
Position 4356: 0.0005548900120196283
Position 8165: 0.0005384070844206586
Position 7822: 0.0005057142311447123
Position 2905: 0.00047915236753974896
Position 10431: 0.0004729612556691106
Position 131: 0.000410767706114163
Position 2895: 0.00040887993195447145
Position 3321: 0.0004053032145294632
Position 7877: 0.00037353130032615373
Position 351: 0.0003575089536835429
Position 9688: 0.0003566257514083703
Position 188: 0.00034010909415134027
Position 3154: 0.00025112709328493264
Position 9698: 0.00019892626194498414
Position 7881: 0.000190725420403992
Position 2967: 0.0001622253787148615
Position 290: 0.00014818809642880233
Position 901: 0.00014550668234440182
Position 6519: 0.00014501041222721392
Position 9673: 0.00014336047541191503
Position 7869: 0.00014286371786973712
Position 9335: 0.000136371619078114
Position 10447: 0.00013578391480450656
Position 218: 0.00013085722224134784
Position 11003: 0.00012800062639484034
Position 687: 0.00012013371894227488
Position 731: 0.00011802780397126665
Position 1026: 9.977320907228335e-05
Position 2155: 8.680586450585538e-05
Position 1679: 8.428843784077761e-05
Position 2459: 8.148062311299501e-05
Position 5966: 7.464287131964791e-05
Position 117: 6.978147087749359e-05
Position 693: 6.884867546388242e-05
Position 2352: 6.761830413166968e-05
Position 3365: 6.517811797659752e-05
Position 4595: 6.4597155582747e-05
Position 1595: 6.253817390401466e-05
Position 1037: 6.241938099058352e-05
Position 1825: 6.096177086982691e-05
Position 812: 6.005835253168726e-05
Position 1944: 5.6980933652208755e-05
Position 11092: 5.1430998559869856e-05
Position 8813: 4.843913328204078e-05
Position 2874: 4.377036536083643e-05
Position 2992: 3.886734270498882e-05
Position 1852: 3.772199675362452e-05
Position 178: 3.6911927330680445e-05
Position 4490: 3.652688751288881e-05
Position 5380: 3.4801581488316876e-05
Position 240: 3.293038843397404e-05
Position 5417: 3.1927929012028006e-05
Position 3086: 3.124843591678964e-05
Position 3314: 2.939082669498688e-05
Position 56: 2.8898305925565364e-05
Position 1058: 2.7690110297088927e-05
Position 5883: 2.4952169077082766e-05
Position 1106: 2.3991450976677905e-05
Position 3135: 2.353297631679966e-05
Position 2903: 2.2953459004634572e-05
Position 3340: 2.2122976978926652e-05
Position 637: 1.9385185425425938e-05
Position 51: 1.9163158697856373e-05
Position 794: 1.80372120881902e-05
Position 1355: 1.745391299649189e-05
Position 48: 1.1852653309671768e-05
Position 1313: 1.0146388286501465e-05
Position 957: 9.372630271976206e-06
Position 1867: 7.87307860420339e-06
Position 933: 6.904375045321432e-06
Position 3707: 5.069834369397972e-06
Position 1039: 4.591622599932217e-06
Position 1358: 2.9205968598258467e-06
Position 911: 2.9070632821564462e-06
Position 6477: 2.2918783903498125e-06
Position 2855: 2.2310723123870814e-06
Position 58: 1.5595196538113253e-06
Position 2872: 1.184222911192219e-06
Position 100: 1.1144666536174948e-06
Position 141: 9.46455133621084e-07
Position 3510: 8.941324957260835e-07
Position 2922: 5.729377643926072e-07
Position 344: 3.543220480847501e-07
Position 4002: 2.7404476598137937e-07
Position 262: 2.6680176620399193e-07
Position 13: 1.5654188455612282e-07
Position 4694: 1.352746659259934e-07
Position 1096: 1.1845790513576713e-07
Position 995: 1.1723965508096453e-07
Position 2775: 7.22908790813362e-08
Position 656: 6.315457020778698e-08
Position 853: 3.934443397988164e-09
Position 828: 3.068297709000327e-09
Position 562: 2.8854900037359663e-09
Position 706: 1.0780584719224845e-09
Position 283: 1.0582178990601847e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10937: 0.9460798679752889
Position 2606: 0.9236291185761734
Position 3242: 0.8970920218670931
Position 479: 0.8917847260400805
Position 10313: 0.5601059528495982
Position 9629: 0.4924736954160289
Position 10275: 0.264253585290867
Position 2992: 0.11421827616057556
Position 6370: 0.09003129112418486
Position 712: 0.06874041396313348
Position 3174: 0.06806366716974015
Position 553: 0.050356807315881595
Position 6139: 0.04245821480347104
Position 3648: 0.03910032181597008
Position 10514: 0.03811701829824621
Position 5811: 0.03609055720473128
Position 5361: 0.03297753141188011
Position 3651: 0.03145716558128558
Position 1306: 0.029974595569471747
Position 6611: 0.02968141058503814
Position 6200: 0.028375677232521577
Position 3775: 0.021931867424806992
Position 1087: 0.02091774577146935
Position 10279: 0.018610332440638328
Position 9584: 0.01823452369077245
Position 2529: 0.015437968939460207
Position 5683: 0.014870017342794436
Position 5752: 0.014329643644286995
Position 3229: 0.013331892698798828
Position 9685: 0.012425373492842597
Position 9925: 0.011631799486479221
Position 6409: 0.010847866682883104
Position 11279: 0.010305430708589663
Position 2793: 0.010279422285174828
Position 1133: 0.010188223662123424
Position 9220: 0.008620590185711955
Position 5744: 0.008323630270553444
Position 746: 0.008243135355279322
Position 7299: 0.008074096747127007
Position 10524: 0.0070255268663792095
Position 5303: 0.0065728771913354566
Position 3501: 0.0057467911986361355
Position 5557: 0.005595591815905203
Position 6297: 0.0049797576956578105
Position 6364: 0.004815729999839979
Position 929: 0.0046222861006459835
Position 10623: 0.004408382819138423
Position 2852: 0.004172593573890273
Position 10983: 0.004165982450944242
Position 2954: 0.0041512908284935136
Position 273: 0.004051577780599918
Position 6460: 0.0033824518040176323
Position 9983: 0.0030385304564286993
Position 7982: 0.002673146413156664
Position 8679: 0.0024991101296004516
Position 6696: 0.002193986357683825
Position 794: 0.001943366046777426
Position 5717: 0.001897746054121337
Position 10646: 0.0018564879667311012
Position 10814: 0.0016541353956335907
Position 5444: 0.0016319704760591814
Position 5300: 0.0016202392904932647
Position 202: 0.0015421265236098684
Position 8322: 0.0014776250199214382
Position 498: 0.0014675210929128671
Position 10099: 0.0014397067588457753
Position 11447: 0.001428515520268111
Position 3184: 0.0013876345187400342
Position 7723: 0.0012566394206231066
Position 6542: 0.001255619375763827
Position 911: 0.0012093794811445034
Position 10811: 0.0011580835964333167
Position 7262: 0.0010265968326795623
Position 1773: 0.0009507154006935839
Position 6011: 0.0009354633669963663
Position 10159: 0.0009234921747996795
Position 3452: 0.0008157801721805857
Position 5364: 0.0008138001524499942
Position 3544: 0.0007431398990538127
Position 3622: 0.0007284116565359765
Position 11307: 0.000700583950963213
Position 4238: 0.0006920452730751219
Position 1150: 0.000651956275208369
Position 7159: 0.0006331357203388929
Position 1186: 0.0006295901111865591
Position 7224: 0.0005975347609953791
Position 236: 0.0005646324518358941
Position 1934: 0.0005220048635541516
Position 1468: 0.0005176047095244218
Position 3579: 0.0005077173964326916
Position 11097: 0.0005015508151715502
Position 5237: 0.0004540617287992524
Position 10940: 0.0004465830030405732
Position 6151: 0.00042562044564145135
Position 7978: 0.0004107344254787742
Position 1678: 0.00039502176608420157
Position 4793: 0.00036921727268470443
