Gene = TCAF1
index = 1382
Annotated 5SS: [  195 26167 39354 39740 41061 41948 43332 45056]
Annotated 3SS: [25532 38358 39641 40846 41707 42993 44804 48012]
SMsplice 5SS: [  195 25667 38753 39354 39740 41860 43332 44707]
SMsplice 3SS: [25532 38358 39230 39641 41707 43242 44550 44804]
top_k =  1000
Partition function (log Z): -27.06182055619757

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.5899896821287385
Position 129: 0.40015695008256513
Position 6745: 0.20860479514724817
Position 13719: 0.1255637624054356
Position 12741: 0.10435830375932144
Position 17476: 0.09920319677117875
Position 2210: 0.027286419300342524
Position 646: 0.018036006439307806
Position 5606: 0.01695300268873533
Position 1593: 0.011033406181437704
Position 3980: 0.010432540024508564
Position 609: 0.007833801207359825
Position 557: 0.005821999547784089
Position 12572: 0.005651417507960455
Position 1877: 0.005597364892398916
Position 4187: 0.004476214881537197
Position 173: 0.003738048551585706
Position 5746: 0.002460601423796215
Position 218: 0.0023262175052048088
Position 1408: 0.0023176519259052253
Position 360: 0.0016443121073970973
Position 289: 0.0015845284104279045
Position 1275: 0.0015467296643839569
Position 605: 0.0012937622024027692
Position 13723: 0.0009454828580599221
Position 82: 0.0006908426989085424
Position 733: 0.0006045978084199474
Position 5621: 0.0006045066268716825
Position 5327: 0.0005451138342589492
Position 227: 0.00043059749115126805
Position 430: 0.0003450039211600931
Position 1488: 0.00033714132670952565
Position 6531: 0.0003031205703689567
Position 8705: 0.00025545195399040123
Position 616: 0.0002295822012205225
Position 1410: 0.00019835641787243252
Position 7609: 0.00011423026267280988
Position 7389: 6.169654956246415e-05
Position 6652: 4.4983095406861176e-05
Position 138: 4.113572879866909e-05
Position 145: 2.4133648921979344e-05
Position 201: 2.2829775324630437e-05
Position 335: 1.421306149524322e-05
Position 987: 8.544339708119512e-06
Position 1994: 7.825337181435313e-06
Position 676: 6.6707182177097965e-06
Position 845: 4.965775521595478e-06
Position 324: 4.739512002453548e-06
Position 792: 3.7688327425153647e-06
Position 133: 3.108978273958173e-06
Position 546: 1.9743374741690475e-06
Position 385: 1.952840476397011e-06
Position 1343: 1.7223751341451298e-06
Position 907: 1.114017095797285e-06
Position 933: 1.0194843285564293e-06
Position 540: 9.493321627789751e-07
Position 1207: 5.537994307900687e-07
Position 1351: 4.899553840965281e-07
Position 3: 4.047937818566824e-07
Position 1109: 3.9989433483997755e-07
Position 879: 3.5260156800354117e-07
Position 877: 2.766384763870856e-07
Position 1147: 2.21983982453263e-07
Position 199: 2.1703968629066318e-07
Position 717: 2.0478332778098924e-07
Position 1345: 1.9591460104876782e-07
Position 710: 1.4777306147210521e-07
Position 4144: 1.4374702202023617e-07
Position 1432: 1.3374313376339653e-07
Position 863: 1.2359001910653017e-07
Position 3459: 1.092232623979658e-07
Position 3073: 1.0826770616100873e-07
Position 2395: 1.0541413046129686e-07
Position 563: 1.0442270115503314e-07
Position 1205: 2.693904974249669e-08
Position 603: 2.1517433847143828e-08
Position 1279: 1.6796468283648594e-08
Position 640: 1.594634791546056e-08
Position 975: 1.3413337485730576e-08
Position 234: 1.1518195541834001e-08
Position 1135: 1.041401186779725e-08
Position 241: 9.980043769626189e-09
Position 1071: 9.878543381336124e-09
Position 952: 7.025136837962922e-09
Position 579: 5.636694950587424e-09
Position 259: 7.560870769694737e-10
Position 613: 6.00581137496254e-10
Position 300: 3.536194076950474e-12
Position 439: 7.353547063498699e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 25532: 0.8665839453176991
Position 6651: 0.21006163524450247
Position 13630: 0.14680507386286196
Position 17219: 0.10031582455460998
Position 12600: 0.07495730137059381
Position 433: 0.027811250144450017
Position 12830: 0.024617266928342475
Position 12676: 0.020023918336664424
Position 12561: 0.01878382487604921
Position 2102: 0.01834104634034986
Position 5522: 0.015534416353713134
Position 1342: 0.01465084408995973
Position 14325: 0.011662567138876038
Position 288: 0.011360727851330164
Position 17978: 0.009938419864977835
Position 3876: 0.008835499902083935
Position 10295: 0.00877347609856695
Position 12424: 0.006626025925530185
Position 16548: 0.0052919838891579505
Position 10194: 0.004280168942858829
Position 2129: 0.003680636745312545
Position 5156: 0.0030665135181309113
Position 1773: 0.0030228972116582574
Position 8806: 0.0026746252464117464
Position 1511: 0.0026497667145253885
Position 5438: 0.0025146634916494094
Position 2132: 0.002447668068085093
Position 4029: 0.002310882342595887
Position 14929: 0.0023073799988630314
Position 6603: 0.001897197923411632
Position 14976: 0.001890827762130644
Position 10917: 0.0016910429506713947
Position 1191: 0.00156904362809485
Position 355: 0.0015271987422539174
Position 2113: 0.0014008858609994678
Position 15549: 0.0012068422813269301
Position 2895: 0.001133044175234262
Position 11216: 0.0010757002497832546
Position 11457: 0.0009960178461419459
Position 13633: 0.000988256878248714
Position 3959: 0.0008248725241440488
Position 3701: 0.0007931749883789021
Position 6493: 0.0007862571830565485
Position 5548: 0.0007812824820552698
Position 1455: 0.0006266488893364586
Position 13789: 0.0005957457236934746
Position 3711: 0.0005951112979856653
Position 7479: 0.0005729239563824227
Position 1740: 0.0005609130324872371
Position 10321: 0.0004971110793271366
Position 5298: 0.0004945807863130526
Position 1874: 0.0004938198287208463
Position 3984: 0.00047350383520114274
Position 3819: 0.00040044929463398083
Position 7340: 0.00038084943484789196
Position 8587: 0.0003710465631163208
Position 1968: 0.00035399113811681037
Position 5367: 0.000345511417475614
Position 3929: 0.0003428278471135052
Position 6401: 0.0003343962579855206
Position 455: 0.00030410859153249837
Position 9952: 0.0002959867620741433
Position 7963: 0.0002785767873344844
Position 4177: 0.00027853681476311783
Position 2019: 0.0002639734958552553
Position 9785: 0.0002572628037823087
Position 531: 0.00025173675378214647
Position 5331: 0.0002479325726209223
Position 1994: 0.00024356141182560204
Position 1711: 0.00021098277294654175
Position 9994: 0.00020607050473799785
Position 1759: 0.0001898532903943846
Position 6891: 0.0001837755054015461
Position 5935: 0.00018158408689999378
Position 5589: 0.00017700696799671393
Position 8708: 0.00016589509077990768
Position 4155: 0.00015512158349011748
Position 12730: 0.00014442266973579992
Position 706: 0.00014436258101666898
Position 6771: 0.00014334061307040696
Position 12796: 0.00014303623132773773
Position 3724: 0.00014210924592774498
Position 405: 0.00013285499162107183
Position 1458: 0.00012961416824967952
Position 7518: 0.00012640534743136418
Position 1427: 0.00011682529075695007
Position 1674: 0.00011656967680796835
Position 9883: 0.00011504530246415657
Position 6939: 0.00011441594410908706
Position 10239: 0.00011198070932190373
Position 1650: 9.514283435545589e-05
Position 1407: 9.014283986012026e-05
Position 1055: 8.719047943213016e-05
Position 10016: 8.556779678803056e-05
Position 7035: 8.479281989300796e-05
Position 3543: 7.432217019436145e-05
Position 6830: 7.425524435914993e-05
Position 2170: 7.416437318534893e-05
Position 1906: 6.67131493131425e-05
Position 4325: 6.471182101678179e-05
Position 1780: 5.7880457806045834e-05
Position 8986: 5.730927056121768e-05
Position 2557: 5.321637335900236e-05
Position 8735: 5.28567752750976e-05
Position 5410: 5.2109354964283714e-05
Position 8349: 5.1946161239263864e-05
Position 1297: 5.034991767071751e-05
Position 2650: 4.651514234484306e-05
Position 4854: 4.4482983423898046e-05
Position 10152: 4.175345600631549e-05
Position 1834: 4.139984862319238e-05
Position 4908: 4.119626369401596e-05
Position 5875: 4.050891934400396e-05
Position 3416: 4.0182294409415876e-05
Position 1289: 3.617095706159992e-05
Position 2861: 3.4510412817536814e-05
Position 7827: 3.354509022797252e-05
Position 7733: 3.2819478787630384e-05
