Gene = PVRIG
index = 1102
Annotated 5SS: [ 165  793 1229 1438 1585]
Annotated 3SS: [ 476  877 1310 1523 1691]
SMsplice 5SS: [ 165 1438 1585]
SMsplice 3SS: [1310 1535 1691]
top_k =  1000
Partition function (log Z): -1.410089738345704

Sorted 5' Splice Sites (High to Low Probability):
Position 1438: 0.93643175066778
Position 793: 0.5852374517690101
Position 1585: 0.5358968684927607
Position 165: 0.5188394535258429
Position 982: 0.41812514375591736
Position 1229: 0.3677511923122976
Position 188: 0.3469656546841125
Position 693: 0.17838838738535712
Position 1614: 0.16806425231004166
Position 976: 0.07159490922911484
Position 363: 0.03366160685903264
Position 944: 0.02220146378211479
Position 1004: 0.021110793095653856
Position 176: 0.019395416006966308
Position 957: 0.018846402073921308
Position 158: 0.01612114630035782
Position 1802: 0.010993396390254397
Position 46: 0.005137317183547464
Position 616: 0.004263344297028078
Position 889: 0.0033530885048005223
Position 194: 0.003019141015005447
Position 1164: 0.002711987339435947
Position 307: 0.0019941916507490425
Position 198: 0.0017753925408472305
Position 765: 0.0006937286609036678
Position 1199: 0.0006679369263482831
Position 169: 0.0006476282103710714
Position 948: 0.0004707144009354963
Position 779: 0.0004362258260256678
Position 901: 0.00036677791186888453
Position 248: 0.000302711856995084
Position 753: 0.0001910451175178933
Position 891: 0.00016023752542537444
Position 1448: 0.00011377910374882436
Position 274: 0.00010302852663303334
Position 618: 8.229936975416539e-05
Position 895: 6.985057196228693e-05
Position 246: 6.919641900549499e-05
Position 1896: 4.644586484923354e-05
Position 1247: 3.7342904427354626e-05
Position 277: 3.5055043219757114e-05
Position 493: 3.0139804840014422e-05
Position 201: 1.1113836583399367e-05
Position 77: 4.7676877120534524e-06
Position 781: 2.9588965753791816e-06
Position 428: 2.167780699972224e-06
Position 834: 1.4636760176049147e-06
Position 254: 1.438935536905843e-06
Position 221: 1.3099220489445003e-06
Position 797: 1.0772759176522713e-06
Position 281: 9.905798244828113e-07
Position 57: 6.6052624051847e-07
Position 83: 5.801127040726632e-07
Position 507: 4.5580035466223297e-07
Position 642: 3.1176570261872963e-07
Position 112: 2.4773573169888254e-07
