Gene = BRK1
index = 143
Annotated 5SS: [  228 10117]
Annotated 3SS: [10033 10676]
SMsplice 5SS: [  228 10117]
SMsplice 3SS: [ 9966 10676]
top_k =  1000
Partition function (log Z): -6.245635913683844

Sorted 5' Splice Sites (High to Low Probability):
Position 10117: 0.9660113381307761
Position 228: 0.9346378012126862
Position 751: 0.35787331734032485
Position 772: 0.12949424713780533
Position 1041: 0.06504809534119714
Position 10875: 0.054649337449860405
Position 842: 0.04203656129170579
Position 5296: 0.03311760601630982
Position 5898: 0.03169154766478152
Position 9917: 0.028532543136575574
Position 1945: 0.028481734067239018
Position 3379: 0.025120610032992662
Position 5132: 0.020734412200190618
Position 274: 0.012799212840240817
Position 5616: 0.008100862454740888
Position 3638: 0.007884974072608233
Position 591: 0.007810843439024172
Position 358: 0.006265570897690419
Position 5623: 0.003910759489453637
Position 7700: 0.003763217660267392
Position 6045: 0.003081386921673147
Position 223: 0.002271705961318907
Position 10687: 0.0021798156461287055
Position 131: 0.0020107686552337323
Position 10914: 0.0004609522505467123
Position 69: 0.00045850200688864147
Position 11008: 0.00044209015853544645
Position 64: 0.0003832558154635463
Position 169: 0.00033203488845697025
Position 760: 0.0003093790211202503
Position 1738: 0.00029874810445193055
Position 5893: 0.00028865809076782144
Position 3039: 0.0002830934173172141
Position 1149: 0.00026685020684157073
Position 30: 0.00024709198435996036
Position 492: 0.00023736860902920698
Position 4401: 0.00023252582185762563
Position 6058: 0.00021474330679855083
Position 10865: 0.0002137716518869502
Position 277: 0.00016687265376190186
Position 475: 0.00015676365439414912
Position 794: 0.0001520447438097689
Position 4042: 0.00012028354201020207
Position 5178: 0.00011878301972815852
Position 410: 0.00011733116326909419
Position 888: 0.00011618602744951971
Position 1056: 0.00011400859518365826
Position 4358: 0.00011338454028893972
Position 10: 0.00010611583877675311
Position 7261: 9.687366735643333e-05
Position 7071: 9.610609498782874e-05
Position 5682: 8.775540153160343e-05
Position 1334: 7.195632120612887e-05
