Gene = TOPAZ1
index = 1470
Annotated 5SS: [  514  3386 13144 14393 20598 25251 27416 28925 40146 45655 45954 49001
 62196 63436 64541 68105 79306 81410 86548]
Annotated 3SS: [  966 13081 14264 20532 25110 27329 28798 40081 45502 45860 48884 62128
 63260 64439 67938 79140 81205 86363 89905]
SMsplice 5SS: [  514  1093  3386 13144 14393 27416 28925 40146 45655 46436 49001 62196
 64541 68105]
SMsplice 3SS: [  966  3281 13081 14264 27329 28798 40081 45502 46360 48884 62128 64439
 67938 87956]
top_k =  1000
Partition function (log Z): -36.127933355239925

Sorted 5' Splice Sites (High to Low Probability):
Position 14393: 0.9997704207156938
Position 28925: 0.9643891275311702
Position 3386: 0.8720396636238978
Position 13144: 0.8108297732304154
Position 20598: 0.5937339584137528
Position 2442: 0.5847836469118111
Position 1093: 0.5801189467398368
Position 21844: 0.5546013830014556
Position 2089: 0.4303500506291263
Position 7571: 0.4247188847660105
Position 514: 0.3080170054999686
Position 20119: 0.29164146988005485
Position 432: 0.2305093821598004
Position 12020: 0.1920239692257186
Position 8980: 0.18478286745679087
Position 25251: 0.17406455870066867
Position 2796: 0.16392938084743008
Position 12355: 0.14907205484853475
Position 62: 0.13493205358435173
Position 11775: 0.1296886846998089
Position 7749: 0.10121937760490171
Position 1029: 0.09714301478196755
Position 77: 0.06685975872168927
Position 81: 0.066388309956941
Position 114: 0.06296963381831061
Position 1114: 0.0499556229311945
Position 4688: 0.04568184101095881
Position 1726: 0.04315603081067209
Position 11585: 0.04135253314235818
Position 1770: 0.0386480461118079
Position 3162: 0.034178817016392554
Position 13382: 0.024211226782541687
Position 13251: 0.023684599630043553
Position 8886: 0.02273882444726935
Position 6891: 0.02229392842360445
Position 1479: 0.01416265371390979
Position 66: 0.013174511767095371
Position 222: 0.012817612587769634
Position 2950: 0.011650478993921251
Position 6934: 0.01052896459842659
Position 7013: 0.009624487700251707
Position 55: 0.009253794516694329
Position 2057: 0.00913139129071265
Position 45: 0.007838289256248243
Position 411: 0.00517646582568141
Position 2435: 0.004375246096651004
Position 30401: 0.004035482303822312
Position 1375: 0.0036800493495117137
Position 4696: 0.0030159719024786414
Position 1528: 0.0029770179855861997
Position 1488: 0.002211815090419131
Position 8845: 0.0017611880800906619
Position 1927: 0.0016641668793941546
Position 354: 0.0016588351491179654
Position 9378: 0.0016058596188927412
Position 11798: 0.0014010651328324754
Position 791: 0.0013593636151154772
Position 7638: 0.0009086320713738538
Position 2479: 0.0008427507478711802
Position 4680: 0.0007451076447454083
Position 293: 0.0005681277543053037
Position 2302: 0.0005626694603965618
Position 6943: 0.00048808206647488797
Position 738: 0.0004310885242155507
Position 1206: 0.0003982753520325943
Position 1102: 0.0003794963458349866
Position 762: 0.0003298197330840091
Position 690: 0.00032076697542482245
Position 4174: 0.00030953089787117544
Position 1447: 0.00030829607814242407
Position 2065: 0.0002979447497836753
Position 2038: 0.0002890332023943583
Position 368: 0.00024951234084105624
Position 6979: 0.00023832794683057942
Position 132: 0.00022817506207998292
Position 361: 0.000199981438425983
Position 799: 0.00018510259517006834
Position 6369: 0.00017574525112222603
Position 7161: 0.00016105395790429576
Position 676: 0.00013212455366000747
Position 551: 0.00012224917384861435
Position 608: 0.00011743069311281491
Position 1513: 0.00011101617650472096
Position 1922: 9.825447550301383e-05
Position 2179: 9.105837371971687e-05
Position 2116: 8.824435015066374e-05
Position 7606: 8.641881212871985e-05
Position 7613: 8.480600159606613e-05
Position 14845: 8.006703583083541e-05
Position 324: 7.42529533018829e-05
Position 1252: 6.315089167883388e-05
Position 1676: 5.566611061859996e-05
Position 4191: 5.479753348661312e-05
Position 3373: 5.2622030021705295e-05
Position 1000: 4.7580690617757306e-05
Position 860: 3.967368526464529e-05
Position 15107: 3.627690197099749e-05
Position 3400: 3.30724557017991e-05
