Gene = MORN5
index = 855
Annotated 5SS: [  109  7005  9846 14717]
Annotated 3SS: [ 6856  9733 14584 39973]
SMsplice 5SS: [  109  9846 14717]
SMsplice 3SS: [ 9733 14584 39973]
top_k =  1000
Partition function (log Z): -12.32287927606107

Sorted 5' Splice Sites (High to Low Probability):
Position 9846: 0.9997441068564678
Position 109: 0.9792545548395057
Position 14717: 0.7995177743741334
Position 3242: 0.5013537148796886
Position 7005: 0.4342585108891473
Position 11784: 0.3091340371167862
Position 1516: 0.2297085616272794
Position 10910: 0.19975675204611681
Position 11417: 0.18920269388586006
Position 20077: 0.1758830300833218
Position 3452: 0.14722702561195497
Position 16754: 0.13903365426641356
Position 5908: 0.12272186945109179
Position 3604: 0.08957373666836252
Position 20027: 0.06977880481140303
Position 3599: 0.0656717696421073
Position 11400: 0.05352591025986154
Position 4737: 0.04610424966746273
Position 12700: 0.04378153341750362
Position 1466: 0.041061539104256514
Position 5199: 0.04040154212535119
Position 20007: 0.04009494004561053
Position 12757: 0.0362566513240802
Position 3397: 0.032778475860761505
Position 14585: 0.027819367079399686
Position 1105: 0.027731182421904886
Position 20330: 0.023745269889506815
Position 2561: 0.023368169614977806
Position 3632: 0.020589415666255627
Position 16658: 0.020369183832167903
Position 19510: 0.020045670873859733
Position 12785: 0.01911400284867823
Position 5176: 0.017751145538558017
Position 3854: 0.017373009346361056
Position 14400: 0.016755697080260815
Position 4148: 0.016503363782914136
Position 6390: 0.015857940453712343
Position 8738: 0.015303309238150332
Position 13886: 0.01400186860209093
Position 7777: 0.013484416592441768
Position 8759: 0.013297894269692866
Position 14910: 0.012293792223332607
Position 5912: 0.011676406148132708
Position 14461: 0.010436576599201207
Position 14366: 0.00844664725875401
Position 15866: 0.00813882541493978
Position 20081: 0.008117762232206446
Position 20151: 0.008017109473947282
Position 10905: 0.007861750589827207
Position 12897: 0.007157570801047575
Position 1847: 0.006383130084248465
Position 3005: 0.006327592029571277
Position 12830: 0.005957760774692226
Position 4162: 0.005725632834486126
Position 17053: 0.005709048038880046
Position 14436: 0.005318820354267616
Position 14766: 0.005167713435446059
Position 20315: 0.005123051696220865
Position 2339: 0.005100382021725836
Position 17082: 0.005000264612062889
Position 2498: 0.0049564298313031115
Position 5981: 0.004577588634251124
Position 222: 0.004379248708238178
Position 14971: 0.003825354704650665
Position 3053: 0.0033781296416393906
Position 1475: 0.0031895728153122434
Position 11404: 0.002846958237537838
Position 451: 0.0028421039385793517
Position 11: 0.0027932487329847258
Position 3466: 0.0026925900456898446
Position 6625: 0.0026143932190590786
Position 16834: 0.002369501915809601
Position 3148: 0.0023560453203566646
Position 18040: 0.002158089419752186
Position 1303: 0.0014667502624270247
Position 8413: 0.0012840103434955522
Position 7092: 0.0012651864320557162
Position 2749: 0.0009926149203297707
Position 12006: 0.000952873286755491
Position 847: 0.0008024685936710291
Position 1392: 0.0007185749719971677
Position 1730: 0.0006434272210294943
Position 1529: 0.0006363659126532
Position 14778: 0.0005745461108617297
Position 7801: 0.0005555258426530881
Position 2187: 0.000525771594010313
Position 6021: 0.0004722651174829355
Position 3074: 0.00047135634858314193
Position 1013: 0.000466910569075412
Position 1536: 0.0004559361096975855
Position 2697: 0.00043732325300682983
Position 14061: 0.00041621084858513746
Position 1823: 0.0003904441236270155
Position 1560: 0.0003671687113234493
Position 1904: 0.0003601466714770277
Position 12834: 0.0003114348317714552
Position 1073: 0.0002687261648249552
Position 2306: 0.00024807767039261125
Position 1652: 0.0002169038547636633
Position 292: 0.0001996683442972407
Position 15989: 0.00016015895344591096
Position 2825: 0.0001397847937409998
Position 1601: 0.00013479865231661212
Position 98: 0.0001316191563603037
Position 67: 0.00012474386391110142
Position 942: 0.00012293507632572158
Position 294: 0.00012084215770425092
Position 1759: 0.00011889871593047117
Position 311: 0.00011502409256502847
Position 2537: 0.00011206016434220312
Position 313: 0.00011042406547601691
Position 2612: 0.00010808308315269941
Position 3303: 0.00010393571789112574
Position 10174: 0.00010115347975643923
Position 2044: 7.212976336873346e-05
Position 1329: 5.8783216329254473e-05
Position 582: 5.577454257240254e-05
Position 1144: 4.8293832116419186e-05
Position 309: 4.805323171560863e-05
Position 3127: 4.2568873042570396e-05
Position 985: 3.9567658058673134e-05
Position 1236: 3.1977244500372736e-05
Position 1353: 3.124076342262566e-05
Position 406: 2.3972104832756605e-05
Position 10508: 2.2741509829564133e-05
Position 3125: 2.2030210550468656e-05
Position 831: 2.0012595351202887e-05
Position 3699: 1.596405215853336e-05
Position 3478: 1.556742909111054e-05
Position 921: 1.2651536557501329e-05
Position 515: 1.0533776199236332e-05
Position 596: 9.173601689134048e-06
Position 593: 9.027732434490994e-06
Position 1001: 9.015738271875126e-06
Position 1307: 7.904699361853234e-06
Position 1267: 7.717405001228888e-06
Position 1293: 6.855407326661141e-06
Position 427: 5.611921322519974e-06
Position 296: 5.4203077291975586e-06
Position 1233: 5.040131709825846e-06
Position 315: 4.964175764925182e-06
Position 1049: 3.536540391271265e-06
Position 887: 3.43159345880474e-06
Position 1389: 3.2945480577508546e-06
Position 298: 1.8748773284697096e-06
Position 535: 1.8343549891363031e-06
Position 1258: 1.7876559195699745e-06
Position 1114: 1.2471239920463339e-06
Position 1249: 1.0108972949970085e-06
Position 1255: 7.133648868434603e-07
Position 1117: 3.752787196133823e-07
Position 1102: 3.3590856193674704e-07
Position 317: 2.1537480486428636e-07
Position 1100: 9.031959230755594e-08
Position 151: 5.8651929559553845e-08
Position 3: 4.1910315397515984e-08
Position 1784: 2.2067140118781925e-08
Position 1733: 1.9452959094072967e-08
Position 385: 1.080068825381099e-08
Position 397: 8.871868723261261e-09
Position 193: 5.495763078888599e-09
Position 362: 2.9044501217115127e-09
Position 614: 1.9020764652141967e-09
Position 585: 9.894355362909672e-10
Position 330: 3.2780048390849946e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 9733: 0.9935981869507879
Position 14584: 0.7968261629350815
Position 19909: 0.7115537934302547
Position 3004: 0.4395140717675324
Position 6856: 0.4241876439337594
Position 24843: 0.3885611921758016
Position 3349: 0.23952444691713232
Position 1465: 0.20425964013997094
Position 16619: 0.18164892946503652
Position 5806: 0.13432769624532848
Position 11273: 0.12101882775355816
Position 11276: 0.11442002308956312
Position 3387: 0.11300499165318753
Position 11480: 0.10594723259770224
Position 14277: 0.08216865078352349
Position 11598: 0.06790137278752001
Position 23688: 0.06441191429275028
Position 10627: 0.06226173873317709
Position 1203: 0.06071727751892867
Position 17990: 0.05297507948277018
Position 3196: 0.05133192803649479
Position 11558: 0.05051343805657052
Position 10754: 0.050314681367912374
Position 10715: 0.04589480436792174
Position 12699: 0.042966197311086765
Position 12645: 0.04155299989225923
Position 5034: 0.03961978887357251
Position 20254: 0.036331856662667625
Position 11631: 0.031956691895719355
Position 11521: 0.031843505053551845
Position 10672: 0.03138651035009746
Position 4523: 0.028989695859601778
Position 8597: 0.028601203507843197
Position 12560: 0.027271252877196058
Position 3995: 0.022223247424649067
Position 2458: 0.019526365721039083
Position 19442: 0.01949212834004627
Position 11649: 0.017720505927341437
Position 22263: 0.016621618351840374
Position 13811: 0.015372256029700528
Position 10788: 0.014945986518468207
Position 5069: 0.014935857158148646
Position 724: 0.011938321174015068
Position 7658: 0.011252826008567262
Position 26703: 0.010232650906814182
Position 890: 0.00957796896368437
Position 6264: 0.009003607596066887
Position 4686: 0.008404165368736555
Position 2852: 0.008175464682353846
Position 11385: 0.007444474853942777
Position 3528: 0.0073822330321017225
Position 6201: 0.006854332857645463
Position 3147: 0.0063608517518480715
Position 19774: 0.006235947667318735
Position 20749: 0.006149656776786826
Position 20276: 0.005348215093790789
Position 5761: 0.0048201139332048944
Position 14294: 0.0047038050729023406
Position 9638: 0.004501790522585618
Position 22482: 0.0044962551358871915
Position 14813: 0.004486996571439486
Position 4588: 0.004302230586234567
Position 3504: 0.003867677792745753
Position 2427: 0.0037044983436190573
Position 1774: 0.0036048837175619132
Position 24683: 0.003515570774277151
Position 6958: 0.0033615122334005113
Position 6734: 0.003106521413154989
Position 2875: 0.003034964829437037
Position 3651: 0.0030251118931260727
Position 5119: 0.0030166752332062095
Position 2163: 0.002882213630921061
Position 7634: 0.0027858445224727938
Position 2369: 0.0027196000881176676
Position 3193: 0.002685988782480911
Position 11147: 0.002587190762945923
Position 15725: 0.0025574578439306484
Position 6802: 0.0025405044398463645
Position 14829: 0.0025157823155428304
Position 14816: 0.002483453227536659
Position 15575: 0.0023673757402367258
Position 16658: 0.002356787119554003
Position 3490: 0.0023187936474952154
Position 2126: 0.002311069664279374
Position 1362: 0.002267621694437491
Position 4547: 0.0022315946528183904
Position 15852: 0.0021709359250948307
Position 3799: 0.002117551028667055
Position 6460: 0.0020042892107447223
Position 20395: 0.001987991632531126
Position 6731: 0.0019691047942619624
Position 1443: 0.0019018241727212476
Position 4608: 0.0018973979442987734
Position 11222: 0.001814855532256797
Position 10893: 0.00173050163725269
Position 9752: 0.0016535956339027544
Position 11257: 0.001622712584874422
Position 11944: 0.0014939282265309323
Position 2674: 0.0013458786625430209
Position 15763: 0.0013265205796657961
Position 866: 0.0013169536207191961
Position 1712: 0.0012937285230184656
Position 17413: 0.0012252808843526916
Position 19466: 0.001218637552967346
Position 2467: 0.001174073893426245
Position 3465: 0.0011584310043799262
Position 3654: 0.0011540946010057936
Position 3215: 0.0011538600902077697
Position 2970: 0.0010912940210745818
Position 18761: 0.0010801539029325303
Position 3750: 0.0010789793396732976
Position 1487: 0.0010054804256674301
Position 14832: 0.0009216206039740571
Position 19950: 0.0009076696499296669
Position 2485: 0.0008676822900193478
Position 798: 0.0008535977481731354
Position 1447: 0.0007749301989916628
Position 2245: 0.0007180341142871925
Position 8092: 0.0006594183755154476
Position 330: 0.0006569662917576565
Position 342: 0.0006375620546351578
Position 7949: 0.0006245919679801039
Position 6589: 0.0006101040083143514
Position 12726: 0.000589777575281595
Position 15757: 0.0005785027593876444
Position 1249: 0.0005547638809842861
Position 17886: 0.0005052293260855997
Position 2424: 0.0004975974283854143
Position 3102: 0.0004752454542075408
Position 5037: 0.00045856404446532715
Position 12746: 0.0004568864966791773
Position 11903: 0.0004553674405321528
Position 1560: 0.0004505052403561696
Position 1045: 0.00043737629335165304
Position 21696: 0.0004197794761237465
Position 822: 0.00041341823058163357
Position 3365: 0.00038640794386143336
Position 10579: 0.0003802998746818646
Position 1944: 0.0003799123583318831
Position 784: 0.000379836062842033
Position 6917: 0.0003584105067794151
Position 1318: 0.00033374455894877905
Position 5873: 0.0003003191724251014
Position 10904: 0.0002595708398695813
Position 3232: 0.0002521933565448948
Position 2560: 0.0002347923590559593
Position 17863: 0.00022631761439789426
Position 10690: 0.00022191425379618093
Position 1303: 0.00022016000917957882
Position 892: 0.0002165721579358921
Position 917: 0.00020969415618510577
Position 11191: 0.00020795624279984083
Position 11306: 0.00019706932856330454
Position 1644: 0.00019139470365412092
Position 3765: 0.0001838602157529554
Position 1368: 0.00016700013158490028
Position 4240: 0.00016379349397362998
Position 1470: 0.00015002124220984974
Position 1336: 0.00014665272326944067
Position 367: 0.00014158129341363957
Position 10686: 0.00013087735019660379
Position 1049: 0.00012580060177180114
Position 10575: 0.00011547377311583448
Position 4282: 0.00011537176179902439
Position 1592: 0.00010229610295549433
Position 1179: 9.816784247915761e-05
Position 2649: 9.322482827565297e-05
Position 1724: 8.150294115125382e-05
Position 14324: 8.089288612641061e-05
Position 1512: 7.924979993639696e-05
Position 11124: 7.188069303163033e-05
Position 10469: 6.83763023087892e-05
Position 1515: 6.350406185577371e-05
Position 942: 6.105707232643649e-05
Position 10078: 5.94031094339831e-05
Position 15649: 5.74379806442063e-05
Position 1100: 5.454634036928727e-05
Position 12068: 5.330327148716885e-05
Position 3559: 5.1399750673157e-05
Position 4940: 5.068815167238396e-05
Position 4964: 4.5493995733119066e-05
Position 14160: 4.4408866417773456e-05
Position 11907: 4.187077833051303e-05
Position 13020: 4.171003900689204e-05
Position 444: 3.525353111935239e-05
Position 3451: 3.4351252669977745e-05
Position 2342: 3.4334211591499395e-05
Position 10699: 3.27002901792139e-05
Position 2725: 3.178132196878841e-05
Position 529: 2.684967407714249e-05
Position 2406: 2.5937761161228982e-05
Position 5100: 2.5620207110988043e-05
Position 1217: 2.5586110082248152e-05
Position 1183: 2.5498449190814467e-05
Position 1007: 2.490447613342972e-05
Position 972: 2.3831087145103968e-05
Position 2791: 2.3564410833908888e-05
Position 15430: 2.1779658713357104e-05
Position 1993: 2.1201417935224845e-05
Position 235: 2.0696090415582004e-05
Position 397: 1.946389802786185e-05
Position 10022: 1.940537694460006e-05
Position 12492: 1.9327604059310824e-05
Position 834: 1.911793653482837e-05
Position 199: 1.87408934547144e-05
Position 2882: 1.582990184367698e-05
Position 11817: 1.3630073043175774e-05
Position 3446: 1.3248301241373633e-05
Position 2393: 1.1661225022550993e-05
Position 9932: 1.1223587917557371e-05
Position 1747: 1.0661513944412653e-05
Position 2517: 1.049312334739108e-05
Position 1233: 1.0109330745312825e-05
Position 10138: 9.49389189877287e-06
Position 2037: 8.9526917401569e-06
Position 10440: 8.50418047407678e-06
Position 10099: 8.470395180012029e-06
Position 11853: 8.419776447948005e-06
Position 10311: 8.214668808967151e-06
Position 2917: 8.203872948132202e-06
Position 2270: 8.154760980521088e-06
Position 385: 8.051793830848423e-06
Position 3598: 7.2789269393070675e-06
Position 1076: 7.183514433523259e-06
Position 4050: 5.749192751218351e-06
Position 1272: 4.516633381957955e-06
Position 1729: 4.006064531692005e-06
Position 1255: 3.7574184838196052e-06
Position 1383: 3.7150712506804075e-06
Position 1375: 3.4402672494005407e-06
Position 760: 3.1747614069800163e-06
Position 990: 2.755723128666448e-06
Position 9942: 2.4483628664560607e-06
Position 10036: 2.36944067866323e-06
Position 477: 1.8930757584199383e-06
Position 831: 1.7866246151321956e-06
Position 7727: 1.2719040548016463e-06
Position 254: 1.208751397272845e-06
Position 349: 1.152006215095426e-06
Position 959: 1.0246147747833557e-06
Position 101: 1.011989702930294e-06
Position 729: 9.886637462604291e-07
Position 148: 8.351108111662427e-07
Position 2081: 6.199180329114816e-07
Position 1001: 5.680710101757378e-07
Position 2287: 5.669400028471783e-07
Position 482: 5.62098165894884e-07
Position 755: 3.6866067065637395e-07
Position 1085: 3.269788120546642e-07
Position 2199: 2.8257339468629865e-07
Position 251: 2.5037318974605996e-07
