Gene = NCBP1
index = 916
Annotated 5SS: [  290  7257  8037  9735 11599 12107 13936 14598 16975 17748 20283 21319
 22139 22460 25118 27443 28519 29422 30818 33252 35349 36081]
Annotated 3SS: [ 7167  7935  9577 11490 11984 13865 14381 16876 17683 20171 21253 22075
 22384 25013 27319 28415 29327 30713 33136 35219 35966 37459]
SMsplice 5SS: [  290  1402  7257  8066 11599 12107 13936 14598 16975 20283 22139 22460
 25118 27443 30818 33252 35349 36081]
SMsplice 3SS: [ 1312  7167  7935 11490 11984 13865 14473 16876 20171 22075 22384 25013
 27355 30713 33136 35219 35966 37459]
top_k =  1000
Partition function (log Z): 38.905692368632394

Sorted 5' Splice Sites (High to Low Probability):
Position 27443: 0.9975453694398254
Position 290: 0.9946023476321405
Position 35349: 0.9874414809858533
Position 14598: 0.970483335866983
Position 30818: 0.9670448348405919
Position 22460: 0.9580732850523107
Position 36081: 0.9571972777727091
Position 33252: 0.9471604732310926
Position 11599: 0.9425469248945975
Position 22139: 0.9146718904210599
Position 7257: 0.8970804470574929
Position 20283: 0.8572880404655131
Position 13936: 0.8370583131837475
Position 16975: 0.8176986212702978
Position 25118: 0.7621350039684389
Position 9735: 0.6662655494137105
Position 12107: 0.6604199712058964
Position 8066: 0.629995613903266
Position 24945: 0.6128116656206917
Position 5842: 0.5083496804503866
Position 1402: 0.49997739913281236
Position 29422: 0.4852678120806356
Position 37598: 0.4546258719908044
Position 24255: 0.37247190513587936
Position 21319: 0.3550931791658264
Position 24820: 0.3335317136708176
Position 8037: 0.31776149520403063
Position 13759: 0.3073054712856012
Position 29769: 0.2943127405040954
Position 7543: 0.28219055775618146
Position 13755: 0.24930444042708816
Position 35066: 0.24742256511345156
Position 25153: 0.17441622400953094
Position 1694: 0.1692934763059758
Position 6585: 0.167077606785282
Position 28355: 0.14872577344815174
Position 37870: 0.13566316278340945
Position 28519: 0.1310164395337783
Position 1377: 0.1198452420524927
Position 12143: 0.10430794679809169
Position 7817: 0.09923445663533878
Position 26948: 0.09085738024719657
Position 14084: 0.08939813403700082
Position 17033: 0.08571273465959596
Position 7741: 0.08474481401143133
Position 36741: 0.07902185978621291
Position 7582: 0.0755488302895922
Position 21880: 0.0692957716913526
Position 7379: 0.060745096843790744
Position 747: 0.0599535279387106
Position 32989: 0.0591262243332828
Position 37232: 0.05637441151969116
Position 28584: 0.05603544674623899
Position 23273: 0.056028847753199426
Position 39156: 0.054518734449113815
