Gene = SCAI
index = 1228
Annotated 5SS: [   112    864  87621 113853 115105 116685 122824 124390 124698 140028
 140383 141532 143606 148563 167383 171826 172127]
Annotated 3SS: [   818  87488 113756 115017 116585 122726 124290 124544 139925 140280
 141452 143505 148480 167309 171651 172025 190542]
SMsplice 5SS: [   112    864   9893  26423  26563  63897  85907  87621 108873 113853
 116685 118785 122824 124390 124698 132339 140028 140166 140383 141532
 143606 146442 148563 167383 168250 171826 172127]
SMsplice 3SS: [   818   9765  26266  26523  63693  85788  87488 108755 113756 116585
 118679 122726 124290 124544 132258 139925 140106 140280 141452 143505
 146361 148380 167309 168153 171651 172025 190542]
top_k =  1000
Partition function (log Z): -91.32794741165908

Sorted 5' Splice Sites (High to Low Probability):
Position 864: 0.9978141732558943
Position 112: 0.9730534137136362
Position 9893: 0.837167148605123
Position 19442: 0.24452931911279147
Position 10864: 0.15552499432074093
Position 11136: 0.09819841324000146
Position 2278: 0.09383581831295311
Position 7382: 0.07543717613912712
Position 15906: 0.04902839021070468
Position 2817: 0.03663968681197648
Position 15852: 0.03134685974640948
Position 10405: 0.029137701209332408
Position 4167: 0.028472458748205417
Position 5571: 0.02547841574793661
Position 7227: 0.0180777141888332
Position 13367: 0.01625430796676476
Position 10979: 0.016053973460818025
Position 304: 0.015725561834472872
Position 2413: 0.015302243254787384
Position 627: 0.014273829333966119
Position 2905: 0.01392887146687126
Position 11706: 0.013669132575361105
Position 11629: 0.013622527131505663
Position 2417: 0.012415024379966366
Position 16018: 0.01111604347144966
Position 14652: 0.010726951562285118
Position 8362: 0.005842494150638295
Position 6008: 0.004408197593973291
Position 2393: 0.004019199068817834
Position 1118: 0.003788469473701132
Position 4253: 0.0034131051416817558
Position 2093: 0.002839951000946702
Position 11140: 0.002839193700243706
Position 6290: 0.002824246478398752
Position 464: 0.0026053800702910347
Position 1836: 0.002554341718101199
Position 2021: 0.002395542479701657
Position 5820: 0.0020485535449290813
Position 1059: 0.0018188601332916991
Position 5920: 0.0017537620710996599
Position 2925: 0.001716653077235762
Position 9052: 0.0014672974057488351
Position 532: 0.001270920636177494
Position 10251: 0.0012171399396967092
Position 582: 0.0010885724676329693
Position 62: 0.0009594559260055682
Position 11775: 0.0006838619829760686
Position 453: 0.0006215063750417494
Position 339: 0.0005418679269854348
Position 598: 0.000416805097271533
Position 13874: 0.00033196769179183607
Position 689: 0.00031861021342465413
Position 522: 0.00021256343032144154
Position 754: 0.00020912470468959678
Position 10367: 0.0002011147464015383
Position 317: 0.00015432489763331925
Position 653: 0.00014541340840132998
Position 9990: 0.00011862525238812751
Position 945: 0.0001165029040266687
Position 9879: 7.523402376512582e-05
Position 149: 6.977651895287091e-05
Position 137: 6.373833129622489e-05
Position 1452: 5.5406171461808426e-05
Position 9776: 5.2834809680567875e-05
Position 2014: 4.7940448333321374e-05
Position 125: 4.6120952045205786e-05
Position 2263: 4.460733270242973e-05
Position 11752: 4.258351809716755e-05
Position 1498: 3.663672986306926e-05
Position 11232: 3.615697310108955e-05
Position 3880: 3.582736844192513e-05
Position 11152: 3.442675221659221e-05
Position 1073: 3.162560620061389e-05
Position 3954: 1.9929512963093136e-05
Position 3359: 1.7190399479159482e-05
Position 2903: 1.3756810792074801e-05
Position 96: 1.348842103219381e-05
Position 526: 1.301632148286558e-05
Position 3438: 1.2700346991698177e-05
Position 1604: 1.0987386624224646e-05
Position 536: 9.825498304300166e-06
Position 2531: 9.775251876707199e-06
Position 229: 8.840681843168986e-06
Position 949: 8.287957227398399e-06
Position 684: 7.337506514102724e-06
Position 3985: 7.10942898106911e-06
Position 3757: 6.302182271808552e-06
Position 503: 6.1878729415226164e-06
Position 3229: 5.940192362358821e-06
Position 1335: 5.909790065721598e-06
Position 1361: 5.77435381010691e-06
Position 1597: 4.951562348608306e-06
Position 938: 3.936872338497451e-06
Position 3532: 3.0708090488811134e-06
Position 2888: 3.0013889913725507e-06
Position 3385: 2.2847175745169136e-06
Position 1113: 1.7520354863604666e-06
Position 2183: 1.7019034116999803e-06
Position 2457: 1.6975717201298728e-06
Position 570: 1.6880041813993483e-06
Position 1961: 1.685715731778326e-06
Position 647: 1.6122917212615192e-06
Position 1840: 1.6114318394497208e-06
Position 1945: 1.5410557550686167e-06
Position 2490: 1.5164372417423832e-06
Position 1306: 1.4011429696560454e-06
Position 2150: 1.3172377898028481e-06
Position 1736: 1.2939513834934996e-06
Position 2118: 1.2700757102666012e-06
Position 2135: 1.1789075096943081e-06
Position 2248: 1.174294896279691e-06
Position 409: 1.161071105438657e-06
Position 729: 9.877209618505702e-07
Position 2338: 8.26466544303021e-07
Position 726: 6.110156283404279e-07
Position 191: 5.887764773709638e-07
Position 925: 5.628663544654109e-07
Position 2421: 5.393585673659065e-07
Position 2506: 3.546516140527029e-07
Position 1621: 2.6098020586462725e-07
Position 2387: 2.4097165819780903e-07
Position 2224: 2.0159454184542925e-07
Position 315: 1.221947034481544e-07
Position 1271: 6.875428976145935e-08
Position 557: 5.8556281997952313e-08
Position 680: 5.262353123786401e-08
Position 716: 2.478620375999892e-08
Position 446: 2.4581607511480493e-08
Position 920: 2.3685872641870348e-08
Position 872: 1.2386419669336278e-08
Position 894: 4.227244038254299e-09
Position 777: 2.07066099776935e-09
Position 958: 1.5707358746776972e-09
Position 811: 7.070246565706166e-11
Position 434: 3.4171289598718753e-14
Position 396: 1.2861010148705205e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 818: 0.8764862274144164
Position 9765: 0.8424733248170633
Position 19326: 0.5215834308177041
Position 20596: 0.2022250432556514
Position 23214: 0.12755296722158765
Position 10956: 0.12581931659624854
Position 791: 0.12028257616501521
Position 14460: 0.08524846352411071
Position 16521: 0.08350387256383782
Position 15734: 0.08148825698289924
Position 22617: 0.07457629297790123
Position 10773: 0.06724129466789272
Position 7140: 0.055780223387448945
Position 2644: 0.05158949030950644
Position 2069: 0.04936427238483674
Position 2243: 0.04246237979276131
Position 10463: 0.03959050202068039
Position 13289: 0.03797735452118644
Position 15972: 0.028818361829041565
Position 2170: 0.027801462010108684
Position 4053: 0.02670250684981336
Position 5383: 0.023083013256123597
Position 10558: 0.022841493554856367
Position 10110: 0.022278535028167023
Position 11519: 0.018910750435202503
Position 7122: 0.017520653237722447
Position 11539: 0.016114628387889365
Position 10832: 0.01363352374771726
Position 19602: 0.011741102889809792
Position 16752: 0.011740020371382087
Position 10184: 0.01125021194790474
Position 10787: 0.008922477469385537
Position 7159: 0.008850772694342559
Position 18658: 0.008781872377432512
Position 7076: 0.008493536597099154
Position 10696: 0.007430978968262602
Position 19549: 0.005880569108922115
Position 4095: 0.005188338982829494
Position 17520: 0.00497679565705333
Position 984: 0.004741265626593943
Position 10040: 0.004272232147404939
Position 10299: 0.0035047026620667727
Position 1905: 0.0034415572633584007
Position 8180: 0.003426524848265716
Position 19726: 0.003353885970041584
Position 262: 0.0033004571421770008
Position 5920: 0.0031320655028515133
Position 5764: 0.0030261671425498115
Position 7136: 0.002987139217789705
Position 234: 0.002692935197776606
Position 12091: 0.00250363468178266
Position 2135: 0.0023913900241599347
Position 1681: 0.0022431097931969197
Position 210: 0.002098529475450248
Position 8926: 0.00206930313018615
Position 10929: 0.002060237878478625
Position 10273: 0.0019104522218870614
Position 2640: 0.0018887123939285086
Position 2664: 0.0018006114864019792
Position 2809: 0.0017970734270432763
Position 16479: 0.0016913151608502408
Position 10534: 0.0015075811092791882
Position 18302: 0.0013705477479998022
Position 6228: 0.0013493295412416873
Position 5628: 0.0013042566175496446
Position 15207: 0.0012917066838368959
Position 17458: 0.0012638088607804807
Position 17971: 0.0012503453735242466
Position 11619: 0.0012410049021065084
Position 2150: 0.0012383135608478857
Position 514: 0.001220815225458319
Position 8222: 0.0011587098720608386
Position 14087: 0.001086688449290577
Position 5327: 0.00105493719772999
Position 10020: 0.0010396758033169285
Position 8339: 0.0009990623721913522
Position 15376: 0.0009476916039053858
Position 6067: 0.0009029978971974729
Position 10270: 0.0008850255573377593
Position 1016: 0.0008679408739309197
Position 303: 0.0008670550030745935
Position 13331: 0.000849334085548822
Position 14746: 0.000816785689839858
Position 1881: 0.0008066476749005906
Position 13264: 0.0007739488865561028
Position 14908: 0.0007688251658904881
Position 2374: 0.0007475085063719255
Position 13766: 0.0007466501000112193
Position 5396: 0.0007254525752506051
Position 2190: 0.0006952811567584357
Position 4166: 0.0005795352634977906
Position 4014: 0.0005665765606806189
Position 11204: 0.0005183434154317424
Position 8149: 0.0005149563179206041
Position 6187: 0.0004659296752850417
Position 2121: 0.0004568783473510456
Position 2183: 0.00044518352691334616
Position 8227: 0.00042591552494562876
Position 757: 0.00042041278719288537
Position 5893: 0.000419658600486856
Position 5458: 0.00041761276820673747
Position 5380: 0.00041459670686641445
Position 1645: 0.000402233663634434
Position 13661: 0.00039423605615817155
Position 3874: 0.000372546345260427
Position 13078: 0.000311847943977653
Position 212: 0.0003011391741673474
Position 5584: 0.00028679457083198676
Position 372: 0.0002866140500635537
Position 3648: 0.00028567069042480416
Position 2087: 0.00027722723858073585
Position 3292: 0.00027518320287040464
Position 6192: 0.000270049556913417
Position 3966: 0.0002613429813663013
Position 2263: 0.0002538419971011001
Position 722: 0.0002532356464763176
Position 12257: 0.00024167044788494347
Position 12115: 0.00022552956005116628
Position 660: 0.0002073440591635754
Position 2835: 0.00020060624605973802
Position 196: 0.00019400434130575184
Position 6070: 0.00019358126492857923
Position 738: 0.00019145460319655827
Position 4110: 0.00017526183579382097
Position 693: 0.0001653569585110015
Position 13054: 0.00016428666567269937
Position 567: 0.00016302134362823184
Position 1228: 0.00015550320117104112
Position 525: 0.00015402473056988467
Position 10339: 0.0001531388139823063
Position 9090: 0.00015312292746027186
Position 12679: 0.00014486561460549133
Position 1684: 0.0001410183714523027
Position 1173: 0.0001240730676563222
Position 473: 0.00011673965192635328
Position 7531: 0.0001162705581528319
Position 1152: 0.0001129498593153525
Position 10134: 0.00011233290149682685
Position 952: 0.00010540569204602674
Position 832: 0.0001025374491030228
Position 6433: 0.00010053293909681235
Position 11552: 0.00010044263786471055
Position 2051: 8.961003086052317e-05
Position 178: 8.748468605225178e-05
Position 3680: 8.571585636581157e-05
Position 2276: 8.555263719192734e-05
Position 6473: 8.310907103762345e-05
Position 390: 8.287151777530771e-05
Position 1040: 7.882375198191694e-05
Position 10961: 7.569906287622753e-05
Position 2356: 7.271049820375268e-05
Position 3773: 7.042408451093355e-05
Position 531: 6.947356284930021e-05
Position 8361: 6.889768940137364e-05
Position 2222: 6.63446074718517e-05
Position 7870: 6.189816528068894e-05
Position 688: 6.171767467659975e-05
Position 669: 5.8923731716727226e-05
Position 9513: 5.533747059196376e-05
Position 1839: 5.508977681445263e-05
Position 9103: 5.377225139186427e-05
Position 2018: 5.355054785979296e-05
Position 8951: 5.261194712991487e-05
Position 1067: 4.586675260585029e-05
Position 4250: 4.4152870517975934e-05
Position 7903: 3.844238503870307e-05
Position 2118: 3.6507598052594746e-05
Position 1736: 3.634926831330486e-05
Position 8008: 3.488888551230856e-05
Position 10208: 3.40983664764047e-05
Position 7554: 3.383368247591713e-05
Position 2044: 3.3164567082709014e-05
Position 1190: 3.198262839967294e-05
Position 9985: 3.131642359366228e-05
Position 365: 2.8950132223825326e-05
Position 3288: 2.764858549366152e-05
Position 3312: 2.721802693066448e-05
Position 8554: 2.340590295434554e-05
Position 446: 2.245668071200224e-05
Position 6289: 2.097092951461062e-05
Position 4445: 2.086624095063432e-05
Position 4616: 2.0085339745915525e-05
Position 7719: 2.003238005855673e-05
Position 424: 1.956273745116729e-05
Position 510: 1.7252677831737455e-05
Position 7839: 1.6032758463762934e-05
Position 1428: 1.5113802043454154e-05
Position 1527: 1.1739114682459217e-05
Position 8037: 1.1381961312608889e-05
Position 4816: 1.121983773120668e-05
Position 3069: 1.118639394816697e-05
Position 4319: 1.0993741583133038e-05
Position 8011: 1.080508795789872e-05
Position 7438: 1.0006412347545622e-05
Position 4343: 9.93073398250199e-06
Position 298: 9.644081452937246e-06
Position 426: 8.937055937408493e-06
Position 4681: 7.952283282933584e-06
Position 4636: 7.880363755050865e-06
Position 4276: 6.9918994551086194e-06
Position 5109: 6.901448546605105e-06
Position 593: 6.745193607511155e-06
Position 4557: 6.68750176795122e-06
Position 2300: 6.473675678981712e-06
Position 549: 6.4178263044037555e-06
Position 6233: 6.311186720501739e-06
Position 3203: 6.181092726186337e-06
Position 6249: 6.1496645030020975e-06
Position 488: 5.923685481248337e-06
Position 343: 5.606791520356422e-06
Position 2393: 4.884716228874963e-06
Position 478: 4.507853764258268e-06
Position 2213: 4.404953178375341e-06
Position 3468: 4.339336369917218e-06
Position 1765: 4.124408311024448e-06
Position 949: 3.6347590509680975e-06
Position 4572: 3.5382464978106743e-06
Position 3132: 3.4624119729113553e-06
Position 326: 3.459959297446337e-06
Position 1913: 3.379475026081465e-06
Position 646: 3.2595649582985294e-06
Position 4431: 3.183381289259377e-06
Position 1294: 3.1650427068416656e-06
Position 4698: 2.925052432696807e-06
Position 1686: 2.898722034218857e-06
Position 3338: 2.8125746736868615e-06
Position 3135: 2.691846774011668e-06
Position 3815: 2.683419903483601e-06
Position 4934: 2.6723424137219307e-06
Position 1701: 2.54834119252297e-06
Position 1122: 2.5022523938185376e-06
Position 219: 2.356178749181974e-06
Position 2488: 2.3284398068027973e-06
Position 1403: 2.3283348090307424e-06
Position 860: 2.304316468706952e-06
Position 4633: 2.2558266918735027e-06
Position 609: 2.0019674936326758e-06
Position 2971: 1.9151970606637602e-06
Position 2089: 1.8847451104599341e-06
Position 4406: 1.8745011281710694e-06
Position 4184: 1.8301009509726506e-06
Position 2589: 1.8193627460740564e-06
Position 1474: 1.8169117991790558e-06
Position 3448: 1.657403887440964e-06
Position 3007: 1.6311455068455922e-06
Position 3376: 1.5989991289024567e-06
Position 1434: 1.5688047070712642e-06
Position 3052: 1.4854564510474145e-06
Position 3515: 1.3684479912429553e-06
Position 3228: 1.1549404363653614e-06
Position 724: 1.1213342611253181e-06
Position 597: 1.1014607789730992e-06
Position 1654: 1.0417501859047832e-06
Position 1769: 9.947278399869455e-07
Position 336: 9.481385294637311e-07
Position 439: 9.088949861254149e-07
Position 2523: 8.808950984919958e-07
Position 637: 8.805855840963797e-07
Position 1245: 6.783214722496498e-07
Position 2224: 6.447790019531791e-07
Position 1331: 5.564430330575929e-07
Position 172: 4.917450597618766e-07
Position 631: 4.786278330258138e-07
Position 857: 4.431803765670963e-07
Position 2811: 4.184411062480019e-07
Position 766: 3.344819155085576e-07
Position 564: 2.991417783117866e-07
Position 575: 2.9076540203813003e-07
Position 1597: 2.7769610074231013e-07
Position 159: 2.714613845537955e-07
Position 522: 2.6945900173488087e-07
Position 1579: 2.67512991960495e-07
Position 1836: 2.6569237498508574e-07
Position 1742: 2.5115732282047905e-07
Position 1945: 2.476123941248433e-07
Position 1953: 2.432111566207453e-07
Position 2031: 2.3816942124521928e-07
Position 1780: 2.036608739094609e-07
Position 1752: 1.9712431047574513e-07
Position 958: 1.7898402573165663e-07
Position 483: 1.629605513546173e-07
Position 2020: 1.1053914193215865e-07
Position 1541: 1.0503303598205216e-07
Position 308: 8.992873099409846e-08
Position 1975: 8.005958642763157e-08
Position 709: 7.050150201800093e-08
Position 1249: 7.030369772700556e-08
Position 1665: 6.918740777063014e-08
Position 1277: 6.332149607574142e-08
Position 310: 6.065533842467932e-08
Position 1932: 4.016971386102788e-08
Position 321: 3.3952680244961733e-08
Position 1239: 2.890268740382384e-08
Position 1916: 2.3323755238071112e-08
Position 837: 2.2513102492432683e-08
Position 1282: 1.9143165007238986e-08
Position 677: 1.6840300823820982e-08
