Gene = EPO
index = 501
Annotated 5SS: [ 194  904 1249 2044]
Annotated 3SS: [ 757 1161 1863 2177]
SMsplice 5SS: [ 194  904 1249 2044]
SMsplice 3SS: [ 817 1161 1956 2177]
top_k =  1000
Partition function (log Z): -3.841043016786683

Sorted 5' Splice Sites (High to Low Probability):
Position 2044: 0.9422916280682468
Position 194: 0.9355615391445041
Position 1249: 0.6674398596004185
Position 904: 0.6353103020529391
Position 2338: 0.09263765717290982
Position 1340: 0.027870226772352277
Position 569: 0.026817055650670635
Position 867: 0.021168714772833063
Position 151: 0.011989597657806573
Position 1509: 0.011356258104158015
Position 127: 0.006399670013725396
Position 2079: 0.004058373324407781
Position 434: 0.0019161581637571867
Position 584: 0.001582158676910113
Position 579: 0.0014215513068333817
Position 331: 0.001282035098402399
Position 277: 0.001086272414559911
Position 2048: 0.000796642484976098
Position 1860: 0.0007834703280199575
Position 1993: 0.0007348088385780488
Position 1219: 0.00038418451730036013
Position 989: 0.00034157364988836656
Position 1635: 0.0002355494265367998
Position 198: 0.00019649099697480608
Position 1466: 0.00017837137366966547
Position 545: 0.00013504083495023916
Position 645: 0.00010464071805968876
Position 187: 0.00010454853811309742
Position 285: 9.167563672094133e-05
Position 80: 9.117879796354125e-05
Position 1864: 4.959064641204123e-05
Position 559: 4.8269547088279865e-05
Position 679: 4.416413806465109e-05
Position 231: 4.198845268415095e-05
Position 1592: 2.691469397820656e-05
Position 2340: 2.687540101269179e-05
Position 634: 2.5507027687749173e-05
Position 419: 1.9749836117661713e-05
Position 132: 1.7521910695496605e-05
Position 369: 1.438042743684512e-05
Position 1942: 1.2674362015543102e-05
Position 2746: 1.2636736731810775e-05
Position 1938: 1.0752163249655345e-05
Position 2297: 9.54288987761396e-06
Position 996: 8.543284853640456e-06
Position 1981: 8.2798943167918e-06
Position 411: 7.993780594111672e-06
Position 1001: 4.5631846810210475e-06
Position 1044: 2.918500748839408e-06
Position 442: 1.9316979347208686e-06
Position 1104: 1.9080489612408663e-06
Position 856: 1.8282111725403782e-06
Position 397: 1.661781956795461e-06
Position 586: 1.2709216484222897e-06
Position 304: 9.490436300741643e-07
Position 129: 7.702349706916836e-07
Position 751: 6.951604825834721e-07
Position 761: 6.750086844038287e-07
Position 1959: 1.563088391544022e-07
Position 347: 1.1753742289754517e-07
Position 1149: 1.1153730454101402e-07
Position 1151: 4.5562052813902654e-08
Position 237: 6.889402821871622e-09
Position 697: 1.1365618941194612e-09
Position 774: 4.609360949215234e-10
Position 1685: 3.86760618047508e-10
Position 450: 8.100307116735747e-11
Position 456: 4.75934336049479e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2177: 0.6765000580808129
Position 1161: 0.5881769010793153
Position 817: 0.4311611151716354
Position 1956: 0.38478579702026333
Position 1863: 0.3262732544864497
Position 2152: 0.24220714048513148
Position 1932: 0.151130727126584
Position 851: 0.10619269167543989
Position 1915: 0.07067151305016975
Position 1071: 0.06013803067443809
Position 2465: 0.04428839950422441
Position 757: 0.04290414329128709
Position 2180: 0.033892162616920185
Position 456: 0.02669987885189314
Position 2199: 0.024022686461499125
Position 2433: 0.019260374910000863
Position 1033: 0.016871729651130506
Position 655: 0.016855232646075354
Position 1184: 0.016405390290587553
Position 2697: 0.013646651812114122
Position 739: 0.012485224953375925
Position 708: 0.01076984892613045
Position 1784: 0.009992177527136655
Position 2745: 0.008301180622059642
Position 1112: 0.007451381692297083
Position 1400: 0.006106695765242498
Position 2652: 0.005127047225534322
Position 1847: 0.004572367668436759
Position 1974: 0.0034852542120262127
Position 2485: 0.002976249507027027
Position 2596: 0.0029359650852060363
